verb,verb_compound,kaane,elus_cnt,mitteelus_cnt,root_cnt,isik
meikima,,ad,0,0,3,
meilima,,ill,0,0,3,
menetlema,,adit,0,0,3,
metlema,,ad,0,0,3,
metsistuma,,in,0,2,3,
migreeruma,,ill,0,2,3,
miksima,,abl,1,0,3,
miksima,,adit,0,0,3,
mikuma,,ad,2,0,3,
minema,alles,ad,0,0,3,
minema,alles,ill,0,1,3,
minema,"alt, ära",ad,0,0,3,
minema,eemale,adit,0,2,3,
minema,eemale,ill,0,0,3,
minema,eest,abl,0,0,3,
minema,ilma,adit,0,0,3,
minema,ilma,all,0,2,3,
minema,ilma,el,0,0,3,
minema,ilma,ill,1,1,3,
minema,kallale,adit,0,1,3,
minema,kinni,all,0,0,3,
minema,kohale,adit,0,0,3,
minema,"kokku, vaja",ad,1,0,3,
minema,kõrvale,adit,0,0,3,
minema,lahku,adit,1,0,3,
minema,laiali,abl,0,1,3,
minema,lukku,el,0,0,3,
minema,mööda,ill,0,0,3,
minema,nahka,ad,0,0,3,
minema,nihu,ad,1,0,3,
minema,otsa,ad,2,0,3,
minema,peal,ad,2,1,3,
minema,peksma,in,0,2,3,
minema,ringi,adit,0,0,3,
minema,ringi,el,1,0,3,
minema,seest,ad,1,0,3,
minema,taga,all,0,0,3,
minema,"tagasi, välja",el,0,2,3,
minema,taha,adit,0,2,3,
minema,tarvis,abl,1,0,3,
minema,täis,adit,0,0,3,
minema,täis,all,1,0,3,
minema,umbe,ad,0,0,3,
minema,vast,in,0,1,3,
minema,üles,abl,1,0,3,
minetama,,adit,1,1,3,
mitmekesistuma,,ad,0,0,3,
mitmekordistuma,,ill,0,0,3,
mobiliseerima,,el,0,0,3,
modifitseeruma,,in,0,0,3,
monteerima,lahti,abl,0,0,3,
monteerima,peale,all,0,0,3,
moodustama,kokku,adit,1,0,3,
moodustama,kokku,ill,0,0,3,
moodustama,"kokku, üle",el,0,0,3,
moodustuma,välja,el,0,1,3,
moondama,,in,0,1,3,
moonduma,,abl,0,0,3,
moonutama,,adit,0,0,3,
moosima,välja,abl,2,0,3,
moyennema,,in,0,0,3,
mudima,,all,1,0,3,
muduma,,all,1,0,3,
mugandama,,el,0,0,3,
mugima,,ad,0,0,3,
muljetama,,all,2,0,3,
muljuma,,adit,1,0,3,
muljuma,,el,1,0,3,
mumifitseeruma,,in,0,0,3,
munema,kokku,in,0,0,3,
murdma,edasi,ad,1,0,3,
murdma,edasi,el,0,0,3,
murdma,esile,in,2,0,3,
murdma,mööda,el,1,0,3,
murdma,tagasi,adit,0,0,3,
murdma,tagasi,ill,0,0,3,
murdma,vastu,ad,0,0,3,
murdma,välja,abl,0,1,3,
murdma,ära,abl,0,0,3,
murduma,alt,ad,1,0,3,
murduma,lahti,abl,0,1,3,
murduma,ära,abl,0,1,3,
murduma,ära,el,0,0,3,
muretsema,ära,in,1,0,3,
musitseerima,,adit,0,0,3,
musitseerima,koos,ad,0,0,3,
musitseerima,koos,in,0,1,3,
mustendama,,el,1,0,3,
muteeruma,,all,1,0,3,
muteeruma,,in,1,0,3,
muunduma,,adit,0,0,3,
muunduma,,all,1,0,3,
muutma,heaks,ad,2,0,3,
muutma,kokku,ad,0,0,3,
muutma,ümber,ad,2,0,3,
muutuma,alles,ad,0,0,3,
muutuma,läbi,all,1,0,3,
muutuma,tagasi,in,0,0,3,
muzima,,all,1,0,3,
myyduma,,all,1,0,3,
mädanema,välja,el,1,0,3,
mädanema,ära,ad,1,0,3,
mädanema,ära,adit,2,0,3,
mähkima,,all,1,0,3,
mähkima,ümber,all,1,0,3,
mähkuma,,in,0,0,3,
mäletsema,,in,0,0,3,
mängima,all,in,0,0,3,
mängima,alles,in,0,0,3,
mängima,kätte,all,1,0,3,
mängima,sisse,el,0,0,3,
mängima,sisse,ill,0,0,3,
mängima,"vastu, maha",in,0,1,3,
mängima,välja,adit,0,0,3,
mängitama,maha,in,0,1,3,
mängivad-laulma,,in,0,0,3,
mänguma,,ad,0,0,3,
märgistama,ära,ad,1,0,3,
märguma,,el,0,0,3,
märkama,läbi,in,0,1,3,
märkama,vastu,ad,0,0,3,
märkima,maha,in,0,1,3,
märkima,tagasi,in,0,0,3,
märkima,ära,ill,0,0,3,
märkima,üle,in,0,0,3,
märkima,üles,adit,0,0,3,
märkima,üles,all,0,1,3,
mäslema,,ad,1,0,3,
mässama,,adit,1,0,3,
mätsima,,all,1,0,3,
mätsima,kinni,ad,1,0,3,
määgima,,ad,0,0,3,
määgima,,in,0,2,3,
määrama,ette,all,1,0,3,
määrama,ette,in,0,0,3,
määrduma,,adit,1,1,3,
määrima,,ill,0,1,3,
määrima,peale,ad,0,0,3,
määrima,ära,in,2,0,3,
mõistma,kinni,ad,0,0,3,
mõistma,tagasi,all,2,0,3,
mõistma,välja,ill,0,1,3,
mõjuma,kaasa,in,0,0,3,
mõjuma,kokku,all,1,0,3,
mõjustama,,el,0,0,3,
mõjutama,välja,ad,0,0,3,
mõjutama,üle,ad,0,0,3,
mõlkuma,,all,0,0,3,
mõnitama,,adit,2,0,3,
mõtestama,,abl,0,0,3,
mõtestama,,adit,0,0,3,
mõtestama,lahti,ad,0,0,3,
mõtisklema,,ill,0,0,3,
mõtlema,järele,all,1,0,3,
mõtlema,järele,el,0,1,3,
mõtlema,kaasa,ad,0,0,3,
mõtlema,külge,all,2,0,3,
mõtlema,peale,el,0,0,3,
mõtlema,sisse,ill,0,0,3,
mõtlema,tagasi,el,1,0,3,
mõtlema,vastu,all,1,0,3,
mõtlema,välja,ill,0,0,3,
mõtlema,ära,ad,1,0,3,
mõtlema,ümber,el,1,0,3,
mõtsima,,all,2,0,3,
mõtsima,,in,0,0,3,
mõõtma,lähedal,ad,0,1,3,
mõõtma,peale,ad,0,0,3,
mõõtma,välja,ad,0,0,3,
mõõtma,välja,el,0,0,3,
mõõtma,üle,el,0,0,3,
mõõtma,ümber,ad,0,1,3,
mögisema,,ad,0,0,3,
möiratama,,el,0,0,3,
möirgama,,adit,0,1,3,
möirgama,kaasa,all,0,0,3,
möistima,välja,in,0,0,3,
möjuma,,ad,0,0,3,
mökerdama,kokku,in,0,0,3,
mölisema,ära,el,0,0,3,
mölisema,ära,in,0,0,3,
möllima,,ill,0,0,3,
möllutama,,in,0,0,3,
mööbeldama,,in,0,0,3,
möödnuma,,ill,0,1,3,
möödnuma,,in,0,0,3,
mööduma,ringi,el,0,0,3,
möönma,,adit,0,0,3,
müdisema,,ad,0,1,3,
müdistama,,ad,0,3,3,
müdistama,mööda,el,2,0,3,
mühama,,ad,0,1,3,
mühatama,,ad,0,0,3,
müksama,,all,0,1,3,
mürgitama,ära,ad,0,1,3,
mürgituma,,ad,0,0,3,
mürisema,,all,1,1,3,
müttama,ringi,ad,0,0,3,
müüma,edasi,abl,2,0,3,
müüma,läbi,el,0,1,3,
müüma,tagasi,el,0,0,3,
müürima,,ad,0,1,3,
müütama,,abl,3,0,3,
naasma,alles,all,0,1,3,
naasma,alles,in,0,0,3,
naasma,tagasi,in,0,0,3,
nabima,,all,0,0,3,
naerma,välja,el,1,0,3,
nahtuma,,in,0,0,3,
nakatuma,kokku,ad,0,0,3,
nakatuma,kokku,ill,0,0,3,
nakkama,,el,0,0,3,
naksama,,adit,1,0,3,
naksama,kinni,el,0,0,3,
naljatlema,,el,0,0,3,
nattima,,el,1,0,3,
needma,ära,ad,0,0,3,
needma,ära,in,0,0,3,
neelatama,,el,0,0,3,
neljakordistuma,,el,0,1,3,
niguma,,ad,2,0,3,
niguma,,in,1,0,3,
nihkuma,edasi,adit,0,0,3,
nihkuma,edasi,ill,0,0,3,
nihkuma,ette,in,0,0,3,
nihkuma,kõrvale,el,0,0,3,
nihutama,välja,el,0,2,3,
nihverdama,,adit,1,0,3,
nihverdama,,el,1,2,3,
nihverdama,kõrvale,el,0,1,3,
niisutama,,el,0,0,3,
niitima,,el,2,2,3,
niitima,,ill,0,1,3,
niitma,,adit,0,1,3,
niitma,,ill,0,1,3,
niitma,maha,abl,1,1,3,
niitma,maha,el,1,1,3,
nikerdama,valmis,el,0,0,3,
nikkuma,,all,1,0,3,
nimetama,heaks,all,0,1,3,
nimetama,heaks,in,0,1,3,
niristama,,el,0,0,3,
niutsuma,,in,1,0,3,
nivelleeruma,,all,0,0,3,
nohisema,,el,0,0,3,
nokauteerima,,el,0,0,3,
nokitsema,,adit,0,0,3,
nokitsema,välja,el,1,0,3,
nokkima,,adit,2,0,3,
nokkima,välja,ad,1,0,3,
nokkima,ära,abl,0,1,3,
nokkima,ära,el,2,0,3,
noolima,,adit,0,0,3,
noomima,,abl,0,0,3,
noomima,,ill,1,0,3,
noorendama,,ad,0,0,3,
noorenema,,el,1,0,3,
noppima,üles,in,0,0,3,
normaliseerima,,ad,0,2,3,
normeerima,,ad,0,0,3,
normima,,ad,1,0,3,
nostalgitsema,,ad,0,0,3,
noteerima,,el,0,0,3,
nottima,maha,in,0,0,3,
nugima,,ad,0,0,3,
nugima,,in,0,0,3,
nuhkima,,ad,0,2,3,
nuiama,,el,1,0,3,
nummerdama,,in,0,0,3,
nussima,,all,2,0,3,
nuuskama,,all,0,1,3,
nuuskima,,el,0,0,3,
nuusutama,,abl,0,0,3,
nuusutama,,adit,0,0,3,
nuusutama,üle,in,0,1,3,
nägema,all,in,0,2,3,
nägema,alles,ad,0,0,3,
nägema,ees,in,0,0,3,
nägema,juurde,adit,1,2,3,
nägema,kinni,ad,1,0,3,
nägema,kõrvalt,ad,0,0,3,
nägema,rahule,in,0,0,3,
nägema,ringi,in,1,1,3,
nägema,sisse,ill,1,1,3,
nägema,taga,el,1,0,3,
nähtuma,"kokku, ette",all,0,0,3,
nähtuma,"kokku, ette",in,0,0,3,
näima,ette,abl,1,0,3,
näima,ette,adit,0,0,3,
näima,peale,el,0,0,3,
näitama,alla,all,3,0,3,
näitama,kätte,in,0,1,3,
näitama,läbi,all,2,0,3,
näitama,peale,ad,1,0,3,
näitama,peale,in,0,0,3,
näitama,valmis,all,2,0,3,
näitama,vastu,all,2,0,3,
näitama,ära,abl,1,0,3,
näitama,ühte,all,2,0,3,
näitama,üles,ill,0,0,3,
näitlema,,el,0,0,3,
näittama,,all,2,0,3,
näkkama,,el,0,1,3,
näljutama,,el,1,0,3,
näpistama,,adit,0,0,3,
näpistama,ära,ad,2,1,3,
näppima,,abl,0,0,3,
närima,,abl,0,0,3,
närima,ära,abl,0,0,3,
närima,ära,el,0,0,3,
närtsitama,,ad,0,0,3,
närveerima,,el,1,0,3,
närvitsema,,el,0,0,3,
näuguma,,ad,0,0,3,
nääklema,,ad,0,0,3,
nääklema,,in,1,0,3,
nõelama,,all,0,1,3,
nõksatama,,abl,0,0,3,
nõksatama,,all,0,0,3,
nõksatama,,el,0,0,3,
nõrgendama,,ill,0,0,3,
nõrgenema,,ill,0,0,3,
nõrgestama,,abl,0,0,3,
nõrguma,,ad,0,0,3,
nõrguma,läbi,el,0,0,3,
nõrguma,välja,el,0,0,3,
nõrisema,,el,0,0,3,
nõtkuma,,ad,0,0,3,
nõtkuma,,in,0,1,3,
nõudlema,,in,0,0,3,
nõudma,alla,el,0,0,3,
nõudma,ette,abl,2,0,3,
nõudma,ette,all,0,0,3,
nõudma,juurde,ill,0,1,3,
nõudma,juurde,in,0,0,3,
nõudma,tagasi,adit,1,1,3,
nõudma,"võlgu, sisse",abl,3,0,3,
nõudma,ära,abl,1,0,3,
nõudma,ära,ad,0,1,3,
nõustuma,välja,el,0,1,3,
nõutama,,adit,0,0,3,
nöudima,,abl,1,1,3,
nöudima,välja,abl,1,0,3,
nöökama,,el,0,0,3,
nööritama,,abl,2,0,3,
nööritama,,in,0,0,3,
nügima,,abl,0,1,3,
nüristama,,in,0,0,3,
nüsima,läbi,ad,0,0,3,
nüsima,maha,ad,1,0,3,
ocima,,all,2,0,3,
ocima,,el,0,0,3,
ohhetama,,ad,0,0,3,
ohjama,,el,0,0,3,
ohkima,,ad,1,1,3,
ohkima,,el,0,0,3,
oimetuma,,ad,0,0,3,
okima,,ad,1,0,3,
oksendama,täis,in,0,0,3,
okupeerima,,abl,0,0,3,
okupeerima,,all,0,0,3,
olelema,,ad,0,1,3,
olema,alla,ad,0,1,3,
olema,"alt, ära",ad,0,0,3,
olema,"edasi, vaja",ad,1,0,3,
olema,ees,el,1,0,3,
olema,ette,all,1,0,3,
olema,hulgi,ad,2,0,3,
olema,juurde,ad,1,0,3,
olema,"juurde, vaja",el,1,0,3,
olema,jõus,ad,1,0,3,
olema,kaasa,in,0,0,3,
olema,kaasas,el,0,0,3,
olema,kinni,adit,1,1,3,
olema,kõrval,ad,3,0,3,
olema,lahus,el,1,0,3,
olema,ligi,in,0,1,3,
olema,lähedal,ad,0,0,3,
olema,maha,abl,0,0,3,
olema,maha,in,1,1,3,
olema,parata,ad,2,0,3,
olema,peal,adit,0,0,3,
olema,pooleli,ad,1,1,3,
olema,puruks,ad,1,0,3,
olema,suisa,ad,0,0,3,
olema,tallel,ad,1,0,3,
olema,täis,in,0,1,3,
olema,"vaja, kõrvale",all,2,0,3,
olema,vast,el,0,0,3,
olema,"välja, vaja",el,0,1,3,
olema,üle,all,0,0,3,
olema,"üle, vaja",ad,1,0,3,
olenema,,ill,1,0,3,
ollima,,ad,2,0,3,
omama,peale,in,0,1,3,
omama,ära,abl,0,1,3,
omandama,vastu,in,0,0,3,
omastama,kokku,el,0,1,3,
onnestuma,,ad,1,0,3,
oopima,,adit,0,1,3,
oopima,,all,2,0,3,
oopima,,el,1,0,3,
ootama,alles,in,0,0,3,
ootama,järele,all,0,0,3,
ootama,lahti,ad,0,0,3,
ootama,tagasi,in,0,1,3,
ootama,ära,adit,0,0,3,
ootama,üle,ad,0,0,3,
ootama,üle,all,0,1,3,
opereerima,välja,in,0,1,3,
opteeruma,,el,0,0,3,
optimeerima,,el,0,0,3,
ordineerima,,ad,0,0,3,
orgunnima,,ad,1,0,3,
orienteerima,,in,0,0,3,
orienteeruma,,abl,0,1,3,
orienteeruma,,adit,0,0,3,
orienteeruma,ümber,abl,0,1,3,
orienteeruma,ümber,ad,0,0,3,
orjama,,all,0,1,3,
orjama,,el,1,1,3,
osalema,alla,el,3,0,3,
osalema,ette,ad,0,0,3,
osalema,ette,in,0,0,3,
osalema,pealt,in,0,1,3,
osatama,,adit,1,0,3,
oskama,välja,ad,0,1,3,
oskama,välja,el,0,0,3,
ostma,alla,el,0,0,3,
ostma,ette,all,0,0,3,
ostma,"ette, ära",all,2,0,3,
ostma,kaasa,in,0,0,3,
ostma,kaupa,el,0,0,3,
ostma,peale,all,0,0,3,
ostma,sisse,ill,0,0,3,
ostma,täis,ad,0,0,3,
ostma,vaja,all,2,0,3,
ostma,valmis,ad,0,0,3,
ostma,üles,all,1,0,3,
osutama,välja,el,0,2,3,
osutuma,kokku,in,0,1,3,
otsima,edasi,all,1,0,3,
otsima,kokku,ad,0,0,3,
otsima,kokku,in,0,1,3,
otsima,kõrvale,all,1,0,3,
otsima,läbi,all,0,2,3,
otsima,peale,all,0,0,3,
otsima,valmis,el,1,1,3,
otsima,välja,abl,0,1,3,
otsima,ära,all,3,0,3,
otsima,üle,ad,0,0,3,
otsustama,alles,ad,0,0,3,
otsustama,"ette, ära",ad,0,0,3,
otsustama,kokku,ad,0,1,3,
otsustama,vastu,ad,1,0,3,
otsustama,välja,ad,0,0,3,
otsustama,välja,el,0,1,3,
otsustuma,,ad,0,1,3,
otsutama,,el,0,1,3,
paakuma,,all,0,1,3,
paanitsema,,in,0,1,3,
pagema,välja,el,0,2,3,
pagendama,,adit,0,0,3,
pahandama,,adit,0,2,3,
pahisema,,all,1,1,3,
pahisema,,in,0,0,3,
pahisema,välja,el,1,0,3,
pahvima,,el,2,0,3,
paigaldama,kokku,ad,0,0,3,
paigaldama,kokku,all,1,1,3,
paigaldama,tagasi,ad,0,1,3,
paigutama,kokku,adit,0,0,3,
paigutama,tagasi,adit,0,1,3,
paigutama,ära,all,0,2,3,
paigutama,ümber,adit,0,1,3,
paigutuma,,abl,0,0,3,
paigutuma,ümber,el,0,1,3,
paikama,,ill,0,1,3,
paiknema,ümber,ill,0,1,3,
painama,,abl,0,0,3,
painduma,,adit,0,0,3,
paiskama,kokku,ad,0,0,3,
paiskama,kõrvale,abl,0,1,3,
paiskama,laiali,in,0,2,3,
paiskama,maha,in,0,0,3,
paiskama,tagasi,ad,1,0,3,
paiskama,tagasi,in,0,0,3,
paiskama,välja,all,2,0,3,
paiskama,üles,el,0,0,3,
paiskuma,alla,adit,0,0,3,
paiskuma,kummuli,ad,0,0,3,
paiskuma,külili,ad,0,0,3,
paiskuma,lahti,el,0,0,3,
paiskuma,laiali,ad,0,0,3,
paiskuma,maha,abl,0,1,3,
paiskuma,maha,el,0,0,3,
paiskuma,sisse,el,0,1,3,
paiskuma,"vastu, välja",ad,0,0,3,
paiskuma,välja,adit,0,1,3,
paiskuma,üles,el,0,0,3,
paistetama,,el,0,0,3,
paistetama,kinni,el,0,0,3,
paistma,kokku,in,0,0,3,
paistma,sisse,ill,0,0,3,
paistma,vastu,abl,0,0,3,
paistma,vastu,ad,0,0,3,
paisutama,,ill,0,0,3,
paitama,,adit,2,0,3,
pajatama,,abl,0,0,3,
pakitama,,ill,0,0,3,
pakkima,kokku,el,0,0,3,
pakkima,lahti,all,0,0,3,
pakkuma,alla,ad,1,0,3,
pakkuma,alla,all,1,0,3,
pakkuma,kokku,el,0,0,3,
pakkuma,peale,in,0,0,3,
pakkuma,vahele,all,2,0,3,
palama,,all,0,0,3,
palistama,,abl,0,0,3,
palistama,,adit,0,2,3,
paljastuma,,abl,0,0,3,
palkama,juurde,ad,0,0,3,
palkama,juurde,all,0,0,3,
paluma,alla,all,0,0,3,
paluma,ette,ad,1,0,3,
paluma,kaasa,all,0,2,3,
paluma,kinni,el,0,0,3,
paluma,lahti,ad,2,0,3,
paluma,maha,ad,0,0,3,
paluma,pealt,ad,2,0,3,
paluma,tagasi,all,0,0,3,
paluma,välja,abl,2,1,3,
paluma,ära,adit,0,0,3,
palvetama,,all,0,1,3,
panema,all,in,0,0,3,
panema,alla,abl,0,1,3,
panema,alles,ad,0,0,3,
panema,alt,all,0,0,3,
panema,asemele,ill,0,0,3,
panema,edasi,ill,0,1,3,
panema,kohale,ad,0,0,3,
panema,kohale,in,0,0,3,
panema,koos,in,0,0,3,
panema,kõrvale,adit,1,0,3,
panema,külge,el,1,0,3,
panema,lukku,all,1,1,3,
panema,läbi,ad,0,0,3,
panema,läbi,all,0,0,3,
panema,otsa,el,1,0,3,
panema,plehku,all,0,1,3,
panema,tagant,all,1,0,3,
panema,"tagasi, peale",all,0,0,3,
panema,taha,ad,0,2,3,
panema,tähele,all,1,0,3,
panema,tähele,ill,1,1,3,
panema,üle,adit,1,0,3,
panema,üles,abl,1,0,3,
panema,ümber,ad,1,0,3,
pangestuma,,ad,2,0,3,
pankrotistuma,,adit,0,0,3,
pankrotistuma,,ill,0,0,3,
pankrotistuma,kokku,in,0,0,3,
pantuma,,adit,0,0,3,
panuma,,all,0,1,3,
paotuma,,ad,0,0,3,
paralüseerima,,ad,1,0,3,
paralüseerima,,in,0,1,3,
parandama,ära,el,0,1,3,
parastama,,el,1,0,3,
pareerima,,abl,1,0,3,
pareerima,,all,2,0,3,
paristama,,ad,0,1,3,
parkima,eemale,el,0,1,3,
parseldama,maha,ad,0,1,3,
parvlema,,in,0,1,3,
pasandama,,adit,3,0,3,
pasitama,,ad,1,0,3,
passima,peale,ad,0,0,3,
passitama,,in,0,0,3,
pasundama,välja,all,1,0,3,
patenteerima,,all,0,0,3,
patentima,,in,0,1,3,
paterdama,,adit,0,2,3,
patrama,,all,1,0,3,
patrullima,,abl,1,0,3,
patustama,,all,3,0,3,
peaksima,,in,0,2,3,
peatuma,kokku,ad,0,0,3,
peaxima,,ad,1,0,3,
pedaalima,,abl,0,0,3,
peedistama,,ad,0,0,3,
peegeldama,tagasi,adit,0,2,3,
peegeldama,vastu,abl,1,0,3,
peetama,,adit,0,0,3,
peetuma,"kinni, kokku",in,0,1,3,
peetuma,maha,ad,0,0,3,
peetuma,välja,ad,1,1,3,
pehkima,,all,0,0,3,
peibutama,,ill,0,0,3,
peilima,välja,ad,0,0,3,
peitma,tagasi,ill,0,0,3,
pekkima,,ad,2,0,3,
pekslema,,ad,0,0,3,
peksma,sisse,el,1,1,3,
peksma,üles,ad,1,0,3,
peletama,tagasi,adit,1,2,3,
pensioneeruma,,in,0,0,3,
peremehetsema,,abl,0,0,3,
perima,,adit,1,0,3,
perutama,,in,0,0,3,
pesema,ära,all,0,0,3,
petma,ära,abl,0,0,3,
pexima,,adit,1,0,3,
pidama,alla,in,1,0,3,
pidama,"ette, ära",ad,0,1,3,
pidama,ilma,el,0,0,3,
pidama,kaasa,all,0,0,3,
pidama,kõrvale,el,0,0,3,
pidama,lahti,adit,1,0,3,
pidama,lahti,el,0,0,3,
pidama,läbi,ad,0,0,3,
pidama,nõus,ad,1,0,3,
pidama,paljuks,all,0,1,3,
pidama,peale,in,1,0,3,
pidama,püsti,adit,1,0,3,
pidama,vaja,all,0,0,3,
pidama,välja,adit,0,0,3,
pidama,välja,in,1,0,3,
pidama,üleval,ad,0,0,3,
pidima,,ad,2,0,3,
pidutsema,,abl,1,1,3,
pidutsema,,ill,0,0,3,
pigistama,kinni,all,1,0,3,
pihkuma,,el,0,0,3,
pihustuma,,ad,0,1,3,
pihustuma,,in,0,0,3,
piidlema,,adit,1,1,3,
piidlema,,ill,0,0,3,
piiluma,alla,abl,0,1,3,
piiluma,ringi,in,0,1,3,
piinama,,abl,2,0,3,
piirama,sisse,el,0,0,3,
piirama,ära,ad,1,0,3,
piiritlema,,all,0,0,3,
piisama,juurde,el,0,0,3,
piisama,tagasi,el,1,0,3,
piisama,vastu,el,0,0,3,
pikendama,,ill,0,0,3,
pikkima,,el,1,0,3,
pikkima,,in,0,0,3,
pilastama,,ad,0,0,3,
pildistama,,ill,0,0,3,
pilduma,alla,ad,0,1,3,
pilduma,laiali,in,0,1,3,
pilduma,välja,el,0,1,3,
pillama,,abl,0,1,3,
pillama,puruks,in,0,0,3,
pilvitama,,ad,0,0,3,
pingutama,,adit,1,0,3,
pintseldama,,ad,0,0,3,
pipardama,,ad,2,0,3,
piserdama,,adit,2,0,3,
piserdama,,in,0,0,3,
pissima,,el,1,0,3,
pissima,alla,ad,0,0,3,
pissitama,,ad,0,0,3,
pistma,ette,all,2,0,3,
pistma,kinni,ad,0,0,3,
pistma,kinni,el,1,0,3,
pistma,kinni,in,1,0,3,
pistma,kokku,in,0,0,3,
pistma,mööda,el,1,1,3,
pistma,plehku,el,0,0,3,
pistma,sisse,adit,0,1,3,
pistma,tagasi,ill,0,0,3,
pistma,välja,adit,2,0,3,
piuksatama,,el,0,0,3,
piuksuma,,abl,0,0,3,
piuksuma,,ad,1,0,3,
piuksuma,,el,0,0,3,
pladisema,,el,1,0,3,
plahvatama,kokku,in,0,2,3,
plahvatama,lahti,in,0,1,3,
plahvatama,üle,ad,0,1,3,
plaksatama,,adit,2,0,3,
plaksatama,,all,2,1,3,
plaksatama,,in,1,1,3,
planeerima,ette,el,1,0,3,
planeerima,ette,in,0,0,3,
planeerima,sisse,ill,0,0,3,
pleegitama,,ad,0,0,3,
pleegitama,,in,0,0,3,
plegima,,ad,2,0,3,
plegima,,in,0,1,3,
plekkima,,in,0,0,3,
plärtsatama,,ad,0,0,3,
plätserdama,,el,1,0,3,
plõksima,,ad,0,0,3,
poetama,kaasa,all,2,1,3,
poetama,maha,ad,0,0,3,
poetama,maha,in,0,0,3,
poetama,tagasi,all,0,1,3,
poetiseerima,,in,0,0,3,
pomisema,,adit,1,0,3,
pommima,,in,0,1,3,
pommitama,,ill,0,1,3,
pookima,,ad,0,0,3,
pookima,,ill,1,0,3,
poolduma,,ad,0,1,3,
poolitama,,abl,0,1,3,
poolitama,,adit,0,1,3,
pooma,,el,1,0,3,
poosetama,,ad,0,0,3,
popsutama,,all,0,1,3,
poputama,,all,0,0,3,
poseerima,tarvis,ad,0,0,3,
positsioneerima,,el,2,0,3,
positsioneeruma,,ad,0,1,3,
postima,,ill,0,0,3,
potsama,,all,0,1,3,
praadima,ära,ad,0,0,3,
praakima,välja,in,0,0,3,
pragisema,,ad,1,0,3,
praksatama,,in,0,0,3,
prantsatama,alla,ad,0,0,3,
prantsatama,maha,abl,2,1,3,
prantsatama,tagasi,all,0,0,3,
premeerima,,abl,1,0,3,
premeerima,,adit,0,2,3,
premeerima,kokku,el,0,0,3,
presideerima,,in,0,1,3,
pressima,järele,all,1,0,3,
pressima,peale,abl,1,0,3,
pressima,sisse,adit,0,0,3,
pressima,sisse,ill,0,0,3,
priiskama,,in,0,0,3,
printima,välja,ad,0,0,3,
pritsima,peale,all,3,0,3,
produtseerima,,adit,0,0,3,
professionaliseeruma,,ad,0,0,3,
profileerima,,ad,0,1,3,
progema,,all,1,0,3,
programmeerima,,adit,0,0,3,
projekteerima,,abl,0,0,3,
projitseerima,,ad,0,0,3,
protestima,vastu,ad,0,0,3,
protokollima,,ad,1,0,3,
protsessima,,el,1,0,3,
provotseerima,,abl,1,0,3,
provotseerima,,adit,0,1,3,
pruulima,,ad,0,0,3,
pruulima,,all,2,0,3,
pruunistuma,,in,0,0,3,
prõmmima,,in,0,0,3,
pröökama,,in,0,1,3,
publitseerima,,all,0,0,3,
pudenema,alla,all,0,0,3,
pudenema,maha,all,0,1,3,
pudenema,välja,all,0,0,3,
pudisema,,all,1,0,3,
pudistama,,ad,0,0,3,
pudistama,,el,1,0,3,
pugema,,abl,0,0,3,
pugema,sisse,ad,1,0,3,
pugima,,in,0,2,3,
puhastama,,ill,0,1,3,
puhkama,,abl,0,0,3,
puhkema,kokku,ad,0,0,3,
puhkima,,ad,0,0,3,
puhuma,alla,ad,1,1,3,
puhuma,laiali,adit,0,2,3,
puhuma,läbi,in,0,1,3,
puhuma,sisse,ill,0,0,3,
puhuma,tagant,ad,0,0,3,
puhuma,vastu,in,0,0,3,
puhuma,üles,el,0,0,3,
puiklema,vastu,ad,0,0,3,
puistama,laiali,adit,0,1,3,
puistama,maha,ad,0,0,3,
puistama,maha,all,0,1,3,
puistama,peale,el,1,0,3,
puituma,,ad,1,0,3,
pukseerima,,el,0,1,3,
puksima,,adit,0,1,3,
pulkama,,el,0,0,3,
pulstuma,,el,0,0,3,
pumpama,sisse,ill,0,0,3,
pumpama,täis,ad,0,1,3,
pumpama,ümber,ill,0,0,3,
punastama,,abl,0,0,3,
pungitama,,ad,0,0,3,
punguma,,ad,1,0,3,
punnima,,all,3,0,3,
punnitama,välja,el,1,0,3,
purema,,all,1,0,3,
puristama,,el,1,0,3,
purjetama,edasi,ad,0,0,3,
purjetama,ringi,in,0,2,3,
purjetama,tagasi,all,0,1,3,
purjutama,,all,1,0,3,
purskama,laiali,ad,0,1,3,
purskuma,välja,ad,0,0,3,
purtsatama,välja,ad,1,0,3,
purustama,,ill,1,1,3,
pusserdama,,all,1,1,3,
pusserdama,,in,0,1,3,
puterdama,,abl,0,0,3,
puterdama,ära,ad,0,0,3,
putkama,,ad,0,0,3,
putuma,,ill,1,0,3,
puuduma,kokku,ad,0,0,3,
puuduma,ära,ad,1,0,3,
puudutama,kokku,ad,0,0,3,
puutuma,vastu,adit,1,0,3,
pyssima,,ad,1,0,3,
pyxima,,ad,2,0,3,
pädema,,abl,0,0,3,
pälvima,alla,ad,0,0,3,
pälvima,alla,in,1,0,3,
pärandama,,adit,1,0,3,
päranduma,,abl,1,0,3,
päranduma,edasi,all,2,0,3,
pärgama,,ad,0,0,3,
pärima,järele,el,0,0,3,
pärima,vastu,in,0,0,3,
pärima,üle,abl,2,0,3,
pärinema,välja,el,0,0,3,
pätsama,,ad,1,0,3,
