verb,verb_compound,ei_saa_olla_sihitist,kahtlane,total,freq_nom,freq_gen,freq_par
keerama,eest,,,1,1,0,0
keerama,"ette, ette",,,1,0,1,0
keerama,"ette, tagant",,,1,1,0,0
keerama,"juurde, maha",,,1,0,0,1
keerama,"koht, laiali",,,1,1,0,0
keerama,käpuli,,,1,0,0,1
keerama,küljeli,,,1,0,0,1
keerama,ligi,,,1,0,1,0
keerama,lukk,,,1,0,1,0
keerama,"mööda, tagasi",,,1,1,0,0
keerama,nässu,,,1,0,1,0
keerama,"otsa, üles",,,1,0,0,1
keerama,otsast,,,1,0,1,0
keerama,"peale, ette",,,1,0,1,0
keerama,"peale, kinni",,,1,1,0,0
keerama,"peale, tagasi",,,1,0,0,1
keerama,"pealt, kinni",,,1,1,0,0
keerama,"pealt, maha",,,1,1,0,0
keerama,pidi,,,1,0,1,0
keerama,"puruks, ette",,,1,1,0,0
keerama,põiki,,,1,0,0,1
keerama,püsti,,,1,0,1,0
keerama,rikki,,,1,0,1,0
keerama,sassi,,,1,1,0,0
keerama,segi,,,1,0,0,1
keerama,"sisse, maha",,,1,0,0,1
keerama,taga,,,1,0,1,0
keerama,"tagasi, kinni",,,1,0,1,0
keerama,"tagasi, lukku",,,1,0,1,0
keerama,uppi,,,1,0,1,0
keerama,vahele,,,1,0,1,0
keerama,valla,,,1,1,0,0
keerama,vasakule,,,1,0,0,1
keerama,vingu,,,1,0,1,0
keerama,"välja, lahti",,,1,0,0,1
keerama,"ära, ära",,,1,0,0,1
keerama,"üles, kokku",,,1,1,0,0
keerduma,kinni,,,1,1,0,0
keerduma,sisse,,,1,0,1,0
keerima,,,,1,0,0,1
keerkima,,,,1,0,0,1
keerleb-keerlema,,,,1,0,0,1
keerlema,välja,,,1,0,1,0
keerulisustama,,,,1,0,0,1
keerutama,kohal,,,1,0,1,0
keerutama,käes,,,1,0,0,1
keerutama,kõrvale,,,1,1,0,0
keerutama,lahti,,,1,1,0,0
keerutama,laiali,,,1,1,0,0
keerutama,läbi,,,1,0,0,1
keerutama,maha,,,1,0,1,0
keerutama,"mööda, ringi",,,1,0,0,1
keerutama,otsa,,,1,0,1,0
keerutama,peal,,,1,0,1,0
keerutama,segi,,,1,0,0,1
keerutama,üle,,,1,0,1,0
keerutama,"ümber, pea",,,1,0,0,1
keerutatama,,,,1,0,0,1
keetis-küpsetama,,,,1,1,0,0
keetis-vaaritama,valmis,,,1,1,0,0
keetma,ette,,,1,0,0,1
keetma,otsa,,,1,0,1,0
keetma,välja,,,1,1,0,0
keetma,üle,,,1,0,0,1
keetnud-küpsetama,,,,1,0,0,1
keevitama,alla,,,1,1,0,0
keevitama,juurde,,,1,0,0,1
keevitama,maha,,,1,1,0,0
keevitama,peale,,,1,1,0,0
keevitama,"püsti, peale",,,1,1,0,0
keevitama,"sisse, otsa",,,1,0,0,1
keevitama,ära,,,1,1,0,0
keexima,,,,1,0,1,0
kegima,,,,1,1,0,0
kehastama,alla,,,1,1,0,0
kehastama,kokku,,,1,0,0,1
kehastama,moodi,,,1,0,0,1
kehastama,peale,,,1,1,0,0
kehastama,ringi,,,1,0,0,1
kehitama,alla,,,1,0,0,1
kehtastama,,,,1,0,1,0
kehtestama,alles,,,1,0,1,0
kehtestama,juurde,,,1,1,0,0
kehtestama,kokku,,,1,0,0,1
kehtestama,laiali,,,1,0,1,0
kehtestama,ära,,,1,0,0,1
kehtestama,üle,,,1,0,0,1
kehtetama,,,,1,1,0,0
kehtima,valmis,,,1,0,0,1
kehutama,tagasi,,,1,0,0,1
kehutama,välja,,,1,0,0,1
kehutama,üles,,,1,0,0,1
kehvuma,,,,1,0,1,0
kekkama,ilma,,,1,1,0,0
kekkama,vaja,,,1,0,0,1
keksama,,,,1,0,0,1
keksima,ringi,,,1,0,0,1
keksima,ära,,,1,0,0,1
keksima,üles,,,1,0,1,0
kelgutama,läbi,,,1,1,0,0
kelgutama,üle,,,1,0,1,0
kellama,ära,,,1,1,0,0
kellama,üles,,,1,1,0,0
kelletama,,,,1,1,0,0
kenitama,,,,1,0,0,1
kepima,,,,1,0,1,0
kepitama,,,,1,0,1,0
keppima,maha,,,1,1,0,0
keppima,peal,,,1,0,0,1
keppima,ära,,,1,0,1,0
kepppima,,,,1,0,0,1
kepsama,ette,,,1,1,0,0
kepslema,ringi,,,1,0,1,0
kepsutama,sisse,,,1,0,0,1
kergandama,,,,1,0,0,1
kergendama,lahti,,,1,0,0,1
kergendama,üles,,,1,0,0,1
kergima,,,,1,0,1,0
kergitama,alla,,,1,1,0,0
kergitama,mööda,,,1,1,0,0
kergitama,ringi,,,1,0,1,0
kergitama,täis,,,1,0,0,1
kergitama,üle,,,1,0,1,0
kergitavad-langetama,,,,1,0,0,1
kergituma,,,,1,0,1,0
kerima,edasi-tagasi,,,1,0,0,1
kerima,esile,,,1,0,0,1
kerima,järele,,,1,0,1,0
kerima,kinni,,,1,0,1,0
kerima,"lahti, tagasi",,,1,0,0,1
kerima,ligi,,,1,0,0,1
kerima,mööda,,,1,0,0,1
kerima,püsti,,,1,1,0,0
kerima,sisse,,,1,0,1,0
kerima,tagant,,,1,0,0,1
kerima,"tagasi, kokku",,,1,0,0,1
kerima,üle,,,1,0,1,0
kerjama,peale,,,1,0,0,1
kerjama,välja,,,1,0,1,0
kerjama,ära,,,1,0,0,1
kerkima,alla,,,1,0,0,1
kerlima,,,,1,1,0,0
kertsima,,,,1,0,0,1
kerttuma,,,,1,1,0,0
kesima,,,,1,1,0,0
kesk-minema,,,,1,1,0,0
keskima,,,,1,0,0,1
keskohtudatahtma,,,,1,1,0,0
kesnema,,,,1,1,0,0
kessetama,,,,1,1,0,0
kessuma,,,,1,1,0,0
kestima,,,,1,0,1,0
kestma,läbi,,,1,1,0,0
ketendama,,,,1,1,0,0
ketistama,,,,1,0,1,0
ketrama,"ees, üles",,,1,0,0,1
ketrama,lahti,,,1,1,0,0
ketrama,ringi,,,1,0,0,1
ketrama,tagasi,,,1,0,0,1
ketrama,üles,,,1,0,0,1
kettima,,,,1,1,0,0
kevima,,,,1,1,0,0
keyboardima,tagasi,,,1,0,1,0
khutsuma,,,,1,0,0,1
kibelema,ligi,,,1,0,1,0
kibelema,tagasi,,,1,0,0,1
kibestama,ära,,,1,0,1,0
kidlustama,,,,1,0,0,1
kiejutama,kinni,,,1,0,1,0
kigisema,,,,1,0,0,1
kihama,kokku,,,1,1,0,0
kihama,ümber,,,1,0,0,1
kihisema,all,,,1,0,0,1
kihistuma,,,,1,0,0,1
kihistuma,"alla, kokku",,,1,0,0,1
kihutama,ette,,,1,0,1,0
kihutama,kannul,,,1,0,1,0
kihutama,pidama,,,1,0,0,1
kihutama,puruks,,,1,0,1,0
kihutama,vaja,,,1,1,0,0
kihutama,ümber,,,1,0,1,0
kiibitsema,ära,,,1,1,0,0
kiibitsema,ümber,,,1,0,0,1
kiicuma,,,,1,0,1,0
kiicumiicuma,,,,1,1,0,0
kiidab-käskima,,,,1,0,0,1
kiidate-laitma,,,,1,0,0,1
kiigutama,edasi-tagasi,,,1,0,0,1
kiigutama,sisse,,,1,0,1,0
kiigutama,tagasi,,,1,0,0,1
kiikama,järele,,,1,0,0,1
kiikama,tagasi,,,1,1,0,0
kiiksatama,,,,1,0,1,0
kiikuma,kaasa,,,1,1,0,0
kiikuma,mööda,,,1,1,0,0
kiikuma,puruks,,,1,1,0,0
kiiluma,"all, kinni",,,1,0,0,1
kiiluma,lahti,,,1,0,0,1
kiiluma,sisse,,,1,0,1,0
kiiluma,välja,,,1,0,1,0
kiimama,,,,1,0,0,1
kiimatsema,,,,1,0,1,0
kiimlema,,,,1,1,0,0
kiinduma,peale,,,1,0,0,1
kiinnitama,,,,1,0,1,0
kiirendama,edasi,,,1,0,1,0
kiirendama,tagant,,,1,0,0,1
kiirgama,"alla, tagasi",,,1,1,0,0
kiirgama,edasi,,,1,0,0,1
kiirgama,ette,,,1,0,0,1
kiirgama,läbi,,,1,0,0,1
kiirgama,sisse,,,1,0,0,1
kiirgama,vastu,,,1,0,0,1
kiirustama,edasi,,,1,0,0,1
kiirustama,läbi,,,1,0,0,1
kiirustama,ringi,,,1,0,1,0
kiirustama,sisse,,,1,0,1,0
kiirustama,taga,,,1,0,0,1
kiirustama,tagasi,,,1,0,1,0
kiirustama,üle,,,1,0,1,0
kiisu15kaelvaluma,,,,1,0,1,0
kiitlema,ees,,,1,0,1,0
kiitma,alla,,,1,0,0,1
kiitma,alles,,,1,0,0,1
kiitma,eest,,,1,1,0,0
kiitma,ette,,,1,0,0,1
kiitma,"heaks, alla",,,1,0,0,1
kiitma,"heaks, kokku",,,1,0,1,0
kiitma,kohal,,,1,0,0,1
kiitma,lahti,,,1,0,0,1
kiitma,läbi,,,1,1,0,0
kiitma,otsa,,,1,0,0,1
kiitma,pealt,,,1,0,0,1
kiitma,sisse,,,1,0,1,0
kiitma,välja,,,1,0,0,1
kiitma,võidu,,,1,0,0,1
kiitnud-poputama,,,,1,0,0,1
kiizuma,,,,1,0,0,1
kijeldama,,,,1,0,0,1
kijutama,ette,,,1,1,0,0
kikitama,välja,,,1,0,0,1
kikkima,välja,,,1,0,0,1
kilama,,,,1,0,1,0
kilduma,,,,1,0,0,1
kilisema,,,,1,0,0,1
kilistama,,,,1,0,0,1
kilkama,kaasa,,,1,0,1,0
kilkama,valmis,,,1,1,0,0
kilkama,ära,,,1,0,1,0
kilksutama,kokku,,,1,0,0,1
killud-servast-väljama,,,,1,1,0,0
kilreldama,,,,1,0,0,1
kimama,ette,,,1,0,1,0
kimama,peale,,,1,0,1,0
kimama,vastu,,,1,0,0,1
kimbutama,alla,,,1,0,0,1
kimbutama,vastu,,,1,1,0,0
kimbutanud-kiusama,,,,1,0,0,1
kimbutattama,,,,1,0,0,1
kimmenteerima,,,,1,0,0,1
kimuma,peale,,,1,1,0,0
kimutama,,,,1,0,1,0
kindlustama,alles,,,1,0,1,0
kindlustama,"ette, ära",,,1,0,0,1
kindlustama,ilma,,,1,0,1,0
kindlustama,"lahti, järel",,,1,0,1,0
kindlustama,peale,,,1,1,0,0
kindlustama,"tagasi, ära",,,1,0,1,0
kindlustama,vastu,,,1,0,0,1
kindlustama,välja,,,1,0,1,0
kindlustatama,,,,1,0,1,0
kinima,,,,1,0,0,1
kinkima,heaks,,,1,0,0,1
kinkima,ilma,,,1,0,1,0
kinkima,koos,,,1,0,1,0
kinkima,pärast,,,1,0,1,0
kinkima,vaja,,,1,0,0,1
kinkima,valmis,,,1,1,0,0
kinkima,välja,,,1,0,0,1
kinkima,"üle, kokku",,,1,0,0,1
kinkuma,,,,1,1,0,0
kinnastama,,,,1,1,0,0
kinni-saama,,,,1,0,0,1
kinnima,,,,1,0,0,1
kinnistuma,täis,,,1,0,0,1
kinnitama,alla,,,1,1,0,0
kinnitama,ette,,,1,0,1,0
kinnitama,juurde,,,1,0,0,1
kinnitama,kaasa,,,1,0,0,1
kinnitama,otsa,,,1,0,0,1
kinnitama,pidama,,,1,0,1,0
kinnitama,ringi,,,1,0,0,1
kinnitama,sees,,,1,0,1,0
kinnitama,tagant,,,1,0,0,1
kinnitama,vaja,,,1,0,1,0
kipima,,,,1,1,0,0
kippuma,alla,,,1,0,0,1
kippuma,alt,,,1,1,0,0
kippuma,ette,,,1,0,0,1
kippuma,kaasa,,,1,0,0,1
kippuma,ligi,,,1,0,1,0
kippuma,läbi,,,1,0,0,1
kiputama,,,,1,0,0,1
kirema,läbi,,,1,1,0,0
kirema,sisse,,,1,0,1,0
kiretama,,,,1,0,0,1
kirgastama,edasi,,,1,0,0,1
kirglema,,,,1,1,0,0
kirguma,,,,1,0,1,0
kirisema,,,,1,1,0,0
kirisema,vastu,,,1,0,0,1
kiritseerima,,,,1,0,0,1
kirjakeelestama,,,,1,0,0,1
kirjama,maha,,,1,0,1,0
kirjandikirjutama,,,,1,0,1,0
kirjeldama,kokku,,,1,0,0,1
kirjeldama,maha,,,1,0,0,1
kirjeldama,pärast,,,1,0,0,1
kirjeldama,ringi,,,1,0,1,0
kirjeldama,üle,,,1,1,0,0
kirjeldama,üles,,,1,0,0,1
kirjendama,maha,,,1,1,0,0
kirjuasima,,,,1,1,0,0
kirjuma,alla,,,1,0,1,0
kirjutab-kuduma,,,,1,1,0,0
kirjutama,algul,,,1,0,1,0
kirjutama,"alla, edasi",,,1,0,0,1
kirjutama,"alla, valmis",,,1,0,1,0
kirjutama,alles,,,1,0,0,1
kirjutama,ees,,,1,0,0,1
kirjutama,eest,,,1,1,0,0
kirjutama,"ette, lahti",,,1,0,1,0
kirjutama,jaoks,,,1,0,1,0
kirjutama,"juurde, pärast",,,1,0,0,1
kirjutama,"juurde, vaja",,,1,1,0,0
kirjutama,järele,,,1,0,1,0
kirjutama,"kokku, välja",,,1,0,1,0
kirjutama,kõrvalt,,,1,0,0,1
kirjutama,külge,,,1,0,1,0
kirjutama,"lahku, kokku",,,1,0,0,1
kirjutama,laiali,,,1,1,0,0
kirjutama,"maha, kokku",,,1,0,0,1
kirjutama,nõus,,,1,1,0,0
kirjutama,peal,,,1,0,0,1
kirjutama,pärast,,,1,0,0,1
kirjutama,sekka,,,1,0,1,0
kirjutama,taga,,,1,1,0,0
kirjutama,"tarvis, juurde",,,1,0,1,0
kirjutama,"tarvis, valmis",,,1,1,0,0
kirjutama,vahel,,,1,0,0,1
kirjutama,"välja, ilma",,,1,0,1,0
kirjutama,"välja, välja",,,1,0,1,0
kirjutama,väljapoole,,,1,1,0,0
kirjutama,"ära, ette",,,1,0,1,0
kirjutama,"ära, üle",,,1,0,0,1
kirjutama,"üle, kokku",,,1,0,1,0
kirjutan-tõlgin-vormistama,,,,1,0,0,1
kirjutanud-esitama,,,,1,0,0,1
kirjutanud-ilmutama,,,,1,0,0,1
kirjutanud-joonistama,,,,1,0,0,1
kirjutas-dikteerima,,,,1,0,0,1
kirjutas-joonistama,,,,1,0,0,1
kirjutas-rääkis-näitama,,,,1,0,0,1
kirjutasid-joonistama,valmis,,,1,1,0,0
kirjutasin-koostama,,,,1,0,0,1
kirjutatama,,,,1,0,0,1
kirjutavad-lavastama,,,,1,0,0,1
kirjuytama,,,,1,1,0,0
kirkeldama,,,,1,0,0,1
kirkutama,,,,1,0,1,0
kirotama,all,,,1,1,0,0
kirrjutama,,,,1,0,1,0
kirste-säästma,,,,1,0,0,1
kirtjutama,,,,1,0,0,1
kiruma,ilma,,,1,0,0,1
kiruma,kokku,,,1,0,1,0
kiruma,ära,,,1,0,0,1
kisama,koos,,,1,1,0,0
kisama,maha,,,1,0,1,0
kisama,peale,,,1,0,1,0
kisama,tagasi,,,1,0,1,0
kisama,üle,,,1,1,0,0
kisendama,ette,,,1,0,0,1
kisendama,kaasa,,,1,0,0,1
kisendama,vastu,,,1,0,1,0
kisendama,"vastu, vastu",,,1,1,0,0
kisjutama,,,,1,0,1,0
kiskuma,kaldu,,,1,0,1,0
kiskuma,kant,,,1,0,1,0
kiskuma,katki,,,1,0,1,0
kiskuma,krampi,,,1,1,0,0
kiskuma,külge,,,1,0,0,1
kiskuma,mööda,,,1,0,0,1
kiskuma,"pealt, lahti",,,1,0,0,1
kiskuma,pärani,,,1,0,1,0
kiskuma,tagant,,,1,0,0,1
kiskuma,"tagasi, kõrvale",,,1,0,0,1
kiskuma,täis,,,1,1,0,0
kiskuma,"täis, ära",,,1,0,0,1
kiskuma,valmis,,,1,1,0,0
kiskuma,"välja, lahti",,,1,0,1,0
kiskuma,ühte,,,1,0,0,1
kiskuma,ümber,,,1,0,0,1
kissima,,,,1,0,0,1
kissistama,,,,1,0,0,1
kitkuma,alla,,,1,0,1,0
kitkuma,üles,,,1,1,0,0
kitkumaskäisima,,,,1,0,0,1
kitsendama,ära,,,1,0,1,0
kitsenema,,,,1,0,0,1
kittima,,,,1,0,0,1
kiunuma,pärast,,,1,0,0,1
kiunuma,taga,,,1,0,0,1
kiusama,kinni,,,1,1,0,0
kiusama,pärast,,,1,0,0,1
kiusatama,,,,1,1,0,0
kiuslema,,,,1,1,0,0
kiustama,,,,1,0,0,1
kkollllitama,,,,1,0,0,1
kl6psamima,,,,1,0,0,1
klaaritama,ära,,,1,0,0,1
klaaruma,,,,1,0,0,1
klaaruma,läbi,,,1,0,1,0
klaaruma,ära,,,1,1,0,0
klabistama,,,,1,0,0,1
klammerdama,kokku,,,1,0,1,0
klammerduma,kinni,,,1,0,1,0
klanima,ära,,,1,1,0,0
klapitama,otsa,,,1,0,0,1
klappima,peale,,,1,1,0,0
klappima,puudu,,,1,0,0,1
klassifitseerima,alla,,,1,0,1,0
klassifitseerima,ümber,,,1,0,0,1
klatšima,villi,,,1,0,0,1
klaverdama,,,,1,0,0,1
kleepima,alla,,,1,1,0,0
kleepima,laiali,,,1,0,0,1
kleepima,"täis, kinni",,,1,1,0,0
kleepima,valmis,,,1,1,0,0
kleepima,välja,,,1,0,0,1
kleepima,ära,,,1,0,0,1
kleepima,ümber,,,1,0,1,0
kleepis-kirjutas-joonistama,kokku,,,1,0,0,1
kleeppima,,,,1,0,1,0
kleeppima,kokku,,,1,0,0,1
kleepuma,kokku,,,1,1,0,0
kleepuma,vastu,,,1,0,0,1
klemmitama,,,,1,1,0,0
kleppima,,,,1,0,0,1
klikkama,all,,,1,1,0,0
klikkama,kinni,,,1,0,1,0
klikkama,lahti,,,1,0,0,1
klikkima,kokku,,,1,0,0,1
klikkima,lahti,,,1,0,1,0
klikkima,välja,,,1,0,0,1
kliksima,,,,1,0,0,1
klimberdama,kõrvale,,,1,0,0,1
klimberdama,maha,,,1,0,0,1
klimberdama,ära,,,1,0,1,0
klimberdama,"ära, ette",,,1,0,1,0
klippima,,,,1,1,0,0
klobima,üles,,,1,0,1,0
klobisema,,,,1,1,0,0
klokkama,ära,,,1,0,1,0
klokkima,ära,,,1,1,0,0
klokkima,üles,,,1,0,1,0
kloonima,juurde,,,1,0,0,1
kloonima,kokku,,,1,0,0,1
kloonima,ära,,,1,0,1,0
kloppima,maha,,,1,0,1,0
kloppima,puruks,,,1,0,0,1
kloppima,sisse,,,1,0,0,1
klopsima,valmis,,,1,0,1,0
klorifitseerima,,,,1,1,0,0
klotsima,,,,1,0,0,1
klungatama,,,,1,1,0,0
klähvatama,,,,1,0,1,0
klähvima,läbi,,,1,1,0,0
klätsima,,,,1,0,0,1
klõbisema,peal,,,1,0,0,1
klõbistama,kokku,,,1,0,1,0
klõbistama,lahti,,,1,0,1,0
klõbistama,ära,,,1,0,1,0
klõbistama,üles,,,1,1,0,0
klõksatama,kokku,,,1,0,1,0
klõpsama,ette,,,1,0,1,0
klõpsama,kokku,,,1,1,0,0
klõpsama,sisse,,,1,0,0,1
klõpsama,välja,,,1,0,1,0
klõpsatama,"kinni, ümber",,,1,0,1,0
klõpsatama,täis,,,1,0,0,1
klõpsatama,ümber,,,1,0,1,0
klõpsima,edasi,,,1,0,1,0
klõpsima,ette,,,1,0,1,0
klõpsima,kaasa,,,1,1,0,0
klõpsima,lahti,,,1,0,1,0
klõpsima,läbi,,,1,0,1,0
klõpsima,valmis,,,1,0,0,1
klõpsutama,all,,,1,0,0,1
klõpsutama,läbi,,,1,1,0,0
klõpsutama,maha,,,1,0,1,0
klõpsutama,tagasi,,,1,1,0,0
klõpsutama,üles,,,1,1,0,0
klõsima,,,,1,0,0,1
kmakstuma,,,,1,1,0,0
knagima,,,,1,0,1,0
knaiduma,,,,1,0,0,1
koaguleerima,,,,1,1,0,0
kobama,laiali,,,1,1,0,0
kobama,rindu,,,1,0,1,0
kobama,taga,,,1,0,0,1
kobestama,läbi,,,1,0,0,1
kobima,alla,,,1,0,0,1
kobima,kohale,,,1,1,0,0
kobima,maha,,,1,0,1,0
kobima,ära,,,1,0,0,1
kobisema,alla,,,1,0,1,0
kobisema,ära,,,1,1,0,0
kobistama,sisse,,,1,0,0,1
kobistama,tagasi,,,1,0,1,0
kogema,koos,,,1,0,0,1
kogema,pealt,,,1,0,0,1
kogema,sisse,,,1,0,0,1
kogema,vastu,,,1,0,0,1
kogema,ära,,,1,0,1,0
kogu-moodustama,,,,1,0,1,0
kogub-kasutama,,,,1,0,0,1
koguma,alles,,,1,0,0,1
koguma,eest,,,1,0,0,1
koguma,iial,,,1,0,0,1
koguma,ilma,,,1,0,0,1
koguma,jaa,,,1,0,0,1
koguma,järel,,,1,0,0,1
koguma,"kokku, üle",,,1,0,1,0
koguma,koos,,,1,0,0,1
koguma,kusjuures,,,1,1,0,0
koguma,külge,,,1,0,0,1
koguma,puudu,,,1,0,0,1
koguma,valmis,,,1,0,1,0
koguma,välja,,,1,0,1,0
koguma,"välja, kohal",,,1,0,0,1
koguma,võlgu,,,1,0,0,1
koguma,ühte,,,1,1,0,0
kogunema,alles,,,1,1,0,0
kogunema,"juurde, kokku",,,1,1,0,0
kogunema,tagasi,,,1,0,0,1
kogunema,välja,,,1,0,0,1
kogunema,ümber,,,1,0,0,1
kohaldama,järele,,,1,0,1,0
kohaldama,kokku,,,1,0,0,1
kohama,iial,,,1,0,0,1
kohama,välja,,,1,0,0,1
kohama,ära,,,1,0,0,1
kohandama,tarvis,,,1,0,1,0
kohatama,,,,1,0,0,1
kohendama,"alt, üles",,,1,0,0,1
kohendama,kinni,,,1,0,0,1
kohendama,kokku,,,1,1,0,0
kohendama,tarvis,,,1,0,0,1
kohendama,välja,,,1,0,0,1
kohendama,üles,,,1,0,1,0
kohistama,,,,1,1,0,0
kohitsema,ära,,,1,0,0,1
kohkuma,ees,,,1,1,0,0
kohmerdama,ära,,,1,0,1,0
kohmetama,ära,,,1,1,0,0
kohmitsema,lahti,,,1,0,1,0
kohrutama,,,,1,0,1,0
kohtama,koos,,,1,0,0,1
kohtama,läbi,,,1,0,0,1
kohtama,sisse,,,1,0,0,1
kohtama,teel,,,1,0,0,1
kohtama,välja,,,1,0,0,1
kohtama,ära,,,1,0,1,0
kohtama,üle,,,1,0,1,0
kohtlema,edasi,,,1,0,1,0
kohuma,täis,,,1,1,0,0
kohustama,algama,,,1,0,0,1
kohustama,alla,,,1,0,0,1
kohustama,kokku,,,1,0,0,1
kohustama,nõus,,,1,0,0,1
kohustama,valmis,,,1,0,0,1
kohustama,ümber,,,1,1,0,0
kohutama,välja,,,1,0,0,1
koigutama,,,,1,0,0,1
koikkima,,,,1,1,0,0
koitama,täis,,,1,0,1,0
koitma,kokku,,,1,0,0,1
kojgima,,,,1,0,1,0
kojuma,,,,1,1,0,0
koketeerima,,,,1,0,0,1
kokkama,kokku,,,1,0,1,0
kokkama,läbi,,,1,0,1,0
kokkuleppima,,,,1,0,1,0
kokkuma,,,,1,0,1,0
kokkutama,,,,1,1,0,0
koksama,kokku,,,1,0,0,1
koksama,"maha, vastu",,,1,0,1,0
koksama,mööda,,,1,0,0,1
koksama,üle,,,1,0,1,0
koksatama,,,,1,0,0,1
koksima,vastu,,,1,0,0,1
koksima,ära,,,1,0,1,0
kokteilitama,,,,1,0,1,0
kokutama,ees,,,1,0,0,1
kolama,mööda,,,1,0,0,1
kolestama,,,,1,0,1,0
kolestama,ära,,,1,1,0,0
koletisründama,,,,1,0,0,1
kolima,alla,,,1,0,0,1
kolima,juurde,,,1,1,0,0
kolima,kokku,,,1,1,0,0
kolima,peale,,,1,0,0,1
kolisema,kaasa,,,1,1,0,0
kolisema,läbi,,,1,1,0,0
kolisema,välja,,,1,0,1,0
kolistama,ette,,,1,0,0,1
kolistama,kokku,,,1,0,0,1
kolistama,vastu,,,1,0,1,0
kolkima,alla,,,1,0,0,1
kolkima,"ilma, läbi",,,1,0,0,1
kolkima,vastu,,,1,0,0,1
kolkima,ära,,,1,0,0,1
kolksatama,ette,,,1,0,1,0
kolksatama,puruks,,,1,0,0,1
kolksuma,vastu,,,1,0,1,0
kolkuma,,,,1,0,1,0
kollaboreerima,,,,1,0,0,1
kolletuma,,,,1,0,1,0
kollitama,järel,,,1,0,0,1
kolm-viima,,,,1,0,0,1
kolmekordistuma,,,,1,1,0,0
kolmekümmnendama,,,,1,0,1,0
kolmkümnema,,,,1,0,0,1
koloreerima,üle,,,1,1,0,0
komandeerima,kohale,,,1,0,0,1
komberdama,edasi,,,1,0,0,1
komberdama,ette,,,1,0,1,0
komberdama,läbi,,,1,0,1,0
komberdama,tagasi,,,1,0,0,1
komberdama,välja,,,1,0,1,0
komberdama,üles,,,1,0,1,0
kombineerima,juurde,,,1,0,0,1
kombineerima,sisse,,,1,0,0,1
kombineerima,välja,,,1,1,0,0
kombineerima,üle,,,1,0,1,0
kombineerima,ümber,,,1,1,0,0
kombineeruma,,,,1,0,0,1
kometama,,,,1,0,0,1
komistama,edasi,,,1,0,1,0
komistama,sisse,,,1,0,1,0
kommennteerima,,,,1,0,0,1
kommentaarima,,,,1,0,0,1
kommenteerima,ette,,,1,0,0,1
kommenteerima,juurde,,,1,0,0,1
kommenteerima,lahti,,,1,0,0,1
kommenteerima,läbi,,,1,0,1,0
kommenteerima,maha,,,1,0,0,1
kommenteerima,mööda,,,1,0,0,1
kommenteerima,peale,,,1,0,0,1
kommenteerima,vaja,,,1,0,0,1
kommenteerima,vastu,,,1,0,0,1
kommenteerima,üle,,,1,1,0,0
kommenteervima,,,,1,0,0,1
kommentreerima,,,,1,0,0,1
kommertsialiseerima,,,,1,0,1,0
kommima,edasi,,,1,0,1,0
kommnenteerima,,,,1,0,0,1
kommnteerima,,,,1,0,0,1
kompama,alles,,,1,0,0,1
kompenseerima,ümber,,,1,0,0,1
kompiilima,,,,1,0,0,1
kompileerima,sisse,,,1,0,1,0
kompileerima,"sisse, ära",,,1,0,0,1
kompileerima,ära,,,1,0,1,0
kompileerima,üle,,,1,0,1,0
kompileerima,ümber,,,1,1,0,0
kompilleerima,kokku,,,1,0,0,1
komplekteerima,valmis,,,1,0,0,1
komplieerima,,,,1,0,0,1
kompnseerima,,,,1,0,0,1
komponeerima,juurde,,,1,0,1,0
komponeerima,läbi,,,1,0,1,0
komponeerima,ümber,,,1,0,0,1
komposteerima,läbi,,,1,0,0,1
kompresseerima,kokku,,,1,1,0,0
kompunnima,kokku,,,1,0,0,1
kondama,läbi,,,1,0,1,0
kondama,mööda,,,1,0,0,1
kondima,,,,1,0,0,1
konditustama,,,,1,1,0,0
konferansjeerima,,,,1,0,0,1
konferentseerima,,,,1,0,0,1
konfikseerima,,,,1,1,0,0
konfiseerima,,,,1,0,0,1
konfiskeerima,alla,,,1,0,0,1
konfiskeerima,vastu,,,1,0,1,0
konfiskeerima,ära,,,1,0,0,1
konkreerima,,,,1,0,0,1
konksuma,,,,1,0,0,1
konksutama,üles,,,1,0,1,0
konkureerima,kokku,,,1,0,1,0
konnima,,,,1,0,0,1
konnlendama,,,,1,1,0,0
konservitama,,,,1,0,0,1
konslutatsioonima,,,,1,1,0,0
konstriktsioonima,,,,1,0,0,1
konstrueerima,juurde,,,1,0,1,0
konstrueerima,välja,,,1,0,1,0
konstrueerima,üle,,,1,0,0,1
konstrueerima,ümber,,,1,0,0,1
konstrukeerima,,,,1,0,0,1
konstrureerima,,,,1,0,0,1
konsulteerima,kokku,,,1,0,0,1
konsulteerima,läbi,,,1,1,0,0
kontamineerima,,,,1,0,1,0
kontcentreeruma,,,,1,0,0,1
kontekstualiseerima,,,,1,0,0,1
kontreerima,üle,,,1,0,1,0
kontrollib-korrigeerima,,,,1,0,0,1
kontrollib-viimistlema,,,,1,0,0,1
kontrollima,alla,,,1,0,1,0
kontrollima,alles,,,1,0,0,1
kontrollima,lahti,,,1,0,1,0
kontrollima,pealt,,,1,0,1,0
kontrollima,pärast,,,1,0,0,1
kontrollima,ringi,,,1,0,1,0
kontrollima,tagasi,,,1,1,0,0
kontrollima,vaja,,,1,0,0,1
kontrollima,"üle, ilma",,,1,0,0,1
kontrollmõõdistama,,,,1,0,0,1
