verb,verb_compound,ei_saa_olla_sihitist,kahtlane,total,freq_nom,freq_gen,freq_par
järelduma,välja,,,1,1,0,0
järelkustutama,,,,1,0,0,1
järetama,alles,,,1,0,0,1
järgenema,,,,1,0,0,1
järgima,alla,,,1,0,0,1
järgima,"alt, üles",,,1,0,0,1
järgima,edasi,,,1,0,0,1
järgima,ette,,,1,0,0,1
järgima,ilma,,,1,0,0,1
järgima,kohal,,,1,0,0,1
järgima,koos,,,1,0,0,1
järgima,ära,,,1,1,0,0
järgima,üles,,,1,0,0,1
järgnema,ära,,,1,1,0,0
järjekindel-teadma,,,,1,0,0,1
järjestama,ära,,,1,1,0,0
järjestama,üle,,,1,1,0,0
järjestama,ümber,,,1,0,0,1
jätguma,,,,1,0,0,1
jätkama,alla,,,1,0,0,1
jätkama,ette,,,1,0,1,0
jätkama,koha,,,1,1,0,0
jätkama,koht,,,1,0,0,1
jätkama,koos,,,1,0,0,1
jätkama,maha,,,1,0,0,1
jätkama,"mööda, ilma",,,1,0,0,1
jätkama,pidama,,,1,1,0,0
jätkama,pooleli,,,1,0,0,1
jätkama,sees,,,1,0,1,0
jätkama,tagasi,,,1,0,0,1
jätkama,valmis,,,1,0,0,1
jätkima,,,,1,0,0,1
jätkuma,ilma,,,1,0,0,1
jätkuma,maha,,,1,1,0,0
jätkuma,välja,,,1,0,0,1
jätkuma,üle,,,1,0,1,0
jätma,"alla, maha",,,1,0,1,0
jätma,"edasi, kohale",,,1,0,0,1
jätma,ees,,,1,0,0,1
jätma,eest,,,1,1,0,0
jätma,"eest, lahti",,,1,0,1,0
jätma,esile,,,1,1,0,0
jätma,"ette, maha",,,1,0,1,0
jätma,"ilma, kinni",,,1,0,0,1
jätma,jõusse,,,1,0,1,0
jätma,"kaasa, maha",,,1,0,1,0
jätma,kehvavõitu,,,1,0,1,0
jätma,"kohale, maha",,,1,1,0,0
jätma,koos,,,1,0,1,0
jätma,"koos, maha",,,1,0,1,0
jätma,käibele,,,1,1,0,0
jätma,käpuli,,,1,0,1,0
jätma,kõrval,,,1,0,1,0
jätma,lahku,,,1,0,1,0
jätma,"lahti, välja",,,1,1,0,0
jätma,lukku,,,1,1,0,0
jätma,"maha, võlgu",,,1,0,0,1
jätma,"maha, ära",,,1,1,0,0
jätma,"maha, üle",,,1,1,0,0
jätma,mööda,,,1,0,1,0
jätma,paokile,,,1,0,1,0
jätma,"pealt, ära",,,1,1,0,0
jätma,puruks,,,1,1,0,0
jätma,pärani,,,1,1,0,0
jätma,pärast,,,1,0,1,0
jätma,rahul,,,1,0,0,1
jätma,rääma,,,1,0,0,1
jätma,saadik,,,1,0,1,0
jätma,sees,,,1,0,1,0
jätma,soiku,,,1,0,1,0
jätma,"taga, vahele",,,1,1,0,0
jätma,"tagasi, lahti",,,1,0,1,0
jätma,"tagasi, rahule",,,1,0,0,1
jätma,"tagasi, ära",,,1,0,1,0
jätma,"vahelt, ära",,,1,0,1,0
jätma,"vastu, maha",,,1,0,0,1
jätma,"vastu, pooleli",,,1,0,1,0
jätma,"välja, peale",,,1,1,0,0
jätma,"välja, välja",,,1,1,0,0
jätma,võidu,,,1,0,1,0
jätma,võlg,,,1,0,1,0
jätma,"ära, alles",,,1,0,0,1
jätma,"ära, läbi",,,1,0,1,0
jätma,"ära, maha",,,1,0,0,1
jätma,ööseks,,,1,0,0,1
jätma,ühte,,,1,0,0,1
jätma,"üle, ilma",,,1,1,0,0
jätma,"üle, vaatamata",,,1,1,0,0
jätma,"üles, sisse",,,1,0,1,0
jätsima,,,,1,0,0,1
jättama,maha,,,1,0,1,0
jättama,vahele,,,1,0,1,0
jättkima,,,,1,0,0,1
jättsima,maha,,,1,1,0,0
jätuma,,,,1,0,0,1
jäädvustama,välja,,,1,0,0,1
jäädvustama,üle,,,1,0,1,0
jäädvustuma,,,,1,1,0,0
jääma,"alt, välja",,,1,0,0,1
jääma,ees,,,1,1,0,0
jääma,heaks,,,1,0,0,1
jääma,kaasa,,,1,0,0,1
jääma,kokku,,,1,0,0,1
jääma,lukku,,,1,1,0,0
jääma,"läbi, välja",,,1,0,1,0
jääma,ringi,,,1,0,0,1
jääma,sees,,,1,0,0,1
jääma,taga,,,1,0,0,1
jääma,tagasi,,,1,1,0,0
jääma,taha,,,1,0,1,0
jääma,"taha, maha",,,1,0,0,1
jääma,tuttu,,,1,0,0,1
jääma,"vahele, välja",,,1,0,0,1
jääma,vait,,,1,1,0,0
jääma,väheks,,,1,0,0,1
jääma,"üles, välja",,,1,0,0,1
jäändkima,,,,1,1,0,0
jäändkima,ilma,,,1,0,1,0
jäätama,kõrvale,,,1,0,0,1
jäätama,ära,,,1,0,0,1
jäätima,ära,,,1,1,0,0
jäätuma,ilma,,,1,0,0,1
jäätuma,peale,,,1,0,0,1
jäätuma,sisse,,,1,0,0,1
jõaksima,,,,1,0,1,0
jõhkrustama,,,,1,0,0,1
jõhkrutsema,,,,1,0,1,0
jõhverdama,,,,1,0,0,1
jõlkuma,edasi,,,1,0,0,1
jõlkuma,kaasas,,,1,0,0,1
jõlkuma,läbi,,,1,0,1,0
jõllitama,alla,,,1,0,0,1
jõllitama,"alt, üles",,,1,0,0,1
jõllitama,kohale,,,1,0,0,1
jõllitama,sisse,,,1,0,1,0
jõlpnema,,,,1,0,0,1
jõngutama,,,,1,0,0,1
jõnksatama,,,,1,0,0,1
jõnkslema,,,,1,0,0,1
jõnksutama,lahti,,,1,0,0,1
jõratama,,,,1,0,1,0
jõristama,,,,1,0,0,1
jõudma,eest,,,1,1,0,0
jõudma,"ette, tagasi",,,1,0,0,1
jõudma,juurde,,,1,0,0,1
jõudma,jälile,,,1,1,0,0
jõudma,kinni,,,1,0,1,0
jõudma,maha,,,1,1,0,0
jõudma,"mööda, välja",,,1,0,0,1
jõudma,pärale,,,1,1,0,0
jõudma,sisse,,,1,0,0,1
jõudma,täis,,,1,0,0,1
jõudma,valmima,,,1,0,0,1
jõudma,ühte,,,1,0,1,0
jõudma,üles,,,1,0,0,1
jõundkima,,,,1,0,0,1
jõurama,välja,,,1,0,0,1
jõustuma,tagasi,,,1,1,0,0
jõustuma,üle,,,1,0,0,1
jörisema,kaasa,,,1,0,1,0
jöristama,,,,1,0,0,1
jöttima,sisse,,,1,1,0,0
jöudsima,,,,1,0,0,1
jüükima,,,,1,0,1,0
k0mmionuma,,,,1,0,1,0
k2iduma,,,,1,0,1,0
k2isima,tagasi,,,1,1,0,0
k2ixima,,,,1,1,0,0
k6iguma,,,,1,0,1,0
k6llasima,,,,1,0,1,0
k8etuma,,,,1,0,1,0
k8itnuma,,,,1,0,0,1
ka-olema,,,,1,0,0,1
kaaaaklema,,,,1,1,0,0
kaaberdama,,,,1,0,1,0
kaaguma,,,,1,0,0,1
kaalllllima,,,,1,1,0,0
kaalub-ootab-otsima,,,,1,0,0,1
kaaluma,ette,,,1,0,0,1
kaaluma,kohal,,,1,1,0,0
kaaluma,koos,,,1,0,0,1
kaaluma,kõrvale,,,1,0,0,1
kaaluma,laiali,,,1,0,0,1
kaaluma,"ligi, üles",,,1,0,1,0
kaaluma,mööda,,,1,0,0,1
kaaluma,peale,,,1,0,0,1
kaaluma,pealt,,,1,0,0,1
kaaluma,vaja,,,1,0,0,1
kaaluma,"üles, kokku",,,1,1,0,0
kaalutlema,läbi,,,1,1,0,0
kaalutlema,ära,,,1,1,0,0
kaamestama,,,,1,1,0,0
kaanetama,ära,,,1,0,1,0
kaanima,peale,,,1,0,0,1
kaapama,maha,,,1,0,1,0
kaaperdama,all,,,1,0,1,0
kaaperdama,koha,,,1,0,1,0
kaaperdama,ära,,,1,0,1,0
kaapima,edasi,,,1,1,0,0
kaapima,sisse,,,1,0,0,1
kaapima,tagasi,,,1,0,1,0
kaapima,võlgu,,,1,0,0,1
kaarutama,välja,,,1,0,0,1
kaarutama,üles,,,1,0,0,1
kaas-asutama,,,,1,0,1,0
kaasa-olema,,,,1,1,0,0
kaasama,kokku,,,1,0,0,1
kaasama,läbi,,,1,0,1,0
kaasama,ringi,,,1,0,0,1
kaasama,üle,,,1,0,0,1
kaasinvesteerima,,,,1,0,0,1
kaaskujundama,,,,1,0,0,1
kabima,,,,1,0,1,0
kabistama,rahul,,,1,0,0,1
kabistama,üles,,,1,1,0,0
kablima,,,,1,0,0,1
kablima,välja,,,1,0,0,1
kablutama,,,,1,1,0,0
kacima,,,,1,0,0,1
kadestama,pärast,,,1,0,0,1
kadeststama,,,,1,0,0,1
kadlima,,,,1,0,1,0
kadnuma,,,,1,0,0,1
kadnuma,üle,,,1,0,0,1
kadreerima,välja,,,1,0,0,1
kadritama,,,,1,0,1,0
kaduma,alt,,,1,0,0,1
kaduma,kõrvale,,,1,0,1,0
kaduma,läbi,,,1,0,1,0
kaduma,vastu,,,1,0,0,1
kaebama,"edasi, edasi",,,1,0,1,0
kaebama,"edasi, välja",,,1,0,0,1
kaebama,järele,,,1,0,1,0
kaebama,puruks,,,1,1,0,0
kaebama,taga,,,1,0,0,1
kaelustama,alla,,,1,0,0,1
kaema,edasi,,,1,1,0,0
kaema,lahti,,,1,0,1,0
kaema,tagasi,,,1,0,1,0
kaevama,asemele,,,1,1,0,0
kaevama,ette,,,1,0,0,1
kaevama,katki,,,1,0,1,0
kaevama,"kinni, tagasi",,,1,0,1,0
kaevama,"kokku, välja",,,1,0,0,1
kaevama,"koos, välja",,,1,0,0,1
kaevama,maha,,,1,0,0,1
kaevama,segi,,,1,0,0,1
kaevama,"taga, välja",,,1,0,1,0
kaevama,tarvis,,,1,0,0,1
kaevama,"tarvis, välja",,,1,0,0,1
kaevama,"vaja, välja",,,1,0,0,1
kaevama,"välja, järel",,,1,1,0,0
kaevama,"välja, pealt",,,1,1,0,0
kaevama,"välja, üle",,,1,0,0,1
kaevama,üle,,,1,1,0,0
kaevandama,kokku,,,1,0,0,1
kaevlema,,,,1,0,0,1
kahandama,ringi,,,1,0,1,0
kahandama,tagasi,,,1,0,1,0
kahandama,ära,,,1,0,0,1
kahandasid-metsastama,,,,1,0,0,1
kahardama,,,,1,0,0,1
kaheksakümendama,,,,1,1,0,0
kahekymnendama,,,,1,0,1,0
kahetsema,eest,,,1,0,0,1
kahetsema,pärast,,,1,0,0,1
kahetsema,tarvis,,,1,0,0,1
kahetsema,vahel,,,1,0,0,1
kahetsema,välja,,,1,0,0,1
kahistama,ära,,,1,1,0,0
kahjatsema,tagasi,,,1,0,0,1
kahjetsema,,,,1,0,0,1
kahjuma,,,,1,0,1,0
kahjustama,ilma,,,1,0,0,1
kahjustama,kokku,,,1,0,0,1
kahlama,vastu,,,1,0,1,0
kahmama,lahti,,,1,0,1,0
kahmama,täis,,,1,0,0,1
kahmima,kaasa,,,1,1,0,0
kahmima,kinni,,,1,0,1,0
kahtlema,lahti,,,1,0,0,1
kahtlema,põrmugi,,,1,0,1,0
kahtluma,,,,1,0,0,1
kahtlust-äratama,,,,1,0,1,0
kahtlustama,kinni,,,1,0,0,1
kahtlustama,kõrvale,,,1,0,0,1
kahtlustama,ligi,,,1,0,0,1
kahtlustama,üle,,,1,0,0,1
kaidima,,,,1,1,0,0
kaiduma,,,,1,1,0,0
kaifima,kõrvale,,,1,0,0,1
kaifima,üle,,,1,0,0,1
kaihvima,,,,1,0,0,1
kaikuma,vastu,,,1,0,1,0
kaillima,,,,1,0,1,0
kaimama,,,,1,0,0,1
kaisima,tagasi,,,1,1,0,0
kaistnuma,,,,1,0,0,1
kaistuma,,,,1,1,0,0
kaisutama,sees,,,1,0,0,1
kaitselämmatama,,,,1,0,1,0
kaitsema,"alt, välja",,,1,0,0,1
kaitsema,ees,,,1,0,0,1
kaitsema,ette,,,1,0,1,0
kaitsema,tagant,,,1,0,0,1
kaitsema,üle,,,1,0,0,1
kaitsepoogima,,,,1,1,0,0
kaitseriivistama,,,,1,0,0,1
kaitsesüstima,,,,1,0,0,1
kaitsma,ilma,,,1,0,0,1
kaitsma,koos,,,1,0,0,1
kaitsma,käigus,,,1,1,0,0
kaitsma,kõrval,,,1,0,0,1
kaitsma,lahti,,,1,0,0,1
kaitsma,läbi,,,1,0,0,1
kaitsma,tagant,,,1,0,0,1
kaitsma,üle,,,1,0,0,1
kaivitama,,,,1,1,0,0
kaja-tundma,,,,1,0,0,1
kajama,järele,,,1,0,0,1
kajama,tagasi,,,1,1,0,0
kajama,välja,,,1,0,0,1
kajama,üle,,,1,0,1,0
kajastama,ette,,,1,0,0,1
kajastama,järele,,,1,0,0,1
kajastama,kaasas,,,1,0,0,1
kajastama,koht,,,1,0,0,1
kajastama,külge,,,1,0,0,1
kajastama,üle,,,1,0,0,1
kajatama,täis,,,1,0,0,1
kajuma,,,,1,1,0,0
kakama,kinni,,,1,0,1,0
kakama,täis,,,1,0,0,1
kakerdama,läbi,,,1,1,0,0
kakerdama,otsas,,,1,1,0,0
kakima,täis,,,1,0,1,0
kakkama,,,,1,1,0,0
kakklema,,,,1,0,0,1
kakkuma,alt,,,1,1,0,0
kakkuma,laiali,,,1,0,1,0
kakkuma,täis,,,1,0,0,1
kaklema,edasi,,,1,1,0,0
kaklema,maha,,,1,0,1,0
kaklema,täis,,,1,1,0,0
kaklema,välja,,,1,1,0,0
kaklema,"ära, ära",,,1,0,0,1
kaklema,üle,,,1,1,0,0
kaksama,edasi,,,1,0,0,1
kaksama,kaasa,,,1,1,0,0
kaksama,läbi,,,1,0,1,0
kaktestama,,,,1,1,0,0
kakutama,,,,1,1,0,0
kala-tahtma,,,,1,0,1,0
kalduma,"edasi, välja",,,1,0,1,0
kalduma,ees,,,1,1,0,0
kalduma,läbi,,,1,1,0,0
kalduma,peale,,,1,0,0,1
kalduma,poole,,,1,0,1,0
kalduma,tagasi,,,1,1,0,0
kalduma,vastu,,,1,1,0,0
kalgistama,,,,1,0,0,1
kaliibrima,,,,1,0,1,0
kalistama,,,,1,0,0,1
kalkuleerima,alles,,,1,0,0,1
kalkuleerima,kokku,,,1,1,0,0
kalkuleerima,sisse,,,1,1,0,0
kallama,"edasi, sisse",,,1,0,1,0
kallama,kõrvale,,,1,1,0,0
kallama,"maha, eemale",,,1,0,1,0
kallama,"sisse, vaja",,,1,0,0,1
kallavad-segama,,,,1,0,0,1
kallima,vastu,,,1,0,0,1
kallinema,järel,,,1,0,0,1
kallistama,kõrvalt,,,1,0,0,1
kallistama,puruks,,,1,0,1,0
kallistama,pärast,,,1,0,0,1
kallsitama,,,,1,0,0,1
kallutama,alla,,,1,0,1,0
kallutama,"alla, maha",,,1,0,0,1
kallutama,peale,,,1,0,1,0
kallutama,sisse,,,1,0,0,1
kallutama,üles,,,1,1,0,0
kallutama,ümber,,,1,0,0,1
kalpsama,järele,,,1,0,0,1
kalpsama,läbi,,,1,0,0,1
kalpsama,sisse,,,1,0,1,0
kaluma,,,,1,0,0,1
kamandama,kaasa,,,1,0,1,0
kamandama,põlvili,,,1,0,1,0
kammima,edasi,,,1,0,0,1
kammima,ette,,,1,1,0,0
kammima,lahku,,,1,1,0,0
kammima,laiali,,,1,1,0,0
kammima,peale,,,1,1,0,0
kammima,segi,,,1,0,0,1
kammima,sisse,,,1,0,1,0
kammima,taha,,,1,1,0,0
kammima,täis,,,1,0,0,1
kammitsema,lahti,,,1,0,0,1
kamõistama,,,,1,0,0,1
kanatama,ära,,,1,0,1,0
kandideerima,juurde,,,1,0,0,1
kandideerima,koos,,,1,1,0,0
kandideerima,lahti,,,1,0,0,1
kandideerima,maha,,,1,0,1,0
kandideerima,peale,,,1,0,1,0
kandideerima,tagasi,,,1,0,0,1
kandideerima,üle,,,1,0,1,0
kandidheerima,,,,1,0,1,0
kandima,maha,,,1,1,0,0
kandishoopistükkima,,,,1,0,0,1
kanditeerima,,,,1,0,0,1
kandma,Välja,,,1,0,1,0
kandma,algul,,,1,0,1,0
kandma,alles,,,1,0,0,1
kandma,alt,,,1,0,0,1
kandma,arvelt,,,1,0,0,1
kandma,"edasi, välja",,,1,0,0,1
kandma,eel,,,1,0,1,0
kandma,eest,,,1,0,0,1
kandma,"ette, kokku",,,1,0,0,1
kandma,järele,,,1,1,0,0
kandma,"kaasas, kaasa",,,1,0,0,1
kandma,kaudu,,,1,0,0,1
kandma,kimpu,,,1,0,0,1
kandma,koha,,,1,0,0,1
kandma,"kokku, üle",,,1,0,0,1
kandma,koos,,,1,0,0,1
kandma,kukil,,,1,0,0,1
kandma,lahku,,,1,0,0,1
kandma,lahus,,,1,0,0,1
kandma,"laiali, ligi",,,1,0,0,1
kandma,otsa,,,1,1,0,0
kandma,püsti,,,1,0,0,1
kandma,rahul,,,1,0,0,1
kandma,taga,,,1,0,0,1
kandma,tagant,,,1,0,1,0
kandma,»,,,1,0,0,1
kandma,üll,,,1,0,0,1
kanduma,"alla, alla",,,1,0,0,1
kanduma,kaasa,,,1,0,1,0
kanduma,kokku,,,1,0,1,0
kanduma,kõrvale,,,1,0,0,1
kanduma,laiali,,,1,0,0,1
kanduma,läbi,,,1,1,0,0
kanduma,sisse,,,1,0,0,1
kanduma,"vastu, edasi",,,1,0,0,1
kanduma,ära,,,1,0,1,0
kangendama,,,,1,0,0,1
kangestas-halvama,,,,1,1,0,0
kangreenima,,,,1,0,0,1
kangutama,edasi,,,1,0,0,1
kangutama,eemale,,,1,0,0,1
kangutama,eest,,,1,0,1,0
kangutama,kokku,,,1,0,0,1
kangutama,pealt,,,1,1,0,0
kangutama,"pealt, ära, üles, taha",,,1,0,0,1
kangutama,puruks,,,1,0,1,0
kangutama,püsti,,,1,0,0,1
kangutama,"tagasi, lahti",,,1,0,1,0
kanidideerima,,,,1,0,1,0
kannatama,alla,,,1,0,1,0
kannatama,ilma,,,1,0,0,1
kannatama,kinni,,,1,1,0,0
kannatama,"kokku, välja",,,1,1,0,0
kannatama,koos,,,1,1,0,0
kannatama,käsi,,,1,0,1,0
kannatama,otsa,,,1,1,0,0
kannatama,"peale, ära",,,1,1,0,0
kannatama,pealt,,,1,0,1,0
kannatama,puht,,,1,0,1,0
kannatama,pärast,,,1,0,0,1
kannatama,püsti,,,1,0,0,1
kannatama,sisse,,,1,0,0,1
kannatama,valmis,,,1,1,0,0
kannatama,"välja, ilma",,,1,0,1,0
kannatama,võlgu,,,1,0,0,1
kannatama,üle,,,1,0,1,0
kannatama,ümber,,,1,0,1,0
kannaytama,,,,1,1,0,0
kannustama,alt,,,1,0,1,0
kannustama,tagasi,,,1,1,0,0
kannustama,välja,,,1,1,0,0
kanoniseerima,ära,,,1,0,1,0
kanseldama,,,,1,0,0,1
kanteseldama,,,,1,0,0,1
kantima,"otsa, kinni",,,1,0,0,1
kantima,ringi,,,1,0,0,1
kantima,vaja,,,1,1,0,0
kantseldama,edasi,,,1,0,0,1
kaotama,alt,,,1,1,0,0
kaotama,ees,,,1,0,1,0
kaotama,iial,,,1,0,0,1
kaotama,"ilma, pealt, ära",,,1,1,0,0
kaotama,juurde,,,1,0,0,1
kaotama,kohale,,,1,0,0,1
kaotama,koos,,,1,1,0,0
kaotama,käest,,,1,0,1,0
kaotama,pidama,,,1,0,1,0
kaotama,taga,,,1,0,1,0
kaotama,toona,,,1,0,1,0
kaotama,täis,,,1,0,0,1
kaotama,"vahelt, ära",,,1,0,1,0
kaotama,"ära, eest",,,1,0,0,1
kaotatama,,,,1,0,1,0
kaotsima,ära,,,1,0,0,1
kaperdama,,,,1,0,1,0
kappama,juurde,,,1,0,0,1
kappama,laiali,,,1,0,1,0
kappama,ringi,,,1,0,0,1
kappama,vastu,,,1,0,0,1
kappama,üles,,,1,0,1,0
karaistama,,,,1,0,0,1
karaktiseerima,,,,1,0,0,1
kardavad-kurtma,,,,1,0,0,1
kargama,edasi,,,1,0,1,0
kargama,kallale,,,1,0,1,0
kargama,kinni,,,1,0,0,1
kargama,lahti,,,1,0,0,1
kargama,maha,,,1,0,1,0
kargama,peale,,,1,1,0,0
kargama,ära,,,1,1,0,0
karglema,ette,,,1,0,0,1
karglema,ringi,,,1,0,1,0
karistama,edasi,,,1,0,0,1
karistama,ilma,,,1,0,0,1
karistama,läbi,,,1,1,0,0
karistama,tagasi,,,1,0,0,1
karistama,välja,,,1,0,0,1
karistuma,,,,1,1,0,0
karjatama,edasi,,,1,0,0,1
karjatama,kaasa,,,1,0,1,0
karjatama,kokku,,,1,0,0,1
karjatama,taga,,,1,1,0,0
karjhuma,,,,1,0,0,1
karjuma,ette,,,1,1,0,0
karjuma,"juurde, juurde",,,1,0,0,1
karjuma,kinni,,,1,0,0,1
karjuma,"kinni, ära",,,1,0,1,0
karjuma,koos,,,1,1,0,0
karjuma,"mööda, kaasa",,,1,0,0,1
karjuma,taga,,,1,0,0,1
karjuma,vaja,,,1,0,0,1
karjutama,järele,,,1,0,0,1
karlima,,,,1,0,0,1
karmistama,välja,,,1,0,1,0
karmistuma,,,,1,0,1,0
karnuma,,,,1,0,0,1
karrigeerima,,,,1,0,0,1
kartma,ees,,,1,0,0,1
kartma,ilma,,,1,0,0,1
kartma,juurde,,,1,0,0,1
kartma,kaasa,,,1,0,1,0
kartma,peale,,,1,0,0,1
kartma,pärast,,,1,0,0,1
kartma,tagant,,,1,0,0,1
kartma,vaja,,,1,0,0,1
kartma,vastu,,,1,0,0,1
kartma,võlgu,,,1,0,0,1
kartma,üles,,,1,0,0,1
kasheerima,,,,1,0,0,1
kasima,välja,,,1,1,0,0
kasseerima,tagasi,,,1,0,1,0
kassifitseerima,,,,1,1,0,0
kassutama,,,,1,0,0,1
kastma,edasi,,,1,0,0,1
kastma,kokku,,,1,0,1,0
kastma,ligi,,,1,0,1,0
kastma,läbi,,,1,1,0,0
kastma,maha,,,1,0,0,1
kastma,püsti,,,1,0,0,1
kastma,taga,,,1,0,0,1
kastma,tagasi,,,1,0,0,1
kastma,vaja,,,1,0,0,1
kastma,"vaja, ära",,,1,1,0,0
kastma,üles,,,1,1,0,0
kastreerima,kaasa,,,1,0,1,0
kastsreerima,,,,1,0,0,1
kastuamama,,,,1,0,0,1
kasuta-käsutama,,,,1,0,0,1
kasuta-minema,,,,1,1,0,0
kasutab-kuulab-nautima,,,,1,0,0,1
kasutadaõmõtlema,,,,1,0,0,1
kasutajanime-võtma,,,,1,0,0,1
kasutajanimimillegasisselogima,,,,1,0,1,0
kasutama,algama,,,1,0,0,1
kasutama,alt,,,1,1,0,0
kasutama,eal,,,1,0,0,1
kasutama,"edasi, ära",,,1,0,0,1
kasutama,eest,,,1,0,0,1
kasutama,esile,,,1,0,0,1
kasutama,heaks,,,1,0,0,1
kasutama,ilma,,,1,0,0,1
kasutama,juurde,,,1,0,0,1
kasutama,koha,,,1,0,0,1
kasutama,kohal,,,1,0,1,0
kasutama,lukku,,,1,1,0,0
kasutama,maha,,,1,0,0,1
kasutama,moodi,,,1,0,1,0
kasutama,mööda,,,1,0,0,1
kasutama,nahka,,,1,0,0,1
kasutama,pärast,,,1,0,0,1
kasutama,rahule,,,1,0,0,1
kasutama,täis,,,1,0,0,1
kasutama,"ära, üle",,,1,0,0,1
kasutasin-katsetama,,,,1,0,0,1
kasutatama,ära,,,1,0,0,1
kasutavad-kulutama,,,,1,0,0,1
kasutavad-omastama,,,,1,0,0,1
kasuttama,,,,1,0,0,1
kasutuma,,,,1,0,0,1
kasvama,alla,,,1,1,0,0
kasvama,ette,,,1,1,0,0
kasvama,juurde,,,1,0,0,1
kasvama,kokku,,,1,0,0,1
kasvama,üle,,,1,0,1,0
kasvama,ümber,,,1,0,0,1
kasvatama,alles,,,1,1,0,0
kasvatama,ilma,,,1,0,0,1
kasvatama,kõrvalt,,,1,0,0,1
kasvatama,lahku,,,1,0,0,1
kasvatama,ligi,,,1,0,0,1
kasvatama,otsa,,,1,0,0,1
kasvatama,sisse,,,1,0,0,1
kasvatama,valmis,,,1,1,0,0
kasvatama,"üles, alla",,,1,1,0,0
kasvatanud-müüma,,,,1,0,0,1
kasvatavad-koolitama,,,,1,0,0,1
kataboliseerima,,,,1,0,0,1
kataloogima,ära,,,1,0,1,0
katapulteerima,välja,,,1,0,1,0
katastreerima,,,,1,0,0,1
katastrofiseerima,,,,1,0,1,0
katavad-koristama,,,,1,0,1,0
katetama,,,,1,0,0,1
katkema,lähedal,,,1,0,0,1
katkema,pealt,,,1,0,0,1
katkema,vastu,,,1,0,0,1
katkestama,edasi,,,1,0,0,1
katkestama,ette,,,1,1,0,0
katkestama,järel,,,1,0,0,1
katkestama,peale,,,1,0,0,1
katkestama,ringi,,,1,0,0,1
katkestama,»,,,1,0,0,1
katkestama,üle,,,1,0,1,0
katksetama,,,,1,0,1,0
katma,alt,,,1,0,0,1
katma,ilma,,,1,0,0,1
katma,"kinni, alla",,,1,1,0,0
katma,"kokku, ära",,,1,0,0,1
katma,kusjuures,,,1,1,0,0
katma,läbi,,,1,0,0,1
katma,maha,,,1,0,1,0
katma,rahul,,,1,0,0,1
katma,ringi,,,1,1,0,0
katma,seest,,,1,1,0,0
katma,tagasi,,,1,1,0,0
katma,"ära, altpoolt",,,1,0,1,0
katma,"ära, üle",,,1,1,0,0
katrima,tagasi,,,1,1,0,0
katsetab-kombineerima,,,,1,0,0,1
katsetama,edasi,,,1,0,0,1
katsetama,juurde,,,1,0,0,1
katsetama,järele,,,1,1,0,0
katsetama,kokku,,,1,0,0,1
katsetama,koos,,,1,0,0,1
katsetama,tagasi,,,1,0,1,0
katsetama,tarvis,,,1,0,0,1
katsuma,koos,,,1,0,0,1
katsuma,välja,,,1,1,0,0
kattima,,,,1,0,0,1
katzuma,,,,1,0,0,1
kaubitsema,,,,1,0,0,1
kaubssima,,,,1,0,1,0
kauplema,edasi,,,1,0,1,0
kauplema,kokku,,,1,0,0,1
kauplema,läbi,,,1,1,0,0
kauplema,peale,,,1,1,0,0
kauplema,ära,,,1,0,0,1
kaupsima,,,,1,0,0,1
kausutama,,,,1,0,0,1
kavaldama,läbi,,,1,0,0,1
kavaliteedima,,,,1,0,0,1
kavandama,eemale,,,1,0,0,1
kavandama,juurde,,,1,0,0,1
kavandama,kõrvale,,,1,0,0,1
kavandama,sisse,,,1,0,1,0
kavandama,tarvis,,,1,0,1,0
kavandama,vahele,,,1,0,1,0
kavandama,vastu,,,1,0,0,1
kavandama,välja,,,1,0,0,1
kavandavad-sõnastama,,,,1,0,0,1
kavatsema,ees,,,1,0,0,1
kavatsema,juurde,,,1,0,0,1
kavatsema,kinni,,,1,0,1,0
kavatsema,maha,,,1,0,1,0
kavatsema,ringi,,,1,1,0,0
kavatsema,tagasi,,,1,1,0,0
kdagima,,,,1,1,0,0
keberneerima,,,,1,0,0,1
kebima,alla,,,1,1,0,0
kedagi-tahtma,,,,1,0,0,1
kee-rasima,ringi,,,1,0,0,1
keedavad-praadima,,,,1,0,0,1
keeeeeeekima,,,,1,0,0,1
keelama,"edasi, ära",,,1,0,1,0
keelama,ilma,,,1,0,1,0
keelama,otsesõnu,,,1,0,1,0
keelama,peale,,,1,0,0,1
keelama,puht,,,1,0,1,0
keelama,"tagasi, ära",,,1,0,1,0
keelama,"ära, välja",,,1,0,1,0
keelama,üle,,,1,0,1,0
keelan-lubama,,,,1,1,0,0
keelduma,läbi,,,1,0,0,1
keelitama,edasi,,,1,0,0,1
keelitama,kohale,,,1,0,0,1
keelitama,püsti,,,1,1,0,0
keelitama,valmis,,,1,0,0,1
keelustama,ette,,,1,0,1,0
keelustama,kokku,,,1,1,0,0
keelustama,üle,,,1,0,1,0
keelustama,ümber,,,1,0,1,0
keelustavad-tsenseerima,,,,1,0,0,1
keema,edasi,,,1,0,0,1
keema,valmis,,,1,0,0,1
keema,välja,,,1,0,0,1
keema,üles,,,1,0,0,1
keerab-lubama,esile,,,1,0,1,0
keerama,"alla, välja",,,1,0,1,0
keerama,alles,,,1,0,0,1
keerama,"alt, ära",,,1,1,0,0
keerama,ees,,,1,0,0,1
