Collection,Experiment,Model,Source,Split,LA,UAS,LAS
edt,gm_experiment_1,udpipe,train,5,-,"93.04%,",91.45%
edt,gm_experiment_1,udpipe,test,5,-,"87.65%,",84.99%
edt,gm_experiment_1,udpipe,train,6,-,"92.57%,",90.96%
edt,gm_experiment_1,udpipe,test,6,-,"87.35%,",84.61%
edt,gm_experiment_1,udpipe,train,7,-,"92.17%,",90.61%
edt,gm_experiment_1,udpipe,test,7,-,"86.41%,",83.96%
edt,gm_experiment_1,udpipe,train,8,-,"92.57%,",90.90%
edt,gm_experiment_1,udpipe,test,8,-,"87.19%,",84.69%
edt,gm_experiment_1,udpipe,train,9,-,"92.47%,",90.82%
edt,gm_experiment_1,udpipe,test,9,-,"87.84%,",85.09%
edt,gm_experiment_2,udpipe,train,0,-,"92.69%,",90.98%
edt,gm_experiment_2,udpipe,test,0,-,"86.98%,",84.14%
edt,gm_experiment_2,udpipe,train,1,-,"92.53%,",90.95%
edt,gm_experiment_2,udpipe,test,1,-,"87.42%,",84.70%
edt,gm_experiment_2,udpipe,train,2,-,"92.84%,",91.21%
edt,gm_experiment_2,udpipe,test,2,-,"87.20%,",84.58%
edt,gm_experiment_2,udpipe,train,3,-,"92.47%,",90.73%
edt,gm_experiment_2,udpipe,test,3,-,"88.00%,",85.28%
edt,gm_experiment_2,udpipe,train,4,-,"92.61%,",91.06%
edt,gm_experiment_2,udpipe,test,4,-,"88.58%,",85.80%
edt,gm_experiment_2,udpipe,train,5,-,"92.88%,",91.29%
edt,gm_experiment_2,udpipe,test,5,-,"87.87%,",85.14%
edt,gm_experiment_2,udpipe,train,6,-,"92.98%,",91.42%
edt,gm_experiment_2,udpipe,test,6,-,"87.02%,",84.45%
edt,gm_experiment_2,udpipe,train,7,-,"92.85%,",91.15%
edt,gm_experiment_2,udpipe,test,7,-,"88.41%,",85.91%
edt,gm_experiment_2,udpipe,train,8,-,"92.83%,",90.99%
edt,gm_experiment_2,udpipe,test,8,-,"86.55%,",83.69%
edt,gm_experiment_2,udpipe,train,9,-,"92.43%,",90.83%
edt,gm_experiment_2,udpipe,test,9,-,"87.33%,",84.87%
edt,gm_experiment_3,udpipe,train,0,-,"92.37%,",90.70%
edt,gm_experiment_3,udpipe,test,0,-,"87.64%,",84.98%
edt,gm_experiment_3,udpipe,train,1,-,"92.82%,",91.18%
edt,gm_experiment_3,udpipe,test,1,-,"88.24%,",85.45%
edt,gm_experiment_3,udpipe,train,2,-,"92.47%,",90.92%
edt,gm_experiment_3,udpipe,test,2,-,"86.58%,",83.77%
edt,gm_experiment_3,udpipe,train,3,-,"92.78%,",91.12%
edt,gm_experiment_3,udpipe,test,3,-,"88.64%,",86.14%
edt,gm_experiment_3,udpipe,train,4,-,"92.68%,",91.11%
edt,gm_experiment_3,udpipe,test,4,-,"87.50%,",84.96%
edt,gm_experiment_3,udpipe,train,5,-,"92.29%,",90.64%
edt,gm_experiment_3,udpipe,test,5,-,"87.88%,",85.41%
edt,gm_experiment_3,udpipe,train,6,-,"92.79%,",91.20%
edt,gm_experiment_3,udpipe,test,6,-,"87.71%,",85.15%
edt,gm_experiment_3,udpipe,train,7,-,"92.67%,",90.95%
edt,gm_experiment_3,udpipe,test,7,-,"87.09%,",84.22%
edt,gm_experiment_3,udpipe,train,8,-,"92.41%,",90.85%
edt,gm_experiment_3,udpipe,test,8,-,"87.64%,",84.91%
edt,gm_experiment_3,udpipe,train,9,-,"92.72%,",91.06%
edt,gm_experiment_3,udpipe,test,9,-,"86.13%,",83.47%
edt,gm_experiment_3_2,udpipe,train,0,-,"93.02%,",91.41%
edt,gm_experiment_3_2,udpipe,test,0,-,"86.63%,",83.83%
edt,gm_experiment_3_2,udpipe,train,1,-,"92.55%,",90.89%
edt,gm_experiment_3_2,udpipe,test,1,-,"87.97%,",85.37%
edt,gm_experiment_3_2,udpipe,train,2,-,"92.74%,",90.96%
edt,gm_experiment_3_2,udpipe,test,2,-,"87.49%,",84.75%
edt,gm_experiment_3_2,udpipe,train,3,-,"92.92%,",91.27%
edt,gm_experiment_3_2,udpipe,test,3,-,"86.96%,",84.55%
edt,gm_experiment_3_2,udpipe,train,4,-,"92.92%,",91.28%
edt,gm_experiment_3_2,udpipe,test,4,-,"88.22%,",85.70%
edt,gm_experiment_3_2,udpipe,train,5,-,"92.94%,",91.37%
edt,gm_experiment_3_2,udpipe,test,5,-,"88.42%,",85.90%
edt,gm_experiment_3_2,udpipe,train,6,-,"92.38%,",90.74%
edt,gm_experiment_3_2,udpipe,test,6,-,"87.67%,",85.09%
edt,gm_experiment_3_2,udpipe,train,7,-,"92.21%,",90.64%
edt,gm_experiment_3_2,udpipe,test,7,-,"86.88%,",84.18%
edt,gm_experiment_3_2,udpipe,train,8,-,"92.62%,",91.03%
edt,gm_experiment_3_2,udpipe,test,8,-,"87.74%,",85.00%
edt,gm_experiment_3_2,udpipe,train,9,-,"92.94%,",91.38%
edt,gm_experiment_3_2,udpipe,test,9,-,"87.59%,",84.77%
edt,gm_experiment_4,udpipe,train,0,-,"92.37%,",90.72%
edt,gm_experiment_4,udpipe,test,0,-,"87.26%,",84.74%
edt,gm_experiment_4,udpipe,train,1,-,"92.54%,",90.95%
edt,gm_experiment_4,udpipe,test,1,-,"87.41%,",84.49%
edt,gm_experiment_4,udpipe,train,2,-,"92.37%,",90.71%
edt,gm_experiment_4,udpipe,test,2,-,"87.42%,",84.49%
edt,gm_experiment_4,udpipe,train,3,-,"92.59%,",90.84%
edt,gm_experiment_4,udpipe,test,3,-,"87.80%,",85.47%
edt,gm_experiment_4,udpipe,train,4,-,"92.47%,",90.85%
edt,gm_experiment_4,udpipe,test,4,-,"86.45%,",83.72%
edt,gm_experiment_4,udpipe,train,5,-,"92.85%,",91.25%
edt,gm_experiment_4,udpipe,test,5,-,"87.33%,",84.61%
edt,gm_experiment_4,udpipe,train,6,-,"92.66%,",91.04%
edt,gm_experiment_4,udpipe,test,6,-,"87.53%,",84.80%
edt,gm_experiment_4,udpipe,train,7,-,"92.39%,",90.71%
edt,gm_experiment_4,udpipe,test,7,-,"88.10%,",85.72%
edt,gm_experiment_4,udpipe,train,8,-,"92.83%,",91.08%
edt,gm_experiment_4,udpipe,test,8,-,"87.28%,",84.70%
edt,gm_experiment_4,udpipe,train,9,-,"92.55%,",90.98%
edt,gm_experiment_4,udpipe,test,9,-,"87.04%,",84.48%
edt,gm_experiment_4_2,udpipe,train,0,-,"92.42%,",90.82%
edt,gm_experiment_4_2,udpipe,test,0,-,"86.97%,",84.25%
edt,gm_experiment_4_2,udpipe,train,1,-,"92.46%,",90.84%
edt,gm_experiment_4_2,udpipe,test,1,-,"87.75%,",84.88%
edt,gm_experiment_4_2,udpipe,train,2,-,"92.84%,",91.22%
edt,gm_experiment_4_2,udpipe,test,2,-,"87.47%,",84.84%
edt,gm_experiment_4_2,udpipe,train,3,-,"92.33%,",90.71%
edt,gm_experiment_4_2,udpipe,test,3,-,"87.10%,",84.47%
edt,gm_experiment_4_2,udpipe,train,4,-,"92.56%,",90.99%
edt,gm_experiment_4_2,udpipe,test,4,-,"88.23%,",85.59%
edt,gm_experiment_4_2,udpipe,train,5,-,"92.91%,",91.08%
edt,gm_experiment_4_2,udpipe,test,5,-,"88.39%,",85.87%
edt,gm_experiment_4_2,udpipe,train,6,-,"92.37%,",90.79%
edt,gm_experiment_4_2,udpipe,test,6,-,"87.15%,",84.56%
edt,gm_experiment_4_2,udpipe,train,7,-,"92.80%,",91.19%
edt,gm_experiment_4_2,udpipe,test,7,-,"86.91%,",84.21%
edt,gm_experiment_4_2,udpipe,train,8,-,"93.03%,",91.38%
edt,gm_experiment_4_2,udpipe,test,8,-,"87.19%,",84.37%
edt,gm_experiment_4_2,udpipe,train,9,-,"92.78%,",91.18%
edt,gm_experiment_4_2,udpipe,test,9,-,"88.21%,",85.65%
edt,gm_experiment_5,udpipe,train,0,-,"92.92%,",91.25%
edt,gm_experiment_5,udpipe,test,0,-,"87.24%,",84.60%
edt,gm_experiment_5,udpipe,train,1,-,"92.05%,",90.46%
edt,gm_experiment_5,udpipe,test,1,-,"87.51%,",84.94%
edt,gm_experiment_5,udpipe,train,2,-,"93.16%,",91.50%
edt,gm_experiment_5,udpipe,test,2,-,"87.05%,",84.02%
edt,gm_experiment_5,udpipe,train,3,-,"92.52%,",90.89%
edt,gm_experiment_5,udpipe,test,3,-,"87.40%,",84.76%
edt,gm_experiment_5,udpipe,train,4,-,"92.61%,",90.95%
edt,gm_experiment_5,udpipe,test,4,-,"88.37%,",85.98%
edt,gm_experiment_5,udpipe,train,5,-,"92.65%,",91.03%
edt,gm_experiment_5,udpipe,test,5,-,"87.58%,",84.95%
edt,gm_experiment_5,udpipe,train,6,-,"92.65%,",90.93%
edt,gm_experiment_5,udpipe,test,6,-,"87.62%,",85.00%
edt,gm_experiment_5,udpipe,train,7,-,"92.88%,",91.21%
edt,gm_experiment_5,udpipe,test,7,-,"88.23%,",85.47%
edt,gm_experiment_5,udpipe,train,8,-,"93.03%,",91.47%
edt,gm_experiment_5,udpipe,test,8,-,"86.53%,",83.76%
edt,gm_experiment_5,udpipe,train,9,-,"92.89%,",91.28%
edt,gm_experiment_5,udpipe,test,9,-,"88.02%,",85.13%
edt,gm_experiment_6,udpipe,train,0,-,"90.30%,",87.03%
edt,gm_experiment_6,udpipe,test,0,-,"84.77%,",79.06%
edt,gm_experiment_6,udpipe,train,1,-,"90.18%,",86.95%
edt,gm_experiment_6,udpipe,test,1,-,"86.46%,",81.10%
edt,gm_experiment_6,udpipe,train,2,-,"90.76%,",87.59%
edt,gm_experiment_6,udpipe,test,2,-,"85.93%,",79.96%
edt,gm_experiment_6,udpipe,train,3,-,"90.59%,",87.40%
edt,gm_experiment_6,udpipe,test,3,-,"84.34%,",78.38%
edt,gm_experiment_6,udpipe,train,4,-,"89.80%,",86.60%
edt,gm_experiment_6,udpipe,test,4,-,"83.38%,",78.03%
edt,gm_experiment_6,udpipe,train,5,-,"90.37%,",87.20%
edt,gm_experiment_6,udpipe,test,5,-,"84.50%,",78.49%
edt,gm_experiment_6,udpipe,train,6,-,"90.42%,",87.24%
edt,gm_experiment_6,udpipe,test,6,-,"83.61%,",77.68%
edt,gm_experiment_6,udpipe,train,7,-,"90.46%,",87.29%
edt,gm_experiment_6,udpipe,test,7,-,"85.16%,",79.47%
edt,gm_experiment_6,udpipe,train,8,-,"90.25%,",86.84%
edt,gm_experiment_6,udpipe,test,8,-,"84.51%,",78.87%
edt,gm_experiment_6,udpipe,train,9,-,"90.60%,",87.30%
edt,gm_experiment_6,udpipe,test,9,-,"85.22%,",79.45%
edt,gm_experiment_6_2,udpipe,train,0,-,"90.63%,",87.34%
edt,gm_experiment_6_2,udpipe,test,0,-,"84.86%,",78.88%
edt,gm_experiment_6_2,udpipe,train,1,-,"89.19%,",85.92%
edt,gm_experiment_6_2,udpipe,test,1,-,"82.90%,",77.27%
edt,gm_experiment_6_2,udpipe,train,2,-,"90.62%,",87.23%
edt,gm_experiment_6_2,udpipe,test,2,-,"83.91%,",77.64%
edt,gm_experiment_6_2,udpipe,train,3,-,"90.12%,",86.87%
edt,gm_experiment_6_2,udpipe,test,3,-,"85.91%,",80.51%
edt,gm_experiment_6_2,udpipe,train,4,-,"90.02%,",86.76%
edt,gm_experiment_6_2,udpipe,test,4,-,"84.63%,",79.13%
edt,gm_experiment_6_2,udpipe,train,5,-,"90.40%,",87.29%
edt,gm_experiment_6_2,udpipe,test,5,-,"84.06%,",78.48%
edt,gm_experiment_6_2,udpipe,train,6,-,"89.67%,",86.27%
edt,gm_experiment_6_2,udpipe,test,6,-,"84.73%,",79.17%
edt,gm_experiment_6_2,udpipe,train,7,-,"90.46%,",87.29%
edt,gm_experiment_6_2,udpipe,test,7,-,"84.69%,",78.68%
edt,gm_experiment_6_2,udpipe,train,8,-,"90.55%,",87.32%
edt,gm_experiment_6_2,udpipe,test,8,-,"85.37%,",79.71%
edt,gm_experiment_6_2,udpipe,train,9,-,"90.41%,",87.10%
edt,gm_experiment_6_2,udpipe,test,9,-,"85.21%,",79.52%
edt,gm_experiment_7,udpipe,train,0,-,"91.04%,",88.87%
edt,gm_experiment_7,udpipe,test,0,-,"85.69%,",82.10%
edt,gm_experiment_7,udpipe,train,1,-,"90.73%,",88.55%
edt,gm_experiment_7,udpipe,test,1,-,"84.21%,",80.72%
edt,gm_experiment_7,udpipe,train,2,-,"91.23%,",89.15%
edt,gm_experiment_7,udpipe,test,2,-,"85.62%,",82.15%
edt,gm_experiment_7,udpipe,train,3,-,"91.06%,",88.81%
edt,gm_experiment_7,udpipe,test,3,-,"85.25%,",81.80%
edt,gm_experiment_7,udpipe,train,4,-,"91.20%,",89.02%
edt,gm_experiment_7,udpipe,test,4,-,"86.64%,",83.08%
edt,gm_experiment_7,udpipe,train,5,-,"90.62%,",88.54%
edt,gm_experiment_7,udpipe,test,5,-,"84.00%,",80.33%
edt,gm_experiment_7,udpipe,train,6,-,"90.42%,",88.25%
edt,gm_experiment_7,udpipe,test,6,-,"85.78%,",82.23%
edt,gm_experiment_7,udpipe,train,7,-,"91.11%,",88.93%
edt,gm_experiment_7,udpipe,test,7,-,"86.20%,",82.88%
edt,gm_experiment_7,udpipe,train,8,-,"91.45%,",89.35%
edt,gm_experiment_7,udpipe,test,8,-,"85.19%,",81.46%
edt,gm_experiment_7,udpipe,train,9,-,"90.81%,",88.63%
edt,gm_experiment_7,udpipe,test,9,-,"86.45%,",83.09%
edt,gm_experiment_7_2,udpipe,train,0,-,"91.32%,",89.14%
edt,gm_experiment_7_2,udpipe,test,0,-,"85.76%,",82.19%
edt,gm_experiment_7_2,udpipe,train,1,-,"89.94%,",87.77%
edt,gm_experiment_7_2,udpipe,test,1,-,"83.90%,",80.41%
edt,gm_experiment_7_2,udpipe,train,2,-,"91.76%,",89.56%
edt,gm_experiment_7_2,udpipe,test,2,-,"86.71%,",83.29%
edt,gm_experiment_7_2,udpipe,train,3,-,"91.30%,",89.09%
edt,gm_experiment_7_2,udpipe,test,3,-,"85.35%,",81.56%
edt,gm_experiment_7_2,udpipe,train,4,-,"91.40%,",89.18%
edt,gm_experiment_7_2,udpipe,test,4,-,"86.02%,",82.60%
edt,gm_experiment_7_2,udpipe,train,5,-,"91.03%,",88.89%
edt,gm_experiment_7_2,udpipe,test,5,-,"85.59%,",82.15%
edt,gm_experiment_7_2,udpipe,train,6,-,"91.13%,",88.97%
edt,gm_experiment_7_2,udpipe,test,6,-,"85.26%,",81.78%
edt,gm_experiment_7_2,udpipe,train,7,-,"91.18%,",89.03%
edt,gm_experiment_7_2,udpipe,test,7,-,"85.16%,",81.68%
edt,gm_experiment_7_2,udpipe,train,8,-,"91.26%,",89.06%
edt,gm_experiment_7_2,udpipe,test,8,-,"85.41%,",81.97%
edt,gm_experiment_7_2,udpipe,train,9,-,"91.09%,",88.77%
edt,gm_experiment_7_2,udpipe,test,9,-,"86.50%,",82.86%
edt,gm_experiment_8,udpipe,train,0,-,"92.20%,",90.60%
edt,gm_experiment_8,udpipe,test,0,-,"87.31%,",84.56%
edt,gm_experiment_8,udpipe,train,1,-,"92.14%,",90.58%
edt,gm_experiment_8,udpipe,test,1,-,"87.09%,",84.48%
edt,gm_experiment_8,udpipe,train,2,-,"92.24%,",90.56%
edt,gm_experiment_8,udpipe,test,2,-,"86.82%,",83.99%
edt,gm_experiment_8,udpipe,train,3,-,"92.45%,",90.79%
edt,gm_experiment_8,udpipe,test,3,-,"87.96%,",85.45%
edt,gm_experiment_8,udpipe,train,4,-,"92.67%,",91.00%
edt,gm_experiment_8,udpipe,test,4,-,"87.40%,",84.77%
edt,gm_experiment_8,udpipe,train,5,-,"92.08%,",90.42%
edt,gm_experiment_8,udpipe,test,5,-,"86.40%,",83.80%
edt,gm_experiment_8,udpipe,train,6,-,"92.85%,",91.22%
edt,gm_experiment_8,udpipe,test,6,-,"87.04%,",84.10%
edt,gm_experiment_8,udpipe,train,7,-,"92.58%,",90.89%
edt,gm_experiment_8,udpipe,test,7,-,"88.45%,",85.83%
edt,gm_experiment_8,udpipe,train,8,-,"92.51%,",90.81%
edt,gm_experiment_8,udpipe,test,8,-,"89.11%,",86.50%
edt,gm_experiment_8,udpipe,train,9,-,"92.58%,",90.91%
edt,gm_experiment_8,udpipe,test,9,-,"87.03%,",84.37%
edt,gm_experiment_8_2,udpipe,train,0,-,"92.59%,",90.88%
edt,gm_experiment_8_2,udpipe,test,0,-,"87.77%,",85.29%
edt,gm_experiment_8_2,udpipe,train,1,-,"92.43%,",90.74%
edt,gm_experiment_8_2,udpipe,test,1,-,"87.52%,",85.00%
edt,gm_experiment_8_2,udpipe,train,2,-,"92.48%,",90.85%
edt,gm_experiment_8_2,udpipe,test,2,-,"87.27%,",84.50%
edt,gm_experiment_8_2,udpipe,train,3,-,"92.50%,",90.83%
edt,gm_experiment_8_2,udpipe,test,3,-,"87.40%,",84.65%
edt,gm_experiment_8_2,udpipe,train,4,-,"92.38%,",90.62%
edt,gm_experiment_8_2,udpipe,test,4,-,"87.15%,",84.59%
edt,gm_experiment_8_2,udpipe,train,5,-,"91.88%,",90.23%
edt,gm_experiment_8_2,udpipe,test,5,-,"86.21%,",83.56%
edt,gm_experiment_8_2,udpipe,train,6,-,"92.93%,",91.25%
edt,gm_experiment_8_2,udpipe,test,6,-,"87.22%,",84.44%
edt,gm_experiment_8_2,udpipe,train,7,-,"92.55%,",90.92%
edt,gm_experiment_8_2,udpipe,test,7,-,"87.77%,",85.16%
edt,gm_experiment_8_2,udpipe,train,8,-,"91.93%,",90.29%
edt,gm_experiment_8_2,udpipe,test,8,-,"87.18%,",84.50%
edt,gm_experiment_8_2,udpipe,train,9,-,"92.65%,",90.96%
edt,gm_experiment_8_2,udpipe,test,9,-,"87.41%,",84.86%
edt,gm_experiment_9,udpipe,train,0,-,"86.38%,",81.01%
edt,gm_experiment_9,udpipe,test,0,-,"76.77%,",68.09%
edt,gm_experiment_9,udpipe,train,1,-,"85.87%,",80.55%
edt,gm_experiment_9,udpipe,test,1,-,"77.37%,",68.58%
edt,gm_experiment_9,udpipe,train,2,-,"85.88%,",80.39%
edt,gm_experiment_9,udpipe,test,2,-,"77.50%,",68.63%
edt,gm_experiment_9,udpipe,train,3,-,"86.59%,",81.23%
edt,gm_experiment_9,udpipe,test,3,-,"77.41%,",68.17%
edt,gm_experiment_9,udpipe,train,4,-,"86.03%,",80.85%
edt,gm_experiment_9,udpipe,test,4,-,"76.28%,",67.17%
edt,gm_experiment_9,udpipe,train,5,-,"86.16%,",80.75%
edt,gm_experiment_9,udpipe,test,5,-,"76.74%,",67.97%
edt,gm_experiment_9,udpipe,train,6,-,"85.99%,",80.70%
edt,gm_experiment_9,udpipe,test,6,-,"76.88%,",68.44%
edt,gm_experiment_9,udpipe,train,7,-,"85.91%,",80.34%
edt,gm_experiment_9,udpipe,test,7,-,"76.19%,",67.22%
edt,gm_experiment_9,udpipe,train,8,-,"86.41%,",81.12%
edt,gm_experiment_9,udpipe,test,8,-,"77.47%,",68.48%
edt,gm_experiment_9,udpipe,train,9,-,"86.17%,",80.60%
edt,gm_experiment_9,udpipe,test,9,-,"78.39%,",70.52%
edt,gm_experiment_10,udpipe,train,0,-,"86.35%,",80.91%
edt,gm_experiment_10,udpipe,test,0,-,"77.41%,",68.77%
edt,gm_experiment_10,udpipe,train,1,-,"86.61%,",81.15%
edt,gm_experiment_10,udpipe,test,1,-,"77.86%,",69.48%
edt,gm_experiment_10,udpipe,train,2,-,"86.94%,",81.53%
edt,gm_experiment_10,udpipe,test,2,-,"78.27%,",69.81%
edt,gm_experiment_10,udpipe,train,3,-,"86.24%,",80.79%
edt,gm_experiment_10,udpipe,test,3,-,"76.30%,",67.69%
edt,gm_experiment_10,udpipe,train,4,-,"86.75%,",81.35%
edt,gm_experiment_10,udpipe,test,4,-,"77.20%,",68.00%
edt,gm_experiment_10,udpipe,train,5,-,"86.25%,",80.92%
edt,gm_experiment_10,udpipe,test,5,-,"76.97%,",68.50%
edt,gm_experiment_10,udpipe,train,6,-,"86.33%,",80.92%
edt,gm_experiment_10,udpipe,test,6,-,"77.66%,",69.00%
edt,gm_experiment_10,udpipe,train,7,-,"86.29%,",80.94%
edt,gm_experiment_10,udpipe,test,7,-,"77.77%,",69.13%
edt,gm_experiment_10,udpipe,train,8,-,"85.84%,",80.40%
edt,gm_experiment_10,udpipe,test,8,-,"78.30%,",69.41%
edt,gm_experiment_10,udpipe,train,9,-,"86.12%,",80.88%
edt,gm_experiment_10,udpipe,test,9,-,"75.98%,",66.33%
edt,gm_experiment_11,udpipe,train,0,-,"92.53%,",90.93%
edt,gm_experiment_11,udpipe,test,0,-,"87.61%,",85.02%
edt,gm_experiment_11,udpipe,train,1,-,"92.52%,",90.89%
edt,gm_experiment_11,udpipe,test,1,-,"87.77%,",85.17%
edt,gm_experiment_11,udpipe,train,2,-,"92.54%,",90.85%
edt,gm_experiment_11,udpipe,test,2,-,"86.76%,",83.82%
edt,gm_experiment_11,udpipe,train,3,-,"92.84%,",91.18%
edt,gm_experiment_11,udpipe,test,3,-,"86.96%,",84.09%
edt,gm_experiment_11,udpipe,train,4,-,"92.84%,",91.20%
edt,gm_experiment_11,udpipe,test,4,-,"88.11%,",85.55%
edt,gm_experiment_11,udpipe,train,5,-,"91.99%,",90.35%
edt,gm_experiment_11,udpipe,test,5,-,"87.07%,",84.48%
edt,gm_experiment_11,udpipe,train,6,-,"92.79%,",91.19%
edt,gm_experiment_11,udpipe,test,6,-,"87.53%,",84.99%
edt,gm_experiment_11,udpipe,train,7,-,"92.39%,",90.77%
edt,gm_experiment_11,udpipe,test,7,-,"87.57%,",85.04%
edt,gm_experiment_11,udpipe,train,8,-,"92.94%,",91.31%
edt,gm_experiment_11,udpipe,test,8,-,"87.37%,",84.73%
edt,gm_experiment_11,udpipe,train,9,-,"92.65%,",90.94%
edt,gm_experiment_11,udpipe,test,9,-,"87.23%,",84.72%
edt,gm_experiment_12,udpipe,train,0,-,"92.88%,",91.25%
edt,gm_experiment_12,udpipe,test,0,-,"87.82%,",85.33%
edt,gm_experiment_12,udpipe,train,1,-,"93.30%,",91.68%
edt,gm_experiment_12,udpipe,test,1,-,"87.27%,",84.40%
edt,gm_experiment_12,udpipe,train,2,-,"93.05%,",91.43%
edt,gm_experiment_12,udpipe,test,2,-,"87.33%,",84.89%
edt,gm_experiment_12,udpipe,train,3,-,"92.33%,",90.74%
edt,gm_experiment_12,udpipe,test,3,-,"87.69%,",85.15%
edt,gm_experiment_12,udpipe,train,4,-,"92.66%,",91.02%
edt,gm_experiment_12,udpipe,test,4,-,"88.35%,",85.78%
edt,gm_experiment_12,udpipe,train,5,-,"92.93%,",91.33%
edt,gm_experiment_12,udpipe,test,5,-,"87.14%,",84.47%
edt,gm_experiment_12,udpipe,train,6,-,"92.51%,",90.87%
edt,gm_experiment_12,udpipe,test,6,-,"88.19%,",85.74%
edt,gm_experiment_12,udpipe,train,7,-,"92.12%,",90.48%
edt,gm_experiment_12,udpipe,test,7,-,"86.44%,",83.68%
edt,gm_experiment_12,udpipe,train,8,-,"92.86%,",91.23%
edt,gm_experiment_12,udpipe,test,8,-,"87.66%,",85.09%
edt,gm_experiment_12,udpipe,train,9,-,"92.61%,",90.93%
edt,gm_experiment_12,udpipe,test,9,-,"87.90%,",85.16%
edt,gm_experiment_14,udpipe,train,0,-,"92.76%,",91.11%
edt,gm_experiment_14,udpipe,test,0,-,"88.24%,",85.69%
edt,gm_experiment_14,udpipe,train,1,-,"92.59%,",90.93%
edt,gm_experiment_14,udpipe,test,1,-,"87.78%,",85.33%
edt,gm_experiment_14,udpipe,train,2,-,"93.04%,",91.43%
edt,gm_experiment_14,udpipe,test,2,-,"87.57%,",84.80%
edt,gm_experiment_14,udpipe,train,3,-,"92.09%,",90.45%
edt,gm_experiment_14,udpipe,test,3,-,"87.12%,",84.41%
edt,gm_experiment_14,udpipe,train,4,-,"92.59%,",91.00%
edt,gm_experiment_14,udpipe,test,4,-,"87.46%,",84.89%
edt,gm_experiment_14,udpipe,train,5,-,"93.00%,",91.26%
edt,gm_experiment_14,udpipe,test,5,-,"88.00%,",85.25%
edt,gm_experiment_14,udpipe,train,6,-,"92.80%,",91.16%
edt,gm_experiment_14,udpipe,test,6,-,"88.04%,",85.40%
edt,gm_experiment_14,udpipe,train,7,-,"92.61%,",90.89%
edt,gm_experiment_14,udpipe,test,7,-,"87.57%,",84.84%
edt,gm_experiment_14,udpipe,train,8,-,"92.31%,",90.76%
edt,gm_experiment_14,udpipe,test,8,-,"86.65%,",83.73%
edt,gm_experiment_14,udpipe,train,9,-,"92.86%,",91.31%
edt,gm_experiment_14,udpipe,test,9,-,"86.55%,",83.77%
est_ud,gm_experiment_1,malt,train,0,-,-,93.40%
est_ud,gm_experiment_1,malt,test,0,-,-,81.40%
est_ud,gm_experiment_1,malt,train,1,-,-,93.50%
est_ud,gm_experiment_1,malt,test,1,-,-,81.40%
est_ud,gm_experiment_1,malt,train,2,-,-,93.40%
est_ud,gm_experiment_1,malt,test,2,-,-,81.60%
est_ud,gm_experiment_1,malt,train,3,-,-,93.40%
est_ud,gm_experiment_1,malt,test,3,-,-,81.60%
est_ud,gm_experiment_1,malt,train,4,-,-,93.30%
est_ud,gm_experiment_1,malt,test,4,-,-,81.30%
est_ud,gm_experiment_1,malt,train,5,-,-,93.30%
est_ud,gm_experiment_1,malt,test,5,-,-,81.90%
est_ud,gm_experiment_1,malt,train,6,-,-,93.40%
est_ud,gm_experiment_1,malt,test,6,-,-,81.50%
est_ud,gm_experiment_1,malt,train,7,-,-,93.40%
est_ud,gm_experiment_1,malt,test,7,-,-,81.10%
est_ud,gm_experiment_1,malt,train,8,-,-,93.40%
est_ud,gm_experiment_1,malt,test,8,-,-,81.40%
est_ud,gm_experiment_1,malt,train,9,-,-,93.50%
est_ud,gm_experiment_1,malt,test,9,-,-,81.30%
est_ud,am_experiment_1,malt,train,0,-,-,93.20%
est_ud,am_experiment_1,malt,test,0,-,-,79.60%
est_ud,am_experiment_1,malt,train,1,-,-,93.20%
est_ud,am_experiment_1,malt,test,1,-,-,79.90%
est_ud,am_experiment_1,malt,train,2,-,-,93.20%
est_ud,am_experiment_1,malt,test,2,-,-,79.90%
est_ud,am_experiment_1,malt,train,3,-,-,93.20%
est_ud,am_experiment_1,malt,test,3,-,-,79.90%
est_ud,am_experiment_1,malt,train,4,-,-,93.20%
est_ud,am_experiment_1,malt,test,4,-,-,79.60%
est_ud,am_experiment_1,malt,train,5,-,-,93.10%
est_ud,am_experiment_1,malt,test,5,-,-,80.30%
est_ud,am_experiment_1,malt,train,6,-,-,93.20%
est_ud,am_experiment_1,malt,test,6,-,-,79.80%
est_ud,am_experiment_1,malt,train,7,-,-,93.20%
est_ud,am_experiment_1,malt,test,7,-,-,80.40%
est_ud,am_experiment_1,malt,train,8,-,-,93.20%
est_ud,am_experiment_1,malt,test,8,-,-,80.00%
est_ud,am_experiment_1,malt,train,9,-,-,93.10%
est_ud,am_experiment_1,malt,test,9,-,-,80.30%
edt,gm_experiment_2,malt,train,0,-,-,93.60%
edt,gm_experiment_2,malt,test,0,-,-,85.10%
edt,gm_experiment_2,malt,train,1,-,-,93.60%
edt,gm_experiment_2,malt,test,1,-,-,84.60%
edt,gm_experiment_2,malt,train,2,-,-,93.60%
edt,gm_experiment_2,malt,test,2,-,-,84.60%
edt,gm_experiment_2,malt,train,3,-,-,93.40%
edt,gm_experiment_2,malt,test,3,-,-,85.50%
edt,gm_experiment_2,malt,train,4,-,-,93.50%
edt,gm_experiment_2,malt,test,4,-,-,85.50%
edt,gm_experiment_2,malt,train,5,-,-,93.60%
edt,gm_experiment_2,malt,test,5,-,-,84.60%
