Collection,Experiment,Model,Source,Split,LA,UAS,LAS
edt,gm_experiment_14,malt,train,9,-,-,93.40%
edt,gm_experiment_14,malt,test,9,-,-,84.30%
est_ud,gm_experiment_14,malt,train,0,-,-,93.30%
est_ud,gm_experiment_14,malt,test,0,-,-,81.10%
est_ud,gm_experiment_14,malt,train,1,-,-,93.50%
est_ud,gm_experiment_14,malt,test,1,-,-,81.40%
est_ud,gm_experiment_14,malt,train,2,-,-,93.40%
est_ud,gm_experiment_14,malt,test,2,-,-,81.70%
est_ud,gm_experiment_14,malt,train,3,-,-,93.40%
est_ud,gm_experiment_14,malt,test,3,-,-,81.50%
est_ud,gm_experiment_14,malt,train,4,-,-,93.30%
est_ud,gm_experiment_14,malt,test,4,-,-,81.80%
est_ud,gm_experiment_14,malt,train,5,-,-,93.40%
est_ud,gm_experiment_14,malt,test,5,-,-,81.30%
est_ud,gm_experiment_14,malt,train,6,-,-,93.30%
est_ud,gm_experiment_14,malt,test,6,-,-,81.70%
est_ud,gm_experiment_14,malt,train,7,-,-,93.40%
est_ud,gm_experiment_14,malt,test,7,-,-,81.70%
est_ud,gm_experiment_14,malt,train,8,-,-,93.40%
est_ud,gm_experiment_14,malt,test,8,-,-,81.10%
est_ud,gm_experiment_14,malt,train,9,-,-,93.30%
est_ud,gm_experiment_14,malt,test,9,-,-,81.90%
est_ud,am_experiment_14,malt,train,0,-,-,91.60%
est_ud,am_experiment_14,malt,test,0,-,-,80.00%
est_ud,am_experiment_14,malt,train,1,-,-,91.60%
est_ud,am_experiment_14,malt,test,1,-,-,79.50%
est_ud,am_experiment_14,malt,train,2,-,-,91.60%
est_ud,am_experiment_14,malt,test,2,-,-,79.60%
est_ud,am_experiment_14,malt,train,3,-,-,91.50%
est_ud,am_experiment_14,malt,test,3,-,-,80.00%
est_ud,am_experiment_14,malt,train,4,-,-,91.60%
est_ud,am_experiment_14,malt,test,4,-,-,79.90%
est_ud,am_experiment_14,malt,train,5,-,-,91.60%
est_ud,am_experiment_14,malt,test,5,-,-,79.90%
est_ud,am_experiment_14,malt,train,6,-,-,91.60%
est_ud,am_experiment_14,malt,test,6,-,-,80.10%
est_ud,am_experiment_14,malt,train,7,-,-,91.60%
est_ud,am_experiment_14,malt,test,7,-,-,80.00%
est_ud,am_experiment_14,malt,train,8,-,-,91.60%
est_ud,am_experiment_14,malt,test,8,-,-,79.70%
est_ud,am_experiment_14,malt,train,9,-,-,91.60%
est_ud,am_experiment_14,malt,test,9,-,-,79.30%
