pat_id;isik;koht;muu;deprel;phrase_case;pattern;verb_word;verb_compound;phrase_nr;adp;inf_verb
942;mitte kunagi;alati;mitte kunagi;obl;abl;tooma tagasi kellelt/millelt;tooma;tagasi;1;;
943;mitte kunagi;vahel;muu;obl;abl;valima kellelt/millelt;valima;;1;;
944;mitte kunagi;mitte kunagi;muu;obl;abl;nähtuma ette kellelt/millelt;nähtuma;ette;1;;
945;mitte kunagi;alati;mitte kunagi;obl;abl;jõudma kohale kellelt/millelt;jõudma;kohale;1;;
946;mitte kunagi;alati;mitte kunagi;obl;abl;sööma kellelt/millelt;sööma;;1;;
947;mitte kunagi;mitte kunagi;muu;obl;abl;jõudma järele kellelt/millelt;jõudma;järele;1;;
948;mitte kunagi;alati;muu;obl;abl;jõudma välja kellelt/millelt;jõudma;välja;1;;
949;mitte kunagi;mitte kunagi;muu;obl;abl;jääma vahele kellelt/millelt;jääma;vahele;1;;
950;mitte kunagi;alati;mitte kunagi;obl;abl;pesema maha kellelt/millelt;pesema;maha;1;;
951;vahel;vahel;mitte kunagi;obl;abl;näpsama kellelt/millelt;näpsama;;1;;
952;mitte kunagi;vahel;muu;obl;abl;jääma puudu kellelt/millelt;jääma;puudu;1;;
953;mitte kunagi;vahel;muu;obl;abl;varjama kellelt/millelt;varjama;;1;;
954;alati;mitte kunagi;mitte kunagi;obl;abl;näppama kellelt/millelt;näppama;;1;;
955;mitte kunagi;mitte kunagi;muu;obl;abl;seadma kellelt/millelt;seadma;;1;;
956;mitte kunagi;alati;muu;obl;abl;varisema kellelt/millelt;varisema;;1;;
957;mitte kunagi;mitte kunagi;muu;obl;abl;valitsema kellelt/millelt;valitsema;;1;;
958;mitte kunagi;mitte kunagi;muu;obl;abl;kahandama kellelt/millelt;kahandama;;1;;
959;mitte kunagi;alati;mitte kunagi;obl;abl;jääma välja kellelt/millelt;jääma;välja;1;;
960;mitte kunagi;mitte kunagi;muu;obl;abl;kahanema kellelt/millelt;kahanema;;1;;
961;mitte kunagi;alati;muu;obl;abl;kaduma ära kellelt/millelt;kaduma;ära;1;;
962;mitte kunagi;alati;pole kindel;obl;abl;raiuma kellelt/millelt;raiuma;;1;;
963;mitte kunagi;alati;muu;obl;abl;valima välja kellelt/millelt;valima;välja;1;;
964;mitte kunagi;vahel;muu;obl;abl;näima kellelt/millelt;näima;;1;;
965;mitte kunagi;mitte kunagi;muu;obl;abl;jääma ära kellelt/millelt;jääma;ära;1;;
966;mitte kunagi;vahel;muu;obl;abl;jääma üle kellelt/millelt;jääma;üle;1;;
967;mitte kunagi;mitte kunagi;muu;obl;abl;varieeruma kellelt/millelt;varieeruma;;1;;
968;mitte kunagi;alati;pole kindel;obl;abl;leidma kokku kellelt/millelt;leidma;kokku;1;;
969;mitte kunagi;alati;mitte kunagi;obl;abl;jooksma maha kellelt/millelt;jooksma;maha;1;;
970;mitte kunagi;vahel;muu;obl;abl;tegema kaasa kellelt/millelt;tegema;kaasa;1;;
971;vahel;vahel;mitte kunagi;obl;abl;vallanduma kellelt/millelt;vallanduma;;1;;
972;mitte kunagi;mitte kunagi;muu;obl;abl;peituma kellelt/millelt;peituma;;1;;
973;mitte kunagi;vahel;muu;obl;abl;olema lahti kellelt/millelt;olema;lahti;1;;
974;mitte kunagi;vahel;muu;obl;abl;lühenema kellelt/millelt;lühenema;;1;;
975;vahel;vahel;mitte kunagi;obl;abl;meelitama ära kellelt/millelt;meelitama;ära;1;;
976;mitte kunagi;mitte kunagi;muu;obl;abl;maitsema kellelt/millelt;maitsema;;1;;
977;mitte kunagi;mitte kunagi;muu;obl;abl;kahekordistuma kellelt/millelt;kahekordistuma;;1;;
978;mitte kunagi;mitte kunagi;muu;obl;abl;pelgama kellelt/millelt;pelgama;;1;;
979;mitte kunagi;mitte kunagi;muu;obl;abl;julgustama kellelt/millelt;julgustama;;1;;
980;alati;mitte kunagi;mitte kunagi;obl;abl;lüpsma kellelt/millelt;lüpsma;;1;;
981;mitte kunagi;mitte kunagi;muu;obl;abl;rakendama kellelt/millelt;rakendama;;1;;
982;vahel;vahel;mitte kunagi;obl;abl;teenima kokku kellelt/millelt;teenima;kokku;1;;
983;vahel;vahel;muu;obl;abl;palkama kellelt/millelt;palkama;;1;;
984;alati;mitte kunagi;pole kindel;obl;abl;häbenema kellelt/millelt;häbenema;;1;;
985;mitte kunagi;alati;muu;obl;abl;viima edasi kellelt/millelt;viima;edasi;1;;
986;mitte kunagi;mitte kunagi;muu;obl;abl;aeguma kellelt/millelt;aeguma;;1;;
987;mitte kunagi;alati;mitte kunagi;obl;abl;veerema alla kellelt/millelt;veerema;alla;1;;
988;mitte kunagi;alati;muu;obl;abl;potsatama kellelt/millelt;potsatama;;1;;
989;mitte kunagi;alati;vaieldav märgendus;obl;abl;aeglustuma kellelt/millelt;aeglustuma;;1;;
990;mitte kunagi;alati;mitte kunagi;obl;abl;viipama kellelt/millelt;viipama;;1;;
991;alati;mitte kunagi;mitte kunagi;obl;abl;varastama ära kellelt/millelt;varastama;ära;1;;
992;mitte kunagi;alati;mitte kunagi;obl;abl;rühkima kellelt/millelt;rühkima;;1;;
993;mitte kunagi;alati;pole kindel;obl;abl;kallutama kellelt/millelt;kallutama;;1;;
994;mitte kunagi;alati;mitte kunagi;obl;abl;raiuma maha kellelt/millelt;raiuma;maha;1;;
995;mitte kunagi;mitte kunagi;muu;obl;abl;aktsepteerima kellelt/millelt;aktsepteerima;;1;;
996;mitte kunagi;mitte kunagi;muu;obl;abl;vihjama kellelt/millelt;vihjama;;1;;
997;alati;mitte kunagi;mitte kunagi;obl;abl;pommima kellelt/millelt;pommima;;1;;
998;mitte kunagi;alati;mitte kunagi;obl;abl;veerema maha kellelt/millelt;veerema;maha;1;;
999;mitte kunagi;mitte kunagi;muu;obl;abl;maitsma kellelt/millelt;maitsma;;1;;
1000;mitte kunagi;mitte kunagi;muu;obl;abl;minema kokku kellelt/millelt;minema;kokku;1;;
1001;mitte kunagi;alati;vaieldav märgendus;obl;abl;juhtima eemale kellelt/millelt;juhtima;eemale;1;;
1002;mitte kunagi;alati;mitte kunagi;obl;abl;hoidma kõrvale kellelt/millelt;hoidma;kõrvale;1;;
1003;vahel;vahel;muu;obl;abl;järgima kellelt/millelt;järgima;;1;;
1004;vahel;vahel;ebakorrektne märgendus;obl;abl;puhkema kellelt/millelt;puhkema;;1;;
1005;vahel;vahel;muu;obl;abl;saama peale kellelt/millelt;saama;peale;1;;
1006;mitte kunagi;vahel;muu;obl;abl;lenduma kellelt/millelt;lenduma;;1;;
1007;vahel;vahel;muu;obl;abl;jääma külge kellelt/millelt;jääma;külge;1;;
1008;vahel;vahel;muu;obl;abl;ajendama kellelt/millelt;ajendama;;1;;
1009;mitte kunagi;vahel;muu;obl;abl;lebama kellelt/millelt;lebama;;1;;
1010;mitte kunagi;vahel;muu;obl;abl;saama otsa kellelt/millelt;saama;otsa;1;;
1011;vahel;vahel;muu;obl;abl;planeerima kellelt/millelt;planeerima;;1;;
1012;mitte kunagi;alati;mitte kunagi;obl;abl;sukelduma kellelt/millelt;sukelduma;;1;;
1013;vahel;vahel;mitte kunagi;obl;abl;kuulutama välja kellelt/millelt;kuulutama;välja;1;;
1014;vahel;vahel;mitte kunagi;obl;abl;purskuma kellelt/millelt;purskuma;;1;;
1015;vahel;vahel;muu;obl;abl;niitma kellelt/millelt;niitma;;1;;
1016;vahel;vahel;mitte kunagi;obl;abl;uurima välja kellelt/millelt;uurima;välja;1;;
1017;vahel;vahel;muu;obl;abl;pidama vastu kellelt/millelt;pidama;vastu;1;;
1018;vahel;vahel;mitte kunagi;obl;abl;uurima järele kellelt/millelt;uurima;järele;1;;
1019;vahel;vahel;mitte kunagi;obl;abl;pöörama tagasi kellelt/millelt;pöörama;tagasi;1;;
1020;mitte kunagi;alati;mitte kunagi;obl;abl;kihutama alla kellelt/millelt;kihutama;alla;1;;
1021;vahel;vahel;muu;obl;abl;eelnema kellelt/millelt;eelnema;;1;;
1022;mitte kunagi;alati;mitte kunagi;obl;abl;sikutama kellelt/millelt;sikutama;;1;;
1023;mitte kunagi;vahel;muu;obl;abl;blokeerima kellelt/millelt;blokeerima;;1;;
1024;mitte kunagi;vahel;muu;obl;abl;sujuma kellelt/millelt;sujuma;;1;;
1025;vahel;vahel;mitte kunagi;obl;abl;kusema kellelt/millelt;kusema;;1;;
1026;vahel;mitte kunagi;muu;obl;abl;passima kellelt/millelt;passima;;1;;
1027;mitte kunagi;vahel;muu;obl;abl;põdema kellelt/millelt;põdema;;1;;
1028;vahel;mitte kunagi;muu;obl;abl;kosuma kellelt/millelt;kosuma;;1;;
1029;mitte kunagi;alati;mitte kunagi;obl;abl;puistama kellelt/millelt;puistama;;1;;
1030;mitte kunagi;alati;mitte kunagi;obl;abl;kraapima kellelt/millelt;kraapima;;1;;
1031;vahel;vahel;mitte kunagi;obl;abl;kompenseerima kellelt/millelt;kompenseerima;;1;;
1032;mitte kunagi;alati;mitte kunagi;obl;abl;taastama kellelt/millelt;taastama;;1;;
1033;mitte kunagi;vahel;muu;obl;abl;püstitama kellelt/millelt;püstitama;;1;;
1034;vahel;vahel;mitte kunagi;obl;abl;kiskuma välja kellelt/millelt;kiskuma;välja;1;;
1035;alati;mitte kunagi;mitte kunagi;obl;abl;pinnima kellelt/millelt;pinnima;;1;;
1036;mitte kunagi;vahel;muu;obl;abl;tutvuma kellelt/millelt;tutvuma;;1;;
1037;mitte kunagi;vahel;muu;obl;abl;silmitsema kellelt/millelt;silmitsema;;1;;
1038;vahel;vahel;muu;obl;abl;avalikustama kellelt/millelt;avalikustama;;1;;
1039;vahel;vahel;muu;obl;abl;kuluma ära kellelt/millelt;kuluma;ära;1;;
1040;alati;mitte kunagi;mitte kunagi;obl;abl;küsima juurde kellelt/millelt;küsima;juurde;1;;
1041;vahel;vahel;muu;obl;abl;tagastama kellelt/millelt;tagastama;;1;;
1042;mitte kunagi;alati;mitte kunagi;obl;abl;sadama alla kellelt/millelt;sadama;alla;1;;
1043;vahel;vahel;muu;obl;abl;täpsustama kellelt/millelt;täpsustama;;1;;
1044;mitte kunagi;vahel;muu;obl;abl;vurama kellelt/millelt;vurama;;1;;
1045;mitte kunagi;vahel;muu;obl;abl;astuma ära kellelt/millelt;astuma;ära;1;;
1046;vahel;vahel;muu;obl;abl;rõhutama kellelt/millelt;rõhutama;;1;;
1047;vahel;mitte kunagi;muu;obl;abl;ootama ära kellelt/millelt;ootama;ära;1;;
1048;mitte kunagi;vahel;mitte kunagi;obl;abl;rippuma alla kellelt/millelt;rippuma;alla;1;;
1049;mitte kunagi;vahel;muu;obl;abl;hiilgama kellelt/millelt;hiilgama;;1;;
1050;mitte kunagi;vahel;mitte kunagi;obl;abl;käskima kellelt/millelt;käskima;;1;;
1051;mitte kunagi;vahel;muu;obl;abl;lagunema kellelt/millelt;lagunema;;1;;
1052;mitte kunagi;vahel;muu;obl;abl;kooruma maha kellelt/millelt;kooruma;maha;1;;
1053;mitte kunagi;vahel;muu;obl;abl;tõmbuma kellelt/millelt;tõmbuma;;1;;
1054;vahel;vahel;mitte kunagi;obl;abl;kandma edasi kellelt/millelt;kandma;edasi;1;;
1055;mitte kunagi;vahel;muu;obl;abl;laskma alla kellelt/millelt;laskma;alla;1;;
1056;vahel;vahel;muu;obl;abl;kirjutama välja kellelt/millelt;kirjutama;välja;1;;
1057;vahel;vahel;muu;obl;abl;hüüatama kellelt/millelt;hüüatama;;1;;
1058;mitte kunagi;alati;mitte kunagi;obl;abl;nõrguma kellelt/millelt;nõrguma;;1;;
1059;vahel;vahel;muu;obl;abl;pakutama kellelt/millelt;pakutama;;1;;
1060;mitte kunagi;vahel;muu;obl;abl;minema lahti kellelt/millelt;minema;lahti;1;;
1061;vahel;vahel;muu;obl;abl;ütlema välja kellelt/millelt;ütlema;välja;1;;
1062;vahel;vahel;muu;obl;abl;koostama kellelt/millelt;koostama;;1;;
1063;mitte kunagi;alati;mitte kunagi;obl;abl;hüppama püsti kellelt/millelt;hüppama;püsti;1;;
1064;mitte kunagi;alati;mitte kunagi;obl;abl;lükkama alla kellelt/millelt;lükkama;alla;1;;
1065;vahel;vahel;muu;obl;abl;poetama kellelt/millelt;poetama;;1;;
1066;vahel;vahel;muu;obl;abl;viicima kellelt/millelt;viicima;;1;;
1067;vahel;mitte kunagi;muu;obl;abl;kasutama ära kellelt/millelt;kasutama;ära;1;;
1068;mitte kunagi;vahel;muu;obl;abl;vajuma maha kellelt/millelt;vajuma;maha;1;;
1069;mitte kunagi;vahel;muu;obl;abl;lakkuma kellelt/millelt;lakkuma;;1;;
1070;vahel;vahel;muu;obl;abl;vahetama välja kellelt/millelt;vahetama;välja;1;;
1071;vahel;vahel;muu;obl;abl;vaevuma kellelt/millelt;vaevuma;;1;;
1072;vahel;vahel;mitte kunagi;obl;abl;seostama kellelt/millelt;seostama;;1;;
1073;vahel;vahel;mitte kunagi;obl;abl;võtma sisse kellelt/millelt;võtma;sisse;1;;
1074;mitte kunagi;mitte kunagi;muu;obl;abl;arvutama kellelt/millelt;arvutama;;1;;
1075;vahel;vahel;mitte kunagi;obl;abl;lükkama tagasi kellelt/millelt;lükkama;tagasi;1;;
1076;vahel;vahel;muu;obl;abl;kaasama kellelt/millelt;kaasama;;1;;
1077;mitte kunagi;alati;mitte kunagi;obl;abl;viima üles kellelt/millelt;viima;üles;1;;
1078;mitte kunagi;alati;mitte kunagi;obl;abl;sirutuma kellelt/millelt;sirutuma;;1;;
1079;vahel;vahel;mitte kunagi;obl;abl;kitkuma kellelt/millelt;kitkuma;;1;;
1080;mitte kunagi;vahel;muu;obl;abl;söötma kellelt/millelt;söötma;;1;;
1081;mitte kunagi;alati;mitte kunagi;obl;abl;olema tagasi kellelt/millelt;olema;tagasi;1;;
1082;mitte kunagi;alati;mitte kunagi;obl;abl;lugema edasi kellelt/millelt;lugema;edasi;1;;
1083;mitte kunagi;vahel;muu;obl;abl;kaitsema kellelt/millelt;kaitsema;;1;;
1084;mitte kunagi;vahel;muu;obl;abl;sööstma välja kellelt/millelt;sööstma;välja;1;;
1085;mitte kunagi;vahel;muu;obl;abl;ääristama kellelt/millelt;ääristama;;1;;
1086;mitte kunagi;alati;mitte kunagi;obl;abl;helkima vastu kellelt/millelt;helkima;vastu;1;;
1087;mitte kunagi;vahel;muu;obl;abl;installima kellelt/millelt;installima;;1;;
1088;mitte kunagi;vahel;muu;obl;abl;alluma kellelt/millelt;alluma;;1;;
1089;mitte kunagi;vahel;muu;obl;abl;kajastuma kellelt/millelt;kajastuma;;1;;
1090;vahel;vahel;muu;obl;abl;katsetama kellelt/millelt;katsetama;;1;;
1091;mitte kunagi;vahel;muu;obl;abl;pilduma kellelt/millelt;pilduma;;1;;
1092;mitte kunagi;alati;mitte kunagi;obl;abl;kangutama lahti kellelt/millelt;kangutama;lahti;1;;
1093;mitte kunagi;vahel;muu;obl;abl;rajama kellelt/millelt;rajama;;1;;
1094;mitte kunagi;alati;mitte kunagi;obl;abl;tõukama alla kellelt/millelt;tõukama;alla;1;;
1095;vahel;vahel;muu;obl;abl;suudlema kellelt/millelt;suudlema;;1;;
1096;mitte kunagi;vahel;muu;obl;abl;leppima kokku kellelt/millelt;leppima;kokku;1;;
1097;mitte kunagi;alati;mitte kunagi;obl;abl;kukutama alla kellelt/millelt;kukutama;alla;1;;
1098;vahel;vahel;mitte kunagi;obl;abl;jõustuma kellelt/millelt;jõustuma;;1;;
1099;mitte kunagi;alati;mitte kunagi;obl;abl;sulgema kellelt/millelt;sulgema;;1;;
1100;mitte kunagi;alati;mitte kunagi;obl;abl;sopsama kellelt/millelt;sopsama;;1;;
1101;vahel;vahel;muu;obl;abl;teavitama kellelt/millelt;teavitama;;1;;
1102;mitte kunagi;alati;mitte kunagi;obl;abl;keerama alla kellelt/millelt;keerama;alla;1;;
1103;mitte kunagi;vahel;muu;obl;abl;hüplema kellelt/millelt;hüplema;;1;;
1104;vahel;vahel;muu;obl;abl;peksma kellelt/millelt;peksma;;1;;
1105;vahel;vahel;muu;obl;abl;käivitama kellelt/millelt;käivitama;;1;;
1106;vahel;vahel;mitte kunagi;obl;abl;lipsama kellelt/millelt;lipsama;;1;;
1107;mitte kunagi;alati;mitte kunagi;obl;abl;rapsima kellelt/millelt;rapsima;;1;;
1108;mitte kunagi;alati;mitte kunagi;obl;abl;põikama läbi kellelt/millelt;põikama;läbi;1;;
1109;mitte kunagi;alati;mitte kunagi;obl;abl;nägema ära kellelt/millelt;nägema;ära;1;;
1110;vahel;vahel;mitte kunagi;obl;abl;kohama kellelt/millelt;kohama;;1;;
1111;mitte kunagi;alati;mitte kunagi;obl;abl;ajama püsti kellelt/millelt;ajama;püsti;1;;
1112;mitte kunagi;alati;mitte kunagi;obl;abl;küünitama kellelt/millelt;küünitama;;1;;
1113;vahel;vahel;mitte kunagi;obl;abl;taotlema juurde kellelt/millelt;taotlema;juurde;1;;
1114;mitte kunagi;alati;mitte kunagi;obl;abl;imetlema kellelt/millelt;imetlema;;1;;
1115;vahel;vahel;muu;obl;abl;olenema kellelt/millelt;olenema;;1;;
1116;mitte kunagi;alati;mitte kunagi;obl;abl;laadima maha kellelt/millelt;laadima;maha;1;;
1117;mitte kunagi;vahel;muu;obl;abl;maksma kinni kellelt/millelt;maksma;kinni;1;;
1118;mitte kunagi;vahel;muu;obl;abl;veetma kellelt/millelt;veetma;;1;;
1119;vahel;vahel;muu;obl;abl;pidurdama kellelt/millelt;pidurdama;;1;;
1120;vahel;mitte kunagi;muu;obl;abl;nülgima kellelt/millelt;nülgima;;1;;
1121;mitte kunagi;vahel;muu;obl;abl;eksitama kellelt/millelt;eksitama;;1;;
1122;vahel;vahel;muu;obl;abl;kiikama kellelt/millelt;kiikama;;1;;
1123;vahel;vahel;muu;obl;abl;maksma ära kellelt/millelt;maksma;ära;1;;
1124;vahel;vahel;mitte kunagi;obl;abl;suunduma edasi kellelt/millelt;suunduma;edasi;1;;
1125;vahel;vahel;muu;obl;abl;kummarduma kellelt/millelt;kummarduma;;1;;
1126;vahel;mitte kunagi;muu;obl;abl;teenima tagasi kellelt/millelt;teenima;tagasi;1;;
1127;mitte kunagi;vahel;muu;obl;abl;lõikama välja kellelt/millelt;lõikama;välja;1;;
1128;vahel;vahel;muu;obl;abl;tooma kokku kellelt/millelt;tooma;kokku;1;;
1129;vahel;vahel;mitte kunagi;obl;abl;fikseerima kellelt/millelt;fikseerima;;1;;
1130;mitte kunagi;vahel;muu;obl;abl;odavnema kellelt/millelt;odavnema;;1;;
1131;mitte kunagi;alati;mitte kunagi;obl;abl;jõllitama kellelt/millelt;jõllitama;;1;;
1132;alati;mitte kunagi;mitte kunagi;obl;abl;küsima ära kellelt/millelt;küsima;ära;1;;
1133;vahel;vahel;muu;obl;abl;purskama kellelt/millelt;purskama;;1;;
1134;vahel;vahel;muu;obl;abl;riskima kellelt/millelt;riskima;;1;;
1135;mitte kunagi;mitte kunagi;muu;obl;abl;paotama kellelt/millelt;paotama;;1;;
1136;vahel;vahel;mitte kunagi;obl;abl;riisuma kokku kellelt/millelt;riisuma;kokku;1;;
1137;vahel;mitte kunagi;muu;obl;abl;omastama kellelt/millelt;omastama;;1;;
1138;vahel;vahel;muu;obl;abl;hilinema kellelt/millelt;hilinema;;1;;
1139;alati;mitte kunagi;mitte kunagi;obl;abl;kooskõlastuma kellelt/millelt;kooskõlastuma;;1;;
1140;vahel;vahel;muu;obl;abl;lükkama kõrvale kellelt/millelt;lükkama;kõrvale;1;;
1141;mitte kunagi;vahel;muu;obl;abl;vaatama üle kellelt/millelt;vaatama;üle;1;;
1142;mitte kunagi;vahel;muu;obl;abl;põikama kõrvale kellelt/millelt;põikama;kõrvale;1;;
1143;mitte kunagi;alati;mitte kunagi;obl;abl;lööma välja kellelt/millelt;lööma;välja;1;;
1144;vahel;vahel;muu;obl;abl;jaksama kellelt/millelt;jaksama;;1;;
1145;mitte kunagi;alati;mitte kunagi;obl;abl;lühendama kellelt/millelt;lühendama;;1;;
1146;mitte kunagi;vahel;muu;obl;abl;vormistama kellelt/millelt;vormistama;;1;;
1147;alati;mitte kunagi;mitte kunagi;obl;abl;paluma ette kellelt/millelt;paluma;ette;1;;
1148;vahel;vahel;muu;obl;abl;lülitama välja kellelt/millelt;lülitama;välja;1;;
1149;mitte kunagi;vahel;muu;obl;abl;elama kaasa kellelt/millelt;elama;kaasa;1;;
1150;vahel;vahel;muu;obl;abl;roolima kellelt/millelt;roolima;;1;;
1151;vahel;vahel;muu;obl;abl;levitama kellelt/millelt;levitama;;1;;
1152;vahel;vahel;muu;obl;abl;saama täis kellelt/millelt;saama;täis;1;;
1153;vahel;vahel;muu;obl;abl;tulema kaasa kellelt/millelt;tulema;kaasa;1;;
1154;vahel;vahel;muu;obl;abl;hoiduma kellelt/millelt;hoiduma;;1;;
1155;vahel;vahel;muu;obl;abl;tarvitsema kellelt/millelt;tarvitsema;;1;;
1156;vahel;vahel;muu;obl;abl;raatsima kellelt/millelt;raatsima;;1;;
1157;mitte kunagi;alati;mitte kunagi;obl;abl;tõstma välja kellelt/millelt;tõstma;välja;1;;
1158;vahel;vahel;muu;obl;abl;vaidlema kellelt/millelt;vaidlema;;1;;
1159;vahel;vahel;muu;obl;abl;vabandama kellelt/millelt;vabandama;;1;;
1160;mitte kunagi;vahel;muu;obl;abl;laskma ära kellelt/millelt;laskma;ära;1;;
1161;vahel;vahel;muu;obl;abl;minema vaja kellelt/millelt;minema;vaja;1;;
1162;mitte kunagi;mitte kunagi;muu;obl;abl;asetuma kellelt/millelt;asetuma;;1;;
1163;mitte kunagi;alati;mitte kunagi;obl;abl;tõstma ära kellelt/millelt;tõstma;ära;1;;
1164;alati;mitte kunagi;mitte kunagi;obl;abl;küsima kokku kellelt/millelt;küsima;kokku;1;;
1165;vahel;vahel;mitte kunagi;obl;abl;õnnitlema kellelt/millelt;õnnitlema;;1;;
1166;mitte kunagi;alati;mitte kunagi;obl;abl;paistma ära kellelt/millelt;paistma;ära;1;;
1167;vahel;vahel;muu;obl;abl;korduma kellelt/millelt;korduma;;1;;
1168;mitte kunagi;vahel;muu;obl;abl;tajuma kellelt/millelt;tajuma;;1;;
1169;vahel;vahel;mitte kunagi;obl;abl;küsitlema kellelt/millelt;küsitlema;;1;;
1170;mitte kunagi;vahel;muu;obl;abl;kargama maha kellelt/millelt;kargama;maha;1;;
1171;mitte kunagi;alati;mitte kunagi;obl;abl;kolima välja kellelt/millelt;kolima;välja;1;;
1172;vahel;vahel;muu;obl;abl;suruma peale kellelt/millelt;suruma;peale;1;;
1173;vahel;mitte kunagi;mitte kunagi;obl;abl;protestima kellelt/millelt;protestima;;1;;
1174;mitte kunagi;vahel;muu;obl;abl;ohustama kellelt/millelt;ohustama;;1;;
1175;mitte kunagi;alati;mitte kunagi;obl;abl;ümbritsema kellelt/millelt;ümbritsema;;1;;
1176;vahel;vahel;mitte kunagi;obl;abl;saama valmis kellelt/millelt;saama;valmis;1;;
1177;vahel;vahel;mitte kunagi;obl;abl;teostuma kellelt/millelt;teostuma;;1;;
1178;mitte kunagi;vahel;muu;obl;abl;kõrguma kellelt/millelt;kõrguma;;1;;
1179;vahel;vahel;mitte kunagi;obl;abl;hoidma kinni kellelt/millelt;hoidma;kinni;1;;
1180;mitte kunagi;vahel;muu;obl;abl;tõendama kellelt/millelt;tõendama;;1;;
1181;vahel;mitte kunagi;muu;obl;abl;vöttima kellelt/millelt;vöttima;;1;;
1182;vahel;vahel;mitte kunagi;obl;abl;tõstatama kellelt/millelt;tõstatama;;1;;
1183;mitte kunagi;vahel;muu;obl;abl;ergutama kellelt/millelt;ergutama;;1;;
1184;vahel;vahel;muu;obl;abl;sööma ära kellelt/millelt;sööma;ära;1;;
1185;vahel;vahel;muu;obl;abl;tõlkima kellelt/millelt;tõlkima;;1;;
1186;mitte kunagi;alati;mitte kunagi;obl;abl;prantsatama kellelt/millelt;prantsatama;;1;;
1187;mitte kunagi;alati;mitte kunagi;obl;abl;keerama tagasi kellelt/millelt;keerama;tagasi;1;;
1188;vahel;vahel;mitte kunagi;obl;abl;kutsuma üles kellelt/millelt;kutsuma;üles;1;;
1189;vahel;vahel;mitte kunagi;obl;abl;kõlama vastu kellelt/millelt;kõlama;vastu;1;;
1190;vahel;vahel;mitte kunagi;obl;abl;pigistama kellelt/millelt;pigistama;;1;;
1191;mitte kunagi;alati;mitte kunagi;obl;abl;ajama üles kellelt/millelt;ajama;üles;1;;
1192;vahel;vahel;mitte kunagi;obl;abl;ostma kaasa kellelt/millelt;ostma;kaasa;1;;
1193;vahel;vahel;muu;obl;abl;käivituma kellelt/millelt;käivituma;;1;;
1194;mitte kunagi;vahel;muu;obl;abl;hakkama peale kellelt/millelt;hakkama;peale;1;;
1195;mitte kunagi;vahel;muu;obl;abl;jääma alles kellelt/millelt;jääma;alles;1;;
1196;vahel;vahel;mitte kunagi;obl;abl;manitsema kellelt/millelt;manitsema;;1;;
1197;mitte kunagi;vahel;muu;obl;abl;piidlema kellelt/millelt;piidlema;;1;;
1198;vahel;mitte kunagi;muu;obl;abl;teenima välja kellelt/millelt;teenima;välja;1;;
1199;mitte kunagi;alati;mitte kunagi;obl;abl;rändama välja kellelt/millelt;rändama;välja;1;;
1200;mitte kunagi;mitte kunagi;muu;obl;abl;edenema kellelt/millelt;edenema;;1;;
1201;mitte kunagi;vahel;muu;obl;abl;buutima kellelt/millelt;buutima;;1;;
1202;mitte kunagi;vahel;muu;obl;abl;paigutama kellelt/millelt;paigutama;;1;;
1203;vahel;mitte kunagi;muu;obl;abl;hammustama ära kellelt/millelt;hammustama;ära;1;;
1204;mitte kunagi;mitte kunagi;muu;obl;abl;olema üle kellelt/millelt;olema;üle;1;;
1205;mitte kunagi;vahel;muu;obl;abl;saama ligi kellelt/millelt;saama;ligi;1;;
1206;mitte kunagi;alati;mitte kunagi;obl;abl;marssima välja kellelt/millelt;marssima;välja;1;;
1207;mitte kunagi;vahel;muu;obl;abl;loovutama kellelt/millelt;loovutama;;1;;
1208;mitte kunagi;vahel;muu;obl;abl;kuluma maha kellelt/millelt;kuluma;maha;1;;
1209;mitte kunagi;vahel;muu;obl;abl;lugema läbi kellelt/millelt;lugema;läbi;1;;
1210;mitte kunagi;alati;mitte kunagi;obl;abl;pääsema tagasi kellelt/millelt;pääsema;tagasi;1;;
1211;vahel;mitte kunagi;muu;obl;abl;igatsema kellelt/millelt;igatsema;;1;;
1212;mitte kunagi;vahel;muu;obl;abl;põrnitsema kellelt/millelt;põrnitsema;;1;;
1213;vahel;mitte kunagi;muu;obl;abl;spurtima eest kellelt/millelt;spurtima;eest;1;;
1214;vahel;vahel;muu;obl;abl;jätma maha kellelt/millelt;jätma;maha;1;;
1215;vahel;vahel;mitte kunagi;obl;abl;tulema edasi kellelt/millelt;tulema;edasi;1;;
1216;mitte kunagi;alati;mitte kunagi;obl;abl;keerama välja kellelt/millelt;keerama;välja;1;;
1217;mitte kunagi;vahel;muu;obl;abl;lükkuma edasi kellelt/millelt;lükkuma;edasi;1;;
1218;mitte kunagi;vahel;muu;obl;abl;lööma lahti kellelt/millelt;lööma;lahti;1;;
1219;mitte kunagi;alati;mitte kunagi;obl;abl;asuma ümber kellelt/millelt;asuma;ümber;1;;
1220;vahel;vahel;mitte kunagi;obl;abl;laenutama kellelt/millelt;laenutama;;1;;
1221;mitte kunagi;alati;mitte kunagi;obl;abl;peegeldama tagasi kellelt/millelt;peegeldama;tagasi;1;;
1222;mitte kunagi;alati;mitte kunagi;obl;abl;vaatama tagasi kellelt/millelt;vaatama;tagasi;1;;
1223;alati;mitte kunagi;mitte kunagi;obl;abl;möistima välja kellelt/millelt;möistima;välja;1;;
