pat_id,pattern,phrase_case,isik,koht,muu,verb_word,verb_compound,phrase_nr,adp,deprel,inf_verb
4343,patustama kellel/millel,ad,mitte kunagi,vahel,muu,patustama,,1,,obl,
4344,saatma laiali kellel/millel,ad,mitte kunagi,alati,muu,saatma,laiali,1,,obl,
4345,ilmestama kellel/millel,ad,mitte kunagi,alati,muu,ilmestama,,1,,obl,
4346,ajama maha kellel/millel,ad,mitte kunagi,alati,muu,ajama,maha,1,,obl,
4347,remontima kellel/millel,ad,mitte kunagi,alati,muu,remontima,,1,,obl,
4348,dokumenteerima kellel/millel,ad,mitte kunagi,alati,muu,dokumenteerima,,1,,obl,
4349,saama ümber kellel/millel,ad,mitte kunagi,alati,pole kindel,saama,ümber,1,,obl,
4350,pantima kellel/millel,ad,mitte kunagi,vahel,muu,pantima,,1,,obl,
4351,väntama kellel/millel,ad,mitte kunagi,vahel,muu,väntama,,1,,obl,
4352,edendama kellel/millel,ad,mitte kunagi,vahel,muu,edendama,,1,,obl,
4353,vänderdama kellel/millel,ad,mitte kunagi,vahel,muu,vänderdama,,1,,obl,
4354,ühilduma kellel/millel,ad,mitte kunagi,mitte kunagi,muu,ühilduma,,1,,obl,
4355,distsiplineerima kellel/millel,ad,mitte kunagi,vahel,muu,distsiplineerima,,1,,obl,
4356,panema külge kellel/millel,ad,mitte kunagi,mitte kunagi,muu,panema,külge,1,,obl,
4357,haigutama kellel/millel,ad,mitte kunagi,vahel,muu,haigutama,,1,,obl,
4358,hüppama üles kellel/millel,ad,mitte kunagi,alati,mitte kunagi,hüppama,üles,1,,obl,
4359,surema kokku kellel/millel,ad,mitte kunagi,vahel,muu,surema,kokku,1,,obl,
4360,distantseeruma kellel/millel,ad,mitte kunagi,vahel,muu,distantseeruma,,1,,obl,
4361,rentima välja kellel/millel,ad,mitte kunagi,vahel,muu,rentima,välja,1,,obl,
4362,eraldama kokku kellel/millel,ad,mitte kunagi,vahel,muu,eraldama,kokku,1,,obl,
4363,suvitama kellel/millel,ad,mitte kunagi,alati,mitte kunagi,suvitama,,1,,obl,
4364,algatama vastu kellel/millel,ad,mitte kunagi,alati,pole kindel,algatama,vastu,1,,obl,
4365,panustama kellel/millel,ad,mitte kunagi,vahel,muu,panustama,,1,,obl,
4366,hüüatama kellel/millel,ad,mitte kunagi,alati,mitte kunagi,hüüatama,,1,,obl,
4367,olema täis kellel/millel,ad,mitte kunagi,mitte kunagi,muu,olema,täis,1,,obl,
4368,ostma tagasi kellel/millel,ad,mitte kunagi,vahel,muu,ostma,tagasi,1,,obl,
4369,aktualiseeruma kellel/millel,ad,mitte kunagi,vahel,muu,aktualiseeruma,,1,,obl,
4370,panema otsa kellel/millel,ad,mitte kunagi,vahel,pole kindel,panema,otsa,1,,obl,
4371,ennistama kellel/millel,ad,mitte kunagi,vahel,muu,ennistama,,1,,obl,
4372,pehmendama kellel/millel,ad,mitte kunagi,vahel,muu,pehmendama,,1,,obl,
4373,ignoreerima kellel/millel,ad,mitte kunagi,vahel,muu,ignoreerima,,1,,obl,
4374,ruulima kellel/millel,ad,mitte kunagi,alati,mitte kunagi,,ruulima,1,,obl,
4375,grillima kellel/millel,ad,mitte kunagi,alati,mitte kunagi,grillima,,1,,obl,
4376,igavlema kellel/millel,ad,mitte kunagi,alati,muu,igavlema,,1,,obl,
4377,aktsepteerima kellel/millel,ad,mitte kunagi,vahel,muu,aktsepteerima,,1,,obl,
4378,sõitma sisse kellel/millel,ad,mitte kunagi,alati,mitte kunagi,sõitma,sisse,1,,obl,
4379,aktiviseerima kellel/millel,ad,mitte kunagi,vahel,muu,aktiviseerima,,1,,obl,
4380,võtma järele kellel/millel,ad,mitte kunagi,alati,mitte kunagi,võtma,järele,1,,obl,
4381,ihaldama kellel/millel,ad,mitte kunagi,alati,muu,ihaldama,,1,,obl,
4382,villima kellel/millel,ad,mitte kunagi,mitte kunagi,muu,villima,,1,,obl,
4383,saama kinni kellel/millel,ad,vahel,vahel,muu,saama,kinni,1,,obl,
4384,aktiviseeruma kellel/millel,ad,mitte kunagi,vahel,muu,aktiviseeruma,,1,,obl,
4385,osundama kellel/millel,ad,mitte kunagi,vahel,muu,osundama,,1,,obl,
4386,renoveerima kellel/millel,ad,mitte kunagi,alati,mitte kunagi,renoveerima,,1,,obl,
4387,roostetama kellel/millel,ad,mitte kunagi,alati,muu,roostetama,,1,,obl,
4388,erastama kellel/millel,ad,mitte kunagi,vahel,muu,erastama,,1,,obl,
4389,haakima kellel/millel,ad,mitte kunagi,alati,muu,haakima,,1,,obl,
4390,ühtlustuma kellel/millel,ad,mitte kunagi,vahel,muu,ühtlustuma,,1,,obl,
4391,igatsema kellel/millel,ad,mitte kunagi,vahel,muu,igatsema,,1,,obl,
4392,alahindama kellel/millel,ad,mitte kunagi,mitte kunagi,muu,alahindama,,1,,obl,
4393,iseseisvuma kellel/millel,ad,mitte kunagi,vahel,muu,iseseisvuma,,1,,obl,
4394,võistlema kaasa kellel/millel,ad,mitte kunagi,alati,muu,võistlema,kaasa,1,,obl,
4395,vinguma kellel/millel,ad,mitte kunagi,alati,muu,vinguma,,1,,obl,
4396,sõitma koos kellel/millel,ad,mitte kunagi,alati,muu,sõitma,koos,1,,obl,
4397,algama peale kellel/millel,ad,mitte kunagi,alati,muu,algama,peale,1,,obl,
4398,haavama kellel/millel,ad,mitte kunagi,alati,muu,haavama,,1,,obl,
4399,doteerima kellel/millel,ad,mitte kunagi,vahel,muu,doteerima,,1,,obl,
4400,võtma lahti kellel/millel,ad,mitte kunagi,vahel,muu,võtma,lahti,1,,obl,
4401,patenteerima kellel/millel,ad,mitte kunagi,alati,muu,patenteerima,,1,,obl,
4402,sallima kellel/millel,ad,mitte kunagi,vahel,muu,sallima,,1,,obl,
4403,panema plehku kellel/millel,ad,mitte kunagi,alati,mitte kunagi,panema,plehku,1,,obl,
4404,värvima kellel/millel,ad,mitte kunagi,alati,muu,värvima,,1,,obl,
4405,üürima kellel/millel,ad,mitte kunagi,alati,muu,üürima,,1,,obl,
4406,flirtima kellel/millel,ad,mitte kunagi,vahel,muu,flirtima,,1,,obl,
4407,sõitma läbi kellel/millel,ad,mitte kunagi,mitte kunagi,muu,sõitma,läbi,1,,obl,
4408,saatma välja kellel/millel,ad,mitte kunagi,alati,muu,saatma,välja,1,,obl,
4409,ajama täis kellel/millel,ad,alati,mitte kunagi,mitte kunagi,ajama,täis,1,,obl,
4410,ehitama üles kellel/millel,ad,mitte kunagi,vahel,muu,ehitama,üles,1,,obl,
4411,peitma ära kellel/millel,ad,mitte kunagi,alati,muu,peitma,ära,1,,obl,
4412,panema lukku kellel/millel,ad,mitte kunagi,vahel,muu,panema,lukku,1,,obl,
4413,sulatama kellel/millel,ad,mitte kunagi,alati,muu,sulatama,,1,,obl,
4414,hüvitama kellel/millel,ad,mitte kunagi,mitte kunagi,muu,hüvitama,,1,,obl,
4415,rokkima kellel/millel,ad,mitte kunagi,vahel,muu,rokkima,,1,,obl,
4416,hüppama välja kellel/millel,ad,mitte kunagi,vahel,muu,hüppama,välja,1,,obl,
4417,saabuma kohale kellel/millel,ad,mitte kunagi,alati,muu,saabuma,kohale,1,,obl,
4418,haisema kellel/millel,ad,mitte kunagi,vahel,muu,haisema,,1,,obl,
4419,ostma sisse kellel/millel,ad,mitte kunagi,vahel,muu,ostma,sisse,1,,obl,
4420,võtma läbi kellel/millel,ad,mitte kunagi,vahel,muu,võtma,läbi,1,,obl,
4421,panema kõrvale kellel/millel,ad,mitte kunagi,alati,muu,panema,kõrvale,1,,obl,
4422,hüppama ära kellel/millel,ad,mitte kunagi,vahel,muu,hüppama,ära,1,,obl,
4423,vinnama kellel/millel,ad,mitte kunagi,vahel,muu,vinnama,,1,,obl,
4424,haihtuma kellel/millel,ad,mitte kunagi,vahel,muu,haihtuma,,1,,obl,
4425,ostma välja kellel/millel,ad,mitte kunagi,alati,muu,ostma,välja,1,,obl,
4426,parandama ära kellel/millel,ad,mitte kunagi,alati,muu,parandama,ära,1,,obl,
4427,haarama kaasa kellel/millel,ad,mitte kunagi,vahel,muu,haarama,kaasa,1,,obl,
4428,võtma käsile kellel/millel,ad,mitte kunagi,alati,mitte kunagi,võtma,käsile,1,,obl,
4429,välkuma kellel/millel,ad,mitte kunagi,alati,muu,välkuma,,1,,obl,
4430,sumpama kellel/millel,ad,mitte kunagi,alati,mitte kunagi,sumpama,,1,,obl,
4431,ilustama kellel/millel,ad,mitte kunagi,vahel,muu,ilustama,,1,,obl,
4432,õõnestama kellel/millel,ad,mitte kunagi,mitte kunagi,muu,õõnestama,,1,,obl,
4433,hoidma sees kellel/millel,ad,vahel,vahel,mitte kunagi,hoidma,sees,1,,obl,
4434,ässitama kellel/millel,ad,mitte kunagi,vahel,muu,ässitama,,1,,obl,
4435,riknema kellel/millel,ad,mitte kunagi,vahel,muu,riknema,,1,,obl,
4436,voogama kellel/millel,ad,mitte kunagi,alati,mitte kunagi,voogama,,1,,obl,
4437,hoidma eemale kellel/millel,ad,mitte kunagi,vahel,muu,hoidma,eemale,1,,obl,
4438,röögatama kellel/millel,ad,mitte kunagi,vahel,muu,röögatama,,1,,obl,
4439,hoidma tagasi kellel/millel,ad,mitte kunagi,vahel,muu,hoidma,tagasi,1,,obl,
4440,ärrituma kellel/millel,ad,mitte kunagi,vahel,muu,ärrituma,,1,,obl,
4441,suruma peale kellel/millel,ad,mitte kunagi,vahel,muu,suruma,peale,1,,obl,
4442,suruma maha kellel/millel,ad,mitte kunagi,vahel,muu,suruma,maha,1,,obl,
4443,hoidma kokku kellel/millel,ad,mitte kunagi,vahel,muu,hoidma,kokku,1,,obl,
4444,hoidma lahti kellel/millel,ad,mitte kunagi,alati,mitte kunagi,hoidma,lahti,1,,obl,
4445,pakkuma üle kellel/millel,ad,mitte kunagi,vahel,muu,pakkuma,üle,1,,obl,
4446,rikkuma ära kellel/millel,ad,mitte kunagi,vahel,muu,rikkuma,ära,1,,obl,
4447,voolama alla kellel/millel,ad,vahel,vahel,pole kindel,voolama,alla,1,,obl,
4448,hoidma kõrvale kellel/millel,ad,mitte kunagi,vahel,muu,hoidma,kõrvale,1,,obl,
4449,röökima kellel/millel,ad,mitte kunagi,alati,muu,röökima,,1,,obl,
4450,õgima kellel/millel,ad,mitte kunagi,vahel,muu,õgima,,1,,obl,
4451,asetuma kellel/millel,ad,mitte kunagi,alati,muu,asetuma,,1,,obl,
4452,riisuma kellel/millel,ad,mitte kunagi,alati,muu,riisuma,,1,,obl,
4453,sõimama täis kellel/millel,ad,alati,mitte kunagi,mitte kunagi,sõimama,täis,1,,obl,
4454,paljastuma kellel/millel,ad,mitte kunagi,alati,muu,paljastuma,,1,,obl,
4455,hoomama kellel/millel,ad,mitte kunagi,alati,mitte kunagi,hoomama,,1,,obl,
4456,suitsema kellel/millel,ad,mitte kunagi,alati,mitte kunagi,suitsema,,1,,obl,
4457,astuma vastu kellel/millel,ad,mitte kunagi,alati,muu,astuma,vastu,1,,obl,
4458,suruma välja kellel/millel,ad,mitte kunagi,vahel,muu,suruma,välja,1,,obl,
4459,astuma vahele kellel/millel,ad,mitte kunagi,vahel,muu,astuma,vahele,1,,obl,
4460,himustama kellel/millel,ad,mitte kunagi,vahel,muu,himustama,,1,,obl,
4461,vohama kellel/millel,ad,mitte kunagi,alati,mitte kunagi,vohama,,1,,obl,
4462,hiivama kellel/millel,ad,mitte kunagi,alati,muu,hiivama,,1,,obl,
4463,hilinema kellel/millel,ad,mitte kunagi,vahel,muu,hilinema,,1,,obl,
4464,hooplema kellel/millel,ad,mitte kunagi,alati,muu,hooplema,,1,,obl,
4465,ootama ära kellel/millel,ad,mitte kunagi,mitte kunagi,muu,ootama,ära,1,,obl,
4466,sõimama kellel/millel,ad,mitte kunagi,vahel,muu,sõimama,,1,,obl,
4467,äritsema kellel/millel,ad,mitte kunagi,vahel,muu,äritsema,,1,,obl,
4468,suruma läbi kellel/millel,ad,mitte kunagi,alati,muu,suruma,läbi,1,,obl,
4469,peetama kellel/millel,ad,mitte kunagi,mitte kunagi,muu,peetama,,1,,obl,
4470,sagima kellel/millel,ad,mitte kunagi,alati,mitte kunagi,sagima,,1,,obl,
4471,ärritama kellel/millel,ad,mitte kunagi,mitte kunagi,muu,ärritama,,1,,obl,
4472,pakutama kellel/millel,ad,mitte kunagi,mitte kunagi,muu,pakutama,,1,,obl,
4473,assisteerima kellel/millel,ad,mitte kunagi,vahel,muu,assisteerima,,1,,obl,
4474,voolama maha kellel/millel,ad,mitte kunagi,vahel,muu,voolama,maha,1,,obl,
4475,ärkama üles kellel/millel,ad,mitte kunagi,alati,muu,ärkama,üles,1,,obl,
4476,arvutama kellel/millel,ad,mitte kunagi,alati,muu,arvutama,,1,,obl,
4477,assotsieeruma kellel/millel,ad,alati,mitte kunagi,muu,assotsieeruma,,1,,obl,
4478,sõitma alla kellel/millel,ad,mitte kunagi,alati,muu,sõitma,alla,1,,obl,
4479,ärplema kellel/millel,ad,mitte kunagi,alati,mitte kunagi,ärplema,,1,,obl,
4480,austama kellel/millel,ad,mitte kunagi,vahel,muu,austama,,1,,obl,
4481,pajatama kellel/millel,ad,mitte kunagi,vahel,muu,pajatama,,1,,obl,
4482,ägenema kellel/millel,ad,mitte kunagi,vahel,muu,ägenema,,1,,obl,
4483,aurustuma kellel/millel,ad,mitte kunagi,vahel,muu,aurustuma,,1,,obl,
4484,pakatama kellel/millel,ad,mitte kunagi,alati,mitte kunagi,pakatama,,1,,obl,
4485,häbenema kellel/millel,ad,mitte kunagi,vahel,muu,häbenema,,1,,obl,
4486,heitma välja kellel/millel,ad,mitte kunagi,alati,mitte kunagi,heitma,välja,1,,obl,
4487,rühkima üles kellel/millel,ad,mitte kunagi,alati,mitte kunagi,rühkima,üles,1,,obl,
4488,õngitsema kellel/millel,ad,mitte kunagi,alati,mitte kunagi,õngitsema,,1,,obl,
4489,häbistama kellel/millel,ad,mitte kunagi,vahel,muu,häbistama,,1,,obl,
4490,suitsetama kellel/millel,ad,mitte kunagi,vahel,muu,suitsetama,,1,,obl,
4491,hoidma ära kellel/millel,ad,mitte kunagi,vahel,muu,hoidma,ära,1,,obl,
4492,rikastama kellel/millel,ad,mitte kunagi,vahel,muu,rikastama,,1,,obl,
4493,vonklema kellel/millel,ad,mitte kunagi,alati,mitte kunagi,vonklema,,1,,obl,
4494,hirmuma kellel/millel,ad,mitte kunagi,mitte kunagi,muu,hirmuma,,1,,obl,
4495,astuma esile kellel/millel,ad,mitte kunagi,vahel,muu,astuma,esile,1,,obl,
4496,astuma ette kellel/millel,ad,mitte kunagi,alati,pole kindel,astuma,ette,1,,obl,
4497,õhkima kellel/millel,ad,mitte kunagi,alati,muu,õhkima,,1,,obl,
4498,õhkama kellel/millel,ad,mitte kunagi,alati,muu,õhkama,,1,,obl,
4499,astuma edasi kellel/millel,ad,mitte kunagi,vahel,muu,astuma,edasi,1,,obl,
4500,hirmutama kellel/millel,ad,mitte kunagi,vahel,muu,hirmutama,,1,,obl,
4501,arvustama kellel/millel,ad,mitte kunagi,alati,muu,arvustama,,1,,obl,
4502,hoiduma kellel/millel,ad,mitte kunagi,vahel,muu,hoiduma,,1,,obl,
4503,sõidutama kellel/millel,ad,mitte kunagi,alati,muu,sõidutama,,1,,obl,
4504,peesitama kellel/millel,ad,mitte kunagi,alati,mitte kunagi,peesitama,,1,,obl,
4505,hingeldama kellel/millel,ad,mitte kunagi,alati,muu,hingeldama,,1,,obl,
4506,oopima kellel/millel,ad,mitte kunagi,mitte kunagi,muu,,oopima,1,,obl,
4507,sadestuma kellel/millel,ad,mitte kunagi,vahel,muu,sadestuma,,1,,obl,
4508,hingitsema kellel/millel,ad,mitte kunagi,vahel,muu,hingitsema,,1,,obl,
4509,õhkuma kellel/millel,ad,mitte kunagi,alati,muu,õhkuma,,1,,obl,
4510,astuma juurde kellel/millel,ad,mitte kunagi,alati,muu,astuma,juurde,1,,obl,
4511,arvutama välja kellel/millel,ad,mitte kunagi,vahel,muu,arvutama,välja,1,,obl,
4512,rikastuma kellel/millel,ad,mitte kunagi,alati,muu,rikastuma,,1,,obl,
4513,ringlema kellel/millel,ad,mitte kunagi,alati,muu,ringlema,,1,,obl,
4514,hiilima kõrvale kellel/millel,ad,mitte kunagi,vahel,muu,hiilima,kõrvale,1,,obl,
4515,õilmitsema kellel/millel,ad,mitte kunagi,alati,mitte kunagi,õilmitsema,,1,,obl,
4516,viima sisse kellel/millel,ad,mitte kunagi,vahel,muu,viima,sisse,1,,obl,
4517,rivistuma kellel/millel,ad,mitte kunagi,alati,mitte kunagi,rivistuma,,1,,obl,
4518,rändama välja kellel/millel,ad,mitte kunagi,vahel,muu,rändama,välja,1,,obl,
4519,reserveerima kellel/millel,ad,mitte kunagi,vahel,muu,reserveerima,,1,,obl,
4520,hakkama vastu kellel/millel,ad,mitte kunagi,alati,muu,hakkama,vastu,1,,obl,
4521,virutama kellel/millel,ad,mitte kunagi,alati,mitte kunagi,virutama,,1,,obl,
4522,saama mööda kellel/millel,ad,mitte kunagi,vahel,muu,saama,mööda,1,,obl,
4523,hülgama kellel/millel,ad,mitte kunagi,vahel,muu,hülgama,,1,,obl,
4524,sukelduma kellel/millel,ad,mitte kunagi,vahel,muu,sukelduma,,1,,obl,
4525,halastama kellel/millel,ad,mitte kunagi,alati,muu,halastama,,1,,obl,
4526,hööritama kellel/millel,ad,mitte kunagi,alati,mitte kunagi,hööritama,,1,,obl,
4527,suunduma edasi kellel/millel,ad,mitte kunagi,alati,muu,suunduma,edasi,1,,obl,
4528,võtma võidu kellel/millel,ad,mitte kunagi,alati,pole kindel,võtma,võidu,1,,obl,
4529,deklameerima kellel/millel,ad,mitte kunagi,vahel,muu,deklameerima,,1,,obl,
4530,olema välja kellel/millel,ad,mitte kunagi,vahel,muu,olema,välja,1,,obl,
4531,ammenduma kellel/millel,ad,mitte kunagi,mitte kunagi,muu,ammenduma,,1,,obl,
4532,deformeeruma kellel/millel,ad,mitte kunagi,mitte kunagi,muu,deformeeruma,,1,,obl,
4533,haldama kellel/millel,ad,mitte kunagi,vahel,muu,haldama,,1,,obl,
4534,hõõruma kellel/millel,ad,mitte kunagi,vahel,muu,hõõruma,,1,,obl,
4535,väisama kellel/millel,ad,mitte kunagi,alati,mitte kunagi,väisama,,1,,obl,
4536,resideerima kellel/millel,ad,mitte kunagi,alati,muu,resideerima,,1,,obl,
4537,väitlema kellel/millel,ad,mitte kunagi,alati,mitte kunagi,väitlema,,1,,obl,
4538,delegeerima kellel/millel,ad,mitte kunagi,mitte kunagi,muu,delegeerima,,1,,obl,
4539,õõtsuma kellel/millel,ad,mitte kunagi,alati,muu,õõtsuma,,1,,obl,
4540,hõõguma kellel/millel,ad,mitte kunagi,alati,mitte kunagi,hõõguma,,1,,obl,
4541,hammustama kellel/millel,ad,vahel,vahel,pole kindel,hammustama,,1,,obl,
4542,räuskama kellel/millel,ad,mitte kunagi,alati,mitte kunagi,räuskama,,1,,obl,
4543,saama välja kellel/millel,ad,mitte kunagi,alati,muu,saama,välja,1,,obl,
4544,sakutama kellel/millel,ad,mitte kunagi,alati,muu,sakutama,,1,,obl,
4545,andestama kellel/millel,ad,mitte kunagi,alati,muu,andestama,,1,,obl,
4546,saama villand kellel/millel,ad,alati,mitte kunagi,mitte kunagi,saama,villand,1,,obl,
4547,paiskuma vastu kellel/millel,ad,mitte kunagi,alati,mitte kunagi,paiskuma,vastu,1,,obl,
4548,visandama kellel/millel,ad,mitte kunagi,alati,muu,visandama,,1,,obl,
4549,halvustama kellel/millel,ad,mitte kunagi,vahel,muu,halvustama,,1,,obl,
4550,olema vastu kellel/millel,ad,mitte kunagi,mitte kunagi,muu,olema,vastu,1,,obl,
4551,virvendama kellel/millel,ad,mitte kunagi,alati,muu,virvendama,,1,,obl,
4552,räsima kellel/millel,ad,mitte kunagi,alati,mitte kunagi,räsima,,1,,obl,
4553,hambuma kellel/millel,ad,mitte kunagi,mitte kunagi,muu,hambuma,,1,,obl,
4554,"olema võlgu, kokku kellel/millel",ad,mitte kunagi,mitte kunagi,muu,olema,võlgu,1,,obl,
4555,"olema võlgu, kokku kellel/millel",ad,mitte kunagi,mitte kunagi,muu,olema,kokku,1,,obl,
4556,hakkama ära kellel/millel,ad,mitte kunagi,vahel,muu,hakkama,ära,1,,obl,
4557,saama võidu kellel/millel,ad,mitte kunagi,alati,mitte kunagi,saama,võidu,1,,obl,
4558,hakkima kellel/millel,ad,mitte kunagi,vahel,muu,hakkima,,1,,obl,
4559,panema ette kellel/millel,ad,mitte kunagi,alati,mitte kunagi,panema,ette,1,,obl,
4560,hindama üle kellel/millel,ad,mitte kunagi,vahel,muu,hindama,üle,1,,obl,
4561,hoogustama kellel/millel,ad,mitte kunagi,vahel,muu,hoogustama,,1,,obl,
4562,arvama välja kellel/millel,ad,mitte kunagi,vahel,muu,arvama,välja,1,,obl,
4563,voolima kellel/millel,ad,mitte kunagi,alati,muu,voolima,,1,,obl,
4564,õhutama kellel/millel,ad,mitte kunagi,alati,muu,õhutama,,1,,obl,
4565,ootama tagasi kellel/millel,ad,mitte kunagi,vahel,muu,ootama,tagasi,1,,obl,
4566,volitama kellel/millel,ad,mitte kunagi,vahel,muu,volitama,,1,,obl,
4567,hingama kellel/millel,ad,mitte kunagi,alati,muu,hingama,,1,,obl,
4568,astuma maha kellel/millel,ad,mitte kunagi,vahel,muu,astuma,maha,1,,obl,
4569,ärima kellel/millel,ad,mitte kunagi,mitte kunagi,muu,ärima,,1,,obl,
4570,rügama kellel/millel,ad,mitte kunagi,alati,mitte kunagi,rügama,,1,,obl,
4571,palistama kellel/millel,ad,mitte kunagi,alati,muu,palistama,,1,,obl,
4572,ripnema kellel/millel,ad,mitte kunagi,alati,mitte kunagi,ripnema,,1,,obl,
4573,arutama läbi kellel/millel,ad,mitte kunagi,vahel,muu,arutama,läbi,1,,obl,
4574,paljundama kellel/millel,ad,mitte kunagi,alati,pole kindel,paljundama,,1,,obl,
4575,astuma üle kellel/millel,ad,mitte kunagi,vahel,muu,astuma,üle,1,,obl,
4576,sahisema kellel/millel,ad,mitte kunagi,alati,mitte kunagi,sahisema,,1,,obl,
4577,omistama kellel/millel,ad,mitte kunagi,vahel,muu,omistama,,1,,obl,
4578,paljunema kellel/millel,ad,mitte kunagi,alati,muu,paljunema,,1,,obl,
4579,ärandama kellel/millel,ad,mitte kunagi,alati,muu,ärandama,,1,,obl,
4580,sõeluma kellel/millel,ad,mitte kunagi,alati,muu,sõeluma,,1,,obl,
4581,vormima kellel/millel,ad,mitte kunagi,alati,muu,vormima,,1,,obl,
4582,hingama sisse kellel/millel,ad,mitte kunagi,alati,muu,hingama,sisse,1,,obl,
4583,astuma kõrvale kellel/millel,ad,mitte kunagi,alati,muu,astuma,kõrvale,1,,obl,
4584,amelema kellel/millel,ad,mitte kunagi,alati,mitte kunagi,amelema,,1,,obl,
4585,arvama maha kellel/millel,ad,mitte kunagi,mitte kunagi,muu,arvama,maha,1,,obl,
4586,sõitma kaasa kellel/millel,ad,mitte kunagi,alati,muu,sõitma,kaasa,1,,obl,
4587,resideeruma kellel/millel,ad,mitte kunagi,alati,muu,resideeruma,,1,,obl,
4588,andma kellele/millele,all,vahel,mitte kunagi,muu,andma,,1,,obl,
4589,minema kellele/millele,all,vahel,vahel,mitte kunagi,minema,,1,,obl,
4590,tegema kellele/millele,all,vahel,vahel,muu,tegema,,1,,obl,
4591,tulema kellele/millele,all,vahel,vahel,muu,tulema,,1,,obl,
4592,jääma kellele/millele,all,vahel,vahel,muu,jääma,,1,,obl,
4593,saama kellele/millele,all,vahel,vahel,muu,saama,,1,,obl,
4594,panema kellele/millele,all,vahel,vahel,muu,panema,,1,,obl,
4595,kuuluma kellele/millele,all,vahel,mitte kunagi,muu,kuuluma,,1,,obl,
4596,viitama kellele/millele,all,vahel,mitte kunagi,muu,viitama,,1,,obl,
4597,pakkuma kellele/millele,all,vahel,mitte kunagi,mitte kunagi,pakkuma,,1,,obl,
4598,vastama kellele/millele,all,mitte kunagi,mitte kunagi,muu,vastama,,1,,obl,
4599,ütlema kellele/millele,all,alati,mitte kunagi,mitte kunagi,ütlema,,1,,obl,
4600,tooma kellele/millele,all,vahel,mitte kunagi,muu,tooma,,1,,obl,
4601,jõudma kellele/millele,all,vahel,vahel,muu,jõudma,,1,,obl,
4602,saatma kellele/millele,all,vahel,vahel,mitte kunagi,saatma,,1,,obl,
4603,järgnema kellele/millele,all,vahel,mitte kunagi,muu,järgnema,,1,,obl,
4604,esitama kellele/millele,all,vahel,vahel,muu,esitama,,1,,obl,
4605,keskenduma kellele/millele,all,vahel,mitte kunagi,muu,keskenduma,,1,,obl,
4606,sobima kellele/millele,all,vahel,vahel,muu,sobima,,1,,obl,
4607,meeldima kellele/millele,all,alati,mitte kunagi,mitte kunagi,meeldima,,1,,obl,
4608,mõjuma kellele/millele,all,vahel,mitte kunagi,muu,mõjuma,,1,,obl,
4609,viima kellele/millele,all,vahel,vahel,muu,viima,,1,,obl,
4610,maksma kellele/millele,all,vahel,vahel,muu,maksma,,1,,obl,
4611,mõtlema kellele/millele,all,mitte kunagi,vahel,muu,mõtlema,,1,,obl,
4612,jätma kellele/millele,all,vahel,vahel,muu,jätma,,1,,obl,
4613,olema kellele/millele,all,vahel,vahel,muu,olema,,1,,obl,
4614,lisama kellele/millele,all,vahel,vahel,muu,lisama,,1,,obl,
4615,kuluma kellele/millele,all,vahel,mitte kunagi,muu,kuluma,,1,,obl,
4616,tähendama kellele/millele,all,vahel,vahel,muu,tähendama,,1,,obl,
4617,jääma alla kellele/millele,all,vahel,mitte kunagi,muu,jääma,alla,1,,obl,
4618,osutama kellele/millele,all,mitte kunagi,vahel,muu,osutama,,1,,obl,
4619,pöörama kellele/millele,all,mitte kunagi,mitte kunagi,muu,pöörama,,1,,obl,
4620,lisanduma kellele/millele,all,vahel,mitte kunagi,muu,lisanduma,,1,,obl,
4621,avaldama kellele/millele,all,vahel,mitte kunagi,muu,avaldama,,1,,obl,
4622,teatama kellele/millele,all,alati,mitte kunagi,mitte kunagi,teatama,,1,,obl,
4623,kirjutama kellele/millele,all,vahel,vahel,mitte kunagi,kirjutama,,1,,obl,
4624,pääsema kellele/millele,all,mitte kunagi,vahel,muu,pääsema,,1,,obl,
4625,kaotama kellele/millele,all,vahel,mitte kunagi,mitte kunagi,kaotama,,1,,obl,
4626,langema kellele/millele,all,vahel,vahel,muu,langema,,1,,obl,
4627,sattuma kellele/millele,all,mitte kunagi,vahel,muu,sattuma,,1,,obl,
4628,sõitma kellele/millele,all,vahel,vahel,mitte kunagi,sõitma,,1,,obl,
4629,lubama kellele/millele,all,vahel,vahel,muu,lubama,,1,,obl,
4630,hakkama kellele/millele,all,vahel,vahel,muu,hakkama,,1,,obl,
4631,olema vaja kellele/millele,all,vahel,vahel,muu,olema,vaja,1,,obl,
4632,näitama kellele/millele,all,vahel,mitte kunagi,muu,näitama,,1,,obl,
4633,leidma kellele/millele,all,vahel,mitte kunagi,muu,leidma,,1,,obl,
4634,rääkima kellele/millele,all,vahel,mitte kunagi,mitte kunagi,rääkima,,1,,obl,
4635,eelistama kellele/millele,all,vahel,mitte kunagi,muu,eelistama,,1,,obl,
4636,aitama kaasa kellele/millele,all,mitte kunagi,mitte kunagi,muu,aitama,kaasa,1,,obl,
4637,toetuma kellele/millele,all,vahel,mitte kunagi,muu,toetuma,,1,,obl,
4638,lootma kellele/millele,all,vahel,mitte kunagi,muu,lootma,,1,,obl,
4639,pidama kellele/millele,all,vahel,mitte kunagi,muu,pidama,,1,,obl,
4640,tekitama kellele/millele,all,vahel,mitte kunagi,muu,tekitama,,1,,obl,
4641,saabuma kellele/millele,all,vahel,vahel,mitte kunagi,saabuma,,1,,obl,
