pat_id,pattern,phrase_case,isik,koht,muu,verb_word,verb_compound,phrase_nr,adp,deprel,inf_verb
287,kutsuma tagasi kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,kutsuma,tagasi,1,,obl,
288,siduma kellelt/millelt,abl,mitte kunagi,vahel,muu,siduma,,1,,obl,
289,kutsuma kellelt/millelt,abl,mitte kunagi,alati,pole kindel,kutsuma,,1,,obl,
290,tuvastama kellelt/millelt,abl,mitte kunagi,alati,muu,tuvastama,,1,,obl,
291,taluma kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,taluma,,1,,obl,
292,märkama kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,märkama,,1,,obl,
293,täiendama kellelt/millelt,abl,mitte kunagi,vahel,muu,täiendama,,1,,obl,
294,kummitama kellelt/millelt,abl,mitte kunagi,vahel,muu,kummitama,,1,,obl,
295,märkima kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,märkima,,1,,obl,
296,pikenema kellelt/millelt,abl,mitte kunagi,alati,vaieldav märgendus,pikenema,,1,,obl,
297,tõmbama maha kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,tõmbama,maha,1,,obl,
298,kujutama kellelt/millelt,abl,mitte kunagi,vahel,muu,kujutama,,1,,obl,
299,tassima kellelt/millelt,abl,mitte kunagi,alati,muu,tassima,,1,,obl,
300,kukkuma ära kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,kukkuma,ära,1,,obl,
301,kukkuma välja kellelt/millelt,abl,mitte kunagi,alati,muu,kukkuma,välja,1,,obl,
302,tõdema kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,tõdema,,1,,obl,
303,kukutama kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,kukutama,,1,,obl,
304,takistama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,takistama,,1,,obl,
305,kukkuma maha kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,kukkuma,maha,1,,obl,
306,laekuma kokku kellelt/millelt,abl,vahel,vahel,pole kindel,laekuma,kokku,1,,obl,
307,tulema ette kellelt/millelt,abl,mitte kunagi,alati,muu,tulema,ette,1,,obl,
308,lahendama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,lahendama,,1,,obl,
309,tulema alla kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,tulema,alla,1,,obl,
310,määrama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,määrama,,1,,obl,
311,laenama kokku kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,laenama,kokku,1,,obl,
312,küündima kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,küündima,,1,,obl,
313,tulema kokku kellelt/millelt,abl,vahel,vahel,mitte kunagi,tulema,kokku,1,,obl,
314,küsima järele kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,küsima,järele,1,,obl,
315,tulema läbi kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,tulema,läbi,1,,obl,
316,küsima üle kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,küsima,üle,1,,obl,
317,küsitama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,küsitama,,1,,obl,
318,tulema lahti kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,tulema,lahti,1,,obl,
319,küsima tagasi kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,küsima,tagasi,1,,obl,
320,küsima vastu kellelt/millelt,abl,alati,mitte kunagi,pole kindel,küsima,vastu,1,,obl,
321,laadima kellelt/millelt,abl,mitte kunagi,alati,muu,laadima,,1,,obl,
322,kukkuma alla kellelt/millelt,abl,mitte kunagi,alati,muu,kukkuma,alla,1,,obl,
323,kulutama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,kulutama,,1,,obl,
324,taipama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,taipama,,1,,obl,
325,"mõistma välja, kokku kellelt/millelt",abl,alati,mitte kunagi,pole kindel,mõistma,välja,1,,obl,
326,"mõistma välja, kokku kellelt/millelt",abl,alati,mitte kunagi,pole kindel,mõistma,kokku,1,,obl,
327,kujundama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,kujundama,,1,,obl,
328,tõmbama eemale kellelt/millelt,abl,mitte kunagi,alati,vaieldav märgendus,tõmbama,eemale,1,,obl,
329,kujunema kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,kujunema,,1,,obl,
330,tõmbuma tagasi kellelt/millelt,abl,mitte kunagi,alati,muu,tõmbuma,tagasi,1,,obl,
331,piisama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,piisama,,1,,obl,
332,mõjutama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,mõjutama,,1,,obl,
333,kraapima maha kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,kraapima,maha,1,,obl,
334,tõrjuma kellelt/millelt,abl,mitte kunagi,alati,muu,tõrjuma,,1,,obl,
335,krabama kellelt/millelt,abl,vahel,vahel,mitte kunagi,krabama,,1,,obl,
336,tõotama kellelt/millelt,abl,mitte kunagi,mitte kunagi,mitte kunagi,tõotama,,1,,obl,
337,tahtma tagasi kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,tahtma,tagasi,1,,obl,
338,mõjuma kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,mõjuma,,1,,obl,
339,tõmbama tagasi kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,tõmbama,tagasi,1,,obl,
340,täitma kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,täitma,,1,,obl,
341,päästma kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,päästma,,1,,obl,
342,tõmbama ära kellelt/millelt,abl,vahel,vahel,muu,tõmbama,ära,1,,obl,
343,tõmbama välja kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,tõmbama,välja,1,,obl,
344,kritiseerima kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,kritiseerima,,1,,obl,
345,kujutama ette kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,kujutama,ette,1,,obl,
346,kuluma kellelt/millelt,abl,mitte kunagi,vahel,muu,kuluma,,1,,obl,
347,pääsema lahti kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,pääsema,lahti,1,,obl,
348,tänama kellelt/millelt,abl,mitte kunagi,vahel,muu,tänama,,1,,obl,
349,pääsema läbi kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,pääsema,läbi,1,,obl,
350,pikendama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,pikendama,,1,,obl,
351,kumama kellelt/millelt,abl,mitte kunagi,alati,muu,kumama,,1,,obl,
352,võtma peale kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,võtma,peale,1,,obl,
353,maksma tagasi kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,maksma,tagasi,1,,obl,
354,võrdlema kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,võrdlema,,1,,obl,
355,alanema kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,alanema,,1,,obl,
356,alandama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,alandama,,1,,obl,
357,haakuma kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,haakuma,,1,,obl,
358,ebaõnnestuma kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,ebaõnnestuma,,1,,obl,
359,olema tarvis kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,olema,tarvis,1,,obl,
360,saabuma tagasi kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,saabuma,tagasi,1,,obl,
361,iseloomustama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,iseloomustama,,1,,obl,
362,edestama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,edestama,,1,,obl,
363,võtma kaasa kellelt/millelt,abl,mitte kunagi,alati,muu,võtma,kaasa,1,,obl,
364,edastama kellelt/millelt,abl,vahel,vahel,mitte kunagi,edastama,,1,,obl,
365,eraldama kellelt/millelt,abl,vahel,vahel,muu,eraldama,,1,,obl,
366,sulatama kellelt/millelt,abl,mitte kunagi,alati,vaieldav märgendus,sulatama,,1,,obl,
367,saama kaasa kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,saama,kaasa,1,,obl,
368,ostma üles kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,ostma,üles,1,,obl,
369,võtma kinni kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,võtma,kinni,1,,obl,
370,ostma tagasi kellelt/millelt,abl,alati,mitte kunagi,muu,ostma,tagasi,1,,obl,
371,paiskama kellelt/millelt,abl,mitte kunagi,alati,muu,paiskama,,1,,obl,
372,domineerima kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,domineerima,,1,,obl,
373,algatama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,algatama,,1,,obl,
374,hüppama välja kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,hüppama,välja,1,,obl,
375,ostma sisse kellelt/millelt,abl,alati,mitte kunagi,muu,ostma,sisse,1,,obl,
376,paranema kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,paranema,,1,,obl,
377,võtma kokku kellelt/millelt,abl,vahel,vahel,muu,võtma,kokku,1,,obl,
378,saama edasi kellelt/millelt,abl,mitte kunagi,alati,muu,saama,edasi,1,,obl,
379,sammuma kellelt/millelt,abl,mitte kunagi,vahel,muu,sammuma,,1,,obl,
380,võimaldama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,võimaldama,,1,,obl,
381,ajama kellelt/millelt,abl,mitte kunagi,alati,muu,ajama,,1,,obl,
382,eristuma kellelt/millelt,abl,mitte kunagi,mitte kunagi,pole kindel,eristuma,,1,,obl,
383,võitma kokku kellelt/millelt,abl,mitte kunagi,alati,pole kindel,võitma,kokku,1,,obl,
384,võima kellelt/millelt,abl,vahel,vahel,pole kindel,võima,,1,,obl,
385,panema ära kellelt/millelt,abl,mitte kunagi,alati,muu,panema,ära,1,,obl,
386,sundima kellelt/millelt,abl,vahel,vahel,pole kindel,sundima,,1,,obl,
387,viima ära kellelt/millelt,abl,mitte kunagi,alati,muu,viima,ära,1,,obl,
388,saama kokku kellelt/millelt,abl,vahel,vahel,pole kindel,saama,kokku,1,,obl,
389,võitlema välja kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,võitlema,välja,1,,obl,
390,esindama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,esindama,,1,,obl,
391,pagema kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,pagema,,1,,obl,
392,võitma tagasi kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,võitma,tagasi,1,,obl,
393,esinema kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,esinema,,1,,obl,
394,viitama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,viitama,,1,,obl,
395,elama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,elama,,1,,obl,
396,esitlema kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,esitlema,,1,,obl,
397,sõitma otsa kellelt/millelt,abl,mitte kunagi,vahel,muu,sõitma,otsa,1,,obl,
398,abielluma kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,abielluma,,1,,obl,
399,importima kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,importima,,1,,obl,
400,viima välja kellelt/millelt,abl,mitte kunagi,alati,muu,viima,välja,1,,obl,
401,otsustama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,otsustama,,1,,obl,
402,otsima üles kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,otsima,üles,1,,obl,
403,alistama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,alistama,,1,,obl,
404,haihtuma kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,haihtuma,,1,,obl,
405,rändama kellelt/millelt,abl,mitte kunagi,alati,pole kindel,rändama,,1,,obl,
406,olema rahul kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,olema,rahul,1,,obl,
407,parandama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,parandama,,1,,obl,
408,suhtuma kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,suhtuma,,1,,obl,
409,ruttama kellelt/millelt,abl,mitte kunagi,alati,muu,ruttama,,1,,obl,
410,ajama ära kellelt/millelt,abl,mitte kunagi,mitte kunagi,mitte kunagi,ajama,ära,1,,obl,
411,eelistama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,eelistama,,1,,obl,
412,võitlema kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,võitlema,,1,,obl,
413,värbama kellelt/millelt,abl,vahel,vahel,mitte kunagi,värbama,,1,,obl,
414,võtma ette kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,võtma,ette,1,,obl,
415,saama lahti kellelt/millelt,abl,mitte kunagi,vahel,muu,saama,lahti,1,,obl,
416,ihkama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,ihkama,,1,,obl,
417,saatma ära kellelt/millelt,abl,mitte kunagi,alati,muu,saatma,ära,1,,obl,
418,väsima kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,väsima,,1,,obl,
419,võistlema kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,võistlema,,1,,obl,
420,eemalduma kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,eemalduma,,1,,obl,
421,ilmnema kellelt/millelt,abl,mitte kunagi,alati,muu,ilmnema,,1,,obl,
422,ennustama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,ennustama,,1,,obl,
423,paiknema kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,paiknema,,1,,obl,
424,ronima maha kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,ronima,maha,1,,obl,
425,garanteerima kellelt/millelt,abl,mitte kunagi,mitte kunagi,pole kindel,garanteerima,,1,,obl,
426,panema pihta kellelt/millelt,abl,vahel,vahel,mitte kunagi,panema,pihta,1,,obl,
427,säilitama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,säilitama,,1,,obl,
428,ostma välja kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,ostma,välja,1,,obl,
429,reisima kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,reisima,,1,,obl,
430,ronima kellelt/millelt,abl,mitte kunagi,alati,muu,ronima,,1,,obl,
431,saama läbi kellelt/millelt,abl,mitte kunagi,alati,muu,saama,läbi,1,,obl,
432,haarama kaasa kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,haarama,kaasa,1,,obl,
433,suurendama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,suurendama,,1,,obl,
434,ronima alla kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,ronima,alla,1,,obl,
435,eralduma kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,eralduma,,1,,obl,
436,ühinema kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,ühinema,,1,,obl,
437,viima läbi kellelt/millelt,abl,mitte kunagi,vahel,muu,viima,läbi,1,,obl,
438,võtma lahti kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,võtma,lahti,1,,obl,
439,saavutama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,saavutama,,1,,obl,
440,hüüdma kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,hüüdma,,1,,obl,
441,panema plehku kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,panema,plehku,1,,obl,
442,saama juurde kellelt/millelt,abl,vahel,vahel,muu,saama,juurde,1,,obl,
443,üürima kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,üürima,,1,,obl,
444,saatma välja kellelt/millelt,abl,mitte kunagi,alati,muu,saatma,välja,1,,obl,
445,surema kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,surema,,1,,obl,
446,ehitama kellelt/millelt,abl,mitte kunagi,vahel,muu,ehitama,,1,,obl,
447,peatama kellelt/millelt,abl,mitte kunagi,mitte kunagi,pole kindel,peatama,,1,,obl,
448,ajama välja kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,ajama,välja,1,,obl,
449,osutuma kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,osutuma,,1,,obl,
450,sõitma läbi kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,sõitma,läbi,1,,obl,
451,osutama kellelt/millelt,abl,mitte kunagi,vahel,pole kindel,osutama,,1,,obl,
452,võrsuma kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,võrsuma,,1,,obl,
453,sõitma maha kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,sõitma,maha,1,,obl,
454,imbuma kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,imbuma,,1,,obl,
455,eitama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,eitama,,1,,obl,
456,ärandama kellelt/millelt,abl,vahel,vahel,mitte kunagi,ärandama,,1,,obl,
457,riisuma kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,riisuma,,1,,obl,
458,äratama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,äratama,,1,,obl,
459,suruma välja kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,suruma,välja,1,,obl,
460,rõõmustama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,rõõmustama,,1,,obl,
461,arvama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,arvama,,1,,obl,
462,astuma välja kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,astuma,välja,1,,obl,
463,õigustama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,õigustama,,1,,obl,
464,asetama kellelt/millelt,abl,mitte kunagi,vahel,muu,asetama,,1,,obl,
465,hoidma eemale kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,hoidma,eemale,1,,obl,
466,asendama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,asendama,,1,,obl,
467,rikkuma kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,rikkuma,,1,,obl,
468,hoidma kokku kellelt/millelt,abl,mitte kunagi,alati,vaieldav märgendus,hoidma,kokku,1,,obl,
469,voolama alla kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,voolama,alla,1,,obl,
470,voolama kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,voolama,,1,,obl,
471,sõidutama kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,sõidutama,,1,,obl,
472,arvestama maha kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,arvestama,maha,1,,obl,
473,õhkuma kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,õhkuma,,1,,obl,
474,hoiatama kellelt/millelt,abl,mitte kunagi,vahel,muu,hoiatama,,1,,obl,
475,hoidma kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,hoidma,,1,,obl,
476,saama sisse kellelt/millelt,abl,vahel,mitte kunagi,muu,saama,sisse,1,,obl,
477,astuma alla kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,astuma,alla,1,,obl,
478,peegelduma vastu kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,peegelduma,vastu,1,,obl,
479,arutama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,arutama,,1,,obl,
480,hoolitsema kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,hoolitsema,,1,,obl,
481,peegelduma kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,peegelduma,,1,,obl,
482,võtma välja kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,võtma,välja,1,,obl,
483,hammustama kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,hammustama,,1,,obl,
484,saama välja kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,saama,välja,1,,obl,
485,olema ära kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,olema,ära,1,,obl,
486,suunduma kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,suunduma,,1,,obl,
487,hõlmama kellelt/millelt,abl,mitte kunagi,vahel,muu,hõlmama,,1,,obl,
488,analüüsima kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,analüüsima,,1,,obl,
489,võtma üles kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,võtma,üles,1,,obl,
490,ammutama kellelt/millelt,abl,vahel,vahel,mitte kunagi,ammutama,,1,,obl,
491,väitma kellelt/millelt,abl,mitte kunagi,alati,muu,väitma,,1,,obl,
492,demonstreerima kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,demonstreerima,,1,,obl,
493,astuma üles kellelt/millelt,abl,mitte kunagi,alati,pole kindel,astuma,üles,1,,obl,
494,virutama kellelt/millelt,abl,vahel,vahel,mitte kunagi,virutama,,1,,obl,
495,võtma võlgu kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,võtma,võlgu,1,,obl,
496,hindama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,hindama,,1,,obl,
497,astuma tagasi kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,astuma,tagasi,1,,obl,
498,astuma läbi kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,astuma,läbi,1,,obl,
499,arvestama kellelt/millelt,abl,mitte kunagi,vahel,muu,arvestama,,1,,obl,
500,astuma kõrvale kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,astuma,kõrvale,1,,obl,
501,voolama välja kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,voolama,välja,1,,obl,
502,peegelduma tagasi kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,peegelduma,tagasi,1,,obl,
503,õhutama kellelt/millelt,abl,mitte kunagi,vahel,muu,õhutama,,1,,obl,
504,ootama tagasi kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,ootama,tagasi,1,,obl,
505,astuma maha kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,astuma,maha,1,,obl,
506,sõitma alla kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,sõitma,alla,1,,obl,
507,säästma kellelt/millelt,abl,mitte kunagi,alati,vaieldav märgendus,säästma,,1,,obl,
508,sõitma mööda kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,sõitma,mööda,1,,obl,
509,viskuma kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,viskuma,,1,,obl,
510,helistama kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,helistama,,1,,obl,
511,aitama kaasa kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,aitama,kaasa,1,,obl,
512,saama alla kellelt/millelt,abl,mitte kunagi,vahel,muu,saama,alla,1,,obl,
513,olema nõus kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,olema,nõus,1,,obl,
514,viitsima kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,viitsima,,1,,obl,
515,imema kellelt/millelt,abl,vahel,vahel,mitte kunagi,imema,,1,,obl,
516,eksima kellelt/millelt,abl,mitte kunagi,alati,pole kindel,eksima,,1,,obl,
517,saama kätte kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,saama,kätte,1,,obl,
518,emigreeruma kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,emigreeruma,,1,,obl,
519,aitama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,aitama,,1,,obl,
520,suruma kellelt/millelt,abl,mitte kunagi,alati,muu,suruma,,1,,obl,
521,evakueerima kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,evakueerima,,1,,obl,
522,saatma tagasi kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,saatma,tagasi,1,,obl,
523,väärima kellelt/millelt,abl,mitte kunagi,vahel,muu,väärima,,1,,obl,
524,võrduma kellelt/millelt,abl,mitte kunagi,mitte kunagi,pole kindel,võrduma,,1,,obl,
525,ajama kokku kellelt/millelt,abl,vahel,vahel,muu,ajama,kokku,1,,obl,
526,sulama kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,sulama,,1,,obl,
527,säilima kellelt/millelt,abl,vahel,vahel,mitte kunagi,säilima,,1,,obl,
528,ehtima kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,ehtima,,1,,obl,
529,ehmatama kellelt/millelt,abl,mitte kunagi,alati,muu,ehmatama,,1,,obl,
530,ilmutama kellelt/millelt,abl,mitte kunagi,vahel,muu,ilmutama,,1,,obl,
531,üllatama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,üllatama,,1,,obl,
532,asutama kellelt/millelt,abl,mitte kunagi,alati,muu,asutama,,1,,obl,
533,arenema kellelt/millelt,abl,mitte kunagi,vahel,muu,arenema,,1,,obl,
534,avalduma kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,avalduma,,1,,obl,
535,pöörama ära kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,pöörama,ära,1,,obl,
536,huvitama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,huvitama,,1,,obl,
537,ähvardama kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,ähvardama,,1,,obl,
538,viskama välja kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,viskama,välja,1,,obl,
539,peegeldama kellelt/millelt,abl,mitte kunagi,alati,muu,peegeldama,,1,,obl,
540,heitma kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,heitma,,1,,obl,
541,sõitma edasi kellelt/millelt,abl,mitte kunagi,alati,mitte kunagi,sõitma,edasi,1,,obl,
542,peetuma kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,,peetuma,1,,obl,
543,ründama kellelt/millelt,abl,mitte kunagi,alati,muu,ründama,,1,,obl,
544,rääkima välja kellelt/millelt,abl,alati,mitte kunagi,mitte kunagi,rääkima,välja,1,,obl,
545,saama peksma kellelt/millelt,abl,alati,mitte kunagi,pole kindel,peksma,saama,1,,obl,
546,annetama kellelt/millelt,abl,mitte kunagi,vahel,vaieldav märgendus,annetama,,1,,obl,
547,paisuma kellelt/millelt,abl,mitte kunagi,mitte kunagi,muu,paisuma,,1,,obl,
548,organiseerima kellelt/millelt,abl,vahel,vahel,muu,organiseerima,,1,,obl,
