verb,compound1,compound2,obl,obl_form
algama,,,katedraal,sg in
tähendama,,,tulevik,sg in
paisutama,üle,,mõte,sg in
saatma,,,Kolumbia,sg in
tundmatu,,,valimissotsioloogia,sg in
kasvama,,,avaldus,sg in
moodustama,,,struktuur,sg in
moodustama,,,lõpp,sg in
kujunema,,,lõpp,sg in
moodustama,,,struktuur,sg in
moodustama,,,lõpp,sg in
tunnistama,,,hinnakujundus,sg in
müüma,,,Haapsalu,sg in
saama,,,Rapla,sg in
vastama,,,Eesti,sg in
ütlema,,,Vilnius,sg in
kulutama,,,Leedu,sg in
suutma,,,kodu,sg in
näitama,,,õhkkond,sg in
turvarühm,,,ajakirjandus,sg in
tekkima,,,tulevik,sg in
kinnitama,,,rahapesu,sg in
kava,,,USA,sg in
iseloomustama,,,Ekspress,sg in
vaagitu,,,tiim,sg in
võistlema,,,tiim,sg in
üllatama,,,kvalifikatsioon,sg in
kinnitama,,,valitsemisala,sg in
esinema,,,kontserdisaal,sg in
tegija,,,pedagoogikaülikool,sg in
alistama,,,finaal,sg in
häälestama,,,saal,sg in
raske,,,küsimus,pl in
raske,,,Riigikogu,sg in
valmis,,,Kadrioru,sg in
teatama,,,Kosovo,sg in
mõistma,,,Kadrioru,sg in
laulma,,,eelreklaam,sg in
laulma,,,keel,sg in
küsitlema,kokku,,aprill,sg in
kontsertaktus,,,film,sg in
tunnistama,,,Berliin,sg in
tahtma,,,elu,sg in
alistama,,,üksikmäng,sg in
arvama,,,Philippoussi,sg in
pidama,,,spordihoone,sg in
sundima,,,oktoober,sg in
sundima,,,gaasimask,sg in
põgenema,,,kaitsevägi,sg in
olema,,,korraldamine,sg in
olema,tarvis,,Läti,sg in
olema,tarvis,,Liepaja,sg in
hukkuma,,,staadionipaanika,sg in
kaotama,,,sõda,pl in
sadu,,,povints,sg in
lootsima,,,poolfinaal,sg in
sööma,,,hoov,sg in
õppima,,,kunstiülikool,sg in
õppima,,,kesklinnakorter,sg in
hakkama,,,üldgümnaasium,sg in
hääletama,,,kino,pl in
saatma,,,maavärin,sg in
täiendama,,,ülikool,pl in
käima,,,tegelikkus,sg in
saama,,,korvpalliliiga,sg in
saama,,,Helsingi,sg in
30-36aastane,,,selg,sg in
istuma,,,korter,sg in
pressima,kokku,,rajapõhi,sg in
andma,välja,,detsember,sg in
meeldima,,,lahkuminek,sg in
vastama,,,Päevaleht,sg in
erinev,,,aine,pl in
tooma,,,kõne,sg in
väike,,,linn,sg in
võtma,,,aine,sg in
toimuma,,,mis,sg in
toimuma,,,riik,sg in
sõidusuund,,,ulatus,sg in
minema,,,märgukiri,sg in
teadma,,,mis,sg in
tahtma,,,november,sg in
tahtma,,,loss,sg in
püüdma,,,Kuressaare,sg in
püüdma,,,küla,sg in
suutma,,,rida,sg in
kohtama,,,ajakirjandus,sg in
võitma,,,mäng,sg in
ehmatav,,,aeg,sg in
oluline,,,leht,sg in
röövima,,,vald,sg in
nägema,läbi,,keskpaik,sg in
kontrollima,,,pealinn,sg in
algama,,,lõpp,sg in
avaldanud,,,humanitaaraine,pl in
vajama,,,mõte,sg in
nõutuim,,,Ülikool,sg in
olema,,,Eesti,sg in
leidma,,,tõlge,sg in
man,,,šõu,sg in
osalema,,,aktsioon,sg in
ütlema,,,kindlustus,sg in
ütlema,,,sõjavägi,sg in
sõitma,,,tingimus,pl in
jätma,,,Viimsi,sg in
heitma,alla,,küla,sg in
sekkuma,,,teleesinemine,sg in
torkama,,,summ,sg in
tunnistama,,,antiikmaailm,sg in
suurenema,,,oktoober,sg in
esinema,,,Tallinn,sg in
esinema,,,linn,sg in
osa,,,Kadrioru,sg in
väljas,,,galerii,sg in
pudenema,,,kokkuvõte,sg in
puhkema,,,ajakirjandus,sg in
minema,,,torm,sg in
tulistama,,,maja,sg in
tungima,,,Tallinn,sg in
tapma,,,Narva,sg in
tulistama,,,Tallinn,sg in
jätma,,,USA,sg in
tapma,,,provints,sg in
tapma,,,hõimukokkupõrge,sg in
kavatsema,,,kõne,sg in
kavatsema,,,Ülikool,sg in
näitama,,,armee,sg in
tähistama,,,riik,sg in
rakendama,,,vastu-olu,sg in
sooritama,,,liidumaa,pl in
lõppema,,,mis,sg in
julgema,,,tulemus,pl in
väiksem,,,järjekord,sg in
paluma,,,Eesti,sg in
käima,,,pealinn,sg in
käima,,,amet,sg in
laulma,,,keel,sg in
istuma,,,tuba,sg in
tulema,,,kontsertversioon,sg in
kohtuma,kaasa,,liiga,sg in
vähe,,,arestimaja,pl in
seisma,,,nimekiri,sg in
pöörduma,,,mis,sg in
pöörduma,,,omand,sg in
huvitatud,,,avaldus,sg in
kaevama,välja,,lõpp,sg in
kaevama,välja,,kohus,sg in
jõudma,,,kuulivest,sg in
lugema,,,vangla,sg in
ütlema,,,volikogu,sg in
avastama,,,pääsla,sg in
ähvardama,,,mõte,sg in
töötama,,,piirivalve,sg in
väitma,,,rahapesu,sg in
sõdima,,,konflikt,sg in
pedantne,,,asi,sg in
kandma,,,ring,sg in
kestma,,,Hispaania,sg in
ehitis,,,Euroopa,sg in
jääma,,,amet,sg in
tekkima,,,vorm,sg in
tekkima,,,mõte,sg in
tulema,,,konfliktsituatsioon,sg in
tahtnud,,,pealinn,sg in
asi,,,kauplus,pl in
pikkune,,,algus,sg in
liikuma,,,kalaäri,sg in
panema,,,maakond,sg in
määrama,,,veebruar,sg in
vähkrema,,,haud,sg in
lubama,,,märts,sg in
lubama,,,börsiteade,sg in
protsent,,,Eesti,sg in
välistatud,,,seksuaalstsenaarium,sg in
remontima,,,juuni,sg in
võitma,,,C-grupp,sg in
võitma,,,Rootsi,sg in
istutama,,,ootus,sg in
istutama,,,Kadriorg,sg in
istutama,,,rüpp,sg in
vorm,,,finaal,sg in
keskenduma,,,huvi,pl in
tulema,,,silm,sg in
argument,,,otseülekanne,sg in
tõusma,,,Tallinn,sg in
tõusma,,,kvartal,sg in
asenduma,,,pool,sg in
asenduma,,,haru,sg in
üritus,,,mõiste,sg in
tõusma,,,maja,pl in
meeter,,,rahvasuu,sg in
otsima,taga,,tekitamine,sg in
avastama,,,Kreeka,sg in
avastama,,,sadam,sg in
puudu,,,eelarve,sg in
peatama,,,rahakott,sg in
käima,,,sadam,sg in
käima,,,Invest,sg in
Kadriorg,,,müük,sg in
märkima,,,september,sg in
sektor,,,riik,pl in
sektor,,,arengukava,sg in
pakkuma,,,mis,sg in
valmima,,,järk,sg in
kostma,,,teatrisaal,sg in
hoiatama,,,võistluspaik,sg in
fänn,,,enamik,pl in
fänn,,,hotell,pl in
mängima,,,alagrupp,sg in
kirjutama,,,uudis,sg in
toimuma,,,Vilnius,sg in
toimuma,,,mis,sg in
toimuma,,,riik,sg in
mõistma,,,ajakirjandus,sg in
leidma,otsa,,USA,sg in
seisma,,,hukkamisjärjekord,sg in
hakkama,,,paik,sg in
hakkama,,,ida,sg in
avalduma,,,tulu,pl in
hakkama,,,jalgrattavabrik,sg in
kujunema,,,Euroopa,sg in
lööma,maha,,riik,sg in
tundma,,,muusikakool,sg in
arenema,,,valu,pl in
hukkuma,,,võitlus,pl in
esikoht,,,Tallinn,sg in
121.000,,,Põhja-Eesti,sg in
arutama,,,majapidamine,sg in
osutuma,,,väärtus,sg in
odavam,,,turusituatsioon,sg in
tõstma,,,aasta,sg in
sugulane,,,tundra,pl in
ootama,,,meeskond,sg in
ihkama,,,kahevõistlus,sg in
rõhutama,,,sõnavõtt,sg in
tunnistama,peale,üles,Tallinn,sg in
tegema,,,EL,sg in
helistama,,,hoone,sg in
Viktor,,,süda,sg in
pidama,,,Istanbul,sg in
segama,,,Eesti,sg in
meenutama,,,sõda,sg in
meenutama,,,maailmasõda,sg in
kinnitama,,,Michael,sg in
saama,,,maa,pl in
saama,,,ajalugu,sg in
andma,,,rahakott,sg in
jah,,,hing,sg in
eeldama,,,pere,sg in
tulema,,,see,sg in
kippuma,,,värv,pl in
õpilane,,,otsa-kool,sg in
otstarbekam,,,üksikmäng,sg in
alustama,,,Eesti,sg in
alustama,,,väljaanne,pl in
tähendama,,,riik,sg in
kinni,,,isikuomadus,pl in
helistama,,,riigikogu,sg in
istuma,,,politseijaoskond,sg in
varastama,,,põhjalaevastik,sg in
algama,,,paliveri,sg in
seaduspärane,,,Eesti,sg in
minema,lahti,,kohtumine,sg in
mõistma,,,ringkonnakohus,sg in
mõistma,,,riisumine,sg in
osalema,,,Brüssel,sg in
õppima,,,juuni,sg in
tulema,,,kool,sg in
kasulik,,,klass,sg in
nii,,,kool,sg in
pretendeerima,,,raam,pl in
mõjuma,,,Platoni-peatükk,sg in
pakkuma,,,Eesti,sg in
julgema,,,kontekst,sg in
keelama,,,Pärnu,sg in
viima,,,Tallinn,sg in
süüdistama,,,pakkumine,sg in
süüdi,,,vargus,sg in
tapma,,,Moskva,sg in
tapma,,,kasiino,sg in
alustama,,,osariik,sg in
nägema,,,bussiootepaviljon,pl in
tekkima,,,silm,sg in
tekkima,,,artikkel,sg in
tekkima,,,eessõna,sg in
nägema,,,maailm,sg in
jagama,,,edetabel,sg in
haavama,,,lahing,pl in
hääletama,,,lootus,sg in
röövima,,,vald,sg in
tungima,kallale,,lauasahtel,sg in
kehtima,,,Holland,sg in
kestma,,,maja,sg in
lahkuma,,,aprill,sg in
andma,,,valimiskampaania,sg in
minema,,,keel,sg in
painduma,,,praktika,sg in
painduma,,,teooria,sg in
võimalik,,,kunstiteadus,sg in
mina,,,geim,sg in
andma,,,lõpp,sg in
erinema,,,kava,sg in
avama,,,loodusmuuseum,sg in
süüdi,,,kaklus,sg in
pidama,kinni,,kuritegu,sg in
avaldama,,,Tbilisi,sg in
avaldama,,,otstarbekus,sg in
piirkond,,,tulevik,sg in
pöörama,,,kool,pl in
jätkuma,,,Jaapan,sg in
jätkuma,,,Suzukas,sg in
toimuma,,,märts,sg in
tahtma,,,Tallinn,sg in
antud,,,vargus,sg in
mängima,alla,,teos,sg in
püüdma,,,linn,sg in
ulatuma,,,Soome,sg in
muidugi,,,üks,sg in
panema,,,Eesti,sg in
edumeelne,,,maailm,sg in
seisma,,,parkimiskoht,sg in
algama,,,Batumi,sg in
saavutanud,,,kere,sg in
panema,,,kodu,sg in
läbima,,,kooskõla,sg in
läbima,,,valitsus,sg in
rikkuma,,,silm,pl in
kohustuslik,,,Läti,sg in
erinema,,,magasin,sg in
mees,,,mõte,sg in
mina,,,Tartu,sg in
saama,,,koloniaalsõda,pl in
saama,,,lahing,pl in
tunnistama,üles,,Tallinn,sg in
tulema,,,Eesti,sg in
valmiv,,,detsember,sg in
staar,,,aluspesu,sg in
käima,läbi,,mõte,sg in
töötama,,,Peterburi,sg in
tõusma,,,sari,pl in
väitma,,,Moskva,sg in
muutuma,,,pakkumine,sg in
elujõulisem,,,teadus,sg in
astuma,,,võtmine,sg in
astuma,,,kelmus,sg in
tegema,,,Tallinn,sg in
tegema,,,ajakirjandus,sg in
saama,,,tuba,sg in
märkima,,,seletus,sg in
siduma,,,ise,sg in
võitma,,,Nürburgring,sg in
võitma,,,test,pl in
tõestama,,,kaitse,sg in
jääma,,,katsumine,sg in
tõusma,,,vihm,sg in
soe,,,Põlva,sg in
pääsema,,,auto,sg in
süüdi,,,lahkumine,sg in
väljenduma,,,kõik,sg in
oskama,,,USA,sg in
valmistama,ette,,koostöö,sg in
hakkama,,,ministeerium,sg in
pidama,,,silm,sg in
pidama,,,seadusloome,sg in
tema,,,eluaasta,pl in
jäänud,kõrvale,,kodu,sg in
kinnitama,,,kool,sg in
kinnitama,,,suhtlemine,sg in
ütlema,,,veebruar,sg in
lisama,,,mõte,sg in
normaalne,,,linn,sg in
asetama,,,eesots,sg in
panema,,,Estonia,sg in
esitlema,,,Instituut,sg in
kõnelema,,,Soome,sg in
paistma,,,karikasari,sg in
parem,,,matsh,sg in
tegev,,,ühiskond,sg in
saama,,,omavalitsus,sg in
avastama,,,mis,sg in
tabama,,,reisisadam,sg in
reformierakond,,,volikogu,sg in
hukkuma,,,lahing,pl in
andma,,,tshehh,sg in
kindel,,,mis,sg in
saama,,,Tallinn,sg in
rõõmustavam,,,koht,pl in
tõstma,,,punktine,pl in
väitma,,,kesklinn,sg in
väitma,,,tänav,sg in
väitma,,,film,pl in
minema,,,laud,sg in
kuuluma,,,algus,sg in
kuuluma,,,lõpp,sg in
plahvatama,,,käsi,sg in
plahvatama,,,trepikoda,sg in
jääma,,,keskhaigla,sg in
toetama,,,kokkumängimine,sg in
öelnud,,,kool,sg in
suutma,,,aspekt,sg in
suutma,,,aktsioon,pl in
selge,,,olukord,sg in
selge,,,missioon,pl in
suutma,,,osa,sg in
suutma,,,sirp,sg in
tunduma,,,ots,sg in
muutma,,,silm,sg in
kavatsema,,,Norra,sg in
kavatsema,,,rahvaülikool,sg in
parameedik,,,rand,sg in
algatama,,,lõpp,sg in
võimaldama,,,lennujaam,pl in
puhas,,,Kosovo,sg in
tunduma,,,algus,sg in
juhtriik,,,faas,sg in
avama,,,soolaladu,sg in
laskma,,,meeter,sg in
püstitama,,,jooks,sg in
töötanu,,,kommunaalprojekt,sg in
andma,peksma,,Maardu,sg in
tegema,,,soo,sg in
väitma,,,riigiasutus,pl in
puistama,,,lennuõnnetus,sg in
nägema,,,riigieelarve,sg in
tulema,,,maailm,sg in
tulema,,,lõppkokkuvõte,sg in
vaatama,,,Soome,sg in
tegema,,,õhkkond,sg in
tegema,,,kõrgliiga,sg in
tegema,,,kohtumine,sg in
viitama,,,Eesti,sg in
tegema,,,algkoosseis,sg in
soovima,,,leping,sg in
ulatuma,,,auto,sg in
suutnud,,,Eesti,sg in
tüüpiline,,,riik,pl in
toimuma,,,regioon,sg in
toimuma,,,mis,sg in
tõusnud,,,maakond,sg in
küsima,,,maja,sg in
kangutama,välja,,Abja,sg in
mina,,,kodu,sg in
raskem,,,kesklinn,sg in
jääma,,,Lääne,sg in
rakendama,,,koostöö,sg in
rakendama,,,september,sg in
tooma,,,võsa,sg in
registreerima,,,kuu,sg in
käima,,,mõte,sg in
saama,,,Bosnia-mäng,sg in
osalema,,,meistriliiga,sg in
antud,üles,,nimekiri,sg in
jätma,,,pealinn,sg in
jätma,,,Taipei,sg in
valmistama,ette,,kommentaar,pl in
raske,,,kontekst,sg in
suutma,,,Tartu,sg in
tahtma,,,elu,sg in
panema,,,silm,pl in
eitama,,,hääl,sg in
eitama,,,miljonistuudio,sg in
pühendama,,,Tartu,sg in
pühendama,,,kontserdimaja,sg in
pühendama,,,kontserdisaal,sg in
tutvustama,,,linn,sg in
amet,,,Danzig,sg in
pääsema,,,Istanbul,sg in
pääsema,,,Türgi,sg in
esitlema,,,number,sg in
hakkama,,,mererand,sg in
tähtsustuma,,,osa,sg in
kuri,,,küsimus,sg in
korraldama,,,juuli,sg in
andma,edasi,,vöö,pl in
mängima,,,algus,sg in
lootma,,,Jaapan,sg in
valitsema,,,põhisuund,pl in
kinnitama,,,suhtumine,sg in
meelakkumine,,,USA,sg in
tegema,,,lootus,sg in
langema,,,Ida-Viru,sg in
see,,,ÜRO,sg in
olema,nõus,,osakond,sg in
ütlema,,,neste,sg in
saama,,,kuu,sg in
matma,maha,,sünd,pl in
elama,,,Ameerika,sg in
elama,,,küla,sg in
ajaraiskamine,,,teadusajakiri,sg in
soovima,,,vägi,pl in
süüdistama,,,juhtimisvõte,pl in
töövahend,,,orjus,sg in
saatma,,,kool,sg in
pöörama,,,august,sg in
soovitama,,,pealinn,sg in
tulema,välja,,lõpp,sg in
ujuma,välja,,shikk,sg in
tabama,,,Hiina,sg in
tabama,,,üleujutus,pl in
sadama,,,Shveits,sg in
sadama,,,kanton,sg in
konservatiiv,,,europarlament,sg in
selgitama,,,leping,sg in
märkima,,,Tallinn,sg in
tekkima,,,menetlus,sg in
võtma,kokku,,ulatus,sg in
kiitma,heaks,,algus,sg in
mängima,,,kodu,sg in
ületama,,,eelarve,sg in
transportima,,,Tallinn,sg in
saama,,,september,sg in
olema,,,osa,sg in
algama,,,linnakohus,sg in
õhkulaskmine,,,sadam,sg in
õppima,,,kommertskool,sg in
soovima,,,linn,sg in
soovima,,,volikogu,sg in
protestija,,,raekoda,sg in
protestija,,,Hiina,sg in
võimendunud,,,politsei-amet,sg in
võimendunud,,,kord,sg in
ületama,,,värv,pl in
ületama,,,kõrgushüpe,sg in
andma,välja,,Euroopa,sg in
viima,,,Tartu,sg in
alistama,,,finaal,sg in
võitma,,,sõprusmäng,sg in
avaldama,,,ajakiri,pl in
õppima,,,vallakool,sg in
kasutama,,,ministeerium,sg in
tundma,ära,,leht,pl in
saama,,,ajalugu,sg in
leppima,kokku,,koostamine,sg in
leppima,kokku,,maht,sg in
määrama,,,ülemkohus,sg in
ulatuma,,,koht,pl in
jääma,järele,,söökla,sg in
mannatahvel,,,riiul,sg in
väljas,,,linnalaager,pl in
püsima,,,väljapeetus,sg in
lööma,kokku,,elu,sg in
kaotama,,,karikasari,sg in
kaotama,,,Sloveenia,sg in
kaotama,,,kodu,sg in
üllatama,,,telekava,sg in
jääma,,,kohus,sg in
jääma,,,andmine,sg in
ütlema,,,kohus,sg in
selge,,,olukord,sg in
selge,,,riik,sg in
käima,,,õhk,sg in
näitama,,,saade,sg in
avama,,,Brüssel,sg in
toimuma,,,Iraan,sg in
süüdi,,,see,sg in
leidma,,,ajakirjandus,sg in
leidma,,,maailm,sg in
vabandama,,,sõjavägi,sg in
sattuma,,,kaitsevägi,sg in
esitama,,,maakond,sg in
andma,üle,,haigla,sg in
jääma,,,haldusala,sg in
tabama,,,oopiumiuim,sg in
tulema,,,autoavarii,sg in
andma,,,tüli,sg in
saavutama,,,tänavakiosk,pl in
nägema,,,abitus,sg in
leidma,,,seltskonnarubriik,pl in
see,,,kodanikuühiskond,sg in
see,,,äri,sg in
kasvama,,,eelarve,sg in
kujundama,,,ulatus,sg in
valmistama,,,erakool,sg in
hindama,,,NBA,sg in
seisma,,,hingekiri,sg in
Eesti,,,mis,sg in
kasutama,,,piir,pl in
tõstma,,,tankla,pl in
kandma,üles,,sadam,sg in
kukkuma,,,Moskva,sg in
tulema,,,talvesõda,sg in
jooma,,,Helsingi,sg in
saama,täis,,kultuurikeskus,sg in
arusaadav,,,riik,sg in
õppima,,,ülikool,sg in
valmis,,,söögikoht,sg in
töötav,,,köök,sg in
kuivama,,,Soome,sg in
saama,,,rahapuudus,sg in
sooritama,,,Tshetsheenia,sg in
heitma,alla,,mis,sg in
kutsuma,üles,,avaldus,sg in
peituma,,,see,sg in
eluvõõras,,,Eesti,sg in
eluvõõras,,,Ekspress,sg in
reformitud,,,riik,pl in
näima,,,miski,sg in
saatma,,,võidujoovastus,sg in
arvama,,,teabekirjandus,sg in
kõnetama,,,visuaalsus,sg in
erandlik,,,keel,sg in
tekkima,,,kord,sg in
saamine,,,laine,sg in
toimuma,,,vangilaager,sg in
ütlema,,,Ero,sg in
tunglema,,,siseruum,pl in
Rootsi,,,Eesti,sg in
kehtima,,,Eesti,sg in
saama,,,furgoon,sg in
lahkuma,,,Eesti,sg in
viibima,,,kabel,sg in
võime,,,Kasahstan,sg in
asuma,,,kõrb,sg in
puhkema,,,D-terminaal,sg in
tooma,välja,,suhtumine,sg in
saavutama,,,USA,sg in
see,,,tegevus,sg in
hävima,,,tuli,sg in
õiglane,,,loomine,sg in
teadma,,,riik,sg in
maksma,,,teenindusjaam,pl in
auto,,,mõiste,sg in
turvaline,,,teine,sg in
suusatama,,,Ruhpoldink,sg in
käima,,,peastaap,sg in
jõudma,,,vesi,sg in
hindama,,,probleem,pl in
ootama,,,seis,sg in
ajendanud,,,maailm,sg in
alistama,,,finaal,sg in
plaanima,,,oktoober,sg in
kurnav,,,Eesti,sg in
arvama,,,Eesti,sg in
abielluma,,,Soome,sg in
lavastaja,,,Portlant,sg in
käima,,,algus,sg in
käima,,,Tallinn,sg in
alistama,,,veerandfinaal,pl in
alistama,,,kohtumine,sg in
alistama,,,USA,sg in
saama,,,kuulitõuge,sg in
suruma,,,esirida,sg in
suurim,,,Euroopa,sg in
röövima,,,Tallinn,sg in
röövima,,,Pelgulinn,sg in
ütlema,,,kohtuotsus,sg in
ütlema,,,riik,sg in
piisavalt,,,jätmine,sg in
kohtama,,,ajaleht,pl in
tähtis,,,meel,sg in
tähtis,,,iseseisvusvõitlus,sg in
mängima,,,meeskond,sg in
publitseerima,,,keel,sg in
maksma,kinni,,kuu,sg in
kasutama,,,ulatus,sg in
tahe,,,tingimus,pl in
seisma,,,vastukiri,sg in
nõustuma,,,Stockholm,sg in
selgitama,,,intervjuu,sg in
nägema,ette,,juuni,sg in
nägema,ette,,riigieelarve,sg in
langema,,,Bosnia,sg in
nägema,,,edusamm,pl in
jaotama,,,seadus,sg in
käsitama,,,juuni,sg in
kannatama,,,tuli,sg in
osalema,,,Eesti,sg in
tulema,kokku,,Eesti,sg in
suur,,,lõpp,sg in
kasin,,,tulevik,sg in
tulema,,,mälu,sg in
muutuma,,,suurlinn,sg in
nõustuma,,,päevaleht,pl in
kaaluma,,,Riigikogu,sg in
jõudma,,,juuni,sg in
võtma,vastu,,meedia,sg in
süüdistama,,,väljapumpamine,sg in
püüdma,,,luuredokument,sg in
elama,,,ettekujutlus,pl in
jääma,peale,,regioon,sg in
tutvumine,,,valdus,sg in
harjuma,,,õhkkond,sg in
Praeguseni,,,nimekiri,sg in
olema,,,reegel,pl in
siduma,,,lõppkokkuvõte,sg in
andma,,,olu,pl in
rõve,,,kooslus,sg in
minema,,,elu,sg in
võitma,,,ring,sg in
lavastama,,,tipplavastus,sg in
keelama,,,leht,sg in
töötanud,,,haigla,sg in
süüdistama,,,röövimine,sg in
registreerima,,,lääneosa,sg in
registreerima,,,küla,sg in
kavatsema,,,Tshetsheenia,sg in
vastuvõetav,,,eemalejäämine,sg in
ütlema,,,intervjuu,sg in
ütlema,,,Minsk,sg in
andma,vastu,,baar,sg in
ilmunud,,,rand,pl in
asuma,,,mai,sg in
kavatsema,,,asutamine,sg in
käima,,,filmiringkond,pl in
võimalik,,,keelekeskkond,sg in
minema,,,internet,sg in
minema,,,külalisteraamat,sg in
suutma,,,terviklikkus,sg in
väiksem,,,jaanuaris-veebruar,sg in
auk,,,summ,pl in
muutma,,,Päevaleht,sg in
muutma,,,artikkel,sg in
esitama,,,vabariik,sg in
algatama,,,juuni,sg in
esitama,,,mis,sg in
kasvama,,,Väinameri,sg in
nägema,,,jaam,sg in
kandma,,,mis,sg in
lõõmama,,,põhi,sg in
lõõmama,,,elu,sg in
tegema,,,rüpp,sg in
korraldama,,,põhjaosa,sg in
kord,,,elu,sg in
lohutama,,,olukord,sg in
seisnema,,,see,sg in
tundma,ära,,Tartu,sg in
elama,,,Miami,sg in
saama,,,ühendus,sg in
sarnane,,,Eesti,sg in
sarnane,,,üldjoon,pl in
pöörduma,,,restoran,sg in
hoidma,kinni,,firma,pl in
plaanima,,,kultuuriministeerium,sg in
mõtlema,,,näpp,sg in
väiksem,,,kodu,sg in
astuma,,,afäär,sg in
elama,,,gondel,sg in
totter,,,Eesti,sg in
saatma,,,kõne,sg in
töötanu,,,autoremonditehas,sg in
tähtsaim,,,kirjastus,sg in
tulema,,,luuletus,pl in
vahetama,välja,,lõpp,sg in
kammits,,,teenindussfäär,sg in
seatud,sisse,,ilmavaatluspunkt,pl in
vehkima,,,keel,sg in
lõikama,,,vann,sg in
viibima,,,telk,sg in
minema,,,süda,sg in
kogunema,,,enamik,sg in
hullem,,,kontekst,sg in
hakkama,,,palju,sg in
hakkama,,,seos,sg in
keeruline,,,Ramsau,sg in
kõnelema,üle,,kodulookursus,sg in
vahistama,,,algus,sg in
tutvuma,,,internet,sg in
vahistanud,,,äritsemine,sg in
võtma,vastu,,treeninglaager,sg in
rääkima,,,Eesti,sg in
ähvardama,,,oktoober,sg in
sõnama,,,Kaukaasia,sg in
suutma,,,tehas,sg in
lisa,,,turvavarustus,sg in
müüma,,,märts,sg in
julgema,,,Eesti,sg in
pidama,,,vaidlus,sg in
alistuma,,,Pariis,sg in
hüppama,,,hall,sg in
panema,,,lõpp-peatus,sg in
tõstma,,,Eesti,sg in
tegema,,,silm,sg in
vabanema,,,Austria,sg in
patenteerinud,,,USA,sg in
minema,,,kogunemiskoha,sg in
istung,,,istungisaal,sg in
tulema,,,detsember,sg in
luhtuma,,,Istanbul,sg in
kaugel,,,telk,sg in
kaotama,,,õmblusfirma,sg in
kaotama,,,tulekahju,sg in
tunnustama,,,Eesti,sg in
vajama,,,aasta,sg in
muutma,,,poort,sg in
põrkama,kokku,,Narva,sg in
põlema,,,vald,sg in
tulema,välja,,taba,pl in
üritama,,,meediakampaania,sg in
süü,,,Eesti,sg in
võtma,üles,,etapp,sg in
võtma,üles,,jaanuar,sg in
soovitama,,,reklaam,pl in
tekitama,,,venelane,pl in
õppima,,,ülikool,sg in
avaldama,,,tütarväljaanne,sg in
avaldama,,,mis,sg in
lõpetama,,,lilleaed,sg in
osalema,,,etendus,sg in
tõmbama,ülle,,finaal,sg in
suurendama,,,näitemäng,sg in
nägema,,,teater,sg in
võimalus,,,tingimus,pl in
lugema,,,jõudmine,sg in
liikuma,,,suund,sg in
loomulik,,,amet,sg in
töötama,,,Tallinn,sg in
töötama,,,prefektuur,sg in
kirjutama,alla,,Moskva,sg in
kirjutama,alla,,tulevik,sg in
veetma,,,arestimaja,sg in
veetma,,,järgne,sg in
asutama,,,august,sg in
lööma,,,Undva,sg in
kaotama,,,palk,sg in
hoiatanud,,,koondamisoht,sg in
vigastama,,,liiklusõnnetus,sg in
teinud,,,Washington,sg in
sõltlane,,,kool,sg in
pubi,,,ruum,sg in
ootama,,,kodu,sg in
tundma,,,hääl,sg in
lootma,,,kokkuvõte,sg in
küljes,,,tulevik,sg in
näima,,,atmosfäär,sg in
tootma,,,rakumembraan,pl in
kaotama,,,valdkond,sg in
tähtis,,,algus,sg in
hakkama,,,pidurdamine,sg in
õnnestuma,,,vanalinn,sg in
käima,,,Tallinn,sg in
olema,kohal,,Exiti,sg in
see,,,pass,sg in
hindama,,,demokraatiamaa,pl in
jaanuar,,,algus,sg in
töötanud,,,AS,sg in
töötanud,,,amet,sg in
osalema,,,Moskva,sg in
piisama,,,kesklinn,sg in
valmima,,,juuni,sg in
kiri,,,leping,sg in
kiri,,,osa,pl in
otsustanud,,,muuseum,sg in
vedelema,,,maja,sg in
tunnistama,,,situatsioon,sg in
alanud,,,kesklinn,sg in
püstitama,,,lõpp,sg in
kinnitama,,,Dagestan,sg in
kinnitama,,,rünnak,sg in
paluma,,,muuseum,sg in
paluma,,,kodutalu,sg in
pälvima,,,rahvateater,sg in
tulema,,,lasteaed,sg in
toimuma,,,kodanikeühiskond,sg in
ülesanne,,,ühiskond,sg in
lubamatu,,,teataja,sg in
töötama,,,töögrupp,sg in
lööma,,,kaitseliit,sg in
õppima,,,linnakool,sg in
õppinu,,,Itaalia,sg in
võitlema,,,kohus,sg in
tegema,,,loodus,sg in
üürima,,,Rootsi,sg in
tegemine,,,intervjuu,sg in
pesitsema,,,rida,pl in
pesitsema,,,Aviv,sg in
valitsema,,,selts,sg in
valitsema,,,algus,sg in
tähtsam,,,Sakala,sg in
mina,,,Eesti,sg in
ütlema,,,kube,sg in
võtma,kaasa,,kodu,sg in
puhkama,,,merebaas,sg in
pärinema,,,kaitsevägi,sg in
ütlema,,,maja,sg in
õppima,,,muusikakool,sg in
õppima,,,Eesti,sg in
nägema,,,hõõgumine,sg in
tõotama,,,rahvamaja,sg in
kujutlema,,,Eesti,sg in
oletama,,,harta,sg in
ilmuma,,,London,sg in
selline,,,mõtteilm,sg in
seisma,,,agoraa-kompleks,sg in
tegema,,,enamik,sg in
lahkuma,,,lõpp,sg in
kiri,,,eelarve,sg in
kruttima,,,jaanuar,sg in
panema,,,Kanada,sg in
