verb,compound1,compound2,obl,obl_form
kohtumine,,,lojaalsus,sg in
huvi,,,Eesti,sg in
osutama,,,linnaosa,sg in
toonitama,,,ministeerium,sg in
kohustama,,,Riigikogu,sg in
kohustama,,,internet,sg in
jääma,,,maailm,sg in
jääma,,,koht,pl in
osaline,,,see,sg in
see,,,luup,sg in
see,,,Eesti,sg in
paigutama,,,tema,sg in
võidukas,,,Eesti,sg in
rääkima,,,keel,sg in
riik,,,Euroopa,sg in
oskama,,,välitingimus,pl in
oskama,,,stress,sg in
kordama,,,maailm,sg in
asendama,,,vahekord,sg in
nägema,,,pere,sg in
rääkima,,,keel,sg in
meilima,,,elu,sg in
pakkuma,,,kultuurirevolutsioon,sg in
algama,,,muusika,sg in
algama,,,rannasalong,sg in
ühinema,,,autorool,sg in
alistama,,,sõpruskohtumine,sg in
tundma,,,käsi,sg in
istuma,,,vangla,sg in
uurinud,,,Moskva,sg in
vahistama,,,algus,sg in
panema,mööda,,kolin,sg in
selline,,,tähetorn,sg in
ehitama,,,Eesti,sg in
kustutama,,,Hongkong,sg in
kutsuma,,,kodu,sg in
arvama,,,pealinn,sg in
arvama,,,kartus,sg in
lubama,,,Afganistan,sg in
võtma,,,rahu,sg in
kahtlema,,,siirus,sg in
kahtlema,,,tegevus,sg in
kahtlema,,,Eesti,sg in
tulema,,,riie,pl in
olema,vaja,,roll,sg in
näitama,,,test,pl in
Q-GSM,,,arve,pl in
ilmuma,,,pettus,pl in
ilmuma,,,ebaedu,sg in
pidama,,,veski,sg in
mäletama,,,veski,sg in
mõõtma,,,raha,sg in
keerutama,ringi,,koppel,sg in
jutustama,,,Haapsalu,sg in
süüdistama,,,müük,sg in
lisama,,,juuni,sg in
ilmuma,,,USA,sg in
surema,,,Eesti,sg in
elama,,,linna-osa,sg in
laekuma,,,üks,sg in
veendunud,,,koha,sg in
mürgeldama,,,osa,pl in
mürgeldama,,,teater,sg in
tulema,,,avakohtumine,sg in
kõlama,,,tõlge,sg in
kõlama,,,rida,sg in
tükeldama,,,algus,sg in
turg,,,jaanilinn,sg in
tabama,,,smugeldamine,sg in
peituma,,,kuusk,pl in
kurb,,,arestimaja,sg in
andma,,,kiir,sg in
mõistma,,,paja,sg in
mõistma,,,Namiibia,sg in
saabuma,,,aasta,sg in
pärinema,,,trükk,sg in
tõotama,,,vald,sg in
nimetama,,,ajaleht,pl in
maadlema,,,naine,sg in
maadlema,,,kategooria,pl in
andma,,,kultuur,sg in
kujunema,,,lõpp,sg in
kujunema,,,Euroopa,sg in
kujunema,,,Lõuna-Bosnia,sg in
kujunema,,,Tshetsheenia,sg in
noor,,,töö,sg in
sadama,,,õhk,sg in
treenima,,,jaanuar,sg in
treenima,,,kont,pl in
parem,,,mägi,pl in
jääma,,,kuulitõuge,sg in
üritama,,,lõpp,sg in
kiirustama,,,naabrus,sg in
kinnitama,,,ladu,pl in
töötama,,,tshehh,sg in
tegema,,,riik,sg in
mõõtma,,,miljon,pl in
kavatsema,,,kord,sg in
kavatsema,,,kuu,sg in
mõte,,,mis,sg in
tekkima,,,Eesti,sg in
esindama,,,suhtlemine,sg in
Muuta,,,maailm,sg in
tõestama,,,maapiirkond,pl in
teos,,,mis,sg in
hingama,,,algus,sg in
võitlema,,,südamerahu,sg in
kaasnema,,,kiht,sg in
selge,,,Kosovo,sg in
selge,,,see,sg in
vajama,,,kesklinn,sg in
esitama,,,september,sg in
pool,,,dialoog,sg in
tulema,,,toon,pl in
määrama,,,vangla,sg in
käima,,,küla,sg in
kinnitama,,,mis,sg in
sooritama,,,punker,sg in
võtma,,,märtsikuu,sg in
võimalik,,,Eesti,sg in
võimalik,,,koostootejaam,pl in
argument,,,kurss,sg in
masendav,,,riik,pl in
astuma,,,Vanemuine,sg in
jõudma,,,detsember,sg in
õppima,,,Tartu,sg in
juhtuma,,,laohoone,sg in
kinnitatud,,,toimetus,pl in
helisema,,,toimetus,sg in
tunduma,,,klubi,sg in
püsima,,,varjusurm,sg in
tulema,tagasi,,kalev,sg in
tegelema,,,mõte,sg in
teinud,,,looming,sg in
kõlama,,,tähendus,sg in
igapäevane,,,kuningriik,pl in
hukkuma,,,tulekahju,sg in
kiikuma,,,sõudebaas,sg in
lihtsustama,,,Köln,sg in
jääma,,,valik,sg in
toetama,,,küsitlus,sg in
tooma,esile,,USA,sg in
tooma,esile,,raamat,sg in
tahtma,,,küla,sg in
tõusma,,,november,sg in
tõusma,,,mai,sg in
esindama,,,Moskva,sg in
mängima,,,Ameerika,sg in
püüdma,,,mõrvalugu,sg in
leidma,,,senat,sg in
jätkuma,,,algus,sg in
jätkuma,,,kohus,sg in
laskma,,,Eesti,sg in
lisanduma,,,ahel,sg in
tegutsema,,,Eesti,sg in
tegutsema,,,Tallinn,sg in
ravima,,,mõte,sg in
töötama,,,sõjavägi,sg in
rääkima,,,kohus,sg in
koos,,,näitlejabiograafia,sg in
koos,,,teater,sg in
minema,,,teater,sg in
minema,,,koht,sg in
tee,,,loe,sg in
arvama,,,mai,sg in
veetma,,,koolimaja,sg in
leidma,,,Lõuna-Austraalia,sg in
kavatsema,,,Jeruusalemm,sg in
kirjutama,,,rubriik,sg in
eeldama,,,põhjamaa,pl in
kinnitama,,,Jaapan,sg in
tahtma,,,süvamuusika,sg in
toimuma,,,kinomaja,sg in
seisma,,,kiri,sg in
saama,,,raskekaal,sg in
saama,,,kehakaal,sg in
start,,,MK-sari,sg in
surema,,,auto,sg in
ütlema,,,parlament,sg in
olema,,,valimisjaoskond,sg in
kutsuma,üles,,valimisjaoskond,sg in
hukkuma,,,lennuõnnetus,sg in
hukkuma,,,paadiõnnetus,pl in
otsustama,,,mõte,sg in
ärritama,,,kool,sg in
astuma,,,teadus,sg in
selguma,,,Lõuna-Eest,sg in
viigistama,,,alagrupp,sg in
viigistama,,,kodu,sg in
viigistama,,,Tbilisi,sg in
püüdma,,,poolfinaal,sg in
murdma,,,valedekunst,sg in
tulistama,,,Viitna,sg in
vallandama,,,juhtkond,sg in
keelama,,,parlament,sg in
saama,,,august,sg in
saama,,,Stockholm,sg in
saama,,,kino,sg in
saama,,,erasektor,sg in
selge,,,kodu,sg in
otsima,,,Eesti,sg in
võimutsema,,,mängukava,sg in
teine,,,klass,sg in
õnnestuma,,,Eesti,sg in
töötama,,,Eesti,sg in
töötama,,,kuu,sg in
võitma,,,osariik,sg in
esinema,,,Ukraina,sg in
panema,,,Napoleoni-sõda,pl in
seisma,,,Viin,sg in
tekitama,,,isand,sg in
õppinu,,,keskkool,sg in
pakkuma,,,lõke,sg in
mina,,,plaan,sg in
saama,,,kuritegu,pl in
saama,,,Heidelberg,sg in
saama,,,lahing,pl in
toetama,,,hipokampus,sg in
uudistama,,,algus,sg in
kannatama,,,kindlustuskontsern,sg in
tekitama,,,lastekaitseliit,sg in
puhkama,,,võltslaager,sg in
kasutus,,,Pärnu,sg in
kasutus,,,keemiaväeosa,sg in
ühtima,,,riik,pl in
saama,,,kool,sg in
saama,,,enamik,sg in
saama,,,inkubaator,sg in
takistama,,,algus,sg in
hoiatama,,,Turu,sg in
hoiatama,,,EL,sg in
hävitama,,,ümbrus,sg in
tekitama,,,elu,sg in
kirjutama,,,leht,sg in
andma,,,algus,sg in
kiitma,,,Soome,sg in
kohtuma,,,Eesti,sg in
uskuma,,,üldjoon,pl in
positiivne,,,üldkokkuvõte,sg in
taipama,,,raadius,sg in
saama,,,kohus,sg in
aitama,kaasa,,meditsiiniajakiri,sg in
aitama,kaasa,,artikkel,sg in
mõtlema,,,Tallinn,sg in
keelama,,,vabariik,sg in
hoolitsema,,,maailm,sg in
kaduma,,,tulevik,sg in
ravima,,,haigla,sg in
alistama,,,finaal,sg in
tegija,,,Ramsau,sg in
tõestama,,,Nagano,sg in
eksportima,,,väärtus,sg in
lõikama,,,kett,sg in
peituma,,,tõsiasi,sg in
peituma,,,näoilme,sg in
kandideerima,,,peaosa,sg in
püsima,,,Maastricht,sg in
püsima,,,sadul,sg in
laiendama,,,Washington,sg in
nägema,,,vaimusilm,sg in
saastama,,,piirkond,pl in
minema,,,lääneosa,sg in
minema,,,mis,sg in
töötama,,,riigiamet,pl in
puhkama,,,juuni,sg in
puhkama,,,juuli,sg in
puhkama,,,august,sg in
käima,,,juuni,sg in
panema,,,tööhõiveamet,sg in
mainima,,,lugu,sg in
taasasutama,,,Tartu,sg in
nii,,,kirjandus,sg in
ennustama,,,Ida-Viru,sg in
seostama,,,gümnaasium,sg in
üritama,,,algus,sg in
sulgema,,,jõuluvanamask,pl in
saatnud,,,riik,pl in
tapma,,,Göteborg,sg in
levima,,,armee,sg in
puuduma,,,Eesti,sg in
positiivne,,,Eesti,sg in
positiivne,,,omandus,sg in
jõudma,,,laenamine,sg in
tõstma,,,algus,sg in
kallis,,,ettevõtmine,pl in
teadma,,,psüühika,sg in
veenduma,,,meremehekarjäär,sg in
töötama,,,keelefirma,pl in
tiksuma,juurde,,päev,sg in
ehitama,,,tulevik,sg in
alustama,,,võistkond,sg in
kinnitama,,,palat,sg in
uppuma,,,Kärdla,sg in
suvi,,,Kuressaare,sg in
näitama,,,tolliinspektuur,sg in
näitama,,,reisisadam,sg in
ootama,,,auaste,sg in
käituma,,,katakomb,pl in
hoidma,,,labor,sg in
väljas,,,muuseum,sg in
katsunud,,,Serbia,sg in
tundma,,,firma,sg in
linastuma,,,kinomaja,sg in
pakkuma,,,laad,sg in
looma,,,tõstetehnika,sg in
võtma,vastu,,suursaatkond,sg in
hukkuma,,,piirivalve,sg in
koostama,,,kaitseministeerium,sg in
häbiväärne,,,Soome,sg in
avaldama,,,usutlus,sg in
leidma,,,linn,sg in
ähvardama,,,keskpunkt,sg in
loendama,,,keskpunkt,sg in
loendama,,,rand,sg in
ametivõim,,,ümbrus,sg in
ametivõim,,,piirkond,pl in
võtma,,,Eesti,sg in
võtma,,,majandus-olu,pl in
suhtuma,,,Lääne-Euroobas,sg in
kasutama,,,keel,sg in
kasutama,,,Eesti,sg in
võtma,,,algus,sg in
leidma,,,päev,sg in
sulama,,,Tallinn,sg in
lendama,,,koosseis,sg in
lendama,,,Pristina,sg in
külastama,,,vangla,sg in
vahistama,,,Läti,sg in
vahistama,,,meelitamine,sg in
viibima,,,USA,sg in
saama,,,õnnetus,sg in
andma,välja,,Tallinn,sg in
eksponeeritud,,,galerii,sg in
eksponeeritud,,,viimane,sg in
viitama,,,kabinet,sg in
alustama,,,Leedu,sg in
ütlema,,,Moskva,sg in
näitama,,,otseülekanne,sg in
näitama,,,otseülekanne,sg in
raamatukogu,,,loeng,pl in
väärtustama,,,kuulutus,pl in
sulguma,,,lähedus,sg in
nõudma,,,seadus,sg in
võime,,,polikliinik,pl in
keeruline,,,Eesti,sg in
protsent,,,aprill,sg in
täitma,,,anonüümkiri,pl in
randuma,,,lahesopp,sg in
jääma,alla,,Carlo,sg in
võidukas,,,paarismäng,sg in
võitma,,,ring,sg in
sündinud,,,Tallinn,sg in
töötanu,,,oblast,sg in
välistama,,,lõpp,sg in
välistama,,,relvarööv,sg in
surema,,,Tallinn,sg in
viima,,,tapmine,sg in
tunnistama,üles,,kuningakoda,sg in
napsama,,,aprill,sg in
võtma,,,Eesti,sg in
km/h,,,tippkiir,sg in
peatuma,,,ala,sg in
andma,välja,,ühendriik,pl in
üllatama,,,pubi,pl in
tulnud,,,Alpid,pl in
võtma,kokku,,pakk,pl in
mõtlema,,,algus,sg in
lebama,,,majakoridor,sg in
arvama,,,asi,sg in
hindama,,,pank,sg in
hindama,,,ettevõte,pl in
algatama,,,august,sg in
vaatama,,,kunstikeskus,sg in
piir,,,määrus,pl in
püüdma,,,laager,sg in
jätkuma,,,linnakohus,sg in
jätkuma,,,toimetamine,sg in
viima,,,põhjaosa,sg in
sõnama,,,piirkond,sg in
algama,,,Eesti,sg in
USA,,,Eesti,sg in
võrdne,,,kuu,sg in
kasvama,,,Eesti,sg in
kasvama,,,november,sg in
kinnitama,,,Ameerika,sg in
üritama,,,Eesti,sg in
karikaturist,,,Postimehe,sg in
kava,,,saal,pl in
selge,,,muusikaõpetus,sg in
tervitama,,,keel,sg in
avaldama,,,pank,pl in
debüteerima,,,neljamehekogu,sg in
esietenduma,,,kammersaal,sg in
esietenduma,,,raadiojaam,pl in
tulema,,,meeskond,sg in
järgnema,,,pingerida,sg in
võitma,,,september,sg in
läbima,,,tööpataljon,sg in
lõpetama,,,keel,sg in
täpsustanud,,,vorm,sg in
märkima,,,raport,sg in
märkima,,,Rootsi,sg in
märkima,,,Eesti,sg in
suurim,,,Leedu,sg in
karjuma,,,kabiin,sg in
karjuma,,,lift,sg in
toimuma,,,olukord,sg in
toimuma,,,avaldus,sg in
pidama,,,volikogu,sg in
ristima,,,gaas,sg in
käsitlema,,,peakorter,sg in
tegema,,,Lõuna-Tallinn,sg in
väljamõeldis,,,romaan,pl in
oluline,,,rahvuskeelsus,sg in
50.,,,ujula,sg in
esindama,,,Hongkong,sg in
leevenema,,,lõpp,sg in
saatma,,,lõpp,sg in
saatma,,,mis,sg in
pidama,,,Eesti,sg in
käinud,,,saun,sg in
võtma,vastu,,lennujaam,sg in
teadma,,,kong,pl in
meeliülendav,,,mõte,sg in
käima,ringi,,teivashüpe,sg in
lööma,,,kohtumine,sg in
nägema,,,pealinn,sg in
nägema,,,vanalinn,sg in
küsima,,,valitsus,sg in
seisma,,,bussiromu,sg in
seisma,,,järjekord,sg in
liikuma,,,nüüdismaailm,sg in
kohustus,,,inimsuhe,pl in
jätma,,,asi,sg in
jätma,,,asi,sg in
tooma,,,detsember,sg in
protsent,,,kruiisiäri,sg in
sümpaatne,,,mõte,sg in
kujunema,,,mõte,sg in
pidama,,,piirkond,sg in
erakond,,,liit,pl in
pidama,kinni,,Narva,sg in
pidama,kinni,,tapmine,sg in
elama,,,Eesti,sg in
ütlema,,,mis,sg in
pidama,,,Eesti,sg in
venitama,,,tulevik,sg in
tunnistama,,,poliitika,sg in
raske,,,kodu,sg in
jääma,,,tulevik,sg in
raamat,,,kirjastus,sg in
toodud,,,tabel,pl in
kestma,,,Tõravere,sg in
arvama,,,rakukultuur,sg in
nähtus,,,muusikaelu,sg in
langema,,,kaheksandikfinaal,sg in
tegema,,,detsember,sg in
tegema,,,Brüssel,sg in
kõlama,,,sõnavõtt,pl in
võitma,,,maine,sg in
tegema,,,lõppkokkuvõte,sg in
saavutama,,,projekt,pl in
kuulutama,,,märts,sg in
astuma,tagasi,,märts,sg in
enam,,,tegelikkus,sg in
koondama,,,Eesti,sg in
pääsema,,,Jaapan,sg in
lugema,,,nimekiri,sg in
sattunud,,,maakond,sg in
sattunud,,,kirre,sg in
väljamõeldis,,,linnavalitsus,sg in
asuma,,,Tallinn,sg in
kõikvõimas,,,ruum,sg in
kõikvõimas,,,Baltimaa,pl in
tabama,,,Soome,sg in
tabama,,,linn,sg in
tabama,,,veri,sg in
jääma,,,lisandus,sg in
mängima,,,film,sg in
asuma,,,ruum,pl in
nõudma,,,Riigikogu,sg in
tabama,,,juuli,sg in
pidama,kinni,,peksmine,sg in
vigastama,,,kokkupõrge,sg in
korraldama,,,mägi,pl in
korraldama,,,ronimine,sg in
saama,,,konservatoorium,sg in
tähtis,,,mõte,sg in
sina,,,kodu,sg in
tahtma,,,klass,sg in
unustama,,,peomelu,sg in
astuma,maha,,jaam,sg in
selguma,,,Oslo,sg in
hoidma,,,tingimus,pl in
püsima,,,kokkuvõte,sg in
leidma,,,lõpp,sg in
olema,,,suitsunurk,sg in
projekt,,,teade,sg in
surema,,,haigla,sg in
mõistetav,,,Soome,sg in
kasulikum,,,maja,pl in
mõjustama,,,arv,pl in
hobi,,,nukuvanker,sg in
võimalik,,,tabletivorm,sg in
teadnud,,,september,sg in
teadnud,,,Viimsi,sg in
teadnud,,,kott,pl in
kuulma,,,kohus,sg in
tõusnud,,,finantsvahendus,sg in
käima,,,proovisaal,sg in
tekitama,,,salumägi,sg in
algama,,,Hannover,sg in
põrkama,kokku,,vald,sg in
pommitama,,,põhjaosa,sg in
kuulutama,välja,,kirik,sg in
lubama,,,Tshetsheenia,sg in
asuma,,,linn,sg in
tekkima,,,otsustaja,pl in
mõistma,,,kavandamine,sg in
viima,läbi,,partnerkõrgkool,pl in
tooma,välja,,Eesti,sg in
valmistama,ette,,südalinn,sg in
laulma,,,esitus,sg in
soovima,,,kohtusaal,sg in
üritama,,,võitlus,sg in
murdma,läbi,,kokkupõrge,pl in
jääma,ära,,lõpp,sg in
möödas,,,Brasiilia,sg in
rippuma,,,tsirkus,sg in
kandma,,,mõte,sg in
püstitama,,,vabaujumine,sg in
jääma,,,meeskond,sg in
tulema,,,Eesti,sg in
tulema,,,Tallinn,sg in
juhtunud,,,elu,sg in
garanteerima,,,Eesti,sg in
palju,,,raskus,pl in
nägema,,,Tallinn,sg in
nägema,,,park,sg in
kujunema,,,mis,sg in
tekitama,,,ametiasutus,pl in
leidma,eest,,tempel,sg in
alustama,,,Rootsi,sg in
tegelema,,,liiklusõnnetus,sg in
tabama,,,reisisadam,sg in
Pärnumaa,,,rand,sg in
maksma,,,EVP,pl in
minema,,,lootus,sg in
tunnistama,üles,,heaoluriik,sg in
unustama,,,põhitingimus,pl in
alustama,läbi,,algus,sg in
alustama,läbi,,Tallinn,sg in
tabama,,,rong,sg in
tõusma,,,Läti,sg in
paigaldama,,,maja,sg in
toimuma,,,spordihall,sg in
toetuma,,,liiga,pl in
kahtlema,,,otstarbekus,sg in
hoidma,,,teenistus,sg in
allkirjastama,,,Tallinn,sg in
hukkuma,,,liiklusõnnetus,sg in
peategija,,,Soome,sg in
istuma,,,vang,sg in
nentima,,,Euroopa,sg in
sõitma,,,Tallinn,sg in
sõitma,,,õnnetus,sg in
ütlema,,,number,sg in
meel,,,see,sg in
meel,,,kava,sg in
kõlama,,,seade,pl in
tulema,,,rida,pl in
tulema,,,kohtumine,sg in
laskma,,,õigsus,sg in
algatama,,,algus,sg in
algatama,,,Tallinn,sg in
keelduma,,,huvi,pl in
avaldama,,,tervitus,sg in
soovima,,,uusaastatervitus,sg in
märkima,,,läkitus,sg in
märkima,,,november,sg in
viibima,,,Bosnia,sg in
viibima,,,aprill,sg in
paikapanemine,,,kirjutis,sg in
vaidlustama,,,kohus,sg in
kasvama,,,Tallinn,sg in
kompliment,,,mõte,sg in
esitama,,,päev,sg in
olema,rahul,,vastuolu,sg in
sõitja,,,suutmatus,sg in
sõitja,,,provints,sg in
lõppema,,,idaregioon,pl in
suutnud,,,sügav-külm,sg in
ohtlikum,,,Tallinn,sg in
kaduma,,,otsa-kool,sg in
nimetama,,,äriilm,sg in
nimetama,,,juht,pl in
sattuma,,,püramiid,pl in
kuuluma,,,Eesti,sg in
avama,,,keskhaigla,sg in
võtma,,,infosaal,sg in
otsima,,,häda,sg in
nägema,,,käsi,sg in
tee,,,oktoober,sg in
tee,,,vangla,sg in
kandideerima,,,nimekiri,sg in
töötama,,,haigla,sg in
kauplema,,,Tallinn,sg in
inimene,,,ajakirjandus,sg in
saatma,,,mis,sg in
ründama,,,allakäik,sg in
tundma,,,linn,sg in
tundma,,,linn,sg in
lõpetama,,,Tartu,sg in
raskem,,,saal,sg in
raskem,,,see,sg in
raskem,,,saal,sg in
jätkama,,,Tallinn,sg in
ülioptimistlik,,,loss,sg in
saanud,,,pere,sg in
põhjustama,,,Stockholm,sg in
lükkama,ümber,,raudteejaam,sg in
saama,,,õnnetus,sg in
ütlema,,,Eesti,sg in
hetketi,,,lavastus,sg in
võitma,,,finaal,sg in
murdma,,,sett,sg in
tulema,,,meeter,sg in
jõudma,,,tennis,sg in
parim,,,Lapinlahti,sg in
ettevaatlikum,,,Euroopa,sg in
tutvuma,,,Ühendriik,pl in
hakkama,,,köök,sg in
palunud,kokku,,Soome,sg in
palunud,kokku,,juuni,sg in
toetama,,,valitsusvahetus,sg in
näitama,kokku,,jaanuar,sg in
vahetama,välja,,juuni,sg in
viljastama,,,aprill,sg in
algama,,,keskus,pl in
hõivama,,,Horoskoobindus,sg in
läbima,,,Birmingham,sg in
tegema,kaasa,,suusaviis,sg in
edestama,,,värve,sg in
tooma,,,Eesti,sg in
tooma,,,avaldus,sg in
tegema,,,maja,sg in
süüdistama,,,kohus,sg in
tegutsema,,,järjekord,sg in
kasvama,,,kvartal,sg in
müüma,,,ümbrus,sg in
teadma,,,paik,sg in
lõppema,,,katastroof,sg in
osalema,,,Vilnius,sg in
osalema,,,jaanuar,sg in
kippuma,,,majandusharu,pl in
õppima,,,kihelkonnakool,sg in
mõistma,,,põhjustamine,sg in
asuma,,,vabadus,sg in
tema,,,mängupõrgu,pl in
nõustuma,,,märts,sg in
nõustuma,,,kokkulepe,sg in
nõustuma,,,Holland,sg in
pöörduma,,,vastavus,sg in
tunduma,,,kurv,sg in
Hansabanka,,,lõpp,sg in
pank,,,piirkond,sg in
õõnsakõlaline,,,mõis,sg in
ootamatu,,,aasta,sg in
ootamatu,,,vald,sg in
lööma,,,küla,sg in
pettunud,,,Amsterdam,sg in
veenduma,,,ülekaal,sg in
üle,,,lõpp,sg in
maksma,,,linn,pl in
alustama,,,Eesti,sg in
üks,,,toomingas,sg in
üks,,,seotus,sg in
kahtlema,,,kasulikkus,sg in
tahtma,,,miski,sg in
öelnud,välja,,põhjaosa,sg in
see,,,Washington,sg in
tegevus,,,äpardumine,sg in
kasutama,,,list,sg in
seltsiliikuja-liigutaja,,,elu,sg in
avalduma,,,Eesti,sg in
sattuma,,,Narva,sg in
hea,,,sõna,sg in
ainus,,,kokkuvõte,sg in
sattuma,,,maailm,sg in
kasutama,,,Ida-Berliin,sg in
kiirustama,,,suund,sg in
üllatus,,,kergejõustik,sg in
teerajaja,,,osa,sg in
teerajaja,,,ulatus,sg in
kulg,,,lõpp,sg in
kaotaja,,,seis,sg in
meeldima,,,Eesti,sg in
jääma,,,oktoober,sg in
väärt,,,lutsu-lavastus,sg in
täiendama,,,jalgpall,sg in
leiduma,,,pilapood,pl in
võimalik,,,haigla,sg in
võimalik,,,juuli,sg in
ründama,,,kiirabiauto,sg in
võistlema,,,kodu,sg in
võistlema,,,rivistus,sg in
tulema,,,finaalmäng,sg in
läbima,,,sekund,sg in
lõpetama,,,Leningrad,sg in
teatama,,,elumaja,sg in
teatama,,,Kunda,sg in
saama,tagasi,,mõisahoone,sg in
järgnev,,,juuli,sg in
kahekordne,,,sissetulek,pl in
jääma,,,tavateadvus,sg in
kaebama,,,tund,sg in
mõtlema,välja,,tulevik,sg in
sulistama,,,järvevesi,sg in
sulistama,,,vetelpäästetorn,sg in
tegema,kaasa,,lennujaam,sg in
võitlema,,,teater,sg in
edukas,,,estraadi-kunst,sg in
tooma,,,pingerida,sg in
üks,,,mõte,sg in
pöörduma,,,november,sg in
arvestatu,,,kontorihoone,sg in
veetma,,,linn,sg in
veetma,,,korsten,sg in
keelama,,,plekkpurk,pl in
keeld,,,nunnaklooster,pl in
teadvus,,,sõda,sg in
oskama,,,päev,sg in
oskama,,,esitus,sg in
kommentaar,,,mõte,sg in
proovima,,,söögikoht,pl in
seletama,lahti,,maakeel,sg in
istuma,,,N. Liit,sg in
toimuma,,,koosseis,pl in
toimuma,,,klubi,sg in
sündinud,,,Readingi,sg in
viis,,,kliimavööde,sg in
kohtuma,,,veerandfinaal,sg in
tegema,,,aprill,sg in
tegema,,,autokaubandus,sg in
leidma,,,olukord,sg in
hukkuma,,,õnnetus,sg in
puuduma,,,riik,sg in
pooldama,,,Jugoslaavia,sg in
astuma,välja,,september,sg in
lasuma,,,pankrot,sg in
lasuma,,,väljakuulutamine,sg in
lasuma,,,analüüs,sg in
mööduma,,,jaanuar,sg in
põhieesmärk,,,labor,pl in
põhieesmärk,,,maailm,sg in
põhieesmärk,,,esirind,sg in
valmima,,,märts,sg in
võrdlema,,,tutvustus,sg in
hakkama,,,lõpp,sg in
tekitama,,,riik,sg in
vahetama,,,valitsus,sg in
rääkinud,,,kodu,sg in
ehitatud,,,enamik,sg in
madalapalgaline,,,seisukord,sg in
ennustama,,,vald,sg in
andma,,,kiirrünnak,sg in
panema,,,auto,sg in
ütlema,,,Tallinn,sg in
karistus,,,süüdistus,sg in
päästma,,,algus,sg in
leidma,,,Tallinn,sg in
pidama,kinni,,kuritöö,sg in
küttima,kokku,,algus,sg in
toimetama,,,Vilnius,sg in
süüdi,,,joogi,sg in
mõõtma,kokku,,Tõravere,sg in
lind,,,silm,sg in
sätestama,,,raekoda,sg in
koguma,,,kümnevõistlus,sg in
alistama,,,kordusmäng,sg in
alistama,,,kodu,sg in
kava,,,Eesti,sg in
ütlema,,,Eesti,sg in
selgitanud,,,Eesti,sg in
hukkuma,,,õnnetus,sg in
toetama,,,protokoll,sg in
vajama,,,otsustamisprotsess,sg in
tulema,,,sari,sg in
töötama,,,Tallinn,sg in
rääkima,,,katastroof,sg in
tõsi,,,afäär,sg in
ehitama,,,Rootsi,sg in
süüdistama,,,represseerimine,sg in
asuma,,,Tallinn,sg in
ootama,,,mina,pl in
tõusma,,,lähitulevik,sg in
tõusma,,,piirkond,pl in
ületama,,,piirkond,sg in
käima,,,Tallinn,sg in
võtma,,,ajakirjandus,sg in
osalema,,,ooperiteater,sg in
tegema,kaasa,,lavastus,sg in
tegema,kaasa,,peaosa,sg in
osalema,,,voor,sg in
talong,,,serv,sg in
jõudma,,,koostöö,sg in
lõpma,,,teatrirong,sg in
pidama,,,ringauditoorium,sg in
pidama,,,lõpp,sg in
käima,,,värav,sg in
tema,,,prokuratuur,sg in
saama,,,vabariik,sg in
saama,,,koosseis,sg in
jätkuma,,,Moskva,sg in
sattuma,,,eesots,sg in
seisma,,,lõpp,sg in
kirjutama,,,õhk,sg in
alistuma,,,vabaujumine,sg in
saama,,,rütm,sg in
loobuma,,,volikogu,sg in
sündima,,,Peterburi,sg in
jooksma,,,amet,sg in
kartma,,,sõda,sg in
rahulik,,,kõrvalpuur,sg in
prestiizhne,,,liit,sg in
hukkuma,,,liiklus,sg in
leidma,,,Tallinn,sg in
leidma,,,hoov,sg in
esinema,,,raport,sg in
jääma,vahele,,Stockholm,sg in
saama,,,Rumeenia,sg in
süüdi,,,liiklusõnnetus,sg in
kaitsma,,,sõlmküsimus,pl in
mees,,,käsi,sg in
käima,,,kool,pl in
annetama,,,põu,sg in
tasuma,,,register,sg in
mängima,,,kontserdisaal,sg in
algatanud,,,surm,sg in
muutunud,,,Eesti,sg in
mugavam,,,suund,sg in
tegema,,,ühiskond,sg in
tegema,,,Eesti,sg in
võtma,,,suund,sg in
piisavalt,,,auto,sg in
andma,,,lõpp,sg in
kontsern,,,erivaldkond,pl in
kuuluma,,,Eesti,sg in
otsustama,,,november,sg in
otsustama,,,lõpp,sg in
panema,maha,,vahemik,sg in
Garri,,,maa,pl in
Garri,,,huvi,pl in
võõras,,,kultuuriruum,sg in
valima,,,viru,sg in
teatama,,,maa,sg in
sööma,ära,,tollipunkt,sg in
avaldama,,,Lääs,sg in
vastama,,,sõda,sg in
elav,,,kesklinn,sg in
suurus,,,maja,sg in
tasuma,,,EVP,pl in
austama,,,Malaisia,sg in
arvama,,,elu,sg in
tegema,,,garaazh,sg in
ostma,,,märts,sg in
hakkama,,,Narva-tagune,pl in
hakkama,,,küla,pl in
tutvuma,,,kivisaal,sg in
saama,,,eurosari,sg in
saama,,,kuu,sg in
tähis,,,maailm,sg in
välistatu,,,topeltmõrv,sg in
eirama,,,voor,sg in
süüdistama,,,töölevõtmine,sg in
ütlema,,,ankeet,sg in
jääma,,,Tartu,sg in
esitanud,,,tapmine,sg in
tegema,,,Austraalia,sg in
tegema,,,pank,sg in
viitama,,,saade,sg in
raske,,,Tartu,sg in
käima,,,alkoholipoliitika,sg in
muutuma,,,detsember,sg in
teenistus,,,amet,sg in
harjutama,,,Ameerika,sg in
