verb,compound1,compound2,obl,obl_form
teatama,,,diktaator,sg all
lõppema,,,idaregioon,pl in
suutnud,,,sügav-külm,sg in
suutnud,,,aasta,pl p
õnnestuma,,,neljapäev,sg ad
õnnestuma,,,tegevsekretär,sg es
õnnestuma,,,Berezovski,sg ad
õnnestuma,,,kohtumine,sg ad
õnnestuma,,,idee,pl all
ohtlikum,,,Tallinn,sg in
kaduma,,,otsa-kool,sg in
kaduma,,,ameerika,
kaduma,,,tulv,adt
kutsutud,,,kunstinõukogu,adt
saama,,,aasta,sg p
saama,,,abielu,sg el
võtma,,,kutseoskus,pl abl
võtma,,,pressikonverents,sg ad
kandma,,,pankrotistumine,sg p
kandma,,,riiulifirma,sg g
kandma,,,firma,sg all
vahetama,välja,,õhtuleht,sg all
nimetama,,,äriilm,sg in
nimetama,,,juht,pl in
nimetama,,,tehing,pl all
nimetama,,,mis,sg el
maksma,,,sõna,pl ad
maksma,,,piimakilo,sg g
see,,,võlg,pl g
sattuma,,,külastaja,pl ad
sattuma,,,päev,sg g
sattuma,,,püramiid,pl in
valima,tagasi,,koosolek,sg ad
kuuluma,,,Eesti,sg in
kuuluma,,,süsteem,pl g
õppima,,,põhjanaaber,pl abl
suunama,,,sajand,sg ad
hämar,,,talv,sg ad
aitama,,,sõna,pl ad
avama,,,keskhaigla,sg in
avama,,,nõue,pl all
võtma,,,esmaspäev,sg ad
võtma,,,kell,sg p
võtma,,,vastu-võtt,sg tr
võtma,,,infosaal,sg in
minema,,,tema,pl all
minema,,,lappimine,sg tr
lõpetama,,,itaallane,sg g
otsima,,,häda,sg in
otsima,,,löögirusikas,sg ill
seisma,ees,,tema,sg ad
seisma,ees,,kumbki,sg kom
alahindama,,,klubi,sg n
valima,,,peasekretär,sg es
valima,,,amet,sg ill
andma,,,omavalitsus,sg all
andma,,,haldusterritoorium,sg ad
inimene,,,päev,sg g
inimene,,,jalga,
inimene,,,pood,adt
talimäng,,,Saksamaa,sg g
puuduma,,,sportlane,pl ad
puuduma,,,tiitel,pl kom
tahtma,,,neljapäev,sg ad
trahvima,,,katse,sg g
trahvima,,,august,sg ad
trahvima,,,kroon,sg kom
lugema,,,kodulehekülg,sg abl
lugema,,,tähetorm,sg g
nägema,,,Jonas,sg g
nägema,,,käsi,sg in
tee,,,oktoober,sg in
tee,,,vangla,sg in
tee,,,heroiiniannus,sg g
tee,,,Eesti,sg ill
tähendama,,,sõna,pl ad
võimalik,,,sõna,pl ad
võimalik,,,piimakilo,sg g
kandideerima,,,nimekiri,sg in
kandideerima,,,linnapea,sg g
suunduma,,,kops,adt
töötama,,,haigla,sg in
töötama,,,aasta,sg el
dekoltee,,,haiglakostüüm,sg ad
kauplema,,,1990.,pl g
kauplema,,,Tallinn,sg in
kauplema,,,jalats,pl g
tõsi,,,Päevaleht,sg all
inimene,,,ajakirjandus,sg in
saatma,,,esimees,sg all
saatma,,,mis,sg in
saatma,,,Leedu,sg kom
ründama,,,kuu,sg g
ründama,,,allakäik,sg in
saabuma,,,Kosovo,sg ill
saabuma,,,kuu,sg g
saabuma,,,rahujõud,pl kom
tundma,,,põhjakallas,sg ad
tundma,,,linn,sg in
tundma,,,linn,sg in
tapma,,,Saksamaa,sg ad
tapma,,,kogukond,sg p
tapma,,,Türgi,sg el
patenteerima,,,leiutis,sg es
patenteerima,,,aasta,sg ad
moodustama,,,30,?
moodustama,,,alkoholiäri,sg el
kaal,,,tagamine,sg tr
ütlema,,,sina,pl all
saama,,,aasta,sg g
saama,,,aasta,sg g
saama,,,juht,sg ad
saama,,,liit,adt
minema,,,mina,sg ad
minema,,,isu,sg g
lõpetama,,,teater,sg g
lõpetama,,,Tartu,sg in
minema,,,18000,?
minema,,,ameeriklane,sg all
raskem,,,saal,sg in
raskem,,,see,sg in
raskem,,,saal,sg in
loovutama,,,vältimine,sg tr
valitsema,,,tennisemaailm,sg g
valitsema,,,nädal,sg p
valitsema,,,Ivan,sg n
jätkama,,,Tallinn,sg in
jätkama,,,jõutreening,pl g
ülioptimistlik,,,sügis,sg ad
ülioptimistlik,,,loss,sg in
ülioptimistlik,,,aasta,sg tr
analüüs,,,esimene,sg es
saanud,,,pere,sg in
maksma,,,mis,sg el
maksma,,,riigieelarve,sg el
nentima,,,sisehoov,sg ad
nentima,,,öö,sg g
põhjustama,,,hinnang,sg ad
vabandama,,,Keskerakond,sg g
vabandama,,,koht,pl abl
keelduma,,,nädal,sg ad
vastama,,,küsimus,sg all
vastama,,,mees,sg el
põhjustama,,,teade,sg ad
põhjustama,,,Stockholm,sg in
põhjustama,,,küpsetamine,sg tr
lükkama,ümber,,raudteejaam,sg in
jõudma,,,tase,sg all
jõudma,,,seisukoht,pl all
jõudma,,,liider,pl abl
saama,,,õnnetus,sg in
tulema,välja,,hoiatus,sg g
võtma,,,kasutus,sg all
alus,,,kes,pl ad
tekkima,,,mõni,sg ad
tekkima,,,organisatsioon,pl ill
ütlema,,,tänaseks,
ütlema,,,Eesti,sg in
saama,,,üliõpilane,sg abl
saama,,,tänapäev,sg ter
saama,,,pank,sg ad
olema,võlgu,,väikefirma,sg all
olema,võlgu,,teenus,sg g
olema,võlgu,,kohus,sg g
saama,,,tema,sg all
saama,,,sarkasm,sg kom
saama,,,mina,sg abl
saama,,,hommik,sg ad
näitama,,,festival,sg ad
näitama,,,täissaal,pl all
hetketi,,,lavastus,sg in
võlgnema,,,kaitsetöö,sg all
võlgnema,,,mis,sg kom
vähenema,,,vaheaeg,sg tr
vähenema,,,24:32,sg all
võitma,,,finaal,sg in
võitma,,,6,?
murdma,,,sett,sg in
murdma,,,kord,sg p
murdma,,,serv,sg ad
tulema,,,meeter,sg in
tulema,,,esikoht,sg all
tulema,,,B-klass,sg g
jõudma,,,tennis,sg in
jõudma,,,ring,adt
parim,,,Lapinlahti,sg in
ujuma,,,meistrivõistlus,pl ad
ujuma,,,liblikas,sg p
ujuma,,,rekord,sg kom
jääma,välja,,kava,sg el
ettevaatlikum,,,Euroopa,sg in
ettevaatlikum,,,riik,sg el
ettevaatlikum,,,elu,sg g
tundma,,,laupäev,sg ad
tundma,,,lauluväljak,sg ad
tundma,,,kord,sg p
viibima,,,lauluväljak,sg ad
viibima,,,tema,sg all
tutvuma,,,esmaspäev,sg el
tutvuma,,,Ühendriik,pl in
tutvuma,,,rahvuskaart,sg g
otsima,,,tuul,sg g
otsima,,,tulemus,pl ab
hakkama,,,hilisõhtu,sg ad
hakkama,,,köök,sg in
hakkama,,,pliit,sg all
saabuma,,,Soome,sg n
saabuma,,,laupäev,sg ad
saabuma,,,aasta,sg ad
saabuma,,,riik,sg p
palunud,kokku,,aasta,sg ad
palunud,kokku,,Soome,sg in
palunud,kokku,,juuni,sg in
toetama,,,sõna,pl ad
toetama,,,valitsusvahetus,sg in
kuulutama,,,pressikonverents,sg ad
kuulutama,,,koalitsioon,sg el
kuulutama,,,kokkulepe,sg el
rõkatama,,,päev,sg p
jääma,ära,,tegemine,sg g
näitama,kokku,,jaanuar,sg in
näitama,kokku,,miljon,sg g
näitama,kokku,,kroon,sg ter
vahetama,välja,,juuni,sg in
vahetama,välja,,kontor,pl ad
käivituma,,,Märtsiks,sg n
tulema,,,minut,sg p
hoiatama,,,tegemine,sg tr
viljastama,,,aprill,sg in
viljastama,,,emadepäev,sg tr
viljastama,,,naine,pl el
sada,,,selgitus,sg ad
sada,,,see,pl el
sada,,,tüvi,sg g
nakkama,,,kinnitus,sg ad
nakkama,,,mood,sg ad
nakkama,,,käsi,pl kom
nakkama,,,silm,adt
nakkama,,,suu,adt
nakkama,,,nina,adt
ilmuma,,,sulg,sg el
algama,,,aprill,sg ad
algama,,,keskus,pl in
hõivama,,,Horoskoobindus,sg in
olema,,,tool,pl g
läbima,,,mees,pl el
läbima,,,Birmingham,sg in
läbima,,,8500,?
läbima,,,pealtvaataja,sg g
ootama,,,ala,pl ad
tegema,kaasa,,suusaviis,sg in
edestama,,,Muonios,sg n
edestama,,,värve,sg in
vaatama,,,selg,sg g
vaatama,,,kukutamine,sg all
kehtima,,,märts,sg el
sõlmima,,,riigiminister,sg kom
sõlmima,,,kodanik,pl ad
sõlmima,,,märts,sg el
pääsema,,,Eesti,sg ill
pääsema,,,aasta,sg el
pääsema,,,sõitmine,sg tr
tooma,,,Eesti,sg all
tooma,,,Eesti,sg in
tooma,,,avaldus,sg in
tegema,,,maja,sg in
tegema,,,Roman,sg all
õigem,,,lauluväljak,sg g
õigem,,,parkla,sg ill
õigem,,,tee,sg g
arvestama,,,kontserdiplats,sg ad
arvestama,,,see,sg kom
eirama,,,teade,sg ad
eirama,,,ettevalmistamine,sg ad
desarmeerima,,,kokkulepe,sg g
desarmeerima,,,päev,sg g
jääma,välja,,kõne,sg g
süüdistama,,,kohus,sg in
kaebama,edasi,,riigikohus,sg ill
tegutsema,,,järjekord,sg in
tunnistama,,,kanal,sg n
tunnistama,,,juuni,sg ad
tunnistama,,,valimine,pl ad
tunnistama,,,erakond,pl el
arvutama,,,30,sg kom
nullima,,,protsent,sg g
nullima,,,protsent,sg ter
nullima,,,aasta,sg all
nullima,,,täituvus,sg kom
nentima,,,hind,sg g
kasvama,,,kvartal,sg in
kasvama,,,12000,?
rääkima,,,teabepäev,sg ad
rääkima,,,taastusravi,sg el
rääkima,,,inimene,pl kom
võimalik,,,läbinu,pl ad
võimalik,,,usaldustelefon,sg ad
võimalik,,,vabatahtlik,sg es
võimalik,,,töö,sg all
tema,,,sõna,pl ad
sõlmima,,,nõusolek,sg ad
sõlmima,,,neljapäev,sg ad
sõlmima,,,sündikaat,sg kom
sõlmima,,,vähempakkumiskonkurss,sg ad
igatsema,,,sündmus,sg el
igatsema,,,tema,pl all
leidnud,,,aasta,sg p
müüma,,,ümbrus,sg in
teadma,,,juuresolek,sg ad
teadma,,,paik,sg in
teadma,,,tee,sg n
teadma,,,seadus,pl g
saama,,,käsi,adt
saama,,,kroon,sg p
lõppema,,,Klubi,sg n
lõppema,,,katastroof,sg in
lõppema,,,memoriaal,sg kom
osalema,,,Vilnius,sg in
osalema,,,teade,sg ad
osalema,,,jaanuar,sg in
osalema,,,turniir,sg ad
kippuma,,,majandusharu,pl in
kippuma,,,konkurent,pl kom
kippuma,,,mis,sg g
kippuma,,,rakendus,sg ab
õppima,,,kihelkonnakool,sg in
õppima,,,mõisatisler,sg g
mõistma,,,Tiit,sg n
mõistma,,,põhjustamine,sg in
mõistma,,,BNS,sg all
asuma,,,kohtupidamine,sg g
asuma,,,vabadus,sg in
asuma,,,jõustumine,sg ad
asuma,,,rezhiim,sg ad
astuma,tagasi,,avarii,sg g
astuma,tagasi,,riigisekretär,sg g
kasvama,,,kord,sg p
tema,,,mängupõrgu,pl in
mõistma,,,aasta,sg ad
mõistma,,,aasta,sg tr
mõistma,,,vang,adt
mõistma,,,taksojuht,pl abl
mõistma,,,väljapressimine,sg g
ulatuma,,,joove,sg g
ulatuma,,,maksimumilähedane,sg g
kõnelema,,,olukord,sg el
kõnelema,,,haridus,sg kom
kõnelema,,,probleem,pl el
nõudma,,,eiramine,sg g
nõudma,,,kohus,sg g
nõudma,,,esmaspäev,sg ad
saama,läbi,,aprill,sg ad
varustama,,,prantslane,pl el
näitama,,,komme,sg ad
näitama,,,küllus,sg all
nõustuma,,,puiklemine,sg p
nõustuma,,,aasta,pl p
nõustuma,,,märts,sg in
nõustuma,,,peasekretär,sg g
nõustuma,,,kokkulepe,sg in
nõustuma,,,mis,sg g
nõustuma,,,mees,pl g
nõustuma,,,Holland,sg in
tulistama,,,rakett,pl kom
tulistama,,,jõgi,sg ad
häälestuma,,,NATO,?
hullem,,,Mostaris,sg n
hullem,,,tänav,pl ad
veetma,,,telefon,sg kom
olema,,,inimene,pl all
olema,,,summ,sg g
lendama,,,õhk,adt
rääkima,,,jutt,sg el
nimetama,,,ise,sg ad
nimetama,,,rind,sg abl
nimetama,,,võim,sg all
võimalus,,,võim,sg g
pöörduma,,,välismaa,sg ad
pöörduma,,,vastavus,sg in
pöörduma,,,ENIC,?
pöörduma,,,keskus,sg g
kandma,,,aasta,sg el
erinema,,,mootoritüüp,sg all
üllatus,,,tänav,pl ad
üllatus,,,A6,sg kom
kaduma,,,tagatiib,pl kom
kaduma,,,olematus,adt
kaduma,,,fort,sg all
ülikõva,,,valik,sg g
tunduma,,,kiirus,sg g
tunduma,,,kurv,sg in
tunduma,,,jõud,sg el
jääma,,,see,sg kom
jääma,,,koha,sg all
Hansabanka,,,lõpp,sg in
Hansabanka,,,maht,sg kom
Hansabanka,,,latt,sg p
rajama,,,hoone,sg ill
rajama,,,tänav,sg ad
rajama,,,aasta,sg ad
rajama,,,font,sg kom
pank,,,hinnang,sg ad
pank,,,piirkond,sg in
ütlema,,,BNS,sg all
ütlema,,,hetk,sg tr
õõnsakõlaline,,,mõis,sg in
ootamatu,,,mina,sg all
ootamatu,,,Tolli,sg n
ootamatu,,,sihik,sg all
ootamatu,,,aasta,sg in
ootamatu,,,vald,sg in
tegema,,,läbirääkimine,pl g
tegema,,,vajadus,sg el
suutma,,,nädal,sg ad
kulutanud,,,likvideerimine,sg all
kulutanud,,,neljapäev,sg ad
kulutanud,,,kell,sg g
kulutanud,,,mis,sg g
kulutanud,,,neljapäev,sg ad
kulutanud,,,BNS,sg all
hakkama,,,sooduspakkumine,pl kom
hakkama,,,kuu,pl ad
hakkama,,,Eesti,sg ill
hakkama,,,konkurent,pl el
lööma,,,Undva,sg el
lööma,,,laevavrakk,pl g
lööma,,,küla,sg in
kehvem,,,tema,sg g
kehvem,,,loodus,sg all
pakkuma,ringi,,kuupakett,sg g
pakkuma,ringi,,patsient,sg all
veeretama,,,küünilakk,adt
stseen,,,lavaauk,sg g
stseen,,,ilme,sg ad
stseen,,,isa,sg el
killustuma,,,ettekujutus,sg g
killustuma,,,diskursus,pl ill
kavatsema,,,aasta,sg g
kavatsema,,,meeter,sg all
eesmärk,,,üks,pl ad
jõudma,,,istumine,sg p
asuma,,,Morten,sg n
asuma,,,treeneripost,sg all
asuma,,,Kinkladze,sg el
pettunud,,,Amsterdam,sg in
pettunud,,,tõsiasi,sg kom
pettunud,,,mina,sg all
veenduma,,,kuu-kaks,sg g
veenduma,,,ülekaal,sg in
julgema,,,koht,sg g
üle,,,oma,sg el
üle,,,lõpp,sg in
maksma,,,andmed,pl ad
maksma,,,linn,pl in
võimalik,,,koostööprojekt,sg g
võimalik,,,kohtuspetsialist,pl ad
võimalik,,,õigusakt,pl kom
olema,rahul,,kommunist,pl kom
olema,rahul,,korraldus,sg kom
osalema,,,ministriaasta,sg g
osalema,,,konverents,sg ad
osalema,,,mina,pl all
alustama,,,Eesti,sg in
alustama,,,raha,sg g
alustama,,,sõjategevus,sg g
alustama,,,peavari,sg ab
alustama,,,riie,pl g
paigutanud,,,kartser,sg ill
paigutanud,,,reede,sg tr
keelama,,,toit,sg el
keelama,,,keelduja,pl all
soovima,,,tema,pl ad
soovima,,,kong,adt
olema,nõus,,üks,sg n
üks,,,andmed,pl ad
üks,,,toomingas,sg in
üks,,,pettus,pl kom
üks,,,seotus,sg in
võtma,ära,,rool,sg el
määrama,,,hommik,sg ad
määrama,,,tema,sg all
määrama,,,sõitmine,sg g
selgitama,,,juht,sg all
selgitama,,,see,sg g
selgitama,,,lähitänav,pl all
arvutanud,,,õhtu,sg tr
arvutanud,,,firma,sg all
kohtuma,,,üritus,pl ad
kahtlema,,,kasulikkus,sg in
suhtuma,,,laienemine,adt
suhtuma,,,uuring,sg el
tahtma,,,miski,sg in
tuvastama,,,kaasamine,sg kom
tuvastama,,,erafirma,sg g
kinnitama,,,protest,pl el
kinnitama,,,viivitus,sg el
kinnitama,,,reede,sg ad
kinnitama,,,kell,sg n
kinnitama,,,kell,sg n
kinnitama,,,tähtaeg,sg el
kinnitama,,,laupäev,sg p
leidma,,,teade,sg ad
leidma,,,lisa,sg tr
leidma,,,kiri,sg all
öelnud,välja,,põhjaosa,sg in
võimalik,,,reis,pl g
võimalik,,,mood,sg ad
see,,,päev,sg n
see,,,soolo,sg p
see,,,Washington,sg in
see,,,sopp,sg kom
eksima,,,reegel,pl g
võtma,,,vastutus,sg kom
võtma,,,ametikoht,sg all
võtma,,,koha,sg ad
tegevus,,,äpardumine,sg in
lihtsam,,,esmapilk,sg ad
lihtsam,,,null,sg el
lihtsam,,,le,?
paistma,,,arbitraazhivaidlus,pl ad
paistma,,,lõpp,sg p
paistma,,,teadma,b
olema,,,Undva,sg ill
kuluma,,,jõudmine,sg tr
kuluma,,,aasta,sg g
taastama,,,töö,sg kom
liituma,,,list,sg kom
liituma,,,katsetamine,sg ad
liituma,,,koostamine,sg ad
kasutama,,,list,sg in
seltsiliikuja-liigutaja,,,elu,sg in
see,,,suu,sg kom
see,,,integratsioon,sg el
suunama,,,valdkond,sg g
määratlema,,,see,sg tr
sõltuma,,,Euroopa,sg el
avalduma,,,Eesti,sg in
avalduma,,,mittetulundus-organisatsioon,pl all
avalduma,,,üksik-aktsioon,pl es
avalduma,,,elluviimine,sg tr
seostuma,,,mälestus,sg kom
seostuma,,,pilet,sg el
seostuma,,,ähvardus,pl kom
sattuma,,,huviorbiit,sg p
sattuma,,,Narva,sg in
sattuma,,,näljastreik,sg g
sattuma,,,tellimus,sg el
hoidma,,,ametiühing,pl el
mess,,,lisa,sg tr
aitama,,,inimene,sg ad
raske,,,rahvas,sg ad
täis,,,lõpp,sg ter
võtma,kinni,,mina,sg ad
võtma,kinni,,aasta,sg ad
võtma,kinni,,kõri,sg el
kasutama,,,heroiinisüstija,pl g
teadma,,,tema,pl all
mõistma,,,mina,pl ad
mõistma,,,narkomaan,sg all
mõistma,,,raha,sg g
mõistma,,,käsi,adt
töö,,,peit,adt
küsima,,,ise,sg n
müüma,maha,,see,sg p
müüma,maha,,firma,sg el
nägema,,,protsent,sg g
nägema,,,ostja,pl es
müüma,,,see,sg g
sööma,,,kord,
viieliikmeline,,,koosseis,adt
eelnema,,,see,sg all
siduma,,,SurfWatchi,sg g
siduma,,,andmed,pl ad
siduma,,,töötaja,pl g
siduma,,,ineternetiaja,sg el
siduma,,,rahuldamine,sg kom
hea,,,sõna,sg in
tahtma,,,külastamine,sg p
ainus,,,kokkuvõte,sg in
ainus,,,kandidaat,sg el
ainus,,,paber,sg all
vormistamata,,,üllatus,sg tr
vormistamata,,,eelõhtu,sg ad
lõbutüdruk,,,töö,sg all
lõbutüdruk,,,klient,pl all
lõbutüdruk,,,palk,sg all
sattuma,,,hinnang,sg ad
sattuma,,,maailm,sg in
tühistama,,,juhtum,sg g
tühistama,,,ise,sg g
tühistama,,,aasta,sg p
keelduma,,,kommentaar,pl el
keelduma,,,kord,sg p
keelduma,,,saavutamine,sg tr
tuhat,,,osavõtja,pl g
kasutama,,,lihavõttepüha,pl g
kasutama,,,Ida-Berliin,sg in
kiirustama,,,suund,sg in
kiirustama,,,mis,sg all
kiirustama,,,vastuvõtja,sg g
üllatus,,,kergejõustik,sg in
teerajaja,,,osa,sg in
teerajaja,,,ulatus,sg in
kasvama,,,kuu,sg kom
kasvama,,,protsent,sg p
kasvama,,,kroon,sg ter
suurenema,,,pank,pl abl
suurenema,,,periood,sg g
suurenema,,,protsent,sg p
suurenema,,,kroon,sg ter
moodustama,,,lõpp,sg ad
moodustama,,,laenuportfell,sg el
kulg,,,lõpp,sg in
märkima,,,hommik,sg ad
märkima,,,pärastlõuna,sg ad
andma,,,sõna,pl ad
andma,,,mõju,sg g
andma,,,Pakterminal,sg all
andma,,,see,sg ad
kaotaja,,,seis,sg in
tegevusaasta,,,pank,sg ad
kestma,,,tund,sg p
võtma,,,olmeprügi,sg p
käima,,,õlleboks,pl g
meeldima,,,Toodetest,sg n
meeldima,,,tema,pl all
meeldima,,,Eesti,sg in
jääma,,,oktoober,sg in
jääma,,,elekter,sg ab
pöörduma,,,elekter,sg ab
pöörduma,,,mina,pl g
ulatuma,,,viivis,pl kom
ulatuma,,,kroon,sg ter
nimetama,,,väide,sg all
nimetama,,,taust,sg ad
direktor,,,raamatukogupäev,pl ad
väärt,,,lutsu-lavastus,sg in
väärt,,,teatrikülastaja,sg all
väärt,,,teos,sg el
väärt,,,istumine,sg el
meeldima,,,Kevin,sg n
meeldima,,,avaldus,sg kom
meeldima,,,pikkus,sg el
alustama,ringi,,karikas,sg ad
võimalik,,,koolitaja,sg ad
võimalik,,,arengukava,pl all
täiendama,,,jalgpall,sg in
täiendama,,,aasta,sg g
täiendama,,,ise,sg el
pidama,,,hiigelsamm,pl kom
teatama,,,kolmapäev,sg ad
teatama,,,üldkoosolek,sg ad
teatama,,,politseinik,pl g
teatama,,,korrakaitse,sg kom
leiduma,,,seaduseparandus,sg g
leiduma,,,pilapood,pl in
võimalik,,,sõna,pl ad
võimalik,,,vahetus,adt
võimalik,,,haigla,sg in
võimalik,,,juuli,sg in
võimalik,,,liiklusõnnetus,sg p
võimalik,,,vigastus,sg el
kinnitus,,,tema,sg g
kinnitus,,,siidpaber,sg ill
kinnitus,,,pealkiri,sg kom
vastama,,,see,sg all
keelatud,,,aasta,sg el
keelatud,,,turvateenus,sg kom
keelatud,,,kaitseliitlane,sg ad
ründama,,,kiirabiauto,sg in
ründama,,,mis,sg kom
ründama,,,voodi,sg g
ründama,,,auto,sg el
kurtma,,,maalikunst,sg el
kurtma,,,kunst,sg el
kurtma,,,kunstnik,pl g
kurtma,,,mis,sg all
absurdne,,,aasta,sg all
viitama,,,kujundus,sg g
viitama,,,mis,sg g
võistlema,,,kodu,sg in
võistlema,,,rivistus,sg in
võistlema,,,rivaal,pl ad
võistlema,,,Tartu,sg ill
hakkama,,,küngas,pl p
hakkama,,,tema,sg el
tulema,,,kaksiktorn,sg all
tulema,,,öö,sg ad
tulema,,,laupäev,sg p
tulema,,,finaalmäng,sg in
tulema,,,mäng,pl kom
tulema,,,4,?
tegema,,,stardikoht,sg abl
kord,,,sõit,sg g
võimutsema,,,rada,sg ad
läbima,,,meistrivõistlus,pl ad
läbima,,,m,?
läbima,,,tuul,sg g
läbima,,,sekund,sg in
läbima,,,"9,88",sg kom
läbima,,,kaugus,sg p
sõlmima,,,Real,sg n
sõlmima,,,Fiorentina,sg kom
seisma,kinni,,rahapuudus,sg g
lõpetama,,,Leningrad,sg in
ründama,,,kang,sg kom
jääma,ette,,Harjumaa,sg ad
jääma,ette,,jalgratas,sg kom
jääma,ette,,pärastlõuna,sg ad
jääma,ette,,sõiduauto,sg all
viima,,,jalgratas,sg kom
viima,,,tee,sg g
viima,,,luumurd,pl kom
viima,,,haigla,sg ill
teatama,,,tulekahju,sg el
teatama,,,elumaja,sg in
teatama,,,Lääne-Virumaa,sg ad
teatama,,,Kunda,sg in
teatama,,,Koit,sg g
teatama,,,päästeamet,sg all
teatama,,,kell,sg n
saama,tagasi,,mõisahoone,sg in
saama,tagasi,,võsa,adt
saama,tagasi,,jõud,sg ad
saama,tagasi,,aasta,pl kom
Kiiev,,,päev,sg ad
Kiiev,,,laupäev,sg ad
Kiiev,,,silm,pl g
õppima,,,vanem,pl g
tekitama,,,nädalavahetus,sg ad
tekitama,,,Eesti,sg g
tekitama,,,laupäev,sg ad
tekitama,,,Harju,sg g
alune,,,vajadus,sg ad
võtma,vastu,,neljapäev,sg ad
tähendama,,,sõna,pl ad
tähendama,,,eluaasta,sg ter
muutuma,,,pensioniseadustik,sg g
muutuma,,,arvestus,pl g
muutuma,,,pensionikonto,sg all
lahkuma,,,lõpp,sg tr
lahkuma,,,Bonn,sg el
järgnev,,,juuli,sg in
järgnev,,,Müntefering,sg all
avama,,,miilits,pl g
avama,,,pealinn,adt
õnnestuma,,,tagaajamine,sg ad
õnnestuma,,,miilits,pl ad
õnnestuma,,,käsi,adt
jääma,,,Põhja-Osseetias,sg n
läbi,,,kord,sg n
kahekordne,,,suur,sg all
kahekordne,,,sissetulek,pl in
jääma,,,tavateadvus,sg in
kinnitama,,,serblane,pl all
kaebama,,,tund,sg in
kaebama,,,jalg,sg kom
ükskõikne,,,tulevik,sg g
mõtlema,välja,,tulevik,sg in
mõtlema,välja,,kool,sg g
mõtlema,välja,,pakkumine,sg el
mõtlema,välja,,haljastus,sg ad
mõtlema,välja,,abi,adt
algatama,,,mittetäitmine,sg g
sulistama,,,päev,pl ad
sulistama,,,järvevesi,sg in
sulistama,,,supleja,pl el
sulistama,,,pärastlõuna,sg ad
sulistama,,,kes,sg all
sulistama,,,vetelpäästetorn,sg in
saama,,,mis,sg el
tulema,,,juuli,sg ad
tulema,,,Eesti,sg el
tegema,kaasa,,lennujaam,sg in
tegema,kaasa,,klassika,sg ill
viima,,,estraad,sg ad
viima,,,sina,pl all
nutma,,,surmapäev,sg ad
nutma,,,mina,sg g
lööma,,,trupp,sg g
võitlema,,,kes,sg kom
võitlema,,,teater,sg in
edukas,,,estraadi-kunst,sg in
lööma,läbi,,konferansjee,pl es
võtma,,,Baskin,sg all
võtma,,,filharmoonia,sg ill
tooma,,,Tshehhimaa,sg abl
tooma,,,Eesti,sg all
tooma,,,edetabel,sg kom
tooma,,,pingerida,sg in
esitama,,,säästueelarve,sg ill
esitama,,,läbihääletamine,sg ad
meenuma,,,tema,sg kom
meenuma,,,restauraator,pl all
meenuma,,,taassünd,sg g
meenuma,,,viiekümnes,pl ad
meenuma,,,80s,pl kom
üks,,,mõte,sg in
üks,,,kes,sg all
230000,,,andmed,pl ad
kehtima,,,valimine,pl ad
kehtima,,,välismaalane,pl g
kehtima,,,valimiskast,pl g
kehtima,,,aasta,sg p
kehtima,,,territoorium,sg ad
müüma,maha,,kaup,sg el
müüma,maha,,summ,sg g
müüma,maha,,hommik,sg ad
ootama,,,sõna,pl ad
ETV,,,kommentaar,sg g
ETV,,,periood,pl g
ETV,,,kroon,sg p
pöörduma,,,november,sg in
pöörduma,,,taotlus,sg kom
pöörduma,,,mina,pl g
arvestatu,,,kontorihoone,sg in
avastama,,,Kosovo,sg el
avastama,,,sõdur,pl g
avastama,,,provints,sg g
kustutama,,,päev,sg n
veetma,,,linn,sg in
veetma,,,tund,sg p
veetma,,,korsten,sg in
keelama,,,plekkpurk,pl in
keelama,,,pood,pl el
keelama,,,Belgia,sg el
toomine,,,aasta,sg ter
välislätlane,,,isamaa,sg all
ründama,,,skandaal,sg g
lohistama,,,riik,sg el
lohistama,,,teine,adt
suutma,,,põhjus,pl kom
hukkuma,,,päev,sg ad
hukkuma,,,Aegna,sg ad
hukkuma,,,lõke,sg ill
hukkuma,,,mürsk,sg g
võtma,ette,,mürsk,pl el
võtma,ette,,demineerija,pl all
ütlema,,,sina,pl ad
ühinema,,,kogukond,sg kom
keeld,,,nunnaklooster,pl in
olema,,,juht,sg ad
olema,,,iha,pl ad
olema,,,ise,sg el
ühendama,,,liides,sg g
ühendama,,,mõõtja,sg kom
ühendama,,,mood,sg ad
ühendama,,,ise,sg all
kaotama,,,majandusembargo,sg kom
kasutama,,,muutmine,sg tr
esitama,,,raamat,sg all
andma,,,see,sg el
langema,,,kuu,sg p
teadvus,,,sõda,sg in
teadvus,,,Jugoslaavia,sg g
õpetanud,,,aabits,sg kom
tegema,,,näitlejatee,sg ad
oskama,,,päev,sg in
oskama,,,esitus,sg in
oskama,,,vaataja,sg all
tulema,,,vältimine,sg tr
mood,,,see,sg g
mood,,,aeg,sg n
kommentaar,,,mõte,sg in
tundma,,,palju,pl all
proovima,,,söögikoht,pl in
proovima,,,saavutamine,sg tr
proovima,,,pipar,sg g
seletama,lahti,,maakeel,sg in
mahutama,,,ainus,sg es
mahutama,,,katamaraan,pl el
istuma,,,N. Liit,sg in
istuma,,,aeg,sg ad
istuma,,,tribüün,sg ad
istuma,,,pealtvaataja,sg es
toimuma,,,koosseis,pl in
toimuma,,,klubi,sg in
viljakas,,,andmed,pl ad
viljakas,,,aeg,sg ad
