verb,compound1,compound2,obl,obl_form
viima,,,sõna,pl ad
viima,,,aeg,sg kom
andma,,,hoid,sg all
väljamõeldis,,,linnavalitsus,sg in
väljamõeldis,,,piletimüük,sg kom
oskama,,,pea,sg el
otsustama,,,reede,sg ad
otsustama,,,volikogu,sg all
otsustama,,,mis,sg g
otsustama,,,valitsus,sg all
otsustama,,,Naissaar,sg n
jagama,,,linn,sg all
pidama,,,maksmine,sg ad
hea,,,võitmine,sg tr
soovitav,,,erakond,sg p
tooma,,,saal,adt
tulema,,,esitus,sg all
asuma,,,Tallinn,sg in
asuma,,,tee,sg n
kõlbama,,,koht,adt
jääma,ilma,,sissetulek,sg el
valmima,,,ise,sg all
lisama,,,võistlus,pl ad
lisama,,,mina,sg all
kindel,,,aasta,sg ad
kindel,,,karikavõistlus,pl ad
olema,,,naissaar,sg ad
olema,,,lähikuu,pl ad
näima,,,raudteetamm,sg all
nägema,,,välisministeerium,sg kom
esitama,,,märts,sg ter
saama,,,märtsikuu,sg el
otsustama,,,teade,sg ad
otsustama,,,päev,sg p
otsustama,,,mis,sg g
kõikvõimas,,,ruum,sg in
kõikvõimas,,,pressikonverents,sg ad
kõikvõimas,,,Baltimaa,pl in
tabama,,,Soome,sg in
tabama,,,linn,sg in
tabama,,,autorool,sg el
tabama,,,veri,sg in
kippuma,,,komme,sg ad
kippuma,,,nõu,pl g
kippuma,,,kes,sg g
hakkama,,,kaotamine,sg kom
jääma,,,rüüstaja,pl all
piirduma,,,ravi,sg kom
piirduma,,,aasta,sg g
paigaldama,,,lipulaev,sg all
töötama,,,salong,sg g
ümmargune,,,eeskuju,sg ad
ümmargune,,,nüüdne,sg el
parandama,,,väide,sg ad
parandama,,,uuendus,sg g
ilmnema,,,otsimine,sg ad
olema,,,Matiz,sg n
lühem,,,sedaan,sg el
lühem,,,jagu,sg n
kuuluma,,,standardvarustus,adt
jääma,,,lisandus,sg in
jääma,,,joon,sg g
jääma,puudu,,õnn,sg el
tegema,,,iroonia,sg es
tegema,,,Horvaatia,sg all
esitama,,,aasta,sg ad
esitama,,,kirikuvalitsus,sg all
mängima,,,naine,sg g
mängima,,,film,sg in
aitama,,,pedagoog,sg es
väitma,,,arve,sg ill
väitma,,,kohtuistung,sg g
väitma,,,õnnetus,sg kom
asuma,,,ruum,pl in
otsus,,,Toompea,sg all
otsus,,,telekaamera,pl g
otsus,,,hang,pl g
nõudma,,,august,sg ad
nõudma,,,Riigikogu,sg in
tema,,,töö,sg es
tingimus,,,mis,sg el
tingimus,,,pakkumine,sg ad
voolanud,,,aeg,sg el
voolanud,,,Gustav,sg n
voolanud,,,saar,sg all
voolanud,,,meri,adt
hävima,,,kultuur,sg el
tugev,,,see,sg ad
võimalus,,,sõna,pl ad
pistma,,,uudishimu,sg el
tegema,,,sõna,pl ad
tegema,,,käivitamine,sg tr
tegema,,,rakendamine,sg tr
lisama,,,lähiaeg,sg ad
tabama,,,juuli,sg in
tabama,,,kord,sg p
tabama,,,surnuaed,pl ad
tabama,,,kes,pl el
tabama,,,vandaalitsemine,sg kom
pidama,kinni,,peksmine,sg in
pidama,kinni,,kahtlustatav,sg es
vigastama,,,peatee,sg all
vigastama,,,kolmapäev,sg ad
vigastama,,,Ida-Virumaa,sg ad
vigastama,,,kokkupõrge,sg in
otsustama,,,kes,sg all
kahanema,,,aasta,sg g
kahanema,,,protsent,sg g
parem,,,omavalitsus,pl all
tooma,kaasa,,ettevõte,pl all
tooma,kaasa,,pank,pl g
korraldama,,,Puhkuseretki,sg n
korraldama,,,lõpetama,sid
korraldama,,,kuurort,sg g
korraldama,,,teisipäev,sg ad
korraldama,,,mägi,pl in
korraldama,,,ronimine,sg in
kriitik,,,korraldus,sg kom
kriitik,,,kuu,sg p
kriitik,,,tähtaeg,sg p
kriitik,,,amet,sg el
pidama,,,seisukoht,sg el
pidama,,,algus,sg el
kulmineeruma,,,nõudmine,pl all
kulmineeruma,,,Albaania,sg ill
julgema,,,palavus,sg el
julgema,,,aeg,sg n
julgema,,,tänav,sg all
julgema,,,tema,pl all
julgema,,,pea,adt
julgema,,,keha,sg g
mõistma,,,puudumine,sg ad
mõistma,,,koondis,sg kom
andma,,,jõud,adt
andma,,,koondis,sg g
andma,,,Euroopa,sg ill
probleem,,,Läti,sg g
eksport,,,Läti,sg ill
kehtestama,,,neljapäev,sg ad
kehtestama,,,riik,pl g
kehtestama,,,sealiha,sg all
mõistetav,,,energia,sg abl
saama,,,konservatoorium,sg in
tähtis,,,mõte,sg in
plaan,,,sina,sg ad
plaan,,,Evelin,sg n
plaan,,,eurovisioon,sg g
sina,,,kodu,sg in
tahtma,,,klass,sg in
tahtma,,,mina,sg ad
tahtma,,,muusikaarmastus,sg el
unustama,,,peomelu,sg in
soovitama,,,liha,sg g
soovitama,,,külaline,sg ad
määrima,,,mürr,sg kom
määrima,,,palmioks,pl kom
avatud,,,meri,sg all
mäletama,,,vesi,sg g
jääma,,,mina,pl all
jääma,,,linnavalitsus,sg ad
jääma,,,silm,sg g
astuma,maha,,kontinent,sg g
astuma,maha,,tshempion,sg es
astuma,maha,,jaam,sg in
astuma,maha,,rong,sg abl
Määrasi,,,kes,sg kom
ostetud,ära,,allilm,sg g
nägema,välja,,kunst,sg el
nägema,välja,,poliitika,sg el
mõistma,,,aasta,sg tr
mõistma,,,vang,adt
ütlema,,,sõnum,pl kom
saama,,,tugevus,sg el
nõretama,,,higi,sg el
nõretama,,,Eesti,sg el
laulma,,,mina,pl all
rõhuma,,,pilt,sg all
pääsema,,,põhjus,sg ad
selguma,,,õhtu,sg ad
selguma,,,aasta,sg p
selguma,,,Oslo,sg in
selguma,,,hääl,sg kom
selguma,,,sajand,sg ad
selguma,,,lauluvõistlus,sg ad
selguma,,,helilooja,pl all
selguma,,,laul,sg g
tähtis,,,medalikoht,sg all
tähtis,,,laul,sg g
tähtis,,,Eesti,sg el
võtma,,,see,sg el
võtma,,,õhtu,sg ad
tooma,võidu,,lisa,sg tr
tooma,võidu,,aasta,sg ad
tooma,võidu,,Iirimaa,sg all
tooma,võidu,,tema,sg g
kasvama,,,protsent,sg p
seisma,,,küsimus,sg g
seisma,,,vähendamine,sg kom
seisma,,,tase,sg all
saavutama,,,aasta,sg g
suutma,,,piir,sg ad
hoidma,,,tingimus,pl in
selguma,,,kes,sg ad
tõmbama,ära,,külalisesineja,sg es
raskus,,,kang,sg p
laskma,tagasi,,rind,sg all
laskma,tagasi,,juhendaja,sg abl
püsima,,,kokkuvõte,sg in
püsima,,,esimene,sg g
püsima,,,15,?
leidma,,,lõpp,sg in
hukkuma,,,veok,sg g
hukkuma,,,ratas,pl g
positiivne,,,sõna,pl ad
võtma,,,soodustus,pl p
tegema,,,Lennart,sg n
koos,,,jalg,pl el
koos,,,mitmesajameeter,sg el
koos,,,minut,pl n
koos,,,kukkumine,sg p
andma,,,NATO,sg all
andma,,,viimine,sg ad
juhtima,,,aasta,sg ad
juhtima,,,iseseisvumine,sg ter
olema,,,mis,sg el
olema,,,esmaspäev,sg ad
olema,,,suitsunurk,sg in
suurendama,,,miljard,sg p
lööma,,,volga,pl kom
hämmastama,,,maa,sg ad
hämmastama,,,tingimus,sg es
mõeldud,,,soojustussüsteem,pl all
alistama,,,4,?
hakkama,,,kool,adt
hakkama,,,Saaremaa,sg ad
hakkama,,,järv,sg g
kinnitama,,,kaitseminister,pl all
projekt,,,vahendus,sg ad
projekt,,,lehekülg,sg ad
projekt,,,teade,sg in
pääsema,,,jää,sg g
pääsema,,,piirisaar,sg all
pääsema,,,elu,sg kom
pääsema,,,vettekukkumine,sg p
tulema,,,kell,sg n
tulema,,,10,?
tulema,,,kauplus,sg ill
tulema,,,müüja,sg abl
tulema,,,nuga,sg kom
tekitama,,,teade,sg kom
tulema,,,see,sg p
tulema,,,kodu,sg n
tulema,,,ema,sg g
tulema,,,piir,sg all
tulema,,,mina,pl ad
tulema,,,pool,sg ad
tulema,,,vihm,sg g
tulema,,,asfalt,sg ad
surema,,,öö,sg ad
surema,,,haigla,sg in
surema,,,maovähk,sg p
kulutama,,,inimelu,sg kom
nõudma,,,ametiühing,sg el
mõistetav,,,turg,pl ad
mõistetav,,,Soome,sg in
tagunud,vastu,,leheveerg,sg ad
tagunud,vastu,,ise,sg all
tagunud,vastu,,rusikas,sg kom
tagunud,vastu,,müümine,sg all
magama,,,see,sg g
tahtma,,,null,sg kom
nõustuma,,,see,sg kom
nõustuma,,,mees,sg n
tekkima,,,uudistesaade,pl el
tekkima,,,saatkond,sg g
kasulikum,,,maja,pl in
elama,,,Mähel,sg n
elama,,,tema,pl all
näitama,,,see,sg kom
näitama,,,tema,sg el
näitama,,,ise,sg all
näitama,,,klient,sg all
näitama,,,sina,sg all
võimalik,,,lisa,sg tr
võimalik,,,kiri,adt
hakkama,,,firma,sg es
hakkama,,,august,sg el
tulema,,,tervisehäire,sg kom
tulema,,,haigla,sg ill
hoidma,kokku,,lust,sg kom
mõjustama,,,sõna,pl ad
mõjustama,,,arv,pl in
hobi,,,tema,sg all
hobi,,,nukuvanker,sg in
hobi,,,tuba,sg p
võimalik,,,tabletivorm,sg in
taluma,,,tuba,adt
taluma,,,laps,sg g
taluma,,,see,sg g
laenutama,,,telekas,sg el
laenutama,,,niuke,sg n
tekitama,,,sõna,pl ad
tekitama,,,noorsooamet,sg g
jaotama,laiali,,uuselurajoon,sg g
jaotama,laiali,,kompenseerimine,sg tr
sõltuma,,,kaupleja,sg el
kasutama,,,omandamine,sg ad
kaebama,,,kohus,sg ill
tutvustama,,,kell,sg n
tutvustama,,,finaal,sg g
kooskõlastama,,,valitsusjuht,sg g
teadnud,,,september,sg in
teadnud,,,kauplus,sg g
teadnud,,,Viimsi,sg in
teadnud,,,kott,pl in
hakkama,,,rööv,sg g
ainus,,,röövel,pl g
ainus,,,sularahakeskus,sg g
ainus,,,kauplus,sg el
ainus,,,kaubalaadimine,sg tr
ainus,,,kõrvaluks,sg g
sõdima,,,vägi,pl kom
sõdima,,,Sierra,?
tooma,,,kroon,sg ter
kahjustama,,,riik,pl g
jääma,,,labor,sg ill
jääma,,,mõte,sg ill
jääma,,,Kunda,sg el
jääma,,,kilomeeter,sg g
jääma,,,saar,sg all
kuulma,,,Klaassepp,sg el
kuulma,,,kohus,sg in
püüdma,,,Iraak,sg g
kommenteerima,,,Päevalehe,sg all
kommenteerima,,,Iraak,sg g
tooma,esile,,põhjus,sg es
kinnitama,,,hammustamine,sg tr
võimalik,,,eesmärk,pl el
võimalik,,,osalus,sg ab
sobima,,,aeg,sg ad
sobima,,,minek,sg p
sobima,,,pank,sg el
tulema,,,omafinantseerimine,sg kom
kinnitama,,,erastmine,sg el
kinnitama,,,ETA,sg all
ulatuma,,,nael,sg ter
põhjendama,,,positsioon,sg kom
tõusnud,,,kvartal,sg kom
tõusnud,,,finantsvahendus,sg in
tõusnud,,,protsent,sg p
tõusma,,,tegevusala,sg ad
tõusma,,,protsent,sg p
tõusma,,,periood,sg kom
tegema,,,hetk,sg ad
tegema,,,ostmine,sg tr
erastama,,,luba,sg ad
käima,,,proovisaal,sg in
käima,,,detsember,sg ad
leppima,kokku,,amet,sg g
leppima,kokku,,töö,sg all
mõtlema,,,sõna,pl ad
mõtlema,,,võimalus,pl all
üksmeelne,,,väide,sg ad
jätma,,,võistlus,sg ad
jätma,,,üheksas,sg es
tekitama,,,salumägi,sg in
hakkama,,,silm,pl g
porine,,,varasem,sg el
algama,,,Hannover,sg in
mina,,,kes,sg kom
mina,,,kes,sg g
koos,,,meisterlikkus,sg all
võitma,,,aeg,sg kom
hindama,,,aasta,sg g
hindama,,,jaanuar,sg el
hindama,,,kroon,sg p
hindama,,,pealkiri,sg kom
vastuoluline,,,töötamine,sg g
saama,,,senine,sg el
saama,,,õhutõrje,sg all
põrkama,kokku,,Harjumaa,sg ad
põrkama,kokku,,vald,sg in
põrkama,kokku,,laupäev,sg ad
põrkama,kokku,,vigastus,pl kom
põrkama,kokku,,haigla,sg ill
suutma,,,maja,sg kom
maskeeruma,,,tüssamine,sg tr
läbi,,,sekund,sg kom
avaldama,,,maja,sg el
kasvama,,,foon,sg ad
kasvama,,,aasta,pl ad
kasvama,,,dollar,sg ter
pommitama,,,pealetung,sg g
pommitama,,,põhjaosa,sg in
pommitama,,,pühapäev,sg ad
kuulutama,välja,,pühapäev,sg ad
kuulutama,välja,,kirik,sg in
kuulutama,välja,,see,pl g
lubama,,,Venemaa,sg ill
lubama,,,Tshetsheenia,sg in
lubama,,,Hiina,sg ill
asuma,,,teade,sg ad
asuma,,,Groznõi,sg n
asuma,,,linn,sg in
suunduma,,,Kreeka,sg el
suunduma,,,ringreis,sg ad
suunduma,,,Clinton,sg n
lootma,,,eraldamine,sg el
tekkima,,,otsustaja,pl in
mõistma,,,kohus,sg g
mõistma,,,kavandamine,sg in
mõistma,,,karistus,sg el
vastama,,,mina,sg all
viima,läbi,,sõna,pl ad
viima,läbi,,partnerkõrgkool,pl in
toimuma,,,projekt,sg g
tingima,,,võimalus,pl el
tingima,,,majandusvõimalus,pl g
võimalus,,,õppimisvõimalus,pl el
tooma,välja,,sõna,pl ad
tooma,välja,,Eesti,sg in
see,,,ise,sg all
see,,,tippjuhtimine,sg kom
valmistama,ette,,tema,sg all
valmistama,ette,,südalinn,sg in
teenima,,,näitleja,pl el
teenima,,,dollar,sg p
laulma,,,ise,sg n
laulma,,,esitus,sg in
mina,,,võimalus,sg g
moodustama,,,tema,pl g
moodustama,,,protsent,sg p
soovima,,,kohtusaal,sg in
soovima,,,tema,pl all
minema,vaja,,isik,sg all
vahistama,,,väljakutse,sg g
vahistama,,,koha,sg all
vahistama,,,kiosk,sg g
tingima,,,kohus,sg g
üritama,,,mood,sg ad
üritama,,,võitlus,sg in
üritama,,,Jeltsin,sg kom
kuulma,,,keskpäev,sg p
kuulma,,,küla,sg g
kuulma,,,reede,sg ad
murdma,läbi,,Edela-Rumeenia,sg el
murdma,läbi,,pealinn,adt
murdma,läbi,,Bukarest,sg g
murdma,läbi,,tee,sg all
murdma,läbi,,tõkes,pl el
murdma,läbi,,kokkupõrge,pl in
murdma,läbi,,politsei,sg kom
jääma,ära,,lõpp,sg in
möödas,,,hinnang,sg ad
möödas,,,Brasiilia,sg in
möödas,,,õhk,adt
möödas,,,Lõuna-Ameerika,sg ill
möödas,,,finantsinstitutsioon,pl all
möödas,,,dollar,pl p
tekkima,,,müük,sg el
tekkima,,,lappimine,sg tr
rääkima,,,turuväärtus,pl all
tooma,,,mõlema,sg all
kasvama,välja,,grupp,sg el
kasvama,välja,,maa,sg ad
rippuma,,,tsirkus,sg in
rippuma,,,number,sg el
rippuma,,,suu,adt
Smilers,,,kava,sg kom
tegema,,,iseenese,sg es
kandma,,,mõte,sg in
püstitama,,,vabaujumine,sg in
jääma,,,etapp,sg ad
jääma,,,meeskond,sg in
tooma,,,GP,sg ad
tooma,,,BAR,sg all
alistunud,,,eestlane,sg all
piisavalt,,,ületamine,sg tr
piisavalt,,,kord,sg p
tulema,,,aasta,sg p
tulema,,,popmuusik,sg es
tulema,,,Eesti,sg in
tulema,,,Tallinn,sg in
haaranud,,,karjäär,sg g
haaranud,,,nädalavahetus,sg ad
haaranud,,,õhtu,sg tr
haaranud,,,ise,sg g
juhtunud,,,elu,sg in
jõudma,kohale,,Õhtuks,sg n
kandma,,,sõna,pl ad
kutsuma,,,riik,pl ill
kutsuma,,,ATL,sg g
kutsuma,,,visiit,sg all
garanteerima,,,sõna,pl ad
garanteerima,,,ilm,pl el
garanteerima,,,Eesti,sg in
garanteerima,,,aeg,sg tr
algama,,,sõna,pl ad
algama,,,kroon,sg el
politsei,,,juhtunu,sg g
politsei,,,keegi,sg kom
politsei,,,kõrkjas,pl ill
kasutama,,,konflikt,sg g
kasutama,,,Kosovo,sg el
kasutama,,,paik,pl ill
torkama,,,aasta,sg g
torkama,,,aeg,sg el
torkama,,,silm,adt
piisama,,,päev,sg el
piisama,,,BMF,?
seotud,,,aasta,pl ad
seotud,,,kultuurkapital,sg kom
piisama,,,veendumine,sg tr
piisama,,,kultuurkapital,sg all
miljon,pool,,koondtulemus,sg es
palju,,,börsikrahh,sg el
palju,,,raskus,pl in
käivituma,,,Leemets,sg g
nägema,,,Tallinn,sg in
nägema,,,mägi,sg ad
nägema,,,park,sg in
nägema,,,jalutaja,pl g
nägema,,,müür,pl g
osutuma,,,kontekst,adt
osutuma,,,see,sg el
osutuma,,,keegi,sg g
osutuma,,,euroametnik,pl el
osutuma,,,olukord,sg el
tõstma,välja,,nädal,sg g
tõstma,välja,,puur,sg el
sõlmima,,,horvaat,sg el
sõlmima,,,tsenter,sg g
loobuma,,,korvpall,sg el
vaevama,,,aasta,sg p
kujunema,,,mis,sg in
kujunema,,,olümpiamängud,pl all
tekitama,,,ametiasutus,pl in
minema,,,värav,sg ter
ulatama,,,kolleeg,pl kom
ulatama,,,teineteise,sg all
ulatama,,,nali,sg kom
ulatama,,,õlg,sg ad
nägema,,,tema,sg all
nägema,,,meel,adt
õppima,,,see,sg tr
teadma,ette,,Suvi,sg g
leidma,eest,,ehitis,pl ill
leidma,eest,,tempel,sg in
leidma,eest,,toimuv,sg g
tooma,välja,,kord,
tooma,välja,,linnatänav,pl p
tooma,välja,,soovija,pl ad
korraldama,,,mägi,sg g
jätma,,,tund,pl tr
alustama,,,Rootsi,sg in
nõudma,,,ruutmeeter,sg el
nõudma,,,mina,pl ad
käinud,,,valimisliit,pl el
alustama,,,vara,sg g
jääma,,,sina,sg all
andma,,,intervjuu,pl el
seis,,,avalikkusepelgus,sg g
tegelema,,,äri,sg kom
tegelema,,,69aastane,sg es
tegelema,,,neljapäev,sg ad
tegelema,,,liiklusõnnetus,sg in
tabama,,,reisisadam,sg in
tabama,,,neljapäev,sg ad
tabama,,,Rootsi,sg el
tabama,,,kahtlusalune,pl es
leidma,,,vikerlane,sg g
leidma,,,maja,sg g
Pärnumaa,,,sõna,pl ad
Pärnumaa,,,rand,sg in
käsitlema,,,sümpoosion,sg ad
maksma,,,kroon,sg el
maksma,,,miljon,sg p
maksma,,,EVP,pl in
arvama,,,liider,sg ad
minema,,,hingus,sg all
minema,,,lootus,sg in
tunnistama,üles,,kokkuhoid,sg g
tunnistama,üles,,jaanuar,sg el
tunnistama,üles,,hambaravi,sg all
tunnistama,üles,,mis,sg kom
tunnistama,üles,,heaoluriik,sg in
kinnitama,,,kord,sg p
kinnitama,,,kes,sg g
kinnitama,,,valimine,pl ad
kinnitama,,,moodustamine,sg el
kinnitama,,,partei,pl g
kinnitama,,,tema,sg kom
kinnitama,,,kamp,adt
kuulutama,,,võitmine,sg kom
plahvatama,,,jalg,pl g
plahvatama,,,personaliotsingufirma,sg n
plahvatama,,,nõukogu,sg ill
unustama,,,põhitingimus,pl in
unustama,,,laenuvõtja,pl all
karistus,,,see,sg g
alustama,läbi,,algus,sg in
alustama,läbi,,Tallinn,sg in
alustama,läbi,,Venemaa,sg g
alustama,läbi,,Vladivostok,adt
tabama,,,rong,sg in
käima,,,omandiõigus,sg g
käima,,,Hoiupank,sg g
tõusma,,,Läti,sg in
tõusma,,,"2,4",?
registreerima,,,auto,pl el
uurima,,,sõlmimine,sg p
uurima,,,firma,pl abl
tasuma,,,telefon,sg kom
tasuma,,,autopesu,sg g
tasuma,,,automaat,sg el
omama,,,laevaomanik,sg g
omama,,,põhitöökoht,sg kom
omama,,,koosseis,adt
omama,,,dokument,pl kom
kestma,,,see,sg all
tõstma,,,Eesti,sg ill
tõstma,,,viiendik,sg g
käima,,,loomine,sg p
käima,,,arst,sg g
käima,,,Lasnamäe,sg ad
paigaldama,,,sõna,pl ad
paigaldama,,,korter,sg ill
paigaldama,,,maja,sg in
vastutama,,,ehitamine,sg g
toimuma,,,kell,sg n
toimuma,,,Pirita,sg ad
toimuma,,,ala,sg ad
selgitama,välja,,ala,sg ad
selgitama,välja,,kord,sg p
kujutama,,,trepp,sg tr
kujutama,,,aste,sg ad
kutsuma,,,Prantsusmaa,sg all
fänn,,,teler,sg el
fänn,,,kes,pl ad
toimuma,,,spordihall,sg in
toetuma,,,liiga,pl in
toetuma,,,tööjõud,sg all
toetuma,,,klubi,pl el
toetuma,,,valik,sg ill
kahtlema,,,siseminister,sg g
kahtlema,,,otstarbekus,sg in
kahtlema,,,nõupidamine,sg ad
hoidma,,,sõna,pl ad
hoidma,,,võimalus,pl g
hoidma,,,teenistus,sg in
tulema,,,politsei,sg ad
tulema,,,tegevus,sg el
tulema,,,eraturvafirma,pl all
nunnaklooster,,,sajand,sg ad
nunnaklooster,,,mis,sg g
nunnaklooster,,,pindala,sg abl
allkirjastama,,,neljapäev,sg ad
allkirjastama,,,Tallinn,sg in
hukkuma,,,maantee,sg ad
hukkuma,,,Kohtla-Järve,sg g
hukkuma,,,õhtu,sg ad
hukkuma,,,liiklusõnnetus,sg in
jõudma,,,sõna,pl ad
jõudma,,,Soome,sg g
peategija,,,Soome,sg in
istuma,,,pettus,sg g
istuma,,,vang,sg in
asendama,,,peo,sg ad
nentima,,,Euroopa,sg in
nentima,,,samm,sg g
oskama,,,manner,sg abl
kasvama,,,kroon,sg g
kasvama,,,Tallinn,adt
nimetanud,,,tulu,pl g
lõpetama,välja,,aasta,sg ad
lõpetama,välja,,presidendiloss,sg g
kandma,,,mahamüümine,sg el
kandma,,,riigieelarve,sg ill
kandma,,,müük,sg el
kuluma,välja,,sõna,pl ad
kuluma,välja,,menetlemine,sg tr
kuluma,välja,,algatamine,sg el
palju,,,mina,sg g
palju,,,maksumaksja,sg all
otsima,,,juuni,sg el
sõitma,,,Tallinn,sg in
sõitma,,,kolmapäev,sg ad
sõitma,,,luba,pl ab
sõitma,,,õnnetus,sg in
lubama,,,politsei,sg ad
põhjendama,,,väide,sg kom
põhjendama,,,kurijategija,pl kom
oskama,,,aasta,sg ad
oskama,,,väliskorrespondent,pl all
hakkama,,,see,sg all
leidma,,,sama,sg el
selguma,,,reede,sg ad
selguma,,,uurimistulemus,pl el
vabastama,,,vang,adt
vabastama,,,september,sg ad
valmistama,ette,,sõna,pl ad
valmistama,ette,,kord,sg p
viimane,,,buss,sg el
viimane,,,tank,sg p
viimane,,,mürsk,sg abl
soovima,,,sõna,pl ad
soovima,,,treenimine,sg tr
soovima,,,alumine,sg p
ütlema,,,number,sg in
ütlema,,,akadeemia,sg el
ütlema,,,toetus,sg ad
ütlema,,,sõjaväelabor,pl kom
sõltuma,,,määr,sg ad
sõltuma,,,elukoht,sg el
meel,,,esindaja,pl kom
meel,,,see,sg in
meel,,,kava,sg in
kuulma,,,venelane,sg all
kuulma,,,see,pl all
kuulma,,,kuu,sg g
valik,,,võistkond,pl el
valik,,,hetk,sg ad
viima,sisse,,kokkutulek,sg ad
viima,sisse,,hooaeg,sg el
mugavam,,,austaja,sg all
mugavam,,,haud,sg ad
kõlama,,,plaat,sg ad
kõlama,,,seade,pl in
loogilisem,,,auto,sg el
loogilisem,,,üks,sg g
kuningas,,,lahkumine,sg p
kuningas,,,kodumaa,sg abl
inimene,,,Trio,sg n
hoiatama,,,ülehindamine,sg g
hoiatama,,,aasta,sg p
müüma,,,aasta,sg ad
müüma,,,aasta,sg g
sõlmima,,,OÜ,?
sõlmima,,,marketing,sg g
sõlmima,,,esmaspäev,sg ad
lootma,,,võlanõudja,pl kom
lootma,,,lepe,sg all
kasvama,,,teade,sg ad
kasvama,,,välismaa,sg all
kasvama,,,kvartal,sg g
kasvama,,,kroon,sg g
kasvama,,,koguprodukt,sg el
teinud,,,kroon,sg g
hakkama,,,kuu,sg ad
hakkama,,,kroon,sg g
algama,,,esmaspäev,sg ad
algama,,,päev,sg p
sadam,,,sadam,sg p
sadam,,,reede,sg el
sadam,,,Venemaa,sg abl
sadam,,,pärastlõuna,sg ad
sadam,,,oode,sg ad
sadam,,,jõulupüha,pl g
sadam,,,sadam,sg ill
sadam,,,tavapärane,sg el
tulema,,,rida,pl in
tulema,,,meistrivõistlus,pl ad
tulema,,,kohtumine,sg in
laev,,,Kacame,sg g
laev,,,oktoober,sg ad
laev,,,Lõuna-Aafrika,sg el
laev,,,Kaplinn,sg el
laev,,,tai,sg ill
laskma,,,tema,pl all
laskma,,,õigsus,sg in
laskma,,,ilm,sg p
laskma,,,lennuk,sg ill
algatama,,,esmaspäev,sg ad
algatama,,,algus,sg in
algatama,,,plahvatus,sg g
algatama,,,Tallinn,sg in
keelduma,,,Vargu,sg el
keelduma,,,huvi,pl in
keelduma,,,juhtunu,sg g
toimuma,,,toetusesaaja,pl ad
kohus,,,vaht,sg g
kohus,,,välismaalane,pl kom
avaldama,,,tervitus,sg in
soovima,,,imperaator,sg all
soovima,,,uusaastatervitus,sg in
soovima,,,Akihitole,sg g
soovima,,,rahvas,sg all
märkima,,,läkitus,sg in
märkima,,,sina,pl kom
märkima,,,november,sg in
märkima,,,sina,pl kom
märkima,,,partnerlus,sg g
viibima,,,Bosnia,sg in
viibima,,,lätlane,pl el
viibima,,,eestlane,pl el
viibima,,,aprill,sg in
hindama,,,mark,pl ill
lubama,,,katusekivi,pl g
hävitama,,,andmed,pl ad
sõnama,,,kaaperdaja,pl kom
tungima,,,pühapäev,sg ad
tungima,,,pealinn,adt
tungima,,,väljak,sg ter
riigipööre,,,läänerannik,sg ad
lubama,,,teine,sg all
võimalik,,,see,sg el
saama,,,kuu,pl ad
panema,,,piir,pl g
väiksem,,,kord,sg p
andma,,,hansapank,sg all
andma,,,toimuv,sg el
jääma,üle,,jõud,sg ill
jääma,üle,,politsei,sg ad
jääma,üle,,maantee,pl ad
jääma,üle,,kord,sg p
paikapanemine,,,juht,sg ad
paikapanemine,,,kirjutis,sg in
sätestama,,,üleandmine,sg ter
sätestama,,,erastamine,sg g
sätestama,,,kes,sg all
sätestama,,,halduskulu,pl g
sätestama,,,kokkulepe,sg all
suutma,,,programm,pl g
suutma,,,sina,pl all
vaidlustama,,,kohus,sg in
saama,,,töö,sg kom
kasvama,,,Tallinn,sg in
tema,,,töö,sg ad
rõhutama,,,aeg,sg n
rõhutama,,,poliitika,sg el
saladus,,,riik,sg el
saladus,,,omanik,sg all
püüdma,,,juhtimine,sg ad
konkurentsivõimeline,,,sõna,pl g
konkurentsivõimeline,,,tiim,sg abl
kompliment,,,tõsi,sg el
kompliment,,,mõte,sg in
sünnipäev,,,kindral,sg ad
sünnipäev,,,lõuna,sg kom
sünnipäev,,,pere,sg g
imestanud,,,vokaal,sg kom
esinema,,,kontsert,sg p
tähtsam,,,Air,sg g
tähtsam,,,headus,sg el
looma,,,asi,sg es
looma,,,ansambel,sg all
kumama,läbi,,jutt,sg el
kutsuma,,,aprill,sg ad
viima,,,korraldus,sg ad
lubatud,,,auto,sg g
tegema,,,koerapidamine,sg g
andma,,,romaan,sg all
välistama,,,ihalus,pl g
lennutama,,,nurk,adt
lennutama,,,süli,adt
vara,,,sõna,pl ad
vara,,,toit,sg g
vara,,,alkohol,sg el
saama,,,jaanuari-päev,sg ad
saama,,,kunstnik,sg n
saama,,,sünnipäev,sg all
saama,,,uks,sg ad
vähendama,,,artikkel,sg g
keskpärane,,,kollektiiv,sg g
keskpärane,,,jms,?
püüdma,,,hirm,sg ab
püüdma,,,pea,sg g
seisma,,,kuu,sg ad
lõhkuma,,,õnn,sg tr
tabama,ära,,valimine,pl ad
sõitma,,,väide,sg ad
sõitma,,,kiirus,sg kom
esitama,,,päev,sg in
näima,,,hagiavaldus,pl g
panema,,,kiri,adt
panema,,,omanik,pl g
panema,,,reporter,sg all
olema,rahul,,meede,pl kom
olema,rahul,,põhimõte,pl kom
olema,rahul,,vastuolu,sg in
ootama,,,moodustamine,sg g
näitus,,,Alf,sg n
Riksdag,,,rühm,pl g
sõitja,,,suutmatus,sg in
sõitja,,,provints,sg in
