pat_id,pattern,verb_word,verb_compound,phrase_nr,phrase_case,deprel,adp,inf_verb
115,osutuma_1 Arg2 (osutus missuguseks),osutuma,,2,,xcomp,,
116,"leiduma_1 Arg1 (see, mis leidub)",leiduma,,1,,nsubj,,
116,leiduma_1 Arg2 (kus/mille hulgas?),leiduma,,2,in,obl,,
116,leiduma_1 Arg2 (kus/mille hulgas?),leiduma,,2,el,obl,,
116,leiduma_1 Arg2 (kus/mille hulgas?),leiduma,,2,gen,obl,hulgas,
117,surema_1 Arg1 (surija),surema,,1,,nsubj,,
118,ulatuma_1 Arg3 (millest),ulatuma,,1,el,obl,,
119,"koosnema_1 Arg1 (see, mis koosneb)",koosnema,,1,,nsubj,,
119,koosnema_1 Arg2 (millest),koosnema,,2,el,obl,,
120,"mõjuma_1 Arg1 (see, mis mõjub)",mõjuma,,1,,nsubj,,
120,mõjuma_1 Arg2 (adressaat),mõjuma,,2,all,obl,,
120,mõjuma_1 Arg3 (kuidas? millena? nagu mis? kui mis?),mõjuma,,3,,advmod,,
120,mõjuma_1 Arg3 (kuidas? millena? nagu mis? kui mis?),mõjuma,,3,es,obl,,
120,mõjuma_1 Arg3 (kuidas? millena? nagu mis? kui mis?),mõjuma,,3,,advcl,,
121,"erinema_1 Arg1 (see, mis erineb)",erinema,,1,,nsubj,,
121,"erinema_1 Arg2 (teema, see, millest erinetakse)",erinema,,2,el,obl,,
122,"kerkima_1 Arg1 (see, mis kerkib)",kerkima,,1,,nsubj,,
123,"piisama_1 Arg1 (see, millest piisab)",piisama,,1,el,obl,,
123,piisama_1 Arg2 (benefitsient),piisama,,2,ad,obl,,
123,piisama_1 Arg2 (benefitsient),piisama,,2,all,obl,,
123,"piisama_1 Arg3 (eesmärk? sellest piisab äraelamiseks; piisab, et teha seda)",piisama,,3,tr,obl,,
123,"piisama_1 Arg3 (eesmärk? sellest piisab äraelamiseks; piisab, et teha seda)",piisama,,3,,advcl,,
124,"levima_1 Arg1 (see, mis levib)",levima,,1,,nsubj,,
125,"lisanduma_1 Arg1 (see, mis lisandub)",lisanduma,,1,,nsubj,,
125,lisanduma_1 Arg2 (millele midagi lisandub. NB! millesse midagi lisandub ei pannud ARG_2-ks!),lisanduma,,2,all,obl,,
125,lisanduma_1 Arg2 (millele midagi lisandub. NB! millesse midagi lisandub ei pannud ARG_2-ks!),lisanduma,,2,gen,obl,kõrvale,
126,"kaasnema_1 Arg1 (see, mis kaasneb)",kaasnema,,1,,nsubj,,
126,kaasnema_1 Arg2 (millega kaasneb),kaasnema,,2,kom,obl,,
127,"harjuma_1 Arg1 (see, kes harjub)",harjuma,,1,,nsubj,,
127,harjuma_1 Arg2 (millega harjutakse; teema),harjuma,,2,kom,obl,,
127,harjuma_1 Arg2 (millega harjutakse; teema),harjuma,,2,,xcomp,,
127,harjuma_1 Arg2 (millega harjutakse; teema),harjuma,,2,,ccomp,,
128,"põlema_1 Arg1 (see, mis põleb)",põlema,,1,,nsubj,,
129,"mahtuma_1 Arg1 (see, mis mahub)",mahtuma,,1,,nsubj,,
130,"ilmnema_1 Arg1 (see, mis ilmneb)",ilmnema,,1,,nsubj,,
130,"ilmnema_1 Arg1 (see, mis ilmneb)",ilmnema,,1,,csubj,,
130,"ilmnema_1 Arg2 (mille käigus, see kaasnev tegevus?? aga kas siis des-vorm ka?)",ilmnema,,2,ad,obl,,
130,"ilmnema_1 Arg2 (mille käigus, see kaasnev tegevus?? aga kas siis des-vorm ka?)",ilmnema,,2,in,obl,,
130,"ilmnema_1 Arg2 (mille käigus, see kaasnev tegevus?? aga kas siis des-vorm ka?)",ilmnema,,2,el,obl,,
130,"ilmnema_1 Arg2 (mille käigus, see kaasnev tegevus?? aga kas siis des-vorm ka?)",ilmnema,,2,gen,obl,käigus,
131,"kõlama_1 Arg1 (see, mis kõlab)",kõlama,,1,,nsubj,,
131,"kõlama_1 Arg2 (kuidas, sh ccomp; xcomp)",kõlama,,2,,ccomp,,
131,"kõlama_1 Arg2 (kuidas, sh ccomp; xcomp)",kõlama,,2,,advmod,,
131,"kõlama_1 Arg2 (kuidas, sh ccomp; xcomp)",kõlama,,2,,advcl,,
132,"viibima_1 Arg1 (see, kes viibib)",viibima,,1,,nsubj,,
132,viibima_1 Arg2 (kus?),viibima,,2,in,obl,,
132,viibima_1 Arg2 (kus?),viibima,,2,ad,obl,,
132,viibima_1 Arg2 (kus?),viibima,,2,gen,obl,juures,
132,viibima_1 Arg2 (kus?),viibima,,2,,advmod,,
133,"pärinema_1 Arg1 (see, mis pärineb)",pärinema,,1,,nsubj,,
134,"kehtima_1 Arg1 (see, mis kehtib)",kehtima,,1,,nsubj,,
134,"kehtima_1 Arg2 (kehtimisalis vms? kus, kellele, mille kohta jne)",kehtima,,2,in,obl,,
134,"kehtima_1 Arg2 (kehtimisalis vms? kus, kellele, mille kohta jne)",kehtima,,2,ad,obl,,
134,"kehtima_1 Arg2 (kehtimisalis vms? kus, kellele, mille kohta jne)",kehtima,,2,all,obl,,
134,"kehtima_1 Arg2 (kehtimisalis vms? kus, kellele, mille kohta jne)",kehtima,,2,gen,obl,puhul,
134,"kehtima_1 Arg2 (kehtimisalis vms? kus, kellele, mille kohta jne)",kehtima,,2,gen,obl,kohta,
135,"paiknema_1 Arg1 (see, mis paikneb)",paiknema,,1,,nsubj,,
136,"hõlmama_1 Arg1 (see, mis hõlmab)",hõlmama,,1,,nsubj,,
136,hõlmama_1 Arg2 (hõlmatav),hõlmama,,2,,obj,,
137,"valmima_1 Arg1 (see, mis valmib)",valmima,,1,,nsubj,,
138,"arenema_1 Arg1 (see, mis areneb)",arenema,,1,,nsubj,,
139,"tulenema_1 Arg1 (see, mis tuleneb)",tulenema,,1,,nsubj,,
139,"tulenema_1 Arg2 (see, millest tuleneb)",tulenema,,2,el,obl,,
140,"väärima_1 Arg1 (see, mis midagi väärib)",väärima,,1,,nsubj,,
140,"väärima_1 Arg2 (see, mida vääritakse)",väärima,,2,,obj,,
141,paranema_1 Arg1 (paraneja),paranema,,1,,nsubj,,
142,"avanema_1 Arg1 (see, mis avaneb)",avanema,,1,,nsubj,,
143,"säilima_1 Arg1 (see, mis säilib)",säilima,,1,,nsubj,,
144,"sulama_1 Arg1 (see, mis sulab)",sulama,,1,,nsubj,,
145,"meenuma_1 Arg1 (see, mis meenub)",meenuma,,1,,nsubj,,
145,meenuma_1 Arg2 (kellele meenub),meenuma,,2,all,obl,,
146,"seisnema_1 Arg1 (see, mis seisneb)",seisnema,,1,,nsubj,,
146,seisnema_1 Arg2 (milles seisneb),seisnema,,2,in,obl,,
147,"puhkema_1 Arg1 (see, mis puhkeb)",puhkema,,1,,nsubj,,
148,"peituma_1 Arg1 (see, mis peitub)",peituma,,1,,nsubj,,
149,"asenduma_1 Arg1 (see, mis asendub)",asenduma,,1,,nsubj,,
149,asenduma_1 Arg2 (tulemus? millega),asenduma,,2,kom,obl,,
150,hiilima_1 Arg0 (hiilija),hiilima,,1,,nsubj,,
151,imetlema_1 Arg0 (imetleja),imetlema,,1,,nsubj,,
151,imetlema_1 Arg1 (teema),imetlema,,2,,obj,,
152,kaagutama_1 Arg0 (kaagutaja),kaagutama,,1,,nsubj,,
153,kavandama_1 Arg0 (kavandaja),kavandama,,1,,nsubj,,
153,kavandama_1 Arg1 (teema),kavandama,,2,,obj,,
154,kiirgama_1 Arg0 (kiirgaja),kiirgama,,1,,nsubj,,
154,kiirgama_1 Arg1 (teema),kiirgama,,2,,obj,,
155,kiirgama_2 Arg1 (kiirgaja),kiirgama,,1,,nsubj,,
155,kiirgama_2 Arg2 (kellest),kiirgama,,2,el,obl,,
156,"korduma_1 Arg1 (see, mis kordub)",korduma,,1,,nsubj,,
157,kõrvaldama_1 Arg0 (kõrvaldaja),kõrvaldama,,1,,nsubj,,
157,kõrvaldama_1 Arg1 (patsient),kõrvaldama,,2,,obj,,
158,"käivituma_1 Arg1 (see, mis käivitub)",käivituma,,1,,nsubj,,
159,laiutama_1 Arg0 (laiutaja),laiutama,,1,,nsubj,,
160,palkama_1 Arg0 (palkaja),palkama,,1,,nsubj,,
160,palkama_1 Arg1 (patsient),palkama,,2,,obj,,
160,palkama_1 Arg2 (eesmärk? kelleks/milleks (valesti märgendatud),palkama,,3,,xcomp,,
161,ratsutama_1 Arg0 (ratsutaja),ratsutama,,1,,nsubj,,
161,ratsutama_1 Arg1 (kellega/kellel),ratsutama,,2,kom,obl,,
161,ratsutama_1 Arg1 (kellega/kellel),ratsutama,,2,ad,obl,,
162,reisima_1 Arg0 (reisija),reisima,,1,,nsubj,,
162,reisima_1 Arg2 (lähtekoht),reisima,,2,el,obl,,
163,röövima_1 Arg0 (röövija),röövima,,1,,nsubj,,
163,röövima_1 Arg1 (patsient),röövima,,2,,obj,,
163,röövima_1 Arg_xarg,röövima,,3,,xcomp,,
164,seksima_1 Arg0 (seksija),seksima,,1,,nsubj,,
164,seksima_1 Arg1 (patsient),seksima,,2,kom,obl,,
165,sobitama_1 Arg0 (sobitaja),sobitama,,1,,nsubj,,
165,sobitama_1 Arg1 (patsient),sobitama,,2,,obj,,
165,"sobitama_1 Arg2 (kellega, millega)",sobitama,,3,kom,obl,,
166,tarbima_1 Arg0 (tarbija),tarbima,,1,,nsubj,,
166,tarbima_1 Arg1 (patsient),tarbima,,2,,obj,,
167,tungima_1 Arg0 (tungija),tungima,,1,,nsubj,,
168,tõlgendama_1 Arg0 (tõlgendaja),tõlgendama,,1,,nsubj,,
168,tõlgendama_1 Arg1 (teema),tõlgendama,,2,,obj,,
168,tõlgendama_1 Arg1 (teema),tõlgendama,,2,,ccomp,,
169,"täituma_1 Arg1 (see, mis täitub)",täituma,,1,,nsubj,,
169,täituma_1 Arg2 (teema),täituma,,2,kom,obl,,
169,täituma_1 Arg2 (teema),täituma,,2,el,obl,,
170,"vajuma_1 Arg1 (see, mis vajub)",vajuma,,1,,nsubj,,
171,venitama_1 Arg0 (venitaja),venitama,,1,,nsubj,,
171,"venitama_1 Arg1 (mida/ccomp/millega, st saatelause on kummivenitamisega koos)",venitama,,2,,obj,,
171,"venitama_1 Arg1 (mida/ccomp/millega, st saatelause on kummivenitamisega koos)",venitama,,2,kom,obl,,
172,värvima_1 Arg0 (värvija),värvima,,1,,nsubj,,
172,värvima_1 Arg1 (patsient),värvima,,2,,obj,,
172,värvima_1 Arg2 (tulemus),värvima,,3,,xcomp,,
172,värvima_1 Arg_xarg,värvima,,4,,xcomp,,
173,arendama_1 Arg0 (arendaja),arendama,,1,,nsubj,,
173,arendama_1 Arg1 (patsient),arendama,,2,,obj,,
173,arendama_1 Arg2 (tulemus),arendama,,3,,xcomp,,
173,arendama_1 Arg2 (tulemus),arendama,,3,term,obl,,
173,arendama_1 Arg_xarg,arendama,,4,,xcomp,,
174,avama_1 Arg0 (avaja),avama,,1,,nsubj,,
174,avama_1 Arg1 (patsient),avama,,2,,obj,,
174,avama_1 Arg2 (saaja (adressaat),avama,,3,all,obl,,
174,avama_1 Arg_xarg,avama,,4,,xcomp,,
175,ehitama_1 Arg0 (ehitaja),ehitama,,1,,nsubj,,
175,ehitama_1 Arg1 (patsient),ehitama,,2,,obj,,
175,ehitama_1 Arg2 (saaja),ehitama,,3,all,obl,,
176,jaotama_1 Arg0 (jaotaja),jaotama,,1,,nsubj,,
176,jaotama_1 Arg1 (patsient),jaotama,,2,,obj,,
177,joonistama_1 Arg0 (joonistaja),joonistama,,1,,nsubj,,
177,joonistama_1 Arg1 (patsient),joonistama,,2,,obj,,
178,juhtima_1 Arg0 (juhtija),juhtima,,1,,nsubj,,
178,juhtima_1 Arg1 (patsient/teema),juhtima,,2,,obj,,
179,kasvatama_1 Arg0 (kasvataja),kasvatama,,1,,nsubj,,
179,kasvatama_1 Arg1 (patsient),kasvatama,,2,,obj,,
179,kasvatama_1 Arg2 (viis),kasvatama,,3,in,obl,,
180,kasvatama_2 Arg0 (kasvataja),kasvatama,,1,,nsubj,,
180,kasvatama_2 Arg1 (patsient),kasvatama,,2,,obj,,
180,kasvatama_2 Arg3 (tulemus),kasvatama,,3,gen,obl,võrra,
180,kasvatama_2 Arg3 (tulemus),kasvatama,,3,all,obl,,
181,kasvatama_3 Arg0 (kasvataja),kasvatama,,1,,nsubj,,
181,kasvatama_3 Arg1 (patsient),kasvatama,,2,,obj,,
181,kasvatama_3 Arg2 (lähtepunkt/patsient?),kasvatama,,3,el,obl,,
181,kasvatama_3 Arg3 (tulemus),kasvatama,,4,,xcomp,,
181,kasvatama_3 Arg_xarg,kasvatama,,5,,xcomp,,
182,katma_1 Arg0 (katja),katma,,1,,nsubj,,
182,katma_1 Arg1 (patsient),katma,,2,,obj,,
182,katma_1 Arg2 (millega/millest),katma,,3,kom,obl,,
182,katma_1 Arg2 (millega/millest),katma,,3,el,obl,,
183,kontrollima_1 Arg0 (kontrollija),kontrollima,,1,,nsubj,,
183,kontrollima_1 Arg1 (teema),kontrollima,,2,,obj,,
183,kontrollima_1 Arg1 (teema),kontrollima,,2,,ccomp,,
184,korraldama_1 Arg0 (korraldaja),korraldama,,1,,nsubj,,
184,korraldama_1 Arg1 (patsient),korraldama,,2,,obj,,
184,korraldama_1 Arg2 (saaja),korraldama,,3,all,obl,,
185,kustutama_1 Arg0 (kustutaja),kustutama,,1,,nsubj,,
185,kustutama_1 Arg1 (patsient),kustutama,,2,,obj,,
185,kustutama_1 Arg2 (millest),kustutama,,3,el,obl,,
185,kustutama_1 Arg2 (millest),kustutama,,3,gen,obl,hulgast,
186,lisama_1 Arg0 (lisaja),lisama,,1,,nsubj,,
186,lisama_1 Arg1 (teema),lisama,,2,,obj,,
186,lisama_1 Arg1 (teema),lisama,,2,,ccomp,,
187,lõikama_1 Arg0 (lõikaja),lõikama,,1,,nsubj,,
187,lõikama_1 Arg1 (patsient),lõikama,,2,,obj,,
187,lõikama_1 Arg2 (allikas?),lõikama,,3,abl,obl,,
187,lõikama_1 Arg3 (xcomp),lõikama,,4,,xcomp,,
187,lõikama_1 Arg_xarg,lõikama,,5,,xcomp,,
188,lõpetama_1 Arg0 (lõpetaja),lõpetama,,1,,nsubj,,
188,lõpetama_1 Arg1 (patsient/teema),lõpetama,,2,,obj,,
188,lõpetama_1 Arg2 (vahend/tulemus),lõpetama,,3,kom,obl,,
188,lõpetama_1 Arg2 (vahend/tulemus),lõpetama,,3,es,obl,,
188,lõpetama_1 Arg2 (vahend/tulemus),lõpetama,,3,ad,obl,,
189,lööma_1 Arg0 (lööja),lööma,,1,,nsubj,,
189,lööma_1 Arg1 (patsient),lööma,,2,,obj,,
189,lööma_1 Arg3 (vahend),lööma,,3,kom,obl,,
189,lööma_1 Arg_xarg,lööma,,4,,xcomp,,
190,mõõtma_1 Arg0 (mõõtja),mõõtma,,1,,nsubj,,
190,mõõtma_1 Arg1 (teema),mõõtma,,2,,obj,,
190,mõõtma_1 Arg1 (teema),mõõtma,,2,,ccomp,,
190,mõõtma_1 Arg1 (teema),mõõtma,,2,,xcomp,,
190,"mõõtma_1 Arg2 (kellel - kas on arg? Kadri: jah, aga vahend ja viis pigem pole)",mõõtma,,3,ad,obl,,
190,"mõõtma_1 Arg3 (mõõtühik (mõõdetakse osakaaluna, demokraatiat mõõdetakse valmisiaktiivsusega)vahend/viis)",mõõtma,,4,kom,obl,,
190,"mõõtma_1 Arg3 (mõõtühik (mõõdetakse osakaaluna, demokraatiat mõõdetakse valmisiaktiivsusega)vahend/viis)",mõõtma,,4,es,obl,,
190,"mõõtma_1 Arg3 (mõõtühik (mõõdetakse osakaaluna, demokraatiat mõõdetakse valmisiaktiivsusega)vahend/viis)",mõõtma,,4,in,obl,,
190,"mõõtma_1 Arg3 (mõõtühik (mõõdetakse osakaaluna, demokraatiat mõõdetakse valmisiaktiivsusega)vahend/viis)",mõõtma,,4,gen,obl,alusel,
190,"mõõtma_1 Arg3 (mõõtühik (mõõdetakse osakaaluna, demokraatiat mõõdetakse valmisiaktiivsusega)vahend/viis)",mõõtma,,4,,advcl,,
191,määrama_1 Arg0 (määraja),määrama,,1,,nsubj,,
191,määrama_1 Arg1 (patsient),määrama,,2,,obj,,
191,määrama_1 Arg2 (saaja),määrama,,3,all,obl,,
191,määrama_1 Arg3 (tulemus),määrama,,4,,xcomp,,
191,määrama_1 Arg3 (tulemus),määrama,,4,tr,obl,,
191,määrama_1 Arg_xarg,määrama,,5,,xcomp,,
192,parandama_1 Arg0 (parandaja),parandama,,1,,nsubj,,
192,parandama_1 Arg1 (patsient),parandama,,2,,obj,,
192,parandama_1 Arg1 (patsient),parandama,,2,,ccomp,,
192,parandama_1 Arg2 (tulemus),parandama,,3,,xcomp,,
192,parandama_1 Arg_xarg,parandama,,4,,xcomp,,
193,peatama_1 Arg0 (peataja),peatama,,1,,nsubj,,
193,peatama_1 Arg1 (patsient/adressaat),peatama,,2,,obj,,
194,põhjustama_1 Arg0 (põhjustaja),põhjustama,,1,,nsubj,,
194,põhjustama_1 Arg1 (tulemus),põhjustama,,2,,obj,,
194,põhjustama_1 Arg2 (saaja),põhjustama,,3,ad,obl,,
194,põhjustama_1 Arg2 (saaja),põhjustama,,3,in,obl,,
194,põhjustama_1 Arg2 (saaja),põhjustama,,3,gen,obl,seas,
195,rajama_1 Arg0 (rajaja),rajama,,1,,nsubj,,
195,rajama_1 Arg1 (patsient),rajama,,2,,obj,,
195,rajama_1 Arg2 (millele),rajama,,3,gen,obl,peale,
196,registreerima_1 Arg0 (registreerija),registreerima,,1,,nsubj,,
196,registreerima_1 Arg1 (patsient),registreerima,,2,,obj,,
196,registreerima_1 Arg2 (kuhu),registreerima,,3,all,obl,,
196,registreerima_1 Arg2 (kuhu),registreerima,,3,ill,obl,,
196,registreerima_1 Arg2 (kuhu),registreerima,,3,all,obl,,
196,registreerima_1 Arg3 (millena),registreerima,,4,es,obl,,
197,rikkuma_1 Arg0 (rikkuja),rikkuma,,1,,nsubj,,
197,rikkuma_1 Arg1 (patsient),rikkuma,,2,,obj,,
198,siduma_1 Arg0 (siduja),siduma,,1,,nsubj,,
198,siduma_1 Arg1 (patsient),siduma,,2,,obj,,
198,siduma_1 Arg2 (vahend),siduma,,3,kom,obl,,
198,siduma_1 Arg_xarg,siduma,,4,,xcomp,,
199,sulgema_1 Arg0 (sulgeja),sulgema,,1,,nsubj,,
199,sulgema_1 Arg1 (patsient),sulgema,,2,,obj,,
199,sulgema_1 Arg2 (vahend),sulgema,,3,kom,obl,,
200,sulgema_2 Arg0 (sulgeja),sulgema,,1,,nsubj,,
200,sulgema_2 Arg1 (patsient),sulgema,,2,,obj,,
201,sundima_1 Arg0 (sundija),sundima,,1,,nsubj,,
201,sundima_1 Arg1 (adressaat),sundima,,2,,obj,,
201,sundima_1 Arg2 (mida tegema/milleks/millesse/millele),sundima,,3,,xcomp,,
201,sundima_1 Arg2 (mida tegema/milleks/millesse/millele),sundima,,3,ill,obl,,
201,sundima_1 Arg2 (mida tegema/milleks/millesse/millele),sundima,,3,all,obl,,
202,suurendama_1 Arg0 (suurendaja),suurendama,,1,,nsubj,,
202,suurendama_1 Arg1 (patsient),suurendama,,2,,obj,,
202,suurendama_1 Arg2 (lähtepunkt (algseisund),suurendama,,3,abl,obl,,
202,suurendama_1 Arg3 (sihtpunkt (tulemusseisund),suurendama,,4,,xcomp,,
202,suurendama_1 Arg3 (sihtpunkt (tulemusseisund),suurendama,,4,all,obl,,
202,suurendama_1 Arg3 (sihtpunkt (tulemusseisund),suurendama,,4,term,obl,,
202,suurendama_1 Arg4 (vahend),suurendama,,5,kom,obl,,
203,tapma_1 Arg0 (tapja),tapma,,1,,nsubj,,
203,tapma_1 Arg1 (patsient),tapma,,2,,obj,,
203,tapma_1 Arg2 (instrument jäi välja),tapma,,3,kom,obl,,
204,teenima_1 Arg0 (teenija),teenima,,1,,nsubj,,
204,teenima_1 Arg1 (teema/adressaat),teenima,,2,,obj,,
204,teenima_1 Arg1 (teema/adressaat),teenima,,2,,advmod,,
204,teenima_1 Arg2 (saaja),teenima,,3,all,obl,,
204,teenima_1 Arg3 (vahend),teenima,,4,kom,obl,,
204,teenima_1 Arg3 (vahend),teenima,,4,el,obl,,
204,teenima_1 Arg3 (vahend),teenima,,4,abl,obl,,
204,teenima_1 Arg3 (vahend),teenima,,4,,advcl,,
204,teenima_1 Arg3 (vahend),teenima,,4,gen,obl,abil,
205,tekitama_1 Arg0 (tekitaja),tekitama,,1,,nsubj,,
205,tekitama_1 Arg1 (tulemus),tekitama,,2,,obj,,
205,tekitama_1 Arg2 (saaja/koht),tekitama,,3,ad,obl,,
205,tekitama_1 Arg2 (saaja/koht),tekitama,,3,in,obl,,
205,tekitama_1 Arg2 (saaja/koht),tekitama,,3,gen,obl,hulgas,
205,tekitama_1 Arg2 (saaja/koht),tekitama,,3,ill,obl,,
205,tekitama_1 Arg3 (vahend),tekitama,,4,kom,obl,,
206,toetama_1 Arg0 (toetaja),toetama,,1,,nsubj,,
206,toetama_1 Arg1 (patsient),toetama,,2,,obj,,
206,toetama_1 Arg2 (vahend),toetama,,3,kom,obl,,
207,"toetama_2 Arg0 (see, mis toetab)",toetama,,1,,nsubj,,
207,toetama_2 Arg1,toetama,,2,,obj,,
207,toetama_2 Arg3 (millele),toetama,,3,all,obl,,
208,täitma_1 Arg0 (täitja),täitma,,1,,nsubj,,
208,täitma_1 Arg1 (patsient),täitma,,2,,obj,,
208,täitma_1 Arg2 (teema),täitma,,3,kom,obl,,
209,valama_1 Arg0 (valaja),valama,,1,,nsubj,,
209,valama_1 Arg1 (patsient),valama,,2,,obj,,
209,valama_1 Arg2 (lähtekoht),valama,,3,el,obl,,
209,valama_1 Arg4 (saaja),valama,,4,ad,obl,,
210,valitsema_1 Arg0 (valitseja),valitsema,,1,,nsubj,,
210,valitsema_1 Arg1 (patsient),valitsema,,2,,obj,,
210,valitsema_1 Arg1 (patsient),valitsema,,2,gen,obl,üle,
211,vähendama_1 Arg0 (vähendaja),vähendama,,1,,nsubj,,
211,vähendama_1 Arg1 (patsient),vähendama,,2,,obj,,
211,vähendama_1 Arg2 (lähtepunkt (algseisund),vähendama,,3,abl,obl,,
211,vähendama_1 Arg3 (sihtpunkt (tulemusseisund),vähendama,,4,all,obl,,
212,õpetama_1 Arg0 (õpetaja),õpetama,,1,,nsubj,,
212,õpetama_1 Arg1 (patsient),õpetama,,2,,obj,,
212,õpetama_1 Arg1 (patsient),õpetama,,2,all,obl,,
212,õpetama_1 Arg2 (teema),õpetama,,3,,obj,,
212,õpetama_1 Arg2 (teema),õpetama,,3,,xcomp,,
212,õpetama_1 Arg2 (teema),õpetama,,3,,ccomp,,
213,ootama_1 Arg0 (ootaja),ootama,,1,,nsubj,,
213,ootama_1 Arg1 (teema),ootama,,2,,obj,,
213,ootama_1 Arg1 (teema),ootama,,2,,ccomp,,
213,ootama_1 Arg1 (teema),ootama,,2,,advcl,,
213,ootama_1 Arg1 (teema),ootama,,2,kom,obl,,
214,ootama_2 Arg0 (ootaja),ootama,,1,,nsubj,,
214,ootama_2 Arg1 (teema),ootama,,2,,obj,,
214,ootama_2 Arg1 (teema),ootama,,2,,ccomp,,
214,ootama_2 Arg1 (teema),ootama,,2,,advmod,,
214,ootama_2 Arg1 (teema),ootama,,2,,xcomp,,
214,ootama_2 Arg2 (allikas),ootama,,3,abl,obl,,
214,ootama_2 Arg2 (allikas),ootama,,3,el,obl,,
215,hoidma_1 Arg0 (hoidja),hoidma,,1,,nsubj,,
215,hoidma_1 Arg1 (teema),hoidma,,2,,obj,,
215,hoidma_1 Arg1 (teema),hoidma,,2,ad,obl,,
215,hoidma_1 Arg2 (kus/millest),hoidma,,3,in,obl,,
215,hoidma_1 Arg2 (kus/millest),hoidma,,3,el,obl,,
215,hoidma_1 Arg2 (kus/millest),hoidma,,3,gen,obl,vahel,
216,hoidma_2 Arg0 (hoidja),hoidma,,1,,nsubj,,
216,hoidma_2 Arg1 (teema),hoidma,,2,,obj,,
216,hoidma_2 Arg1 (teema),hoidma,,2,,ccomp,,
216,hoidma_2 Arg1 (teema),hoidma,,2,,xcomp,,
216,hoidma_2 Arg2 (koht/seisund),hoidma,,3,ad,obl,,
216,hoidma_2 Arg2 (koht/seisund),hoidma,,3,in,obl,,
216,hoidma_2 Arg2 (koht/seisund),hoidma,,3,gen,obl,kohal,
216,hoidma_2 Arg2 (koht/seisund),hoidma,,3,,advmod,,
216,hoidma_2 Arg2 (koht/seisund),hoidma,,3,,advcl,,
217,hoidma_3 Arg0 (hoidja),hoidma,,1,,nsubj,,
217,hoidma_3 Arg1 (teema),hoidma,,2,,obj,,
217,hoidma_3 Arg2 (koht/seisund),hoidma,,3,ad,obl,,
217,hoidma_3 Arg2 (koht/seisund),hoidma,,3,in,obl,,
217,hoidma_3 Arg2 (koht/seisund),hoidma,,3,gen,obl,juures,
217,hoidma_3 Arg2 (koht/seisund),hoidma,,3,,advmod,,
217,hoidma_3 Arg3 (saaja),hoidma,,4,all,obl,,
218,hoidma_4 Arg0 (hoidja),hoidma,,1,,nsubj,,
218,hoidma_4 Arg1 (teema),hoidma,,2,,obj,,
218,hoidma_4 Arg2 (mille eest),hoidma,,3,gen,obl,eest,
219,hoidma_5 Arg0 (hoidja),hoidma,,1,,nsubj,,
219,hoidma_5 Arg1 (teema),hoidma,,2,,obj,,
220,"hoidma_6 Arg1 (see, mis hoidub)",hoidma,,1,,nsubj,,
221,püüdma_1 Arg0 (püüdja),püüdma,,1,,nsubj,,
221,püüdma_1 Arg1 (teema),püüdma,,2,,obj,,
221,püüdma_1 Arg2 (vahend),püüdma,,3,kom,obl,,
221,püüdma_1 Arg3 (kust),püüdma,,4,,advmod,,
222,püüdma_2 Arg0 (püüdja),püüdma,,1,,nsubj,,
223,püüdma_3 Arg0 (püüdja),püüdma,,1,,nsubj,,
223,püüdma_3 Arg1 (mida teha),püüdma,,2,,xcomp,,
224,uurima_1 Arg0 (uurija),uurima,,1,,nsubj,,
224,uurima_1 Arg1 (teema),uurima,,2,,obj,,
224,uurima_1 Arg1 (teema),uurima,,2,,ccomp,,
225,tähendama_1 Arg1,tähendama,,1,,obj,,
225,tähendama_1 Arg1,tähendama,,1,,ccomp,,
226,lugema_1 Arg0 (lugeja),lugema,,1,,nsubj,,
226,lugema_1 Arg2 (allikas),lugema,,2,el,obl,,
226,lugema_1 Arg2 (allikas),lugema,,2,abl,obl,,
226,lugema_1 Arg3 (adressaat),lugema,,3,all,obl,,
227,lugema_2 Arg0 (lugeja),lugema,,1,,nsubj,,
227,lugema_2 Arg1 (teema),lugema,,2,,obj,,
227,lugema_2 Arg2 (hulk),lugema,,3,in,obl,,
227,lugema_2 Arg2 (hulk),lugema,,3,gen,obl,ringis,
228,lugema_3 Arg0 (lugeja),lugema,,1,,nsubj,,
228,lugema_3 Arg0 (lugeja),lugema,,1,,csubj,,
228,lugema_3 Arg1 (teema),lugema,,2,,obj,,
229,lugema_4 Arg0 (lugeja),lugema,,1,,nsubj,,
229,lugema_4 Arg1 (teema),lugema,,2,,obj,,
229,lugema_4 Arg2 (milleks),lugema,,3,,xcomp,,
229,lugema_4 Arg2 (milleks),lugema,,3,gen,obl,hulka,
230,laskma_1 Arg0,laskma,,1,,nsubj,,
230,laskma_1 Arg1,laskma,,2,,obj,,
230,laskma_1 Arg2 (obl_Ade),laskma,,3,ad,obl,,
231,laskma_2 Arg0,laskma,,1,,nsubj,,
232,laskma_3 Arg0,laskma,,1,,nsubj,,
233,laskma_4 Arg0,laskma,,1,,nsubj,,
234,laskma_5 Arg0,laskma,,1,,nsubj,,
235,laskma_6 Arg0,laskma,,1,,nsubj,,
236,ostma_1 Arg0 (ostja),ostma,,1,,nsubj,,
236,ostma_1 Arg1 (teema),ostma,,2,,obj,,
