"value","code"
pulkhaaval,ADV_viis
pulk-pulgalt,ADV_viis
pullis,ADV_seisund
pulmaehtes,ADV_viis
pulsti,ADV_seisund
pulstis,ADV_seisund
punakalt,ADV_viis
punaselt,ADV_viis
pundis,ADV_viis
pungi,ADV_seisund
pungil,ADV_seisund
pungile,ADV_aste
pungile,ADV_seisund
pungis,ADV_seisund
pungis silmi,ADV_viis
pungissilmi,ADV_viis
punkt,ADV_viis
punkthaaval,ADV_viis
punktipealselt,ADV_viis
punktipealt,ADV_viis
punkt-punktilt,ADV_viis
punni,ADV_seisund
punnis,ADV_seisund
punnitatult,ADV_viis
puntis,ADV_viis
purjakil,ADV_seisund
purjakile,ADV_seisund
purjus,ADV_seisund
purjus päi,ADV_viis
purjuspäi,ADV_viis
puru,ADV_aste
puru,ADV_seisund
purujommi,ADV_seisund
puruks,ADV_modaalsus
puruks,ADV_seisund
purupaljalt,ADV_seisund
purupurju,ADV_seisund
purustatult,ADV_viis
puseriti,ADV_seisund
puudu,ADV_seisund
puudutamisi,ADV_viis
puudutatult,ADV_viis
puupüsti täis,ADV_aste
puupüsti täis,ADV_seisund
puurivalt,ADV_viis
puusakil,ADV_viis
puust ja punaselt,ADV_viis
puutumatult,ADV_seisund
põhiliselt,ADV_aste
põhiliselt,ADV_viis
põhimiselt,ADV_aste
põhimiselt,ADV_viis
põhimõtteliselt,ADV_modaalsus
põhimõtteliselt,ADV_viis
põhjalikult,ADV_aste
põhjalikult,ADV_viis
põhja pidi,ADV_viis
põhjapidi,ADV_viis
põhjatu,ADV_aste
põhjatult,ADV_aste
põhjendamatult,ADV_viis
põhjendatult,ADV_põhjus
põhjuslikult,ADV_viis
põiklemisi,ADV_viis
põiklevalt,ADV_viis
põikpäiselt,ADV_viis
põlevate silmadega,ADV_viis
põlve otsas,ADV_viis
põlveotsas,ADV_viis
põlve peal,ADV_viis
põlvikil,ADV_seisund
põlvikile,ADV_seisund
põlvili,ADV_seisund
põlvili,ADV_viis
põlvi pidi,ADV_seisund
põlvi pidi,ADV_viis
põlvipidi,ADV_seisund
põlvipidi,ADV_viis
põlvkonniti,ADV_viis
põlv-põlvelt,ADV_aeg
põmdi,ADV_viis
põmm,ADV_viis
põnevalt,ADV_viis
põnevil,ADV_seisund
põnevile,ADV_seisund
põrgu,ADV_aste
põrgulikult,ADV_aste
põrguma,ADV_aste
põrmugi,ADV_aste
põrmugi,ADV_modaalsus
põsakil,ADV_viis
põsakile,ADV_viis
põsekil,ADV_viis
põsekile,ADV_viis
põske pidi,ADV_viis
põskepidi,ADV_viis
põuaselt,ADV_viis
päeva pealt,ADV_aeg
päeva pealt,ADV_viis
päevapealt,ADV_aeg
päevapealt,ADV_viis
päevaselt,ADV_viis
päevast päeva,ADV_aeg
päevavalgele,ADV_seisund
päevhaaval,ADV_viis
päeviti,ADV_aeg
päev-päevalt,ADV_aeg
päitseid pidi,ADV_viis
päitseidpidi,ADV_viis
pänni,ADV_seisund
pännis,ADV_seisund
pärakuti,ADV_viis
päral,ADV_aeg
päral,ADV_koht
pärale,ADV_aeg
pärale,ADV_koht
pärani,ADV_seisund
pärani,ADV_viis
pärani silmi,ADV_viis
päranisilmi,ADV_viis
pära pidi,ADV_viis
pärapidi,ADV_viis
päraselt,ADV_viis
pärast,ADV_aeg
pärast,ADV_viis
pärastikku,ADV_viis
pärastiseks,ADV_aeg
pärastlõunati,ADV_aeg
pärastpoole,ADV_aeg
päratu,ADV_aste
päratult,ADV_aste
päri,ADV_seisund
pärijõge,ADV_koht
pärikarva,ADV_viis
pärilainet,ADV_viis
pärildi,ADV_viis
pärilikult,ADV_viis
pärimäge,ADV_koht
päripidi,ADV_koht
päripäeva,ADV_koht
päris,ADV_aste
päriseks,ADV_aeg
päriseks,ADV_tulemus
päriselt,ADV_aeg
päriselt,ADV_aste
pärivett,ADV_koht
pärivoolu,ADV_koht
päta-päta,ADV_viis
pääl,ADV_aeg
pääl,ADV_koht
pääl,ADV_seisund
pääle,ADV_aeg
pääle,ADV_koht
pääle,ADV_seisund
päält,ADV_aeg
päält,ADV_koht
pööraselt,ADV_aste
pöördeliselt,ADV_viis
pühadeti,ADV_aeg
pühalt,ADV_viis
pühapäevaselt,ADV_viis
pühapäeviti,ADV_aeg
pühiti,ADV_aeg
pühitult,ADV_seisund
püksata,ADV_seisund
püksatu,ADV_seisund
pükse pidi,ADV_viis
püksepidi,ADV_viis
püsimatult,ADV_viis
püsitult,ADV_viis
püstakil,ADV_seisund
püstakile,ADV_seisund
püsti,ADV_aste
püsti,ADV_seisund
püsti jalu,ADV_seisund
püsti jalu,ADV_viis
püstijalu,ADV_seisund
püstijalu,ADV_viis
püstipidi,ADV_seisund
püsti päi,ADV_seisund
püsti päi,ADV_viis
püstipäi,ADV_seisund
püstipäi,ADV_viis
püstloodi,ADV_seisund
püstloodi,ADV_viis
püstloodis,ADV_viis
püüdlikult,ADV_viis
quasi,ADV_viis
quieto,ADV_viis
raagu,ADV_seisund
raagus,ADV_seisund
raama,ADV_seisund
raama,ADV_viis
raamas,ADV_seisund
raashaaval,ADV_viis
raasike,ADV_aste
raasikene,ADV_aste
raasugi,ADV_aste
raasugi,ADV_modaalsus
raasu kaupa,ADV_viis
raasukaupa,ADV_viis
raasuke,ADV_aste
rabatult,ADV_viis
rabedalt,ADV_viis
rabinal,ADV_viis
radiaalselt,ADV_viis
radikaalselt,ADV_viis
raevukalt,ADV_aste
raevukalt,ADV_viis
raevunult,ADV_viis
raevuselt,ADV_aste
raevuselt,ADV_viis
rafineeritult,ADV_viis
rahu,ADV_viis
rahujalal,ADV_viis
rahujalale,ADV_viis
rahul,ADV_seisund
rahuldamatult,ADV_viis
rahuldatult,ADV_viis
rahuldavalt,ADV_aste
rahuldunult,ADV_viis
rahulolematult,ADV_viis
rahulolevalt,ADV_viis
rahumeeli,ADV_viis
rahunenult,ADV_viis
rahustavalt,ADV_viis
rahvuseti,ADV_viis
raisus,ADV_seisund
rajooniti,ADV_viis
rajuvil,ADV_viis
rajuvile,ADV_viis
rakke,ADV_viis
rakkes,ADV_viis
rakkesse,ADV_viis
rakkest,ADV_viis
rakku,ADV_seisund
rakkus,ADV_seisund
raksupealt,ADV_aeg
raksupealt,ADV_viis
rallentando,ADV_viis
rammetult,ADV_viis
rapsakalt,ADV_viis
rapsti,ADV_viis
raskelt,ADV_seisund
raskelt,ADV_viis
raskemini,ADV_seisund
raskemini,ADV_viis
raskesti,ADV_seisund
raskesti,ADV_viis
rasvaselt,ADV_viis
rataskaari,ADV_koht
ratasringi,ADV_koht
ratsa,ADV_viis
ratsmeid pidi,ADV_viis
ratsmeidpidi,ADV_viis
ratsukile,ADV_viis
ratsuli,ADV_viis
raudkindlalt,ADV_viis
raudpolt,ADV_viis
raudpoltkindlalt,ADV_viis
raudselt,ADV_aste
raudteitsi,ADV_viis
raudu,ADV_seisund
raudus,ADV_seisund
rea kaupa,ADV_viis
reakaupa,ADV_viis
reastikku,ADV_koht
rea viisi,ADV_viis
reaviisi,ADV_viis
recitando,ADV_viis
redus,ADV_seisund
redust,ADV_seisund
reedeti,ADV_aeg
reeglina,ADV_aste
reeglina,ADV_viis
reeglipäraselt,ADV_viis
reetlikult,ADV_viis
reeturlikult,ADV_viis
regiooniti,ADV_viis
rehe all,ADV_koht
rehe alla,ADV_koht
rehe alt,ADV_koht
reipalt,ADV_viis
reipasti,ADV_viis
rekordpalju,ADV_aste
rekordvähe,ADV_aste
relvastatult,ADV_seisund
relvil,ADV_seisund
relvile,ADV_seisund
relvis,ADV_seisund
relvitsi,ADV_viis
reserveeritult,ADV_viis
resigneerunult,ADV_viis
resoluutselt,ADV_viis
resultatiivselt,ADV_tulemus
rettu,ADV_seisund
ribadeks,ADV_viis
ribinal,ADV_viis
ribinal-rabinal,ADV_viis
ribinal-robinal,ADV_viis
riburada,ADV_viis
riburadamisi,ADV_viis
riburada mööda,ADV_viis
riburada pidi,ADV_viis
riburadapidi,ADV_viis
ridahaaval,ADV_viis
ridamisi,ADV_aeg
ridamisi,ADV_koht
rida-realt,ADV_viis
ridastikku,ADV_koht
rigadi-rägadi,ADV_seisund
riga-räga,ADV_seisund
rigoroso,ADV_viis
rihma pidi,ADV_viis
rihmapidi,ADV_viis
rihti,ADV_viis
rihtis,ADV_viis
riiakalt,ADV_viis
riides,ADV_viis
riidesse,ADV_viis
riidest lahti,ADV_viis
riietatult,ADV_seisund
riigiti,ADV_koht
riivamisi,ADV_viis
riivitult,ADV_viis
rikki,ADV_seisund
rikkis,ADV_seisund
riks-raks,ADV_viis
rindupidi,ADV_viis
rinforzando,ADV_viis
ringi,ADV_koht
ringi,ADV_seisund
ringikujuliselt,ADV_seisund
ringiratast,ADV_koht
ringiratast,ADV_viis
ringis,ADV_aste
ringis,ADV_viis
ringjalt,ADV_seisund
ringkonniti,ADV_viis
ringselt,ADV_seisund
rinnakuti,ADV_koht
rinnakuti,ADV_viis
rinnati,ADV_koht
rinnati,ADV_viis
rinnu,ADV_koht
rinnu,ADV_viis
rinnuti,ADV_koht
rinnuti,ADV_viis
rinnutsi,ADV_koht
rinnutsi,ADV_seisund
rinnutsi,ADV_viis
ripakil,ADV_seisund
ripakile,ADV_seisund
ripa-rapa,ADV_viis
rippu,ADV_viis
rippus,ADV_viis
risakil,ADV_seisund
risakile,ADV_seisund
risa-räsa,ADV_seisund
risoluto,ADV_viis
ristijalu,ADV_viis
risti ja põiki,ADV_seisund
risti ja põiki,ADV_viis
risti ja rästi,ADV_seisund
risti ja rästi,ADV_viis
ristikiudu,ADV_koht
ristikäsi,ADV_viis
ristipidi,ADV_koht
risti-põigiti,ADV_seisund
risti-põigiti,ADV_viis
risti-põiki,ADV_seisund
risti-põiki,ADV_viis
risti-rästi,ADV_seisund
risti-rästi,ADV_viis
ristisjalu,ADV_viis
ristis käsi,ADV_viis
ristiskäsi,ADV_viis
ristloodi,ADV_koht
ristloodis,ADV_koht
ristselili,ADV_seisund
ristselili,ADV_viis
ristseliti,ADV_seisund
ristseliti,ADV_viis
risus,ADV_seisund
rit.,ADV_viis
ritard.,ADV_viis
ritardando,ADV_viis
ritenuto,ADV_viis
rivitult,ADV_seisund
robinaga,ADV_viis
robinal,ADV_viis
robinal-rabinal,ADV_viis
rohekalt,ADV_viis
rohkearvuliselt,ADV_aste
rohkearvuliselt,ADV_põhjus
rohkearvuliselt,ADV_viis
rohkelt,ADV_aste
rohkelt,ADV_põhjus
rohkelt,ADV_viis
rohkem,ADV_aeg
rohkem,ADV_aste
rohkem,ADV_modaalsus
rohkesti,ADV_aste
rohkesti,ADV_põhjus
rohkesti,ADV_viis
roomakil,ADV_viis
rooste,ADV_seisund
roostes,ADV_seisund
rootsu,ADV_seisund
rootsus,ADV_seisund
ropsult,ADV_aeg
ropsult,ADV_viis
ropsupealt,ADV_aeg
ropsupealt,ADV_viis
ropult,ADV_aste
ropult,ADV_viis
ropusti,ADV_aste
ropusti,ADV_viis
rubato,ADV_viis
rulli,ADV_seisund
rullis,ADV_seisund
rumalalt,ADV_viis
rumalasti,ADV_viis
ruskelt,ADV_viis
rusuvalt,ADV_seisund
rutakalt,ADV_viis
rutem,ADV_aeg
rutemini,ADV_aeg
ruttamatult,ADV_viis
ruttamisi,ADV_viis
ruttu,ADV_aeg
ruttu,ADV_viis
ruttu-ruttu,ADV_aeg
rutusti,ADV_aeg
rutusti,ADV_viis
ruutpesiti,ADV_viis
rõhtloodi,ADV_seisund
rõhtloodis,ADV_seisund
rõhukalt,ADV_viis
rõhutatult,ADV_viis
rõhuvalt,ADV_aste
rõhuvalt,ADV_viis
rõvedalt,ADV_viis
rõvedasti,ADV_viis
rõõmsalt,ADV_viis
rõõmsasti,ADV_viis
rõõmutult,ADV_viis
rõõsalt,ADV_seisund
räbalalt,ADV_seisund
räbalalt,ADV_viis
räbalasti,ADV_seisund
räbalasti,ADV_viis
rängalt,ADV_aste
rängalt,ADV_seisund
rängalt,ADV_viis
rängasti,ADV_viis
rängemalt,ADV_viis
rängemini,ADV_viis
räntsakil,ADV_seisund
räpakalt,ADV_viis
räsakil,ADV_seisund
räsakile,ADV_seisund
räsas,ADV_seisund
rääbakil,ADV_seisund
rääbakile,ADV_seisund
rääkimatagi,ADV_viis
rääma,ADV_seisund
rääma,ADV_viis
räämane,ADV_seisund
räämas,ADV_seisund
räätsakile,ADV_seisund
röntsakile,ADV_seisund
röstitult,ADV_viis
rööbiti,ADV_aeg
rööbiti,ADV_koht
rööbiti,ADV_viis
röögatu,ADV_aste
röögatult,ADV_aste
rööpselt,ADV_aeg
rööpselt,ADV_koht
rööpselt,ADV_viis
röötsakil,ADV_seisund
röötsakile,ADV_seisund
rühma kaupa,ADV_viis
rühmakaupa,ADV_viis
rühmiti,ADV_viis
rütmiliselt,ADV_viis
’s,ADV_modaalsus
s.a,ADV_aeg
saada,ADV_seisund
saadaval,ADV_seisund
saadik,ADV_modaalsus
saamatult,ADV_viis
saareti,ADV_viis
saatanlikult,ADV_aste
saatanlikult,ADV_viis
saati,ADV_modaalsus
saatuslikult,ADV_viis
saba pidi,ADV_viis
sabapidi,ADV_viis
sabas,ADV_viis
sada protsenti,ADV_viis
sadistlikult,ADV_viis
sagedamini,ADV_aeg
sagedasti,ADV_aeg
sagedasti,ADV_viis
sageli,ADV_aeg
sageli,ADV_viis
sagetihti,ADV_aeg
sagrine,ADV_seisund
sagris,ADV_seisund
sahmus,ADV_viis
saja-aastaselt,ADV_aeg
saja kaupa,ADV_viis
sajakaupa,ADV_viis
sajakesi,ADV_viis
sajakordselt,ADV_aste
sajaprotsendiliselt,ADV_aste
sajuselt,ADV_viis
sajuti,ADV_aste
sakki,ADV_seisund
sakkis,ADV_seisund
sakri,ADV_seisund
sakris,ADV_seisund
sala,ADV_viis
salahilju,ADV_viis
salaja,ADV_viis
salajas,ADV_viis
salakesi,ADV_viis
salalikult,ADV_viis
salamahti,ADV_viis
salamisi,ADV_viis
salga kaupa,ADV_seisund
salgakaupa,ADV_seisund
salgakesi,ADV_seisund
salga viisi,ADV_seisund
salgaviisi,ADV_seisund
salguti,ADV_seisund
salkkonniti,ADV_viis
salvamisi,ADV_viis
salvavalt,ADV_viis
sama,ADV_aste
samaaegselt,ADV_aeg
samaaegselt,ADV_viis
samaaegu,ADV_viis
samahästi,ADV_viis
samahästi kui,ADV_viis
samajagu,ADV_aste
sama moodi,ADV_viis
samamoodi,ADV_viis
samapalju,ADV_aste
samas,ADV_aeg
samas,ADV_koht
samaviisi,ADV_viis
samavõrd,ADV_aste
samavõrra,ADV_aste
sammhaaval,ADV_viis
samm-sammult,ADV_viis
sammu kaupa,ADV_viis
sammukaupa,ADV_viis
sampsu,ADV_viis
sampsus,ADV_viis
samuti,ADV_viis
sandimini,ADV_viis
sandisti,ADV_viis
sanga pidi,ADV_viis
sangapidi,ADV_viis
sangarlikult,ADV_viis
sapiselt,ADV_viis
sarvi pidi,ADV_viis
sarvipidi,ADV_viis
sassi,ADV_seisund
sassi,ADV_viis
sassis,ADV_seisund
sassis,ADV_viis
sattumisi,ADV_viis
savijalgadel,ADV_seisund
savijalgadele,ADV_seisund
scherzando,ADV_viis
seadsalt,ADV_viis
seadusandlikult,ADV_viis
seadusekohaselt,ADV_viis
seadusevastaselt,ADV_viis
seadusjärgselt,ADV_viis
seaduslikult,ADV_viis
seaduspäraselt,ADV_viis
seadusvastaselt,ADV_viis
seal,ADV_aeg
seal,ADV_koht
seal,ADV_modaalsus
sealhulgas,ADV_viis
sealjuures,ADV_seisund
sealjuures,ADV_viis
seal kandis,ADV_koht
sealkandis,ADV_koht
sealmaal,ADV_seisund
sealmail,ADV_koht
sealpool,ADV_koht
sealsamas,ADV_aeg
sealsamas,ADV_koht
sealt,ADV_koht
sealt kandist,ADV_koht
sealtkandist,ADV_koht
sealtkaudu,ADV_viis
sealtmaalt,ADV_aeg
sealtpeale,ADV_aeg
sealtpoolt,ADV_koht
sealtsaadik,ADV_aeg
sealtsamast,ADV_koht
sea moodi,ADV_aste
seamoodi,ADV_aste
seas,ADV_seisund
seast,ADV_seisund
sedaaegu,ADV_aeg
seda enam et,ADV_modaalsus
sedajagu,ADV_aste
sedakaudu,ADV_viis
sedakorda,ADV_aeg
sedamaid,ADV_aeg
sedamaid,ADV_viis
seda moodi,ADV_viis
sedamoodi,ADV_viis
sedamööda,ADV_viis
seda’p,ADV_modaalsus
sedap,ADV_modaalsus
sedapidi,ADV_viis
sedapsi,ADV_viis
sedapuhku,ADV_aeg
sedasi,ADV_viis
sedaviisi,ADV_viis
sedavõrd,ADV_aste
see-eest,ADV_põhjus
seega,ADV_põhjus
seegipoolest,ADV_põhjus
seegipärast,ADV_põhjus
seejuures,ADV_seisund
seejuures,ADV_viis
seejärel,ADV_aeg
seekaudu,ADV_viis
seekord,ADV_aeg
seekõrval,ADV_viis
seeläbi,ADV_põhjus
seepeale,ADV_aeg
seepeale,ADV_põhjus
seepoolest,ADV_põhjus
seepärast,ADV_põhjus
seeria viisi,ADV_viis
seeriaviisi,ADV_viis
seeriaviisiliselt,ADV_viis
seespidi,ADV_viis
seespool,ADV_koht
seespoolt,ADV_koht
seestpoolt,ADV_koht
seetarvis,ADV_põhjus
seetõttu,ADV_põhjus
seevastu,ADV_põhjus
seevõrd,ADV_aste
seevõrra,ADV_aste
seeüle,ADV_viis
segamatult,ADV_viis
segamini,ADV_seisund
segamini,ADV_viis
segaselt,ADV_seisund
segaselt,ADV_viis
segi,ADV_seisund
segi,ADV_viis
segiläbi,ADV_seisund
segiläbi,ADV_viis
seina pidi,ADV_viis
seinapidi,ADV_viis
seisku,ADV_seisund
seitsmeaastaselt,ADV_aeg
seitsme kaupa,ADV_viis
seitsmekaupa,ADV_viis
seitsmekesi,ADV_viis
seitsmekümneaastaselt,ADV_aeg
seitsmekümneselt,ADV_aeg
seitsmeselt,ADV_aeg
seitsmeteistaastaselt,ADV_aeg
seitsmeteistkümneaastaselt,ADV_aeg
seitsmeteistkümneselt,ADV_aeg
sekka,ADV_aeg
sekundi pealt,ADV_aeg
sekundi pealt,ADV_viis
sekundipealt,ADV_aeg
sekundipealt,ADV_viis
sekund-sekundis,ADV_viis
sel aastal,ADV_aeg
selga,ADV_koht
selga-jalga,ADV_koht
selga pidi,ADV_viis
selgapidi,ADV_viis
selgelt,ADV_viis
selgemini,ADV_viis
selgesti,ADV_viis
selili,ADV_seisund
selili,ADV_viis
seliti,ADV_seisund
seliti,ADV_viis
selitsi,ADV_viis
seljakil,ADV_viis
seljakile,ADV_viis
seljakuti,ADV_viis
seljali,ADV_seisund
seljali,ADV_viis
seljas,ADV_koht
seljast,ADV_koht
selja taga,ADV_aeg
selja taga,ADV_koht
selja taga,ADV_viis
seljataga,ADV_aeg
seljataga,ADV_koht
seljataga,ADV_viis
selja tagant,ADV_aeg
selja tagant,ADV_koht
selja tagant,ADV_viis
seljatagant,ADV_aeg
seljatagant,ADV_koht
seljatagant,ADV_viis
selja taha,ADV_aeg
selja taha,ADV_koht
selja taha,ADV_viis
seljataha,ADV_aeg
seljataha,ADV_koht
seljataha,ADV_viis
seljati,ADV_viis
sellal,ADV_aeg
selle aastanumbri sees,ADV_aeg
selle-eest,ADV_põhjus
sellegi poolest,ADV_põhjus
sellegipoolest,ADV_põhjus
sellegi pärast,ADV_põhjus
sellegipärast,ADV_põhjus
sellejagu,ADV_aste
sellekaudu,ADV_viis
sellekohaselt,ADV_viis
sellepeale,ADV_põhjus
sellepoolest,ADV_põhjus
selle pärast,ADV_põhjus
sellepärast,ADV_põhjus
selletõttu,ADV_põhjus
sellevastu,ADV_põhjus
sellevõrra,ADV_aste
selliselt,ADV_viis
seltsimehelikult,ADV_viis
seltsis,ADV_viis
seltskonniti,ADV_viis
semplice,ADV_viis
sendi pealt,ADV_viis
sendipealt,ADV_viis
seni,ADV_aeg
seniajani,ADV_aeg
seni kaua,ADV_aeg
senikaua,ADV_aeg
seni kauaks,ADV_aeg
senikauaks,ADV_aeg
seniks,ADV_aeg
senimaani,ADV_aeg
senini,ADV_aeg
sentimeeterhaaval,ADV_viis
seotud,ADV_seisund
seotult,ADV_viis
sereno,ADV_viis
serioso,ADV_viis
servakil,ADV_seisund
servakile,ADV_seisund
servamisi,ADV_viis
servapidi,ADV_aste
servapidi,ADV_koht
servapidi,ADV_viis
servast serva,ADV_viis
servast servani,ADV_viis
servi,ADV_viis
servili,ADV_seisund
serviti,ADV_viis
sesooniti,ADV_viis
sesoonselt,ADV_aeg
sestmaalt,ADV_aeg
sestpeale,ADV_aeg
sestsaadik,ADV_aeg
sestsaati,ADV_aeg
setu,ADV_aste
setugi,ADV_aste
setupalju,ADV_aste
sf,ADV_viis
sforzando,ADV_viis
sforzato,ADV_viis
sfz,ADV_viis
sh,ADV_viis
sihikindlalt,ADV_viis
sihilikult,ADV_viis
sihipäraselt,ADV_viis
sihiteadlikult,ADV_viis
sihitult,ADV_viis
siia,ADV_koht
siia,ADV_seisund
siia ja sinna,ADV_koht
siia ja sinna,ADV_viis
siia kanti,ADV_koht
siiakanti,ADV_koht
siiamaale,ADV_aeg
siiamaale,ADV_koht
siiamaani,ADV_aeg
siiamaani,ADV_koht
siiamaile,ADV_koht
siiani,ADV_aeg
siiani,ADV_koht
siiasaadik,ADV_aeg
siiasamasse,ADV_koht
siiasamma,ADV_koht
siia-sinna,ADV_koht
siia-sinna,ADV_viis
siidjalt,ADV_viis
siin,ADV_aeg
siin,ADV_koht
siin,ADV_modaalsus
siin,ADV_seisund
siin ja praegu,ADV_aeg
siin ja praegu,ADV_koht
siin ja seal,ADV_koht
siinjuures,ADV_viis
siin kandis,ADV_koht
siinkandis,ADV_koht
siinmail,ADV_koht
siinsamas,ADV_aeg
siinsamas,ADV_koht
siin-seal,ADV_koht
siiralt,ADV_modaalsus
siiralt,ADV_viis
siis,ADV_aeg
siis,ADV_põhjus
siisap,ADV_aeg
siiski,ADV_aeg
siiski,ADV_modaalsus
siit,ADV_koht
siit,ADV_põhjus
siit ja sealt,ADV_koht
siit kandist,ADV_koht
siitkandist,ADV_koht
siitkaudu,ADV_koht
siitmaalt,ADV_aeg
siitmaalt,ADV_koht
siitmailt,ADV_koht
siitpeale,ADV_aeg
siitsaadik,ADV_aeg
siitsaadik,ADV_koht
siitsamast,ADV_koht
siit-sealt,ADV_koht
siivsalt,ADV_viis
sika-saka,ADV_viis
silbiti,ADV_viis
silma all,ADV_seisund
silma all,ADV_viis
silma alla,ADV_seisund
silma alla,ADV_viis
silma alt,ADV_seisund
silma alt,ADV_viis
silmakirjaks,ADV_viis
silmakirjalikult,ADV_viis
silmalt,ADV_viis
silmanähtavalt,ADV_viis
silmapaistvalt,ADV_aste
silmapaistvalt,ADV_viis
silmapilk,ADV_aeg
silmapilk,ADV_viis
silmapilkselt,ADV_aeg
silmapilkselt,ADV_viis
silmast silma,ADV_viis
silmast-silma,ADV_viis
silme all,ADV_seisund
silme all,ADV_viis
silme alla,ADV_seisund
silme alla,ADV_viis
silme alt,ADV_seisund
silme alt,ADV_viis
silmili,ADV_viis
silmini,ADV_aste
silmipimestavalt,ADV_aste
silmipimestavalt,ADV_viis
silmis,ADV_viis
silmist,ADV_koht
silmitsi,ADV_koht
silmnähtavalt,ADV_viis
silmsi,ADV_koht
silphaaval,ADV_viis
sinakalt,ADV_viis
sindrima,ADV_aste
sine die,ADV_viis
singa-songa,ADV_viis
sinkadi-sonkadi,ADV_viis
sinkadi-vinkadi,ADV_viis
sinka-sonka,ADV_viis
sinka-vinka,ADV_viis
sinka-vonka,ADV_viis
sinna,ADV_aeg
sinna,ADV_koht
sinna,ADV_seisund
sinna ja tänna,ADV_koht
sinna ja tänna,ADV_viis
sinna juurde,ADV_viis
sinnajuurde,ADV_viis
sinna kanti,ADV_koht
sinnakanti,ADV_koht
sinnamaale,ADV_aeg
sinnamaale,ADV_koht
sinnamaani,ADV_aeg
sinnamaani,ADV_koht
sinnani,ADV_aeg
sinnani,ADV_koht
sinnasamasse,ADV_koht
sinnasamma,ADV_koht
sinna-tänna,ADV_koht
sinna-tänna,ADV_viis
sipsti,ADV_viis
sirakil,ADV_viis
sirakile,ADV_viis
sirevil,ADV_viis
sirevile,ADV_viis
sirgelt,ADV_viis
sirgesti,ADV_viis
sirgjoon,ADV_viis
sirgjooneliselt,ADV_viis
sirgu,ADV_viis
sirtsti,ADV_viis
sirukil,ADV_viis
sirukile,ADV_viis
siruli,ADV_viis
sirvimisi,ADV_viis
siseriiklikult,ADV_koht
siseselt,ADV_koht
sisse,ADV_aeg
sisse,ADV_koht
sisse,ADV_seisund
sisse,ADV_tulemus
sissepoole,ADV_koht
sisse-välja,ADV_viis
sisuldasa,ADV_viis
sisuliselt,ADV_modaalsus
sisuliselt,ADV_viis
sitaks,ADV_modaalsus
sitasti,ADV_viis
sitkelt,ADV_viis
sitta kanti,ADV_modaalsus
sittakanti,ADV_modaalsus
siu,ADV_viis
siuh,ADV_viis
siuh-säuh,ADV_viis
siuhti,ADV_viis
siuh-vilks,ADV_viis
siva,ADV_viis
skaibitsi,ADV_viis
smirna,ADV_viis
soiku,ADV_viis
soikus,ADV_viis
sokkis,ADV_viis
solvavalt,ADV_viis
solvunult,ADV_seisund
solvunult,ADV_viis
soodsalt,ADV_viis
soodsasti,ADV_viis
soojalt,ADV_viis
soojemini,ADV_viis
soolaselt,ADV_viis
soolatult,ADV_viis
soomused langevad silmadelt,ADV_seisund
sooti,ADV_viis
sootu,ADV_modaalsus
sootuks,ADV_modaalsus
sootumaks,ADV_modaalsus
soovitatavalt,ADV_viis
soovitavalt,ADV_viis
sopsus,ADV_seisund
sorakas,ADV_viis
sorakil,ADV_viis
sorakile,ADV_viis
soravalt,ADV_viis
soravasti,ADV_viis
sorditi,ADV_viis
sorgu,ADV_viis
sorgus,ADV_seisund
sorgus,ADV_viis
sorinal,ADV_viis
sorteeritult,ADV_viis
sorus,ADV_viis
sosinal,ADV_viis
sosistamisi,ADV_viis
sossi,ADV_seisund
sossis,ADV_seisund
sostenuto,ADV_viis
sotsiaalselt,ADV_viis
spetsiaalselt,ADV_viis
spiccato,ADV_viis
spikaato,ADV_viis
sportlaslikult,ADV_viis
stacc.,ADV_viis
staccato,ADV_viis
stiihiliselt,ADV_viis
strepitoso,ADV_viis
sub.,ADV_viis
subito,ADV_viis
sugereerivalt,ADV_viis
sugestiivselt,ADV_viis
sugu,ADV_aste
sugu,ADV_modaalsus
sugugi,ADV_aste
sugugi,ADV_modaalsus
sugukonniti,ADV_viis
sugupärast,ADV_aste
suht,ADV_aste
suhteliselt,ADV_aste
suhteliselt,ADV_viis
suht-koht,ADV_aste
suhtkoht,ADV_aste
suikvel,ADV_seisund
suikvele,ADV_seisund
suisa,ADV_aste
suisa,ADV_modaalsus
suisasui,ADV_aste
suitseid pidi,ADV_viis
suitseidpidi,ADV_viis
sukkis,ADV_viis
suletud,ADV_seisund
suletud uste taga,ADV_viis
suluksis,ADV_viis
sumbunult,ADV_viis
sumedalt,ADV_viis
summa summarum,ADV_viis
summutatult,ADV_viis
sundimisi,ADV_viis
sundkorras,ADV_viis
sunnil,ADV_viis
sunnitult,ADV_viis
sunniviisi,ADV_viis
sunniviisil,ADV_viis
sunniviisiliselt,ADV_viis
super,ADV_aste
supsti,ADV_viis
surmani,ADV_aste
surmkindlalt,ADV_aste
surnult,ADV_seisund
suti,ADV_aste
sutike,ADV_aste
sutikene,ADV_aste
sutsu,ADV_aste
sutsuke,ADV_aste
sutsukene,ADV_aste
sutt,ADV_aste
sutt-sutt,ADV_aste
suu ammuli,ADV_viis
suud mööda,ADV_seisund
suud mööda,ADV_viis
suudmööda,ADV_seisund
suudmööda,ADV_viis
suuli,ADV_viis
suuliselt,ADV_viis
suunitletult,ADV_viis
