"word","semantic_types"
paepaljand,KOHT
paeplatoo,KOHT
paepragu,KOHT
paepõrand,KOHT
paesein,KOHT
paetasandik,KOHT
Paevere,KOHT
Paevälja,KOHT
Paflagoonia,KOHT
Paganamaa,KOHT
Pagari,KOHT
pagarikoda,KOHT
pagaripood,KOHT
pagaritsehh,KOHT
pagaritöökoda,KOHT
pagariäri,KOHT
Pagasi,KOHT
pagasiait,KOHT
pagendus,SEISUND
pagood,KOHT
Pago Pago,KOHT
pagulasaastad,AEG
pagulaselu,SEISUND
pagulaslaager,KOHT
pagulasvalitsus,KOHT
Pahapilli,KOHT
pahausksus,SEISUND
Pahavalla,KOHT
pahemus,SEISUND
Pahkla,KOHT
Pahtpää,KOHT
pahurus,SEISUND
Pahuvere,KOHT
Paide,KOHT
Paidra,KOHT
paigake,KOHT
paigakene,KOHT
paigalolek,SEISUND
paigalpüsimine,SEISUND
paigalseis,SEISUND
paigalseismine,SEISUND
paige,KOHT
paigustaud,SEISUND
paikapidav,SEISUND
paikkino,KOHT
paikkond,KOHT
Paikna,KOHT
paiku,AEG
Paikuse,KOHT
Paiküla,KOHT
Paimala,KOHT
Paimvere,KOHT
Painküla,KOHT
paisatus,SEISUND
paisjärv,KOHT
Paisley,KOHT
paistetus,SEISUND
Paistu,KOHT
Paisumaa,KOHT
paisusilm,KOHT
paja,KOHT
pajaaken,KOHT
pajaauk,KOHT
Pajaka,KOHT
Paju,KOHT
Pajualuse,KOHT
pajukil,SEISUND
Paju-Kurdla,KOHT
Pajukurmu,KOHT
Pajumaa,KOHT
Pajumõisa,KOHT
Pajupea,KOHT
Pajusi,KOHT
Pajusti,KOHT
Pajuveski,KOHT
pakasepäev,AEG
Pakasjärv,KOHT
Pakaste,KOHT
pakatis,SEISUND
pakendiringlus,SEISUND
pakihoid,KOHT
pakihoiuruum,KOHT
Pakistan,KOHT
pakktuba,KOHT
pakku,SEISUND
Paklova,KOHT
Pakri,KOHT
Pakri neem,KOHT
Pakri poolsaar,KOHT
Pakri saared,KOHT
Paks Margareeta,KOHT
Pala,KOHT
Palade,KOHT
Palamulla,KOHT
Palamuse,KOHT
Palamuste,KOHT
Palana,KOHT
Palandõ,KOHT
Palanga,KOHT
Palanumäe,KOHT
Palase,KOHT
Palasi,KOHT
palat,KOHT
palatso,KOHT
Palatu,KOHT
Palau,KOHT
palavikuhaigus,SEISUND
palavikuhoog,SEISUND
palavikukramp,SEISUND
palavikuvärin,SEISUND
palavvöö,KOHT
palavvööde,KOHT
Paldiski,KOHT
palee,KOHT
paleepööre,sündmus
paleerevolutsioon,sündmus
palendsein,KOHT
paleogeen,AEG
paleoliitikum,AEG
paleosoikum,AEG
paleotseen,AEG
Palermo,KOHT
Palestiina,KOHT
palestik,KOHT
palestra,KOHT
palgakõnelused,sündmus
palgal,SEISUND
palgale,SEISUND
palgalõhe,SEISUND
palgalõks,SEISUND
palgaläbirääkimised,sündmus
palgamaa,KOHT
palgaorjus,SEISUND
palgapäev,AEG
palgasoov,SEISUND
palgavaesus,SEISUND
palgavõrdsus,SEISUND
palgikord,KOHT
palgimets,KOHT
Palikir,KOHT
palissaad,KOHT
Palivere,KOHT
paljak,KOHT
paljand,KOHT
paljandik,KOHT
paljas kui püksinööp,SEISUND
Paljasmaa,KOHT
paljaspeasus,SEISUND
paljaspäisus,SEISUND
Paljassaar,KOHT
Paljassaare,KOHT
Paljassaare poolsaar,KOHT
paljastu,KOHT
"palju kisa, vähe villa",SEISUND
paljundusistandik,KOHT
paljunduspeenar,KOHT
palklagi,KOHT
palkmaja,KOHT
palkon,KOHT
palkonn,KOHT
palksein,KOHT
Pallasmaa,KOHT
Palli,KOHT
Pallika,KOHT
pallikaotus,sündmus
pallimeri,KOHT
pallinguala,KOHT
pallingujoon,KOHT
palliplats,KOHT
pallivahetus,SEISUND
palliväljak,KOHT
Palma,KOHT
palmi all,KOHT
palmi alla,KOHT
palmihoone,KOHT
palmimaja,KOHT
palmipuudepüha,AEG
Palmse,KOHT
Palo,KOHT
Palometsa,KOHT
Palomõisa,KOHT
Paloveere,KOHT
palu,KOHT
Palujüri,KOHT
Paluküla,KOHT
Palumäe,KOHT
Paluoja,KOHT
Palupera,KOHT
Palupere,KOHT
Palupõhja,KOHT
Palutaja,KOHT
palvekoda,KOHT
palvekoosolek,sündmus
palvela,KOHT
palvemaja,KOHT
palvepäev,AEG
Palvere,KOHT
palveruum,KOHT
palvesaal,KOHT
palveteenistus,sündmus
palvetuba,KOHT
palvetund,sündmus
palvus,sündmus
palvushommikusöök,sündmus
Pamfüülia,KOHT
Pamiir,KOHT
Pamma,KOHT
Pammana,KOHT
Pampa,KOHT
pampa,KOHT
Pamplona,KOHT
Panaji,KOHT
Panama,KOHT
Panamá,KOHT
Panama kanal,KOHT
panariitsium,SEISUND
pandeemia,SEISUND
pandimaja,KOHT
pandimõis,KOHT
Pandivere,KOHT
Pandivere kõrgustik,KOHT
Pandžab,KOHT
paneeldiskussioon,sündmus
paneelelamu,KOHT
paneelikas,KOHT
paneelkarp,KOHT
paneelmaja,KOHT
Panevėžys,KOHT
Panfilovi,KOHT
Panga,KOHT
pangahoone,KOHT
pangainspektsioon,KOHT
pangakontor,KOHT
pangakrahh,sündmus
pangamaja,KOHT
pangaorjus,SEISUND
pangapäev,AEG
pangasmäestik,KOHT
Pangodi,KOHT
panihhiida,sündmus
panila,KOHT
panipaik,KOHT
Pankjavitsa,KOHT
pankrannik,KOHT
pankreatiit,SEISUND
panleukopeenia,SEISUND
pannkookla,KOHT
Pannoonia,KOHT
panoftalmiit,SEISUND
pansionaat,KOHT
pansootia,SEISUND
pantomiimiteater,KOHT
pantvangidraama,sündmus
pantvangikriis,sündmus
pantvangistus,SEISUND
Paope,KOHT
paos,SEISUND
papagoilaskmine,sündmus
Papeete,KOHT
Papiaru,KOHT
Papilaht,KOHT
Papilaid,KOHT
papilloom,SEISUND
Papiniidu,KOHT
Papisilla,KOHT
pappkatus,KOHT
Papsaare,KOHT
papüürussammas,KOHT
paraadtrepp,KOHT
Paraceli saared,KOHT
paradiisisaar,KOHT
paradoksaalne uni,SEISUND
parafimoos,SEISUND
paragripp,SEISUND
Paraguai,KOHT
Paraguay,KOHT
parajus,SEISUND
Paralepa,KOHT
paralleelklass,KOHT
paralleeltänav,KOHT
paralümpia,sündmus
paralümpiamängud,sündmus
paralüüs,SEISUND
Paramaribo,KOHT
parametriit,SEISUND
Paraná,KOHT
parandusmaja,KOHT
paranefriit,SEISUND
paranoia,SEISUND
paraolümpia,sündmus
paraolümpiamängud,sündmus
Parapalu,KOHT
parapett,KOHT
parapleegia,SEISUND
parasiithaigus,SEISUND
parasiitkraater,KOHT
parasitaarhaigus,SEISUND
parasitoos,SEISUND
Parasmaa,KOHT
Parasmetsa,KOHT
Parasmäe,KOHT
parasomnia,SEISUND
parasvöö,KOHT
parasvööde,KOHT
paratüüfus,SEISUND
pardikõnnak,SEISUND
parditiik,KOHT
parees,SEISUND
paremkallas,KOHT
paremkurv,KOHT
paresteesia,SEISUND
pargend,SEISUND
pargipidu,sündmus
pargirada,KOHT
Pargitaguse,KOHT
Pari,KOHT
Pariis,KOHT
Pariisi,KOHT
Pariisi kommuun,KOHT
Parika,KOHT
Parila,KOHT
Parisselja,KOHT
Parivere,KOHT
parkalitöökoda,KOHT
Parkanova,KOHT
parkettpõrand,KOHT
parkimismaja,KOHT
parkimisplats,KOHT
parkimistasku,KOHT
parkimistöökoda,KOHT
parkinsonism,SEISUND
Parkinsoni tõbi,SEISUND
parkla,KOHT
parkmaastik,KOHT
parkmets,KOHT
parkmik,KOHT
Parksepa,KOHT
Parksi,KOHT
parkuuriväljak,KOHT
parlamendivalimised,sündmus
parlament,KOHT
parlanks,SEISUND
parlatoorium,KOHT
Parma,KOHT
Parmu,KOHT
Parmupalu,KOHT
Parnassós,KOHT
parodontiit,SEISUND
parodontoos,SEISUND
parotiit,SEISUND
parterasend,SEISUND
Partia,KOHT
partla,KOHT
partnerettevõte,KOHT
partneriaad,sündmus
partnerkool,KOHT
partnerlinn,KOHT
partnerlus,SEISUND
partnerorganisatsioon,KOHT
partnerriik,KOHT
Partsaare,KOHT
partsell,KOHT
partselltalund,KOHT
Partsi,KOHT
parvematk,sündmus
parvesaun,KOHT
parvetuskanal,KOHT
parvetusrenn,KOHT
parvsaun,KOHT
Pas de Calais,KOHT
Pasilaid,KOHT
Pasja,KOHT
Pasklep,KOHT
Paslepa,KOHT
Passi,KOHT
passiivmaja,KOHT
passiivne suitsetamine,SEISUND
passijaoskond,KOHT
passilaud,KOHT
Pastaku,KOHT
Pasti,KOHT
pastoraalseminar,KOHT
pastoraat,KOHT
pastorimaja,KOHT
Pasvalys,KOHT
pašalõk,KOHT
Patagoonia,KOHT
pataljon,KOHT
Patarei vangla,KOHT
Pataste,KOHT
patendiamet,KOHT
Patika,KOHT
patiseis,SEISUND
Patjala,KOHT
Patkuli tiik,KOHT
Patküla,KOHT
Patna,KOHT
Pátra,KOHT
patrullteenistus,KOHT
patsis,SEISUND
Pattaya,KOHT
Pattina,KOHT
pattulangemine,sündmus
patupesa,KOHT
patusus,SEISUND
patusüü,SEISUND
patuurgas,KOHT
Pauastvere,KOHT
Pauliku,KOHT
Paunaste,KOHT
Paunküla,KOHT
Pausakunnu,KOHT
paviljon,KOHT
Pavlodar,KOHT
Pays de la Loire,KOHT
peaahelik,KOHT
peaajuinfarkt,SEISUND
peaajukasvaja,SEISUND
peaajupõletik,SEISUND
peaajupõrutus,SEISUND
peaajutus,SEISUND
peaajuvapustus,SEISUND
peafassaad,KOHT
peahaav,SEISUND
peahoone,KOHT
peajõgi,KOHT
peakeskus,KOHT
peakirik,KOHT
peakonsulaat,KOHT
peakontor,KOHT
peakoosolek,sündmus
peakorpus,KOHT
peakorter,KOHT
peakraater,KOHT
peakraav,KOHT
peaksi,KOHT
pealeehitis,KOHT
pealeehitus,KOHT
pealelõuna,AEG
pealenihe,KOHT
pealetungilahing,sündmus
pealinn,KOHT
pealinnus,KOHT
pealisehitis,KOHT
pealthoie,SEISUND
pealtpoolt,KOHT
Pealuu,KOHT
pealööv,KOHT
peamaja,KOHT
peamõis,KOHT
Peanse,KOHT
Peantse,KOHT
pea on pulki täis,SEISUND
peaorg,KOHT
peaots,KOHT
peapostkontor,KOHT
peaproov,sündmus
peapõrutus,SEISUND
peapööritus,SEISUND
pearaharahutused,sündmus
pearinglus,SEISUND
Pearl Harbor,KOHT
peasaal,KOHT
peasaar,KOHT
peasissekäik,KOHT
peastaap,KOHT
peastrekk,KOHT
peašaht,KOHT
peata kana,SEISUND
peataolek,SEISUND
peatee,KOHT
peatekk,KOHT
peatoimetus,KOHT
peatrepp,KOHT
peats,KOHT
Peatskivi,KOHT
peatusevahe,KOHT
peatuskoht,KOHT
peatuspaik,KOHT
peatuspunkt,KOHT
peatänav,KOHT
peatööettevõtja,KOHT
peatöövõtja,KOHT
peavaht,KOHT
peavaksal,KOHT
peavalitsus,KOHT
peavari,KOHT
peaväljak,KOHT
Pécs,KOHT
peda,KOHT
pedagoogikainstituut,KOHT
pedagoogikaülikool,KOHT
pedagoogium,KOHT
Pedajamäe,KOHT
Pedase,KOHT
Pedaspea,KOHT
Pedaspää,KOHT
Pedassaar,KOHT
Pedassaare,KOHT
Pedaste,KOHT
Pedejä,KOHT
Pedeli jõgi,KOHT
Pedetsi jõgi,KOHT
pedikuloos,SEISUND
Pedja,KOHT
Pedja jõgi,KOHT
Peebu,KOHT
Peederga,KOHT
Peedo,KOHT
Peedu,KOHT
peegellabürint,KOHT
peegelpind,KOHT
peegelsein,KOHT
peeglisaal,KOHT
peenar,KOHT
peenike peos,SEISUND
peenike pihus,SEISUND
peenralapp,KOHT
peenramaa,KOHT
peenravahe,KOHT
peensoolepõletik,SEISUND
Peeri,KOHT
Peerni,KOHT
peesitama,SEISUND
Peetel,KOHT
Peeterristi,KOHT
peetis,SEISUND
Peetri,KOHT
Peetri jõgi,KOHT
Peetrimõisa,KOHT
peetripäev,AEG
peetud,SEISUND
peetumine,SEISUND
peetunud rasedus,SEISUND
peetus,SEISUND
Pehka,KOHT
pehme keelega,SEISUND
pehmemädanik,SEISUND
pehmumus,SEISUND
peidik,KOHT
peidukas,KOHT
peidukoht,KOHT
peidupaik,KOHT
peiduurgas,KOHT
peied,sündmus
Peipsi,KOHT
Peipsi järv,KOHT
Peipsiveer,KOHT
Peipsiääre,KOHT
peitmunand,SEISUND
peitmunandilisus,SEISUND
peiupõlv,AEG
Peking,KOHT
pelagiaal,KOHT
peldik,KOHT
pelg,SEISUND
Pelgulinn,KOHT
Pelgurand,KOHT
Pelguranna,KOHT
pellagra,SEISUND
peller,KOHT
Peloponnesos,KOHT
Pelsi,KOHT
pemfigus,SEISUND
Penang,KOHT
peneplaan,KOHT
Penijõe,KOHT
Peningi,KOHT
Peninsaari,KOHT
Penniinid,KOHT
Penniini mäed,KOHT
Pennsylvania,KOHT
pensionipäev,AEG
Penza,KOHT
Pentagon,KOHT
penthouse,KOHT
Penu,KOHT
Penuja,KOHT
peomaja,KOHT
peomöll,sündmus
peoplats,KOHT
peopäev,AEG
peosaal,KOHT
peotelk,KOHT
peoõhtu,sündmus
Peraküla,KOHT
Perametsa,KOHT
perbüroo,KOHT
Perdaku,KOHT
Perea,KOHT
perearstikeskus,KOHT
pereelamu,KOHT
pereettevõte,KOHT
perefarm,KOHT
perefirma,KOHT
perekamber,KOHT
perekonnafarm,KOHT
perekonnakabel,KOHT
perekonnakalmistu,KOHT
perekonnanõuandla,KOHT
perekonnanõukogu,sündmus
perekonnapidu,sündmus
perekonnaseis,SEISUND
perekonnaseisuamet,KOHT
perekonnaseisubüroo,KOHT
perekonnatüli,sündmus
perekonnaõhtu,sündmus
perekool,KOHT
Pereküla,KOHT
peremaja,KOHT
peremeheohjad,SEISUND
perenaiseohjad,SEISUND
perenõuandla,KOHT
perepalat,KOHT
perepuhkus,sündmus
pererestoran,KOHT
Peresi,KOHT
Peresniga,KOHT
Peressaare,KOHT
peretuba,KOHT
Perevolok,KOHT
perforatsioon,SEISUND
pergola,KOHT
Peri,KOHT
periartriit,SEISUND
perigee,KOHT
periheel,KOHT
perikardiit,SEISUND
Perila,KOHT
periodontiit,SEISUND
periostiit,SEISUND
peripteer,KOHT
peristüül,KOHT
peritoniit,SEISUND
Perjatsi,KOHT
Perm,KOHT
perm,AEG
permaaed,KOHT
permakultuuriaed,KOHT
Permikomi,KOHT
Permisküla,KOHT
Perosoontsa,KOHT
perroon,KOHT
Persåker,KOHT
perselohk,KOHT
personaalnäitus,sündmus
personaalunioon,KOHT
personaliosakond,KOHT
perspektiivportaal,KOHT
Perth,KOHT
Peruu,KOHT
perv,KOHT
Pervouralsk,KOHT
Peräpohjola,KOHT
Perätammistu,KOHT
pesaase,KOHT
pesaauk,KOHT
pesakamber,KOHT
pesake,KOHT
pesakene,KOHT
pesakoht,KOHT
pesalohk,KOHT
pesapaik,KOHT
pesaruum,KOHT
pesaõõnsus,KOHT
pesaõõs,KOHT
pesematus,SEISUND
pesitsusaeg,AEG
pesitsusala,KOHT
pesitsuskoht,KOHT
pesitsuspaik,KOHT
pesitsusperiood,AEG
pesitsusrahu,AEG
pesitsusterritoorium,KOHT
pessimum,SEISUND
pesukoda,KOHT
pesuköök,KOHT
pesula,KOHT
pesuladu,KOHT
pesumaja,KOHT
pesupäev,AEG
pesuruum,KOHT
pesutänav,KOHT
Petaaluse,KOHT
petehhia,SEISUND
Peterborough,KOHT
Peterburi,KOHT
Peterhof,KOHT
petetus,SEISUND
petikaken,KOHT
petikarkaad,KOHT
petikkaaristu,KOHT
petikuks,KOHT
Petlemm,KOHT
Petrakuudi,KOHT
Petrodvorets,KOHT
Petrograd,KOHT
Petrokrepost,KOHT
Petropavl,KOHT
Petropavlovsk-Kamtšatski,KOHT
Petroskoi,KOHT
Petrozavodsk,KOHT
Petrovsk,KOHT
Petseri,KOHT
Petserimaa,KOHT
Petseri maakond,KOHT
Petska,KOHT
Petšenga,KOHT
Petšora,KOHT
Petšorõ,KOHT
Pfalz,KOHT
Philadelphia,KOHT
Philipsburg,KOHT
Phjongjang,KOHT
Phnom Penh,KOHT
Phokis,KOHT
Phothi,KOHT
Phuket,KOHT
Phönjan,KOHT
Pibari,KOHT
Picardie,KOHT
pidalitõbi,SEISUND
pidalitõbila,KOHT
pidamatus,SEISUND
pidamisala,KOHT
pidžaamapidu,sündmus
pidu,sündmus
pidu ja pillerkaar,SEISUND
Pidula,KOHT
Pidula-Kuusiku,KOHT
pidumaja,KOHT
pidu meie tänaval,SEISUND
pidupäev,AEG
pidurdatus,SEISUND
pidurdusmaa,KOHT
pidurdusseisund,SEISUND
pidurdustee,KOHT
pidurdusteekond,KOHT
pidurefektoorium,KOHT
pidusaal,KOHT
pidustus,sündmus
pidusööming,sündmus
piduõhtu,sündmus
Pieksämäki,KOHT
Pielinen,KOHT
Piemonte,KOHT
Pietarsaari,KOHT
pigatasandik,KOHT
pigilaiksus,SEISUND
piginukk,KOHT
pigis,SEISUND
pigisse,SEISUND
pigist,SEISUND
pigistustunne,SEISUND
pigmendilaik,KOHT
pigmentatsioon,SEISUND
pigmentatsioonihäire,SEISUND
pigmentkivi,SEISUND
Piha,KOHT
Pihali,KOHT
Pihke,KOHT
Pihkva,KOHT
Pihkva järv,KOHT
Pihla,KOHT
Pihlajavesi,KOHT
Pihlaspea,KOHT
Pihleni,KOHT
pihtasaamine,sündmus
Pihtla,KOHT
Pihva,KOHT
Piibe,KOHT
piiblikonverents,sündmus
piibliselts,KOHT
piiblitund,sündmus
piiblivöö,KOHT
Piibumäe,KOHT
piibutund,AEG
Piigandi,KOHT
piigart,KOHT
Piigaste,KOHT
piigat,KOHT
Piila,KOHT
Piilse,KOHT
Piilsi,KOHT
Piilu,KOHT
piimaallergia,SEISUND
piimabaar,KOHT
piimafarm,KOHT
piimajõed ja pudrumäed,SEISUND
piimakarjafarm,KOHT
piimakarjalaut,KOHT
piimakelder,KOHT
piimakoda,KOHT
piimaköök,KOHT
piimanäärmepõletik,SEISUND
piimanäärmevähk,SEISUND
piimapais,SEISUND
piimapood,KOHT
piimapunkt,KOHT
piimaraig,SEISUND
piimaruum,KOHT
piimasaal,KOHT
piimatalitus,KOHT
piimaühistu,KOHT
piimküps,SEISUND
piimküpsus,SEISUND
piinakamber,KOHT
piinatus,SEISUND
Piipsemäe,KOHT
Piira,KOHT
piiramisretk,sündmus
piiramisseisukord,SEISUND
piiranguvöönd,KOHT
piirdemüür,KOHT
piirdesööbija,SEISUND
Piiri,KOHT
piirialane isiksushäire,SEISUND
piirijaam,KOHT
piirijõgi,KOHT
piirikaitserügement,KOHT
piirikindlus,KOHT
piirikraav,KOHT
piirilinn,KOHT
piiripeenar,KOHT
piiripolitsei,KOHT
piiripunkt,KOHT
piiririba,KOHT
piiririik,KOHT
Piirissaar,KOHT
piiristunud,SEISUND
piiri taga,KOHT
piiri tagant,KOHT
piiri taha,KOHT
piiritletud,SEISUND
piiritletus,SEISUND
piiritsoon,KOHT
piiritusevabrik,KOHT
piiritusvabrik,KOHT
piiritüli,SEISUND
piirivalvekordon,KOHT
Piirivarbe,KOHT
piirivöönd,KOHT
piirkonnakool,KOHT
piirpind,KOHT
Piirsalu,KOHT
piirsituatsioon,SEISUND
Piirumi,KOHT
piisamatus,SEISUND
piisavus,SEISUND
Piisi,KOHT
piiskinfektsioon,SEISUND
piisknakkus,SEISUND
piiskopikirik,KOHT
piiskopilinn,KOHT
piiskopilinnus,KOHT
piiskopiloss,KOHT
piiskopimõis,KOHT
Piissoo,KOHT
Piistaoja,KOHT
Piisu,KOHT
Piisupi,KOHT
Piiter,KOHT
Piitre jõgi,KOHT
Piiumetsa,KOHT
pika,SEISUND
Pikajärve,KOHT
Pikakannu,KOHT
Pikaküla,KOHT
Pikaliiva,KOHT
pikapäevakool,KOHT
Pikardia,KOHT
Pikareinu,KOHT
Pikaristi,KOHT
Pikasilla,KOHT
Pikati,KOHT
Pikavere,KOHT
Pikevere,KOHT
pikihoone,KOHT
pikilõhe,KOHT
pikilööv,KOHT
pikiorg,KOHT
pikipragu,KOHT
pikivagu,KOHT
pikivahe,KOHT
pikkade nugade öö,sündmus
pikk COVID,SEISUND
Pikk Hermann,KOHT
Pikk jalg,KOHT
Pikkjärve,KOHT
pikkmaja,KOHT
Pikknurme,KOHT
pikk nädalalõpp,AEG
pikku,AEG
piknik,sündmus
Pikru,KOHT
Pikva,KOHT
pilapood,KOHT
pilbaskatus,KOHT
Pildiküla,KOHT
pilditüli,sündmus
pildiväli,KOHT
piletikassa,KOHT
piletisaba,sündmus
Pilistvere,KOHT
piljardisaal,KOHT
Pilka,KOHT
pilkaspimedus,SEISUND
Pilkuse,KOHT
Pillapalu,KOHT
Pillardi,KOHT
Pillau,KOHT
Pille,KOHT
pilliroopadrik,KOHT
pillirootihnik,KOHT
pillirooväli,KOHT
Pilpa,KOHT
pilpakatus,KOHT
Pilpaküla,KOHT
pilpaküla,KOHT
pilss,KOHT
Pilu,KOHT
piluaken,KOHT
pilvelõhkuja,KOHT
pilvepragu,KOHT
pilvis,SEISUND
pimedusega löödud,SEISUND
pimedusekartus,SEISUND
pimekohting,sündmus
pimekurtus,SEISUND
pime kurv,KOHT
pime nurk,KOHT
pimepood,KOHT
pimesoolepõletik,SEISUND
Pimestiku,KOHT
pimesus,SEISUND
pimešaht,KOHT
pimik,KOHT
pinakoteek,KOHT
Pinang,KOHT
Pindi,KOHT
pindmik,KOHT
Píndos,KOHT
pinevus,SEISUND
pinevuskolle,KOHT
pingekolle,KOHT
pingemurd,SEISUND
pingepeavalu,SEISUND
pingeseisund,SEISUND
pingivahe,KOHT
pinglagi,KOHT
pingsus,SEISUND
pingus,SEISUND
pingutusastma,SEISUND
pinnamoodustis,KOHT
pinnastee,KOHT
pinnatuli,sündmus
pinnaveekogu,KOHT
pinnavorm,KOHT
pinsipäev,AEG
Pinsk,KOHT
Pinska,KOHT
pinukoda,KOHT
pinumaa,KOHT
pioneerimalev,KOHT
Piprarannik,KOHT
Pireus,KOHT
Pirgu,KOHT
Pirita,KOHT
Pirita klooster,KOHT
Pirkanmaa,KOHT
Pirmastu,KOHT
Pirsallika,KOHT
pirukabaar,KOHT
Pisa,KOHT
pisarakotipõletik,SEISUND
pisaranäärmepõletik,SEISUND
Pisa torn,KOHT
Pisiidia,KOHT
pisiriik,KOHT
pisisaar,KOHT
Pisisaare,KOHT
pisivigastus,SEISUND
pissihäda,SEISUND
pissipeatus,sündmus
Pišpek,KOHT
pizzeria,KOHT
Pitaluva,KOHT
Pitcairn,KOHT
Pitkäranta,KOHT
pitsabaar,KOHT
Pitsalu,KOHT
pitsball,sündmus
pitseeria,KOHT
pitspall,sündmus
Pittsburgh,KOHT
Piusa,KOHT
Piusa jõgi,KOHT
Piusa koopad,KOHT
Pivarootsi,KOHT
Pjatigorsk,KOHT
pKr,AEG
plaadiesitluskontsert,sündmus
plaadifirma,KOHT
plaadipood,KOHT
Plaani,KOHT
plaanikomitee,KOHT
plaanitus,SEISUND
plaaž,KOHT
plaatpõrand,KOHT
plaatvooder,KOHT
plahvatuskindlus,SEISUND
plahvatuslehter,KOHT
Plaksi,KOHT
planetaarium,KOHT
Plasku,KOHT
platsdarm,KOHT
Pļaviņas,KOHT
pleekaed,KOHT
pleenum,sündmus
pleistotseen,AEG
plekiline soetõbi,SEISUND
plekimõlkimine,sündmus
plekk-katus,KOHT
plenaaristung,sündmus
plenaarium,sündmus
Plessi,KOHT
pleuriit,SEISUND
Pleven,KOHT
plevna,sündmus
Pliia,KOHT
pliimürgistus,SEISUND
pliimürgitus,SEISUND
Plika,KOHT
plikaiga,AEG
plikapõlv,AEG
plinder,SEISUND
pliotseen,AEG
Pljussa,KOHT
Ploieşti,KOHT
Plovdiv,KOHT
Plzeň,KOHT
Plungė,KOHT
Plymouth,KOHT
pneumohall,KOHT
pneumokonioos,SEISUND
pneumoonia,SEISUND
pneumoskleroos,SEISUND
pneumotooraks,SEISUND
Poaka,KOHT
Poama,KOHT
Poanse,KOHT
podagra,SEISUND
podagrasõlm,SEISUND
podest,KOHT
Podgorica,KOHT
Podkamennaja Tunguska,KOHT
Podkarpacie,KOHT
Podlaasia,KOHT
Podmotsa,KOHT
Podolsk,KOHT
Podoolia,KOHT
poeetilisus,SEISUND
poegimisaeg,AEG
poegimishalvatus,SEISUND
poegimisvahemik,AEG
poeke,KOHT
poekett,KOHT
pogri,KOHT
pogromm,sündmus
Pohjanmaa,KOHT
Pohla,KOHT
pohlad olema,SEISUND
pohlamännik,KOHT
pohmane,SEISUND
poisipõlv,AEG
poissmeesteõhtu,sündmus
poistekool,KOHT
Poitou-Charentes,KOHT
Poka,KOHT
Pokolduva,KOHT
pokris,KOHT
Poksa,KOHT
Poksi,KOHT
poksiklubi,KOHT
poksiring,KOHT
polaarala,KOHT
polaarium,KOHT
polaarjaam,KOHT
polaarmaa,KOHT
polaarmeri,KOHT
polaarpiirkond,KOHT
polaarpäev,AEG
polaarsuvi,AEG
polaartalv,AEG
polaarvööde,KOHT
polaaröö,AEG
Polack,KOHT
Polatsk,KOHT
polder,KOHT
pole haisugi,SEISUND
pole hamba all kuiva kohta,SEISUND
pole lõhnagi,SEISUND
Polesje,KOHT
Polessk,KOHT
poliitika-aasta,AEG
poliitiline politsei,KOHT
polikas,KOHT
polikliinik,KOHT
poliomüeliit,SEISUND
polis,KOHT
politseiamet,KOHT
politseiasutus,KOHT
politseikohus,KOHT
politseimaja,KOHT
politseipataljon,KOHT
politseiprefektuur,KOHT
politseiriik,KOHT
politseiteenistus,KOHT
politseitund,AEG
politseivalitsus,KOHT
polje,KOHT
polk,KOHT
Polli,KOHT
pollinoos,SEISUND
Poloda nulk,KOHT
Polotsk,KOHT
Polovina,KOHT
polpol,KOHT
Poltaava,KOHT
Poltava,KOHT
Poltoratsk,KOHT
polüartriit,SEISUND
polüdaktüülia,SEISUND
polüfaagia,SEISUND
polügon,KOHT
Polüneesia,KOHT
polüneuriit,SEISUND
polüneuropaatia,SEISUND
polüpoos,SEISUND
polüskleroos,SEISUND
polütehnikum,KOHT
polütrauma,SEISUND
polütsüteemia,SEISUND
polüuuria,SEISUND
Pombre,KOHT
Pommeri,KOHT
pommiauk,KOHT
pommikahtlus,SEISUND
pommilehter,KOHT
pommiplahvatus,sündmus
pommitabamus,sündmus
pommivarjend,KOHT
Pomorze,KOHT
Pompei,KOHT
pompoon,SEISUND
pontifikaat,AEG
pontoonsild,KOHT
Pontos,KOHT
Pontose mäed,KOHT
Poodlissa,KOHT
poogen olema,SEISUND
pookekoht,KOHT
Poola,KOHT
Poola aeg,AEG
poolaasta,AEG
poolaeg,AEG
Poola koridor,KOHT
Poola-Leedu,KOHT
Poola Liivimaa,KOHT
poolasumaa,KOHT
Poole,KOHT
poolelus,SEISUND
poolestusaeg,AEG
poolfinaalmäng,sündmus
poolfinaalseeria,sündmus
poolfinaalturniir,sündmus
poolhämarus,SEISUND
poolituskoht,KOHT
pooljaam,KOHT
pooljuubel,sündmus
poolkelder,KOHT
poolkelpkatus,KOHT
poolkoloonia,KOHT
poolkorrus,KOHT
poolkõrb,KOHT
poolmõis,KOHT
poolmäda,SEISUND
poolmädanenud,SEISUND
poolpeetud,SEISUND
poolpidune,SEISUND
poolpimedus,SEISUND
poolpäev,AEG
poolpüha,AEG
poolsaar,KOHT
Poolsaare-Malaisia,KOHT
poolsajand,AEG
poolspagaat,SEISUND
pooltekk,KOHT
pooltund,AEG
pooluni,SEISUND
poolvari,KOHT
poolviilkatus,KOHT
Pootsi,KOHT
Pootsiku,KOHT
popipäev,AEG
Popocatépetl,KOHT
Popovitsa,KOHT
popsikoht,KOHT
