"word","semantic_types"
kroonukool,KOHT
kroonu leib,SEISUND
kroonuleib,SEISUND
kroonumaa,KOHT
kroonumõis,KOHT
kroonupalat,KOHT
kroonuvald,KOHT
kroonvärk,KOHT
Krootuse,KOHT
Kropkova,KOHT
Kropkuva,KOHT
Kropõvnõtskõi,KOHT
krossirada,KOHT
krossivõistlus,sündmus
krousi,SEISUND
Krundiküla,KOHT
Krupa,KOHT
krupp,SEISUND
kruusaauk,KOHT
kruusakarjäär,KOHT
kruusakas,KOHT
kruusatee,KOHT
kruvid logisevad,SEISUND
Krõvõi Rig,KOHT
Krõvõi Rih,KOHT
Kräsuli,KOHT
krüptorhism,SEISUND
Krüüdneri,KOHT
ksantelasm,SEISUND
ksantopsia,SEISUND
Kuala Lumpur,KOHT
Kuban,KOHT
Kubanimaa,KOHT
kube,KOHT
kubel,SEISUND
kubemepiirkond,KOHT
kubemesong,SEISUND
kubermang,KOHT
kubermangugümnaasium,KOHT
kubermangukeskus,KOHT
kubermangulinn,KOHT
kubermanguvalitsus,KOHT
Kubja,KOHT
kubrik,KOHT
Kudani,KOHT
kudeala,KOHT
kudekoht,KOHT
kudemisaeg,AEG
kudemisala,KOHT
kudemiskoht,KOHT
kudemispaik,KOHT
kudepaik,KOHT
Kudina,KOHT
Kudjape,KOHT
Kudruküla,KOHT
kudumisvabrik,KOHT
Kudõmkar,KOHT
Kugalepa,KOHT
kuhjatis,KOHT
kuhjatus,SEISUND
Kuhjavere,KOHT
kuhjemoreen,KOHT
kuhjerand,KOHT
kuhjeterrass,KOHT
kuhjevall,KOHT
kuhjevorm,KOHT
kuhjumus,SEISUND
Kuhmo,KOHT
Kuhu,KOHT
Kuiandi,KOHT
Kuiaru,KOHT
Kuiavere,KOHT
Kuibõšev,KOHT
Kuie,KOHT
Kuigatsi,KOHT
Kuigõ,KOHT
Kuijõe,KOHT
Kuimetsa,KOHT
Kuiperi vöö,KOHT
Kuiste,KOHT
Kuivajõe,KOHT
kuivalõhe,SEISUND
kuivamaasild,KOHT
kuivamislõhe,SEISUND
kuivamispragu,KOHT
kuivaperiood,AEG
kuiva silma sündroom,SEISUND
Kuivastu,KOHT
kuivdokk,KOHT
kuive,SEISUND
kuivenduskraav,KOHT
kuivendusvõrk,KOHT
kuivklosett,KOHT
kuivkäimla,KOHT
kuiv köha,SEISUND
kuivkülgsus,SEISUND
kuivla,KOHT
kuivlaiksus,SEISUND
kuivmädanik,SEISUND
kuivmüür,KOHT
kuiv seadus,SEISUND
kuiv silm,SEISUND
kuivstepp,KOHT
kuivustunne,SEISUND
kuja,KOHT
Kujaavia,KOHT
Kujawy,KOHT
Kujawy-Pomorze,KOHT
Kuke,KOHT
kuke aasta,AEG
kukeaasta,AEG
Kukepala,KOHT
Kukeranna,KOHT
Kukevere,KOHT
Kukin Bereg,KOHT
Kukiranna,KOHT
Kukka,KOHT
Kukkusi,KOHT
Kukkuzi,KOHT
kuklakangestus,SEISUND
Kuklase,KOHT
Kuklasõ,KOHT
Kukruse,KOHT
Kuksema,KOHT
Kuksina,KOHT
Kuku,KOHT
Kukulinna,KOHT
Kukunor,KOHT
kulbas,KOHT
kuldaeg,AEG
kuldajastu,AEG
Kuldhord,KOHT
Kuldīga,KOHT
kuldijaam,KOHT
kuldjuubel,sündmus
kuldne ajastu,AEG
kuldne tund,AEG
Kuldre,KOHT
Kuldsarve laht,KOHT
Kuldsed Liivad,KOHT
Kulgu,KOHT
Kulina,KOHT
kulinaarkauplus,KOHT
Kulja,KOHT
Kulje,KOHT
kulka,KOHT
Kulkna,KOHT
Kulla,KOHT
Kullaaru,KOHT
Kullaga,KOHT
kullakaevandus,KOHT
kullakamber,KOHT
Kullamaa,KOHT
Kullametsa,KOHT
Kullamäe,KOHT
kullamäed,SEISUND
Kullarannik,KOHT
kullassepaäri,KOHT
kullaväli,KOHT
Kullenga,KOHT
kullerfirma,KOHT
kullerifirma,KOHT
Kulli,KOHT
Kullimaa,KOHT
Kulna,KOHT
kultusekivi,KOHT
kultusekoht,KOHT
kultushoone,KOHT
kultuskivi,KOHT
kultuskoht,KOHT
kultuurheinamaa,KOHT
kultuuriasutus,KOHT
kultuurifond,KOHT
kultuurikeskus,KOHT
kultuurikolle,KOHT
kultuurikõrb,KOHT
kultuurimaja,KOHT
kultuurimeka,KOHT
kultuuriministeerium,KOHT
kultuuripalee,KOHT
kultuuripealinn,KOHT
kultuurisündmus,sündmus
kultuurišokk,SEISUND
kultuuritempel,KOHT
kultuuriülikool,KOHT
kultuuriüritus,sündmus
kultuurkapital,KOHT
kultuurkarjamaa,KOHT
kultuurmaa,KOHT
kultuurmaastik,KOHT
kultuurmaistu,KOHT
kultuurniit,KOHT
kultuurriik,KOHT
kultuurrohumaa,KOHT
kuluaar,KOHT
Kulunda,KOHT
Kuluse,KOHT
kulutusrand,KOHT
Kuma,KOHT
Kumbli,KOHT
kumerselgsus,SEISUND
Kumma,KOHT
kummaline sõda,sündmus
kummitusköök,KOHT
kummituslinn,KOHT
Kumna,KOHT
Kumu,KOHT
Kunda,KOHT
Kundruse,KOHT
Kundsa,KOHT
Kungi,KOHT
Kungla,KOHT
Kunila,KOHT
Kuninga,KOHT
Kuningaküla,KOHT
kuningalinn,KOHT
kuningaloss,KOHT
Kuningamäe,KOHT
kuningapalee,KOHT
Kuningate org,KOHT
kuningatiib,KOHT
Kuninguste,KOHT
Kuningvere,KOHT
Kunksilla,KOHT
kunku,KOHT
Kunlun,KOHT
Kunming,KOHT
kunstiakadeemia,KOHT
kunstiasutus,KOHT
kunstifestival,sündmus
kunstigalerii,KOHT
kunstigümnaasium,KOHT
kunstikamber,KOHT
kunstikeskus,KOHT
kunstikool,KOHT
kunstilaager,sündmus
kunstimuuseum,KOHT
kunstinädal,sündmus
kunstinäitus,sündmus
kunstioksjon,sündmus
kunstisalong,KOHT
kunstisündmus,sündmus
kunstitempel,KOHT
kunstiõppeasutus,KOHT
kunstiühing,KOHT
kunstiüritus,sündmus
kunstkoelmu,KOHT
Kunsu,KOHT
kuntrik,KOHT
Kuokkala,KOHT
Kūolka,KOHT
Kuopio,KOHT
kuperoosa,SEISUND
kuperoosne,SEISUND
kuppelehitis,KOHT
kuppelhaud,KOHT
kuppelkatus,KOHT
kuppelkirik,KOHT
kuppellagi,KOHT
kuppelmaastik,KOHT
kuppelsaal,KOHT
kuppelvõlv,KOHT
Kupu,KOHT
Kura,KOHT
kuraatorinäitus,sündmus
kuraatorituur,sündmus
Kuradisaar,KOHT
Kura kurk,KOHT
Kura laht,KOHT
Kuralaid,KOHT
Kuralase,KOHT
Kuramaa,KOHT
Kura maasäär,KOHT
Kura poolsaar,KOHT
Kura säär,KOHT
kurblugu,sündmus
Kurdistan,KOHT
kurdmäestik,KOHT
kurdpangasmäestik,KOHT
Kure,KOHT
kuredik,KOHT
Kureküla,KOHT
Kurelaane,KOHT
Kuremaa,KOHT
Kuremetsa,KOHT
Kuremäe,KOHT
Kurena,KOHT
Kurenurme,KOHT
Kurepalu,KOHT
Kurepõllu,KOHT
Kurese,KOHT
Kuresoo,KOHT
Kuressaare,KOHT
Kurevere,KOHT
kurgaan,KOHT
Kurgan,KOHT
kurgilava,KOHT
kurgipeenar,KOHT
Kurgja,KOHT
Kurgjärve,KOHT
Kurgla,KOHT
kurguhaigus,SEISUND
kurgukatarr,SEISUND
kurgumandlipõletik,SEISUND
kurgupõletik,SEISUND
kurgutuberkuloos,SEISUND
kurgutõbi,SEISUND
kurguvalu,SEISUND
Kuri,KOHT
Kuriili,KOHT
Kuriilid,KOHT
Kuriili hoovus,KOHT
kuri karjas,SEISUND
Kurikka,KOHT
Kurisoo,KOHT
Kurista,KOHT
Kuriste,KOHT
Kuristiku,KOHT
Kurisu,KOHT
kuriteopaik,KOHT
kuritõbi,SEISUND
kurja peal väljas,SEISUND
kurjuse impeerium,KOHT
Kurkse,KOHT
Kurkse väin,KOHT
Kurla,KOHT
kurmulisus,SEISUND
Kurna,KOHT
kurnatus,SEISUND
kurniväljak,KOHT
Kurnuvere,KOHT
Kuroshio,KOHT
Kurovitsõ,KOHT
kurruke,KOHT
Kursi,KOHT
kursijoon,KOHT
kursisolek,SEISUND
Kursk,KOHT
kurtiin,KOHT
Kurtna,KOHT
kurtumus,SEISUND
kurtus,SEISUND
Kuru,KOHT
kuru,KOHT
kurultai,sündmus
kuruorg,KOHT
kurv,KOHT
kurvikoht,KOHT
Kurvitsa,KOHT
Kurõ,KOHT
kusehäda,SEISUND
kusemishäire,SEISUND
kusepakitsus,SEISUND
kusepeetus,SEISUND
kusepidamatus,SEISUND
kusetus,SEISUND
kusitipõletik,SEISUND
kusiveresus,SEISUND
Kusma,KOHT
Kusnetsova,KOHT
Kustanai,KOHT
Kustja,KOHT
Kuzbass,KOHT
Kutaisi,KOHT
Kutsala,KOHT
kutseeksam,sündmus
kutsehaigus,SEISUND
kutsehariduskeskus,KOHT
kutsekas,KOHT
kutsekasvaja,SEISUND
kutsekeskkool,KOHT
kutsekoda,KOHT
kutsekool,KOHT
kutsenõuandla,KOHT
kutsevõistlus,sündmus
kutsevähk,SEISUND
kutseõppeasutus,KOHT
kutseõppekeskus,KOHT
kutsikaiga,AEG
kutsikavabrik,KOHT
kuuaasta,AEG
Kuuba,KOHT
Kuuda,KOHT
Kuudeküla,KOHT
kuuekümnendad,AEG
kuue laua vahel,SEISUND
kuuendikumaa,KOHT
kuuepäevakoht,KOHT
kuueteistkümnendikpaus,AEG
kuukuu,AEG
kuuldepiirkond,KOHT
kuuliarm,KOHT
kuulihaav,SEISUND
kuulipildujapesa,KOHT
kuulitabamus,sündmus
kuulitõukering,KOHT
kuulitõukevõistlus,sündmus
Kuulja,KOHT
kuulmishallutsinatsioon,SEISUND
kuulmishäire,SEISUND
kuulmiskahjustus,SEISUND
kuulmislangus,SEISUND
kuulmisnõrkus,SEISUND
kuulmispuue,SEISUND
kuuluvus,SEISUND
kuumaastik,KOHT
kuumarabandus,SEISUND
kuumasaar,KOHT
kuumastress,SEISUND
kuumatunne,SEISUND
kuumaõhusaun,KOHT
Kuumi,KOHT
kuumuslöök,SEISUND
kuupkapiteel,KOHT
Kuura,KOHT
Kuurakõsõ,KOHT
kuurialune,KOHT
kuurort,KOHT
kuurortlinn,KOHT
kuursaal,KOHT
Kuus,KOHT
Kuusalu,KOHT
Kuusamo,KOHT
Kuuse,KOHT
kuuse all,SEISUND
kuuse alla,SEISUND
Kuusemäe,KOHT
Kuusiku,KOHT
Kuusiku-Nõmme,KOHT
Kuusimaa,KOHT
Kuusinitsa,KOHT
Kuusna,KOHT
Kuusnõmme,KOHT
kuuti,AEG
Kuutsemägi,KOHT
Kuutsi,KOHT
kuutõbi,SEISUND
Kuveit,KOHT
kvalifikatsioonieksam,sündmus
kvalifikatsiooniturniir,sündmus
kvalifikatsioonivõistlus,sündmus
kvalifitseeritud häälteenamus,SEISUND
kvaliteetaeg,AEG
kvartalisiht,KOHT
kvartertekk,KOHT
kvaternaar,AEG
kveeršlaag,KOHT
kvoodimaa,KOHT
kvootemaa,KOHT
KwaZulu-Natal,KOHT
Kõdesi,KOHT
Kõdu,KOHT
Kõduküla,KOHT
kõdurajoon,KOHT
kõdusoo,KOHT
Kõera,KOHT
kõhetumine,SEISUND
kõhetus,SEISUND
kõhklus,SEISUND
kõhrkasvaja,SEISUND
kõht lippab,SEISUND
kõht on hele,SEISUND
kõht on kinni,SEISUND
kõht on lahti,SEISUND
kõhugripp,SEISUND
kõhuhaav,SEISUND
kõhuhaigus,SEISUND
kõhukelmepõletik,SEISUND
kõhukinnisus,SEISUND
kõhukramp,SEISUND
kõhulahtisus,SEISUND
kõhuliasend,SEISUND
kõhulilamang,SEISUND
kõhumure,SEISUND
kõhunäärmepõletik,SEISUND
kõhupuhitus,SEISUND
kõhus keerab,SEISUND
kõhusoetõbi,SEISUND
kõhusong,SEISUND
kõhusopp,SEISUND
kõhutõbi,SEISUND
kõhutüüfus,SEISUND
kõhuvalu,SEISUND
kõhuvesitõbi,SEISUND
kõhuvoolmed,SEISUND
Kõidama,KOHT
kõige kauemaks,AEG
Kõiguste,KOHT
kõikjalolek,SEISUND
kõikjalolu,SEISUND
kõik munad ühes korvis,SEISUND
Kõima,KOHT
Kõinastu,KOHT
Kõinastu laid,KOHT
Kõivsaare,KOHT
Kõivu,KOHT
Kõivuküla,KOHT
Kõjiv,KOHT
Kõlbi,KOHT
Kõldu,KOHT
kõlgastik,KOHT
kõlgus,KOHT
Kõliküla,KOHT
Kõljala,KOHT
Kõlunõmme,KOHT
kõlvik,KOHT
Kõmmaste,KOHT
Kõmmusselja,KOHT
Kõmrimaa,KOHT
Kõmsi,KOHT
kõnedefekt,SEISUND
kõnehalvatus,SEISUND
kõnehäire,SEISUND
kõnehälve,SEISUND
kõnekapp,KOHT
kõnekoosolek,sündmus
kõneminut,AEG
kõnepuue,SEISUND
kõnesituatsioon,SEISUND
kõnevõistlus,sündmus
kõneõhtu,sündmus
kõnnitee,KOHT
Kõnnu,KOHT
Kõnnujõe,KOHT
kõnnumaa,KOHT
Kõo,KOHT
Kõola,KOHT
Kõomäe,KOHT
Kõpsta,KOHT
Kõptšaki khaaniriik,KOHT
Kõpu,KOHT
kõrbeala,KOHT
kõrbemaa,KOHT
kõrbemaastik,KOHT
kõrberiik,KOHT
kõrbesaar,KOHT
kõrbevöönd,KOHT
Kõrbja,KOHT
Kõrenduse,KOHT
kõrgaeg,AEG
kõrgehitis,KOHT
kõrgelamu,KOHT
Kõrgemäe,KOHT
kõrgendik,KOHT
Kõrgepalu,KOHT
Kõrgessaare,KOHT
kõrghetk,AEG
kõrghooaeg,AEG
kõrghoone,KOHT
kõrghotell,KOHT
kõrgkallas,KOHT
kõrgkeskaeg,AEG
kõrgkool,KOHT
kõrglaine,AEG
kõrglava,KOHT
kõrgmaja,KOHT
kõrgmik,KOHT
kõrgmissa,sündmus
kõrgmäestik,KOHT
kõrgperiood,AEG
kõrgraba,KOHT
kõrgrannik,KOHT
kõrgrenessanss,AEG
kõrgseiklusrada,KOHT
kõrgseis,SEISUND
kõrgsoo,KOHT
Kõrgu,KOHT
kõrgushaigus,SEISUND
kõrgvererõhktõbi,SEISUND
kõrgvererõhuhaigus,SEISUND
kõrgvererõhutõbi,SEISUND
kõrgvorm,SEISUND
Kõrgõzstan,KOHT
kõridifteeria,SEISUND
kõrikasvaja,SEISUND
kõrikramp,SEISUND
kõripolüüp,SEISUND
kõripõletik,SEISUND
Kõriska,KOHT
kõrituberkuloos,SEISUND
kõriturse,SEISUND
kõrivähk,SEISUND
Kõrkjameri,KOHT
kõrkjastik,KOHT
Kõrkküla,KOHT
Kõrkvere,KOHT
Kõrma,KOHT
kõrrenõgi,SEISUND
kõrrepõld,KOHT
kõrrerooste,SEISUND
kõrreväli,KOHT
Kõrsa,KOHT
Kõrtsialuse,KOHT
kõrtsilett,KOHT
kõrtsituba,KOHT
Kõrtsuotsa,KOHT
Kõruse,KOHT
Kõruse-Metsaküla,KOHT
kõrvad kikkis,SEISUND
kõrvahaigus,SEISUND
kõrvakõvastus,SEISUND
kõrvalehitis,KOHT
kõrvalfirma,KOHT
kõrvalhoone,KOHT
kõrvalmaantee,KOHT
kõrvalmõis,KOHT
kõrvalruum,KOHT
kõrvalsuhe,SEISUND
kõrvaltänav,KOHT
kõrvapõletik,SEISUND
kõrvavalu,SEISUND
Kõrve,KOHT
Kõrveküla,KOHT
Kõrvemaa,KOHT
kõrvemaa,KOHT
kõrvemets,KOHT
Kõrvemetsa,KOHT
Kõrvenurga,KOHT
kõrvenurk,KOHT
Kõrvetaguse,KOHT
kõrvetised,SEISUND
kõrvitsapüha,AEG
kõrv kikkis,SEISUND
Kõzõl,KOHT
Kõzõlkum,KOHT
Kõzõlorda,KOHT
Kõue,KOHT
Kõvaküla,KOHT
kõvamädanik,SEISUND
kõvanõgi,SEISUND
kõva tühik,KOHT
Kõvera,KOHT
kõveras,SEISUND
kõverasse,SEISUND
Kõveri,KOHT
Kõveriku,KOHT
kõver tee,SEISUND
kõvik,KOHT
kõõks olema,SEISUND
kõõlusepõletik,SEISUND
kõõlusetupepõletik,SEISUND
kõõrdsilmsus,SEISUND
kõõrkael,SEISUND
kõõrsilmsus,SEISUND
Kõõru,KOHT
käbikuivati,KOHT
Käbiküla,KOHT
Käbla,KOHT
Käbli,KOHT
Kädva,KOHT
käe all,SEISUND
käe alla,SEISUND
käe alt,SEISUND
käed-jalad tööd täis,SEISUND
käed sügelevad,SEISUND
käehaav,SEISUND
käekäik,SEISUND
Käesalu,KOHT
Käesla,KOHT
käest ära,SEISUND
kägarasend,SEISUND
kägariste,SEISUND
Kähri,KOHT
Kähu,KOHT
käigupuudus,SEISUND
käigurada,KOHT
käiguskalme,KOHT
käigustik,KOHT
käigutee,KOHT
käigutunnel,KOHT
käimla,KOHT
Käina,KOHT
käitis,KOHT
käitumishäire,SEISUND
käitumishälve,SEISUND
käitusaeg,AEG
käitushäire,sündmus
Käkisalmi,KOHT
Käku,KOHT
Kämara,KOHT
kämpa,KOHT
kämping,KOHT
Kändliku,KOHT
Kängsepä,KOHT
Kängurumaa,KOHT
Kännuküla,KOHT
kännu taga kinni,SEISUND
Käo,KOHT
Käpa,KOHT
käpa all,SEISUND
käpa alla,SEISUND
käpa alt,SEISUND
käpakäik,SEISUND
käpas,SEISUND
Käpla,KOHT
käpp on maas,SEISUND
käpp on sees,SEISUND
kärajad,sündmus
Kärasi,KOHT
Käravete,KOHT
Kärbla,KOHT
kärbsehallitus,SEISUND
Kärbu,KOHT
Kärde,KOHT
Kärdla,KOHT
Kärdla-Nõmme,KOHT
Kärdu,KOHT
Käre,KOHT
kärestik,KOHT
kärestikujõgi,KOHT
Kärevere,KOHT
kärgas,KOHT
Kärgula,KOHT
Kärilõpe,KOHT
Kärinä,KOHT
Käriselja,KOHT
kärjetänav,KOHT
Kärkna,KOHT
Kärksi,KOHT
Kärla,KOHT
Kärla-Kirikuküla,KOHT
Kärla-Kulli,KOHT
Kärmu,KOHT
Kärnamäe,KOHT
Kärneri,KOHT
Kärnten,KOHT
kärntõbi,SEISUND
Kärpla,KOHT
Kärsa,KOHT
Kärsama,KOHT
kärss kärnas,SEISUND
kärss kärnas ja maa külmand,SEISUND
kärss kärnas ja maa külmunud,SEISUND
Kärstna,KOHT
Kärsu,KOHT
Käru,KOHT
käsikamber,KOHT
käsi kullas,SEISUND
käsi käib hästi,SEISUND
käsilassõda,sündmus
käsi on all,SEISUND
käsi on mängus,SEISUND
käsi on sees,SEISUND
käsipesula,KOHT
käsi pikal,SEISUND
käsitöökoda,KOHT
käsitöölaat,sündmus
käsitöönäitus,sündmus
käsitööring,KOHT
käsitöötund,sündmus
käsi õieli,SEISUND
Käsmu,KOHT
Käsmu laht,KOHT
Käsmu poolsaar,KOHT
Käsukonna,KOHT
käsutuses,SEISUND
käsutusse,SEISUND
kätik,KOHT
kätlemistseremoonia,sündmus
Käva,KOHT
kääbas,KOHT
kääbaskalme,KOHT
kääbaskalmistu,KOHT
kääbastik,KOHT
kääbuskasv,SEISUND
kääbusriik,KOHT
Kääni,KOHT
Käänu,KOHT
käänukoht,KOHT
käänupunkt,KOHT
Kääpa,KOHT
Kääraku,KOHT
Käärdi,KOHT
Käärikmäe,KOHT
Kääriku,KOHT
käärkamber,KOHT
Käätso,KOHT
köhahoog,SEISUND
köies,SEISUND
Köisi,KOHT
köitekoda,KOHT
kökats,KOHT
köks,KOHT
Kökšetau,KOHT
Köln,KOHT
Königsberg,KOHT
Köpetdag,KOHT
köprus,SEISUND
Kört-Pärtli särk,SEISUND
köstrikool,KOHT
Köstrimäe,KOHT
kööginurk,KOHT
köögiviljaaed,KOHT
kööktuba,KOHT
kübaratrikk,sündmus
kübaraäri,KOHT
Kübassaare,KOHT
küberintsident,sündmus
küberjulgeolek,SEISUND
kübermaailm,KOHT
küberruum,KOHT
küberturvalisus,SEISUND
küberväejuhatus,KOHT
Küdema,KOHT
küfoos,SEISUND
Kühmamäe,KOHT
Kükita,KOHT
Kükitaja,KOHT
kükkasend,SEISUND
Küklaadid,KOHT
Külaaseme,KOHT
külakalmistu,KOHT
külake,KOHT
külakene,KOHT
külakirik,KOHT
külakoht,KOHT
külakolgas,KOHT
külakool,KOHT
külakõrts,KOHT
Külaküla,KOHT
külaliskontsert,sündmus
külaliskorter,KOHT
külalismaja,KOHT
külalistemaja,KOHT
külalistetuba,KOHT
külalistuba,KOHT
Külama,KOHT
külanõukogu,KOHT
Külaoru,KOHT
külapidu,sündmus
külaplats,KOHT
külapood,KOHT
külaraamatukogu,KOHT
Külasema,KOHT
külasimman,sündmus
külaskäik,sündmus
külastamisaeg,AEG
külastu,KOHT
külastusabielu,SEISUND
külastusaeg,AEG
külastuskeskus,KOHT
külastuspäev,AEG
külatanum,KOHT
külatee,KOHT
külatänav,KOHT
külavahe,KOHT
külavahetee,KOHT
külavain,KOHT
külavainu,KOHT
külaväli,KOHT
külgboks,KOHT
külgjoon,KOHT
külgkalle,SEISUND
külgkokkupõrge,sündmus
külglava,KOHT
külglibisemine,SEISUND
külglööv,KOHT
külgpind,KOHT
külgrõhtseis,SEISUND
küliliasend,SEISUND
Külitse,KOHT
küljemoreen,KOHT
küllastatus,SEISUND
küllastumus,SEISUND
küllastus,SEISUND
küllasus,SEISUND
Küllatova,KOHT
küllusepäevad,AEG
Küllätüvä,KOHT
Külma,KOHT
Külmaallika,KOHT
külmakahjustus,SEISUND
külmakamber,KOHT
külmakangestus,SEISUND
külmakõrb,KOHT
külmakühm,KOHT
külmalaik,SEISUND
külmale maale,KOHT
külmalõhe,SEISUND
külmamuhk,SEISUND
külmaperiood,AEG
külmapoolus,KOHT
külmapäev,AEG
külmapüha,AEG
külmasild,KOHT
külmastress,SEISUND
külmatunne,SEISUND
külmatõbi,SEISUND
külmavill,SEISUND
külmavärin,SEISUND
külmetushaigus,SEISUND
külmetustõbi,SEISUND
külm front,KOHT
külmhoidla,KOHT
külmhoone,KOHT
külmkamber,KOHT
külmkasvuhoone,KOHT
külm koht,KOHT
külmladu,KOHT
külmlaut,KOHT
külmlava,KOHT
külm sõda,AEG
külmtõbi,SEISUND
külmumisoht,SEISUND
külmumus,SEISUND
külmunud õla sündroom,SEISUND
külmunud õlg,SEISUND
külmutuskamber,KOHT
külmutusladu,KOHT
külmvöö,KOHT
külviaasta,AEG
külviaeg,AEG
külvimaa,KOHT
külvinädal,AEG
külvipind,KOHT
kümblusasutus,KOHT
kümmeaastak,AEG
kümmepäevak,AEG
künahaukamine,SEISUND
Kündja,KOHT
küngasmaastik,KOHT
küngastik,KOHT
künkahari,KOHT
künnimaa,KOHT
künnipõld,KOHT
künnipäev,AEG
künnivagu,KOHT
künniviil,KOHT
künnivõistlus,sündmus
Küpros,KOHT
küpsus,SEISUND
küpsuseksam,sündmus
küpsusvanus,AEG
Küreene,KOHT
Kürenaika,KOHT
Küti,KOHT
Kütiorg,KOHT
kütisemaa,KOHT
kütismaa,KOHT
Kütke,KOHT
kütkestus,SEISUND
kütteava,KOHT
Küttejõu,KOHT
kütteperiood,AEG
küttimishooaeg,AEG
kütusefirma,KOHT
kütusehoidla,KOHT
kütusemüüja,KOHT
kütusevaesus,SEISUND
küülikla,KOHT
küülikufarm,KOHT
küün,KOHT
küündivus,SEISUND
küüned enda poole,SEISUND
küüned leinavad,SEISUND
küünekriim,SEISUND
küünekriimustus,SEISUND
küüneseen,SEISUND
küüneviha,SEISUND
küünisuu,KOHT
küünlalaat,sündmus
küünlamaarjapäev,AEG
küünlapäev,AEG
küüsis,SEISUND
küüsist,SEISUND
Kymenlaakso,KOHT
Kymi,KOHT
Kyōto,KOHT
Kyūshū,KOHT
Laabi,KOHT
laadaplats,KOHT
laadapäev,AEG
Laadi,KOHT
laadimisaeg,AEG
laadimispunkt,KOHT
Laadjala,KOHT
Laadla,KOHT
Laadoga,KOHT
Laadoga järv,KOHT
Laadoga-Karjala,KOHT
laadruum,KOHT
laadungiruum,KOHT
laagerdusaeg,AEG
laagerduskelder,KOHT
Laagna,KOHT
Laagri,KOHT
laagripaik,KOHT
laagriplats,KOHT
laagripäev,AEG
laagrisuvi,AEG
Laane,KOHT
Laanekuru,KOHT
laanekuru,KOHT
Laanemetsa,KOHT
Laaneotsa,KOHT
Laartsa,KOHT
Laasi,KOHT
Laasme,KOHT
laastkatus,KOHT
laastukatus,KOHT
Laatre,KOHT
laatsaret,KOHT
Laatsi,KOHT
laavajärv,KOHT
laavapurse,sündmus
laavaväli,KOHT
laavu,KOHT
Labandõ,KOHT
Labe,KOHT
Labiau,KOHT
labor,KOHT
laboratoorium,KOHT
laborihoone,KOHT
laborikatse,sündmus
Labrador,KOHT
Labradori poolsaar,KOHT
labrakas,sündmus
Labõritsa,KOHT
Ladakh,KOHT
Ladina-Ameerika,KOHT
ladina kool,KOHT
Ladina kvartal,KOHT
ladina köök,KOHT
ladvatuli,sündmus
Laekannu,KOHT
Laekvere,KOHT
laenukassa,KOHT
laenukontor,KOHT
laenuorjus,SEISUND
laenupank,KOHT
laenupuhkus,AEG
laenuraamatukogu,KOHT
laenutusosakond,KOHT
laenutuspunkt,KOHT
laenutustähtaeg,AEG
laenutähtaeg,AEG
laepealne,KOHT
Laeste,KOHT
Laeva,KOHT
laevaavarii,sündmus
laevaehitustehas,KOHT
laevafirma,KOHT
laevahukk,sündmus
laevakompanii,KOHT
laevakontor,KOHT
laevalagi,KOHT
laevandusettevõte,KOHT
laevandusfirma,KOHT
Laevaranna,KOHT
laevasõiduhooaeg,AEG
laevatee,KOHT
laevatehas,KOHT
laevatekk,KOHT
laevaõnnetus,sündmus
laevkalme,KOHT
lagas,SEISUND
lageala,KOHT
lagedapelgus,SEISUND
lageda taeva all,SEISUND
lageda taeva alla,SEISUND
Lagedi,KOHT
lagelood,KOHT
lagendik,KOHT
lagendikupelgus,SEISUND
lageraba,KOHT
lagesoo,KOHT
lage vesi,KOHT
Lagos,KOHT
Lagting,KOHT
Laguja,KOHT
laguun,KOHT
laguunrannik,KOHT
Lahavere,KOHT
Lahdenpohja,KOHT
Lahe,KOHT
Laheküla,KOHT
Lahemaa,KOHT
lahendamatus,SEISUND
Lahepera,KOHT
Lahepere laht,KOHT
Laheriigid,KOHT
lahesopp,KOHT
lahesuu,KOHT
lahesuue,KOHT
lahe taga,KOHT
lahe tagant,KOHT
Lahetaguse,KOHT
lahe taha,KOHT
Laheva,KOHT
lahi,KOHT
lahihambumus,SEISUND
lahingukool,KOHT
lahingupaik,KOHT
lahingušokk,SEISUND
lahinguvalmidus,SEISUND
lahinguvalmis,SEISUND
lahinguväli,KOHT
lahjus,SEISUND
lahkheli,SEISUND
lahkmeel,SEISUND
lahkumisaeg,AEG
lahkumisetendus,sündmus
lahkumishetk,AEG
lahkumiskontsert,sündmus
lahkumispidu,sündmus
lahkumispäev,AEG
lahkumisõhtu,sündmus
Lahmuse,KOHT
Laho,KOHT
Lahore,KOHT
laht,KOHT
Lahti,KOHT
lahtine luumurd,SEISUND
lahtine tund,sündmus
lahtiolek,SEISUND
lahtiolekuaeg,AEG
lahtise taeva all,SEISUND
lahtise taeva alla,SEISUND
lahtiste uste päev,AEG
lahtisus,SEISUND
Lahu,KOHT
lahuskool,KOHT
lahusolek,SEISUND
lahusolu,SEISUND
lahusosa,KOHT
lahustükk,KOHT
lahusus,SEISUND
lahutatud,SEISUND
lahvandus,KOHT
Laiaküla,KOHT
laialipillutus,SEISUND
laibamatus,sündmus
laiekraankino,KOHT
laiendus,KOHT
laienemus,SEISUND
laikpigmenditus,SEISUND
laikpõletik,SEISUND
Laiksaare,KOHT
laiksus,SEISUND
laiktõbi,SEISUND
Laiküla,KOHT
Laimetsa,KOHT
Laimjala,KOHT
