aheljärvestik,koht,,,,
ahelkokkupõrge,,,,sündmus,
ahelküla,koht,,,,
ahelreaktsioon,,,,sündmus,nähtus_füüs
ahend,,,seisund,,
ahendus,,,seisund,,
ahenemus,,,seisund,,
Aheru järv,koht,,,,
ahervare,koht,,,,
ahervars,koht,,,,
Ahhaia,koht,,,,
Ahijärv,koht,,,,
Ahisilla,koht,,,,
Ahitsa,koht,,,,
Ahja,koht,,,,
Ahja jõgi,koht,,,,
ahjualune,koht,,,,"in_müt, omadus"
ahjuauk,koht,,,,
ahjuesine,koht,,,,omadus_koht
ahjukapp,koht,,,,ese
ahjukumm,koht,,,,
ahjunurk,koht,,,,ese_instru
ahjupealne,koht,,,,omadus_koht
ahjurind,koht,,,,
ahjutagune,koht,,,,"in_roll, omadus_koht"
ahjuvare,koht,,,,
Ahli,koht,,,,
Ahmedabad,koht,,,,
ahterpiik,koht,,,,
Ahtme,koht,,,,
ahtrikajut,koht,,,,
ahtritekk,koht,,,,
ahtritrümm,koht,,,,
ahtus,koht,,,,omadus_füüs
ahu,koht,,,,ese_kunst
Ahula,koht,,,,
Ahunapalu,koht,,,,
Ahvenamaa,koht,,,,
Ahvenamaa saarestik,koht,,,,
ahvi aasta,,aeg,,,
ahviaasta,,aeg,,,
ahvirõuged,,,seisund,,
aiaauk,koht,,,,
aiakontsert,,,,sündmus,
aialapp,koht,,,,
Aiamaa,koht,,,,
aiamaa,koht,,,,
aiamaalapp,koht,,,,
aiamaja,koht,,,,
aiamajake,koht,,,,
aiamajakene,koht,,,,
aiamulk,koht,,,,
aiand,koht,,,,abstr/konkr
aianduskooperatiiv,koht,,,,esitus
aianduskrunt,koht,,,,
aiandusühistu,koht,,,,esitus
aianurk,koht,,,,
aiapidu,,,,sündmus,
Aiaste,koht,,,,
aiatagune,koht,,,,omadus_koht
aiaveer,koht,,,,
aiaäri,koht,,,,
aiaäär,koht,,,,
Aidaku,koht,,,,
aidamade,koht,,,,
aidasalv,koht,,,,
aidatud tuntus,,,seisund,,omadus_kval
AIDS,,,seisund,,
aids,,,seisund,,
aidsikabinet,koht,,,,
Aidu,koht,,,,
Aidu-Liiva,koht,,,,
Aidu-Nõmme,koht,,,,
Aidu-Sooküla,koht,,,,
Aila,koht,,,,
aimakk,koht,,,,
Aimla,koht,,,,
Ainaži,koht,,,,
Aindu,koht,,,,
Aine,koht,,,,
ainekabinet,koht,,,,
aineklass,koht,,,,
aineolümpiaad,,,,sündmus,
ainering,koht,,,,vald
ainetund,,,,sündmus,
ainevahetushaigus,,,seisund,,
ainevahetushäire,,,seisund,,
Ainja,koht,,,,
ainuabielu,,,seisund,,
ainuvalitsus,,,seisund,,abstr/konkr
Aizawl,koht,,,,
Aizkraukle,koht,,,,
ait,koht,,,,
aitkuivati,koht,,,,
Aitoolia,koht,,,,
Aitsaare,koht,,,,
Aitsra,koht,,,,
Aiviekste,koht,,,,
ajaaken,,aeg,,,
Ajaccio,koht,,,,
ajahetk,,aeg,,,
ajahõlm,,aeg,,,
ajahäda,,aeg,,,abstr
ajajaotus,,aeg,,,
ajajärk,,aeg,,,
ajakadu,,aeg,,,nähtus
ajakaotus,,aeg,,,nähtus
ajakapsel,koht,,,,ese_instru
ajake,,aeg,,,esitus_keel_suhtlus
ajakene,,aeg,,,esitus_keel_suhtlus
ajakonstant,,aeg,,,
ajakulu,,aeg,,,
ajal,,aeg,,,
ajalehekiosk,koht,,,,
ajaleheputka,koht,,,,
ajalooallikas,koht,,,,"ese_kunst, ese_semio"
ajalooline aeg,,aeg,,,
ajaloomuuseum,koht,,,,
ajaloomälestis,koht,,,,
ajalooratas,,aeg,,,
ajaloosündmus,,,,sündmus,
ajalootund,,,,sündmus,
ajalugu,,aeg,,,"ese_semio, vald"
ajalõik,,aeg,,,
ajameri,,aeg,,,
ajanappus,,,seisund,,
ajanorm,,aeg,,,
ajapomm,,,seisund,,
ajapuudus,,,seisund,,
ajaraam,,aeg,,,
ajaraisk,,aeg,,,tegevus
ajaraiskamine,,aeg,,,tegevus
ajaratas,,aeg,,,
ajaränd,,,,sündmus,"nähtus_psühh, tegevus_tegu"
ajarännak,,,,sündmus,"nähtus_psühh, tegevus_tegu"
ajast aega,,aeg,,,
ajastik,,aeg,,,
ajastu,,aeg,,,
ajastus,,aeg,,,tegevus_tegu
ajasõit,,,,sündmus,tegevus
ajasääst,,aeg,,sündmus,
ajateenistus,,,seisund,,tegevus
ajavahe,,aeg,,,
ajavahemik,,aeg,,,
ajavahestress,,,seisund,,
ajavaru,,aeg,,,
ajavõit,,aeg,,sündmus,
ajavälp,,aeg,,,
ajavöönd,koht,aeg,,,
aju,,,,sündmus,"abstr/konkr, ese_instru, in_omadus, kehaosa, omadus_psühh, VERB_tegevus"
ajuabstsess,,,seisund,,
ajuatroofia,,,seisund,,
ajudefekt,,,seisund,,
ajuhaigus,,,seisund,,
ajuinfarkt,,,seisund,,
ajuinsult,,,seisund,,
ajujaht,,,,sündmus,
ajukahjustus,,,seisund,,
ajukasvaja,,,seisund,,
ajukelmepõletik,,,seisund,,
ajukestapõletik,,,seisund,,
ajukõhetus,,,seisund,,
ajumädanik,,,seisund,,
ajupehmumus,,,seisund,,
ajupõletik,,,seisund,,
ajupõrutus,,,seisund,,
ajurabandus,,,seisund,,
ajurünnak,,,,sündmus,tegevus
ajusong,,,seisund,,
ajusopp,,,seisund,,abstr
ajusurm,,,,sündmus,nähtus_loodus
ajusurnud,,,seisund,,
ajuturse,,,seisund,,
ajuudu,,,seisund,,
ajuvamm,,,seisund,,
ajuvapustus,,,seisund,,
ajuverevalum,,,seisund,,
ajuvigastus,,,seisund,,
ajuvähk,,,seisund,,
akadeemia,koht,,,,
akadeemiline kalender,,aeg,,,abstr/konkr
akadeemiline puhkus,,aeg,,,
akadeemiline tund,,aeg,,,esitus
akadeemiline veerand,,aeg,,,
akadeemiline veerandtund,,aeg,,,
akad t,,aeg,,,esitus
Akarnaania,koht,,,,
aken,koht,aeg,,,"abstr, esitus_info"
Akkerman,koht,,,,
Akko,koht,,,,
aklimatisatsioon,,,seisund,,nähtus
Akmola,koht,,,,
Akmolinsk,koht,,,,
aknaauk,koht,,,,
aknaava,koht,,,,
aknalaud,koht,,,,
aknanišš,koht,,,,
aknaorv,koht,,,,
aknapool,koht,,,,
aknapragu,koht,,,,
aknavahe,koht,,,,
akne,,,seisund,,
akraania,,,seisund,,
akromegaalia,,,seisund,,
Akron,koht,,,,
akropol,koht,,,,
Aksi,koht,,,,
Akste,koht,,,,
ak t,,aeg,,,esitus
Aktau,koht,,,,
aktiivne puhkus,,aeg,seisund,,
aktiivsus- ja tähelepanuhäire,,,seisund,,esitus
aktinomükoos,,,seisund,,
aktsia,,,seisund,,"ese_raha, ese_semio, omadus_kval"
aktsiaettevõte,koht,,,,
aktsiakompanii,koht,,,,esitus
aktsiaselts,koht,,,,esitus
aktsioon,,,,sündmus,
aktus,,,,sündmus,
aktusesaal,koht,,,,
Aktöbe,koht,,,,
akustiline ekraan,koht,,,,konkr
akuutsus,,,seisund,,abstr/konkr_omadus
akvaarium,koht,,,,ese_anum
akvatoorium,koht,,,,
akvedukt,koht,,,,
Akvitaania,koht,,,,
al,,aeg,,,esitus
Ala,koht,,,,
ala,koht,,,,"abstr, omadus_abstr, omadus_koht, omadus_kval, vald"
alaalia,,,seisund,,
Alaania,koht,,,,
alaareng,,,seisund,,
Alabama,koht,,,,
à la carte,koht,,,,omadus_kval
alaealisus,,,seisund,,
alagrupimäng,,,,sündmus,tegevus_mäng
alagrupiturniir,,,,sündmus,
alahappesus,,,seisund,,
Alaja,koht,,,,
alajahtumine,,,seisund,,nähtus
Alajõe,koht,,,,
Ala-Järvere,koht,,,,
alakoormatus,,,seisund,,
alakoormus,,,seisund,,
alakorrus,koht,,,,
Alaküla,koht,,,,
alakülg,koht,,,,
Alakülä,koht,,,,
alalhoidumine,,,seisund,,
alaliit,koht,,,,in_roll
alamalt,koht,,,,abstr
Alam-Austria,koht,,,,
Alam-Baieri,koht,,,,
Alam-Frangimaa,koht,,,,
alamik,koht,,,,
alamjooks,koht,,,,
alamkoda,koht,,,,
alamkorrakohus,koht,,,,
alamlus,,,seisund,,
Alam-Normandia,koht,,,,
Alam-Saksi,koht,,,,
Alam-Sileesia,koht,,,,
Alamõisa,koht,,,,
alanduslehter,koht,,,,
Alansi,koht,,,,
alanurk,koht,,,,
Alaotsa,koht,,,,
Ala-Palo,koht,,,,
Alapõdra,koht,,,,
alarahastatus,,,seisund,,ese_raha
alarahastus,,,seisund,,ese_raha
Alaska,koht,,,,
Alaska poolsaar,koht,,,,
Alasoo,koht,,,,
alastiolek,,,seisund,,
alastirand,koht,,,,
alastus,,,seisund,,
Alastvere,koht,,,,
Ala-Suhka,koht,,,,
alatalitlus,,,seisund,,
alatare,koht,,,,
Alatau,koht,,,,
alates,,aeg,,,esitus
Ala-Tilga,koht,,,,
alatoidetud,,,seisund,,
alatoitumus,,,seisund,,
alatoitunud,,,seisund,,
Alatskivi,koht,,,,
Ala-Tsumba,koht,,,,
alatund,,aeg,,,
alatäitmine,,,seisund,,
alavalgustatud,,,seisund,,
alavalgustus,,,seisund,,
Alavere,koht,,,,
alavorm,,,seisund,,
Alavus,koht,,,,
alaväärsuskompleks,,,seisund,,
Albaania,koht,,,,
Albany,koht,,,,
Alberta,koht,,,,
Alberti järv,koht,,,,
Albion,koht,,,,
Ålborg,koht,,,,
Alborz,koht,,,,
Albu,koht,,,,
albuminuuria,,,seisund,,
Albuquerque,koht,,,,
ale,koht,,,,"abstr/konkr, tegevus, tegevus_muutus, toit_jook"
Alekere,koht,,,,
Aleksandria,koht,,,,
Aleksandrovsk,koht,,,,
Aleksejevka,koht,,,,
aleksia,,,seisund,,
Alekvere,koht,,,,
alemaa,koht,,,,
Aleppo,koht,,,,
alepõld,koht,,,,
Aletschhorn,koht,,,,
Aleuudid,koht,,,,
Aleuudi saared,koht,,,,
alev,koht,,,,
Alevi,koht,,,,
alevik,koht,,,,
Aleviku,koht,,,,
alfa-gal-sündroom,,,seisund,,
Alföld,koht,,,,
alg,,aeg,,,
algaasta,,aeg,,,
algaeg,,aeg,,,
alghetk,,aeg,,,
algidu,,,seisund,,abstr/konkr
algkodu,koht,,,,
algkolle,koht,,,,
algkool,koht,,,,
algkümnend,,aeg,,,
algmine,,aeg,,,
algminut,,aeg,,,
algorganisatsioon,koht,,,,inimene
algpeatus,koht,,,,
algpunkt,koht,,,,"abstr, ADV_aeg"
algpäev,,aeg,,,
algseis,,,seisund,,tegevus
algstaadium,,aeg,,,abstr
algule,,aeg,,,
algupool,,aeg,,,
algupäevad,,aeg,,,
algus,koht,aeg,,,
algusaasta,,aeg,,,
algusaeg,,aeg,,,
algushetk,,aeg,,,
alguskuu,,aeg,,,
alguskuupäev,,aeg,,,
alguskümnend,,aeg,,,
algusminut,,aeg,,,
alguspunkt,koht,,,,"abstr, ADV_aeg"
alguspäev,,aeg,,,
Al-Ḩijāz,koht,,,,
alistumus,,,seisund,,
alistus,,,seisund,,"abstr, esitus_keel, tegevus"
Aljava,koht,,,,
alkaloos,,,seisund,,
alkoholideliirium,,,seisund,,
alkoholijoove,,,seisund,,
alkoholimürgistus,,,seisund,,
alkoholimürgitus,,,seisund,,
alkoholipood,koht,,,,
alkoholipsühhoos,,,seisund,,
alkoholism,,,seisund,,
alkoholisõltuvus,,,seisund,,
alkoholiuim,,,seisund,,
alkoholpsühhoos,,,seisund,,
alkoov,koht,,,,
alkopood,koht,,,,
Al-Kuwayt,koht,,,,
alla,,,seisund,,"ADV_aeg, ADV_koht, ADV_viis"
allaandmine,,,seisund,,tegevus
Allahabad,koht,,,,
allajäämine,,,seisund,sündmus,
allakäigu spiraal,,,seisund,,nähtus
allakäiguspiraal,,,seisund,,nähtus
allapoole,koht,,,,abstr
Allaste,koht,,,,
allasum,koht,,,,
allasurumine,,,seisund,,tegevus
allasutus,koht,,,,
allavaje,,,seisund,,
allavandumine,,,seisund,,tegevus
allee,koht,,,,
Allegheny,koht,,,,
allergia,,,seisund,,omadus_psühh
allettevõte,koht,,,,
allettevõtja,koht,,,,
allianss,koht,,,,
Allika,koht,,,,
allikajärv,koht,,,,
allikakoht,koht,,,,
Allikalahe,koht,,,,
allikaoja,koht,,,,
allikas,koht,,,,"abstr, abstr/konkr, ese_semio, esitus_info"
allikasoo,koht,,,,
Allikjärve,koht,,,,
Alliklepa,koht,,,,
Allikmaa,koht,,,,
Allikotsa,koht,,,,
Alliku,koht,,,,
Allikukivi,koht,,,,
Allikõnnu,koht,,,,
allilm,koht,,,,in_omadus
allism,,,seisund,,
allkorrus,koht,,,,
allkülg,koht,,,,
all-linn,koht,,,,
allmaailm,koht,,,,in_omadus
allmaaraudtee,koht,,,,
allnurk,koht,,,,
allodüünia,,,seisund,,
allokatsioon,,,seisund,,VERB_tegevus
allood,koht,,,,abstr/konkr
allorganisatsioon,koht,,,,inimene
allosakond,koht,,,,
allpool,koht,,,,"abstr, ADV_koht"
allrentnik,koht,,,,in_roll
alluvus,,,seisund,,abstr
allveeris,koht,,,,
alläär,koht,,,,
allüksus,koht,,,,
allüüriline,koht,,,,in_roll
allüürnik,koht,,,,in_roll
Alma-Ata,koht,,,,
alma mater,koht,,,,
Almatõ,koht,,,,
Almetjevsk,koht,,,,
Al-Mukhā,koht,,,,
Alofi,koht,,,,
alopeetsia,,,seisund,,nähtus_loodus
Alpi,koht,,,,
alpiaas,koht,,,,objekt_loodus
alpiaed,koht,,,,
Alpid,koht,,,,
alpiinum,koht,,,,
alpimaja,koht,,,,
alpinaarium,koht,,,,
alpiniit,koht,,,,objekt_loodus
ALS,,,seisund,,
Alsace,koht,,,,
Alzheimer,,,seisund,,
Alzheimeri tõbi,,,seisund,,
Alžeeria,koht,,,,
Alžiir,koht,,,,
alt,,,seisund,,"ADV_koht, ese_instru, esitus_keel_suhtlus, in_omadus, nähtus_füüs"
altaan,koht,,,,
Altai,koht,,,,
Altai krai,koht,,,,
altar,koht,,,,"abstr, ese_instru"
altariruum,koht,,,,
alternatiivkool,koht,,,,
althoie,,,seisund,,
altidus,,,seisund,,
Altja,koht,,,,
Altküla,koht,,,,
altminek,,,seisund,sündmus,
Altmäe,koht,,,,
Altnurga,koht,,,,
Alto Adige,koht,,,,
altpoolt,koht,,,,abstr
Altun Shan,koht,,,,
Alu,koht,,,,
Alūksne,koht,,,,
Alu-Metsküla,koht,,,,
aluminoos,,,seisund,,
alune,koht,,,,"ese_riie, omadus_füüs"
Alupere,koht,,,,
Alupka,koht,,,,
alus,koht,,,,"abstr, abstr/konkr, ese, ese_instru, esitus_arv, esitus_keel, esitus_kujutis, materjal/aine"
alusmüür,koht,,,,abstr
aluspind,koht,,,,
aluspinnas,koht,,,,"materjal/aine, nähtus_loodus"
aluspõrand,koht,,,,ese
Aluste,koht,,,,
Alustre,koht,,,,
Alušta,koht,,,,
Alutaguse,koht,,,,
Aluvere,koht,,,,
alvar,koht,,,,
Alytus,koht,,,,
Ama,koht,,,,
Amaravati,koht,,,,
Amasoonia,koht,,,,
Amazonas,koht,,,,
amatöörklubi,koht,,,,
amatöörteater,koht,,,,
Ambla,koht,,,,
amblüoopia,,,seisund,,
ambrasuur,koht,,,,
ambulants,koht,,,,ese_instru
ambulatoorium,koht,,,,
Ambur,koht,,,,"esitus_kujutis, in_omadus, objekt_loodus_tähtkuju"
Ameerika,koht,,,,
Ameerika Samoa,koht,,,,
Ameerika Ühendriigid,koht,,,,
amenorröa,,,seisund,,
amentsia,,,seisund,,
amentsus,,,seisund,,
amet,koht,,,,"abstr/konkr, tegevus"
ametiaasta,,aeg,,,
ametiaeg,,aeg,,,
ametiasutus,koht,,,,
ametijuubel,,,,sündmus,
ametikool,koht,,,,
ametikorter,koht,,,,
ametikõrgendus,,,,sündmus,tegevus_tegu
ametikäik,koht,,,,"tegevus, tegevus_tegu"
ametiliit,koht,,,,abstr/konkr
ametipuhkus,,aeg,,,
ametireis,,,,sündmus,tegevus
ametiruum,koht,,,,
ametiseisund,,,seisund,,abstr
ametisolek,,,,sündmus,tegevus
ametisõit,,,,sündmus,tegevus
ametitalitus,,,,sündmus,
ametiühing,koht,,,,abstr/konkr
ametkond,koht,,,,abstr
amfiteater,koht,,,,
Amhara,koht,,,,
Amiens,koht,,,,
Amman,koht,,,,
Amme jõgi,koht,,,,
Ammuta,koht,,,,
amneesia,,,seisund,,nähtus_psühh
amok,,,seisund,,"tegevus, tegevus_tegu, toit"
amokijooks,,,seisund,,"tegevus, tegevus_tegu"
amokk,,,seisund,,"tegevus, tegevus_tegu"
Amori nool,,,seisund,,
Amritsar,koht,,,,
Amsterdam,koht,,,,
Amudarja,koht,,,,
Amula,koht,,,,
Amuur,koht,,,,
Amuurimaa,koht,,,,
Amuuri oblast,koht,,,,
Amuuri-äärne Komsomolsk,koht,,,,
amöbiaas,,,seisund,,
amööbdüsenteeria,,,seisund,,
amüloidoos,,,seisund,,
amüotroofiline lateraalskleroos,,,seisund,,
amüotroofne lateraalskleroos,,,seisund,,
anaalfissuur,,,seisund,,
anabioos,,,seisund,,
Anadõr,koht,,,,
anafülaksia,,,seisund,,
anafülaktiline šokk,,,seisund,,
analgeesia,,,seisund,,
Anapa,koht,,,,
anateem,,,seisund,,
Anatoolia,koht,,,,
anatoomikum,koht,,,,
anatsiidsus,,,seisund,,
Andaluusia,koht,,,,
Andamanid,koht,,,,
Andamanid ja Nicobarid,koht,,,,
Andamani saared,koht,,,,
Andhra Pradesh,koht,,,,
Andi,koht,,,,
Andid,koht,,,,
Andijon,koht,,,,
Andineeme,koht,,,,
Andja,koht,,,,
andmeväli,koht,,,,
Andorra,koht,,,,
Andorra la Vella,koht,,,,
Andre,koht,,,,
andresepäev,,aeg,,,
Andrikova,koht,,,,
andropaus,,aeg,,,
Andsumäe,koht,,,,
aneemia,,,seisund,,
Anelema,koht,,,,
anentsefaalia,,,seisund,,
Anepesa,koht,,,,
anesteesia,,,seisund,,tegevus_tegu
aneurüsm,,,seisund,,
anfilaad,koht,,,,
angaar,koht,,,,
Angara,koht,,,,
Angarsk,koht,,,,
Angerja,koht,,,,
angiin,,,seisund,,
angioneuroos,,,seisund,,
angioom,,,seisund,,
angiospasm,,,seisund,,
angiostenoos,,,seisund,,
Ângkôr,koht,,,,
Angla,koht,,,,
Anglesey,koht,,,,
Angloameerika,koht,,,,
anglosaksi maad,koht,,,,
Angola,koht,,,,
Anguilla,koht,,,,
Angus,koht,,,,
Anguse,koht,,,,
Anhui,koht,,,,
Anija,koht,,,,
Anijala,koht,,,,
Anikatsi,koht,,,,
Anjou,koht,,,,
Ankara,koht,,,,
ankrukoht,koht,,,,
ankrupaik,koht,,,,
ankrus,,,seisund,,
ankurrentnik,koht,,,,in_roll
ankurüürnik,koht,,,,
anküloos,,,seisund,,
Anna,koht,,,,
Annaba,koht,,,,
Annam,koht,,,,
Annapolis,koht,,,,
Annapurna,koht,,,,
Anne,koht,,,,
Annelinn,koht,,,,
annepäev,,aeg,,,
Annikoru,koht,,,,
Annikvere,koht,,,,
anno,,aeg,,,
anno Domini,,aeg,,,
anoomia,,,seisund,,
anoreksia,,,seisund,,
anosmia,,,seisund,,nähtus_loodus
ansambliteater,koht,,,,
Ansbach,koht,,,,
Anschluss,,,,sündmus,tegevus
Anseküla,koht,,,,
Ansi,koht,,,,
ANSV,koht,,,,
anšluss,,,,sündmus,tegevus
Antalya,koht,,,,
Antananarivo,koht,,,,
Antant,koht,,,,
Antarktika,koht,,,,
Antarktis,koht,,,,
Antiatlas,koht,,,,
Antigua ja Barbuda,koht,,,,
antiigipood,koht,,,,
antiikaeg,,aeg,,,
antiikajastu,,aeg,,,
