"value","semantic_type_code"
kotakas,omadus_kval
kotakas,omadus
kauges kaares mööda käima,VERB_seisund
panseksuaalsus,omadus
ÕS,ese_semio
aitüma,tegevus_kõnetegu
kriuks,nähtus_füüs
soovähemus,in_omadus
soovähemus,grupp
lakkvaabik,taim_seen
vikerpere,inimene
tsüanokobalamiin,materjal/aine
kriuksatus,nähtus_füüs
kann,taim
kann,ese_instru
kann,ese
mutnik,ese_instru
sammas,abstr/konkr
sammas,esitus_kujutis
sammas,seisund
sammas,objekt
sammas,esitus_kujutis
sammas,koht_hoone
sammas,ese_kunst
sammas,ese_kunst
oportuniteet,abstr
ühe vitsaga löödud,omadus_kval
kaaluja,in_tegija
kaaluja,omadus_psühh
kaaluja,in_tegija
kaaluja,in_elukutse
sisse klaarima,VERB_tegevus
kinni külmetama,VERB_nähtus
kinni külmetama,VERB_nähtus
tõmblema,VERB_psühh_emots
tõmblema,VERB_liikuma
tõmblema,VERB_liikuma
tõmblema,VERB_liikuma
Aruküla,koht_geogr
Aruküla,koht_geogr
Aruküla,koht_geogr
Aruküla,koht_geogr
Aruküla,koht_geogr
Aruküla,koht_geogr
Aruküla,koht_geogr
Aruküla,koht_geogr
Aruküla,koht_geogr
Aruküla,koht_geogr
Aruküla,koht_geogr
Aruküla,koht_geogr
ühepäevaliblikas,objekt
ühepäevaliblikas,in_omadus
vestlusrobot,ese_semio
ümber kolima,VERB_tegevus
ümber kolima,VERB_tegevus
ümber kolima,VERB_tegevus
fiktsionaalne,omadus_psühh
valeühendus,nähtus
hüpogonadism,seisund_haigus
homofoobne,omadus_psühh
aimutu,omadus_psühh
tõuraamat,ese_semio
väljalangemissüsteem,sündmus
väljalangemissüsteem,abstr/konkr
unustusehõlma vajuma,VERB_nähtus
renoveering,seisund
show-bisnis,vald
show-bisnis,tegevus
sinatama,VERB_suhtlus
kald,omadus_koht
solastalgia,nähtus_psühh
galaktoseemia,seisund_haigus
välja kujundama,VERB_abstr
tilgajalg,ese_instru
maha installeerima,VERB_tegevus
konsort,in_elukutse
konsort,grupp
konsort,organism
konsort,in_roll
karmeliidi,omadus
võppuma,VERB_tegevus
võppuma,VERB_tegevus
temaatika,abstr
kokku kuhjuma,VERB_liikuma
kokku kuhjuma,VERB_abstr
maismaatuulik,ese_instru
endospoor,organism
kohkuma,VERB_psühh
külmus,nähtus_psühh
külmus,nähtus_füüs
talisuplema,VERB_tegevus
esituma,VERB_abstr
tšättima,VERB_suhtlus
väliskomisjon,inimene
ühtmoodi,ADV_viis
ühtmoodi,omadus_kval
ühtmoodi,ADV_viis
judisema,VERB_seisund
soojusmõõtmine,vald
soojusmõõtmine,tegevus
habisema,VERB_suhtlus
vaplema,VERB_liikuma/liigutama
verest välja lööma,VERB_psühh
rajoon,koht_ala
rajoon,koht_ala
rajoon,koht_ala
rajoon,abstr/konkr
tudisema,VERB_liikuma
nimetamine,tegevus_kõnetegu
nimetamine,tegevus_tegu
nimetamine,tegevus_kõnetegu
nimetamine,tegevus_tegu
nimetamine,tegevus_tegu
antiikese,ese
regionaal,omadus_kval
impordikeeld,tegevus_tegu
hubisema,VERB_nähtus
autorsus,seisund
värvilahendus,abstr
hernhuutlane,in_roll
eksperdiarvamus,tegevus_kõnetegu
hernhuutlus,nähtus
põruma,VERB_liikuma
põruma,VERB_liikuma
põruma,VERB_abstr
põruma,VERB_abstr
väliskujundus,vald
väliskujundus,tegevus
väliskujundus,ese_kunst
ornament,esitus_kujutis
ornament,ese_kunst
herrnhutlane,in_roll
prioriteet,seisund
prioriteet,abstr_asend/suund
platseebo,materjal/aine
muret tekitav,omadus_kval
salvestus,tegevus
salvestus,ese_semio
turvaala,koht_ala
valvemeeskond,in_roll
üldpind,esitus_mõõt
põlemisprodukt,materjal/aine
põlemissaadus,materjal/aine
magnetlint,ese_instru
volks,ese_instru
importkaup,konkr
importkaup,ese
eestkostja,in_roll
eestkostja,in_roll
vabisema,VERB_liikuma
värisema,VERB_psühh_emots
värisema,VERB_nähtus
värisema,VERB_liikuma
võdisema,VERB_liikuma
võdisema,VERB_liikuma
öösoe,omadus_füüs
öösoe,nähtus_loodus
intressimäär,ese_raha
võbisema,VERB_liikuma
sisepõlemismootor,ese_instru
kolmeneljandikuline,omadus_kval
neljaviiendikuline,omadus_kval
gondel,ese_instru
gondel,ese_instru
gondel,ese_instru
pangasaladus,esitus_info
mõõtur,ese_instru
sampler,ese_instru
maksustamisperiood,aeg
maksuvõlglane,in_roll
väljalaskeaasta,aeg
ära lõpetama,VERB_tegevus
ära lõpetama,VERB_muutust põhjustama
ära lõpetama,VERB_muutus
ära lõpetama,VERB_modaalsus
ära lõpetama,VERB_tegevus
ära lõpetama,VERB_muutus
ära tapma,VERB_muutust põhjustama
ära tapma,VERB_muutust põhjustama
ära tapma,VERB_tegevus
ära tapma,VERB_muutust põhjustama
ära tapma,VERB_muutus
tapma,VERB_tegevus
tapma,VERB_muutust põhjustama
tapma,VERB_muutus
tapma,VERB_tegevus
tapma,VERB_tegevus
tapma,VERB_psühh
tapma,VERB_muutus
aplodeerima,VERB_liigutama
neutronkiirgus,nähtus_füüs
plahvatus,nähtus
plahvatus,sündmus
plahvatus,sündmus
plahvatus,nähtus_füüs
infotöötlus,tegevus
tõumära,loom
Pitkäranta,koht_geogr
südant lõhestama,VERB_psühh_emots
gaasikindlus,omadus_füüs
pessimistlikult,ADV_viis
lähis,koht_ala
ära sa ütle,esitus_keel_suhtlus
karjatamisperiood,aeg
Iisrael,koht_geogr
Iisrael,in_rahvas
Iisrael,koht_geogr
infokandja,ese_instru
turvaelement,abstr/konkr
vesilahustuv,omadus
teadusdoktor,in_omadus
teadusdoktor,esitus_tiitel
teadusdoktor,esitus
doktor,in_omadus
doktor,esitus_tiitel
doktor,esitus
doktor,in_elukutse
doktor,esitus_tiitel
riigilipp,ese_instru
batalist,in_roll
osavõtumaks,ese_raha
põldkatse,tegevus_tegu
põldkatse,abstr/konkr
pidurdamatult,ADV_viis
taimehaigus,seisund_haigus
tükitöötasu,ese_raha
flip,tegevus_tegu
üleharitud,omadus
antimikroobne,omadus_kval
antimikroobne,omadus_füüs
faktuurarve,esitus_info
nullmäär,esitus_arv
investeerimisühing,koht_asutus
märgistus,tegevus_tegu
märgistus,esitus_info
märgistus,esitus
ö,esitus_keel_täht
AMR,omadus_kval
AMR,nähtus_loodus
kümnepalliline,omadus_kval
mobiilioperaator,koht_asutus
maareform,abstr/konkr
viiepalliline,omadus_kval
x,esitus_keel_täht
mikroob,organism
kuludokument,ese_semio
lähtematerjal,abstr/konkr
lähtematerjal,abstr/konkr
sõjalennuk,ese_instru
pärandimaks,abstr/konkr
keskkonnaseire,tegevus
tunnusmärk,esitus_kujutis
tunnusmärk,nähtus
tunnusmärk,esitus
määrosa,abstr/konkr
teenistusrelv,ese_instru
manglipuu,taim
määrav,omadus_kval
määndama,VERB_muutust põhjustama
määndama,VERB_muutust põhjustama
määrdene,omadus_füüs
mõik,kehaosa
mõis,koht_hoone
mõis,koht_asutus
mõis,koht_ala
jahifauna,loom
mõistuseinimene,in_omadus
mõistusabielu,seisund
mõttetark,in_omadus
mõttetark,in_elukutse
mõttetark,in_omadus
mõlkuma,VERB_psühh
üleminekuaeg,aeg
mõttekaaslane,in_roll
mõttekild,esitus
mõttekild,abstr
mõttekoda,sündmus
mõttekoda,koht_asutus
südame põhi,abstr
süda,konkr
süda,abstr/konkr
süda,aeg
süda,konkr
süda,koht
süda,abstr/konkr
süda,nähtus_psühh
süda,seisund
süda,nähtus_psühh
süda,nähtus_psühh
süda,omadus_psühh
süda,konkr
süda,toit
süda,koht
süda,kehaosa
mõtlemine,tegevus
meevõtmine,tegevus_tegu
mõttekriips,esitus_tähis
mõttekriips,esitus_kujutis
mõttelaisk,omadus_psühh
mõttelend,nähtus_psühh
mõttetera,tegevus_kõnetegu
kahe kolmandikuline,omadus_kval
mõtteosaline,in_roll
mõõtjoon,esitus_kujutis
sundlikvideerimine,tegevus_muutus
kolme neljandikuline,omadus_kval
kolm,esitus_arv
kolm,esitus_arv
kolm,omadus_kval
kolm,konkr
kolm,aeg
kolm,esitus_arv
mööbelsepp,in_elukutse
tegevuskulud,ese_raha
kolme viiendikuline,omadus_kval
kolme pidi,ADV_viis
möödanik,sündmus
möödanik,aeg
möödanik,abstr
germanofiilia,nähtus_psühh
gnoseoloog,in_elukutse
säilitustähtaeg,aeg
diferentseeritult,ADV_viis
kriminaalkaristus,tegevus
kriminaalkaristus,abstr/konkr
gurmaanlus,nähtus_psühh
haavahaigus,seisund_haigus
minev,omadus
minev,omadus_kval
minev,omadus_aeg
dessertvein,toit_jook
haigusõrnus,omadus_füüs
laevahüpoteek,ese_raha
tulev,abstr/konkr
tulev,omadus_aeg
tegevuspaik,koht
tegevuspaik,koht
internetistuma,VERB_muutus
metsavalve,vald
haldjatar,in_müt
patogeenne,omadus_füüs
Homieĺ,koht_geogr
haigusttekitav,omadus_füüs
aukartust äratav,omadus_psühh
Mahilioŭ,koht_geogr
kindlustushüvitis,ese_raha
kindlustusjuhtum,sündmus
hüvitis,ese_raha
kahtlustäratav,omadus_kval
bambusrätik,ese_riie
toks,tegevus_tegu
toks,nähtus_füüs
toksatama,VERB_nähtus
toksatus,tegevus_tegu
toksatus,nähtus_füüs
õudust äratav,omadus_psühh
haski,loom_omadus
kõrvale viskama,VERB_abstr
LPG,materjal/aine
veeldatud naftagaas,materjal/aine
lootust andev,omadus_kval
turgatus,abstr
tompjas,omadus_füüs
tonksti,ADV_viis
kapitalisatsioon,tegevus
kapitalisatsioon,tegevus
lootsitasu,ese_raha
tuumakütus,materjal/aine
tosinakesi,ADV_viis
tollivõlg,ese_raha
irdumus,seisund
irruli,seisund
Vitebsk,koht_geogr
lisatoitmine,tegevus
korralduskomitee,sündmus
korralduskomitee,in_roll
korralduskomitee,inimene
sordikaitse,vald
sordikaitse,tegevus
hematoloogiline,omadus_füüs
higiselt,ADV_viis
himutsevalt,ADV_viis
arhivaar,in_elukutse
merevedu,vald
hiphoppar,in_elukutse
nõunik,in_elukutse
nõunik,in_elukutse
hoiatusstreikima,VERB_tegevus
hoidlikkus,nähtus_psühh
nelja,ADV_viis
url,esitus_info
küünraõnnal,kehaosa
maagaas,materjal/aine
virgats,in_elukutse
koolikiusaja,in_omadus
pressitalitus,koht_asutus
kooljalikult,ADV_viis
maremm,koht_loodus
batka,in_roll
batka,in_omadus
põrandapoonija,ese_instru
põrandapoonija,in_tegija
jahedalt,ADV_seisund
jahedalt,ADV_viis
ammonifikatsioon,tegevus_muutus
vasabi,toit_maitseaine
meeleelund,kehaosa
kõvendi,materjal/aine
liikluseeskiri,abstr/konkr
teojõuline,omadus_kval
turtsama,VERB_nähtus
turtsama,VERB_nähtus
turtsama,VERB_suhtlus
tuts,kogus
hommikupooliti,ADV_aeg
mõhn,koht_kehaosa
mõhn,objekt
mõhn,objekt_loodus
mõhn,koht_loodus
teguvõimas,omadus_kval
Brest-Litovsk,koht_geogr
isakene,in_roll
isakene,in_roll
isakene,in_sugulane
mesikäpp,loom
mesikäpp,ese
põhjajää,materjal/aine
hortoloogia,vald
horisontaal,omadus_füüs
hunnitult,ADV_viis
hunnitult,ADV_aste
haiguspuhkus,aeg
Koidanov,koht_geogr
Kojdanava,koht_geogr
mina,inimene
mina,esitus_keel
toretsus,abstr/konkr
toretsus,tegevus
tutiline,omadus_füüs
tutiline,omadus_füüs
bobi,ese_instru
endast mõista,ADV_modaalsus
endastki mõista,ADV_modaalsus
tooseraud,ese_instru
isekeskine,omadus_abstr
isekeskine,omadus_kval
isekeskine,omadus
tuttavus,omadus_kval
eraviisiline,omadus
lihatoode,toit
lõhkematerjal,materjal/aine
algeline,omadus_kval
linnaarhiiv,koht_asutus
oksühemoglobiin,materjal/aine
omakohta,ADV_viis
omanikustama,VERB_muutust põhjustama
tuuts,ese_instru
tõht,abstr
tuumatu,omadus_kval
tuumatu,omadus_füüs
tuvikene,inimene
mustvalgel,ADV_seisund
oliivikujuline,omadus
kõrgtrükk,abstr/konkr
kõrgtrükk,abstr/konkr
selve,omadus
kino saama,VERB_psühh_emots
mudima,VERB_abstr
mudima,VERB_tegevus
toosamane,omadus_kval
labu,materjal/aine
labu,ese
mürkkemikaal,materjal/aine
ringitõmbaja,in_omadus
ladumine,tegevus
ladumine,tegevus
ladumine,tegevus
ligitõmbav,omadus_kval
ühend,abstr
ühend,esitus_keel
ühend,materjal/aine
olenev,abstr/konkr
olenev,omadus_abstr
õhuhapnik,materjal/aine
lõhkeaine,materjal/aine
kallama,VERB_abstr
kallama,VERB_nähtus
kallama,VERB_tegevus
keemiline reaktsioon,nähtus_füüs
mikroorganism,organism
põlevkivikaevandus,koht_asutus
põlevkivikaevandus,koht_ala
tolmuplahvatus,sündmus
elukorralduslik,omadus_kval
põlevkivitolm,materjal/aine
pearaamat,ese_semio
heakskiit,tegevus_tegu
raudkapp,ese_instru
kõike endast sõltuvat tegema,VERB_abstr
tara,nähtus_loodus
tara,koht_ala
tara,ese_instru
ripplukk,ese_instru
valvesignalisatsioon,ese_instru
isolatsioon,materjal/aine
isolatsioon,ese
isolatsioon,seisund
looduskaitseala,koht_ala
looduskaitseala,esitus
enda,omadus
enda,in_tegija
sõrm,ese_instru
sõrm,ese_riie
sõrm,kehaosa_loom
sõrm,koht
sõrm,kehaosa
kassett,koht
kassett,ese_anum
kassett,ese_anum
kassett,ese_instru
kassett,ese_anum
kassett,ese_instru
kassett,ese_instru
kassett,ese_anum
peale,ADV_modaalsus
peale,aeg
peale,ADV_seisund
peale,ADV_koht
peale,ADV_koht
peale,ADV_seisund
peale,abstr_asend/suund
peale,ADV_koht
peale,ADV_koht
peale,ADV_seisund
peale,abstr_asend/suund
peale,ADV_viis
peale,ADV_koht
peale,aeg
peale,ADV_modaalsus
peale,ADV_viis
laeng,nähtus_psühh
laeng,esitus_mõõt
laeng,omadus_füüs
laeng,nähtus_füüs
laeng,materjal/aine
tuulekott,ese_instru
rahapesu,tegevus
panema,VERB_grammatiline
panema,VERB_alustama
panema,VERB_liigutama
panema,VERB_tegevus
panema,VERB_liigutama
panema,VERB_liikuma
panema,VERB_tegevus
panema,VERB_psühh
panema,VERB_psühh
panema,VERB_muutust põhjustama
panema,VERB_muutust põhjustama
panema,VERB_muutust põhjustama
panema,VERB_muutust põhjustama
panema,VERB_liigutama
panema,VERB_tegevus
panema,VERB_liigutama
panema,VERB_liigutama
kuritarvitama,VERB_tegevus
kuritarvitama,VERB_abstr
vana,omadus_kval
vana,omadus_kval
vana,abstr/konkr_omadus
vana,omadus_aeg
vana,omadus_aeg
vana,omadus_kval
vana,omadus
vana,omadus_kval
vana,omadus_aeg
vana,in_sugulane
vana,in_omadus
vana,inimene
vana,omadus_aeg
vana,omadus_vanus
vana,omadus_aeg
laevatuled,ese_instru
üle soolama,VERB_tegevus
üle soolama,VERB_psühh
valvepost,in_roll
valvepost,tegevus
valvepost,koht_ala
kilesaun,koht_hoone
altariruum,koht_hoone
blasfeemia,tegevus_tegu
blasfeemia,nähtus_psühh
bursa,koht_asutus
bursa,koht_asutus
netomass,omadus_füüs
transiit,tegevus
presbüteerium,in_elukutse
presbüteerium,koht_hoone
kuivatuskamber,koht_ala
kuivatuskamber,ese_instru
akrediteerima,VERB_abstr
akrediteerima,VERB_abstr
akrediteerima,VERB_abstr
läigesti,ese_instru
läigesti,materjal/aine
liikluskindlustus,konkr
kütteõli,materjal/aine
kütuseaktsiis,ese_raha
õlikütus,materjal/aine
kodanik,in_omadus
kodanik,in_roll
politseiprefektuur,koht_asutus
suru,tegevus
müügipunkt,koht_hoone
müügipunkt,koht_asutus
aktsiisivabastus,abstr/konkr
import,tegevus
import,konkr
import,ese
import,tegevus
karastusjook,toit_jook
sigaret,ese_instru
närimistubakas,materjal/aine
võrguühendus,abstr/konkr
võrguühendus,abstr/konkr
üle pakkuma,VERB_suhtlus
üle pakkuma,VERB_psühh
nuusktubakas,materjal/aine
Punaselageda Kreeka asundus,koht_geogr
isevaldne,omadus_psühh
isevaldne,omadus_kval
esindusõigus,abstr
esindusõigus,abstr
Kalašnikovi automaat,ese_instru
häda,tegevus_tegu
häda,nähtus_psühh
häda,nähtus_psühh
häda,seisund_haigus
häda,nähtus_psühh
kilepüksid,ese_riie
laevkond,koht_ala
laevkond,inimene
politseijaoskond,koht_asutus
politseijaoskond,inimene
Estosadok,koht_geogr
veevann,tegevus
veevann,ese_instru
veevann,ese_instru
veevann,tegevus
veevann,ese_instru
Punaselageda Eesti asundus,koht_geogr
issakene,esitus_keel_suhtlus
isomeerne,omadus
kihvt,materjal/aine
kihvt,omadus_psühh
kihvt,omadus_kval
isujuur,taim
teade,sündmus
teade,abstr
teade,ese_semio
teade,ese_semio
protestantism,abstr/konkr
edelarannik,koht_ala
trilma,tegevus_mäng
T-teras,materjal/aine
halma,tegevus_mäng
kaubavahetus,vald
trossistik,ese
tubrutama,VERB_liikuma
tõra,koht_hoone
vähemusstress,seisund_haigus
kümblustünn,ese_instru
Tseiloni tee,toit_jook
gaseervesi,toit_jook
elatama,VERB_tegevus
itsis,ADV_viis
itketama,VERB_psühh_emots
gaseeritud vesi,toit_jook
karboniseeritud vesi,toit_jook
hoolekandeasutus,koht_asutus
kohupiim,toit
elektrijaam,koht_asutus
isukalt,ADV_viis
isukalt,ADV_viis
tumeromantika,vald
tumeromantika,grupp
tumeromantika,ese_semio
tsillima,VERB_seisund
binturong,loom
eestkostetav,omadus
eestkostetav,in_roll
mõnulema,VERB_psühh_emots
itsi,abstr_asend/suund
noorusromantika,nähtus_psühh
reaalajavaade,abstr/konkr
isunema,VERB_psühh_emots
isunema,VERB_psühh
vormiroog,toit
proovima,VERB_abstr
proovima,VERB_liigutama
proovima,VERB_abstr
proovima,VERB_liigutama
proovima,VERB_abstr
proovima,VERB_tegevus
kontsentraat,materjal/aine
kontsentraat,toit
kontsentraat,materjal/aine
kõnetoru,abstr/konkr
kõnetoru,ese_instru
kõnetoru,ese_instru
kõnetoru,ese_instru
Kukin Bereg,koht_geogr
aspartaam,materjal/aine
jaburduma,VERB_muutus
destilleerimine,tegevus
destilleerimine,tegevus
fermentatsioon,nähtus_loodus
fenüülalaniin,materjal/aine
korma,toit
lahjus,seisund
barrister,in_elukutse
kodar,seisund
kodar,kehaosa
kodar,ese_instru
kodar,ese_instru
kodar,ese_instru
oreiid,materjal/aine
Kukiranna,koht_geogr
solicitor,in_elukutse
kõlblik kuni,omadus_aeg
orienteerumisvõime,nähtus_psühh
orienteerumisvõime,nähtus_psühh
osastama,tegevus_tegu
lipiid,materjal/aine
osavus,omadus_kval
kolesterool,materjal/aine
tuhandekesi,ADV_viis
teenistusaeg,aeg
haigestumine,tegevus_muutus
juhtkond,inimene
hoidma,VERB_psühh
hoidma,VERB_abstr
hoidma,VERB_tegevus
hoidma,VERB_seisund
hoidma,VERB_abstr
hoidma,VERB_psühh_emots
hoidma,VERB_tegevus
hoidma,VERB_psühh
hoidma,VERB_tegevus
hoidma,VERB_abstr
hoidma,VERB_seisund
hoidma,VERB_seisund
päikesesirm,ese_riie
päikesesirm,ese_instru
päikesesirm,ese_instru
oliiviõli,toit
oliiviõli,materjal/aine
põlveliiges,kehaosa
Panaji,koht_geogr
politseiosakond,koht_asutus
politseiosakond,inimene
keskkriminaalpolitsei,koht_asutus
nahik,loom
isikumaks,abstr/konkr
kohtuekspertiis,ese_semio
politseiametnik,in_elukutse
tööohutus,seisund
tööohutus,abstr/konkr
töötervishoid,tegevus
mürk,abstr
mürk,materjal/aine
kutsehaigus,seisund_haigus
laigustama,VERB_tegevus
kindlustuspreemia,ese_raha
oktaaniarv,esitus_arv
Mumbai,koht_geogr
Bombay,koht_geogr
meelelahutusüritus,sündmus
osteosarkoom,seisund_haigus
juhtkoer,loom
vastassuunavöönd,koht_ala
tolliladu,koht_hoone
rajama,VERB_abstr
rajama,VERB_abstr
rajama,VERB_tegevus
lahti ostma,VERB_tegevus
otsiskelema,VERB_tegevus
kinnimale,ADV_seisund
otsekile,ADV_koht
Kuriili hoovus,koht_geogr_veekogu
otsake,ese
tuksu,ADV_seisund
kauplus,koht_asutus
kauplus,esitus
parim enne,omadus_aeg
linnaelanik,inimene
tsüanotüüpia,ese_kunst
tsüanotüüpia,abstr/konkr
paaditali,ese_instru
aega võttev,omadus_kval
aega võttev,omadus_aeg
laienemus,seisund_haigus
Omuti,koht_geogr
paadutama,VERB_psühh_emots
paadutama,VERB_nähtus
tuletuslik,omadus_abstr
aegaviitev,omadus
taandamine,tegevus
taandamine,tegevus
taandamine,tegevus_tegu
teeneterist,ese_instru
laikõrv,loom
laiukene,koht_loodus
lakatama,VERB_nähtus
laksak,tegevus_tegu
laksak,nähtus_füüs
laksatus,tegevus_tegu
laksatus,nähtus_füüs
piki silmi,ADV_viis
seeria viisi,ADV_viis
sent,seisund
sent,ese_raha
sent,esitus_tähis
sent,ese_raha
silm,kehaosa
silm,abstr/konkr
silm,nähtus_loodus
silm,koht_ala
silm,konkr
silm,konkr
silm,konkr
silm,ese_riie
silm,konkr
silm,nähtus_psühh
silm,in_omadus
silm,tegevus
silm,omadus_füüs
silm,kehaosa
Euroopa laikõrv,loom
laki keel,in_rahvas_keel
MRP,ese_semio
seapohl,taim
Lääneväin,koht_geogr_veekogu
turnüür,ese_riie
jahhitama,VERB_suhtlus
sendi pealt,ADV_viis
lall,kehaosa
burrata,toit
Nõukogude-aegne,omadus_aeg
nikerbokerid,ese_riie
tsiviilvaidlus,tegevus_tegu
vanaduspension,ese_instru
ombudsman,in_elukutse
kama,esitus_keel_suhtlus
kama,ADV_modaalsus
selge keel,esitus_keel
ilmet andma,VERB_muutus
kokkuhoidev,omadus
kupro,materjal/aine
esisada,esitus_arv
lendler,ese_kunst
mannakaktus,taim
lööma,tegevus_tegu
lööma,sündmus
tuubil täis,omadus_füüs
tuubil täis,ADV_seisund
tuubil täis,ADV_aste
langetus,tegevus_tegu
langetus,tegevus_muutus
langetus,tegevus_tegu
langetus,tegevus_tegu
toimik,ese_semio
toimik,abstr
edastama,VERB_tegevus
edastama,VERB_suhtlus
raudpolt,ADV_viis
täkke minema,VERB_seisund
täkke minema,VERB_seisund
tuima panema,VERB_suhtlus
umbpilves,omadus_füüs
umbpilves,ADV_seisund
allveerobot,ese_instru
hammasraudtee,ese_instru
kalasööt,toit
paikvaatlus,tegevus
aastaeelarve,ese_semio
postkontor,koht_asutus
pikeeriie,materjal/aine
postiasutus,koht_asutus
sideasutus,koht_asutus
abielupool,in_sugulane
abieluvaraleping,abstr/konkr
abiprokurör,in_elukutse
advokaadibüroo,koht_asutus
abitööjõud,in_roll
ainujuhtimine,nähtus
sõidukulud,ese_raha
ajateenistus,tegevus
ajateenistus,seisund
OECD,koht_asutus
aktsia,omadus_kval
aktsia,seisund
aktsia,omadus_kval
aktsia,ese_semio
aktsia,ese_raha
üldakt,ese_semio
pahatahtlus,omadus_psühh
keemiline element,materjal/aine
ametijuhend,ese_semio
alaealine,in_omadus
alaealine,in_omadus
alusetu,omadus_kval
algdokument,ese_semio
ajaühik,esitus_mõõt
ametiaeg,aeg
ametiasutus,koht_asutus
ametiisik,in_elukutse
kemikaal,materjal/aine
asekantsler,in_elukutse
ametisõit,tegevus
ametisõit,sündmus
lasanje,toit
olupoliitiline,omadus_kval
olupoliitiline,omadus_kval
ametisse astuma,VERB_abstr
apellatsioonkaebus,tegevus_kõnetegu
kuskuss,toit
kuskuss,toit
pakendijäätmed,materjal/aine
patent,ese_semio
patent,abstr/konkr
aruandlus,tegevus
medikament,materjal/aine
hauarüüstaja,in_tegija
terviserisk,tegevus
terviserisk,konkr
aktiviseeruma,VERB_muutus
kingitus,ese
rakendusuuring,tegevus
rakendusuuring,abstr/konkr
tööteenistus,tegevus
tööteenistus,tegevus
pealelaadimine,tegevus_tegu
mägi,kogus
mägi,koht_loodus
soolsus,omadus_füüs
kaugotsing,tegevus
mugavustoit,toit
sõjasadam,koht_asutus
sõjasadam,koht_ala
sülg,materjal/aine
eluskaal,esitus_mõõt
nooremseersant,in_omadus
nooremseersant,esitus_tiitel
nooremseersant,esitus
soobel,materjal/aine
soobel,loom
köstrikool,koht_asutus
asukohajärgne,omadus_füüs
asjur,in_elukutse
täitedokument,ese_semio
vastutustundetu,omadus_kval
asutamisleping,ese_semio
sõdur,ese_instru
sõdur,loom_putukas
sõdur,in_roll
sõdur,in_elukutse
töövõtuleping,ese_semio
salafist,in_roll
pestitsiid,materjal/aine
trennihunt,in_omadus
usuindleja,in_roll
korteriraha,ese_raha
kalendrikuu,aeg
jäätmekäitlusettevõte,koht_asutus
pesakiik,ese_instru
tõstuk,ese_instru
tõstuk,ese_instru
tõstuk,ese_instru
õigusemõistmine,tegevus
õigusemõistmine,abstr/konkr
õigusemõistmine,tegevus
õigusemõistmine,sündmus
tamm,koht
tamm,koht
tamm,koht
sõjalaev,ese_instru
tsiviilkohtumenetlus,tegevus_tegu
võrdõiguslikkus,seisund
sealiha,toit
audiitor,in_roll
audiitor,in_elukutse
setiti,ese_instru
hüdrofüüt,taim_liik
mootorveok,ese_instru
veetaim,taim_liik
sasaan,loom_kala
põhirass,in_rahvas
kohtulahend,tegevus_kõnetegu
advokaat,in_elukutse
linnakohtunik,koht_asutus
deklaratsioon,esitus_info
deklaratsioon,ese_semio
deklaratsioon,ese_semio
deklaratsioon,tegevus_kõnetegu
deklaratsioon,ese_semio
deklaratsioon,tegevus_kõnetegu
deklaratsioon,ese_semio
kohtuametnik,in_elukutse
metsnugis,loom_liik
metsnugis,loom
pinge,nähtus_füüs
pinge,esitus_mõõt
pinge,seisund
pinge,nähtus_psühh
pinge,seisund
pinge,seisund
pinge,nähtus_psühh
pinge,seisund_füüs
pinge,nähtus_füüs
pinge,esitus_mõõt
demobilisatsioon,tegevus
demobilisatsioon,sündmus
direktor,ese_instru
direktor,in_elukutse
direktor,in_elukutse
direktor,esitus
diskrediteerima,tegevus
vastulause,tegevus_kõnetegu
vastulause,ese_semio
vastuväide,tegevus_kõnetegu
mäger,loom
stenogramm,ese_semio
pesukaru,loom
kloriit,materjal/aine
kaalutlus,nähtus_psühh
rõhunäitur,ese_instru
jaotusvõrguettevõtja,koht_asutus
paks,materjal/aine
paks,omadus_füüs
paks,omadus_psühh
paks,omadus_füüs
paks,omadus_füüs
paks,omadus_kval
paks,omadus_füüs
paks,omadus_füüs
paks,omadus_füüs
paks,omadus_füüs
paks,omadus_füüs
karjaaed,ese_instru
karjaaed,koht_ala
metsaraie,tegevus
tuuleenergia,nähtus_loodus
pindjälg,esitus_kujutis
lembelind,loom_lind
ebaesteetiline,omadus_psühh
rekonstrueerima,VERB_tegevus
kindlustus- ja finantsmatemaatika,vald
zombistuma,VERB_muutust põhjustama
hordeiin,materjal/aine
biomass,esitus_mõõt
biomass,materjal/aine
kodutarbija,koht_asutus
kodutarbija,in_roll
soonefrees,ese_instru
tšadoor,ese_riie
edutamine,VERB_muutust põhjustama
kirikukool,koht_asutus
epeevehklemine,vald
harrastusteadus,vald
harrastusteadus,tegevus
eelisõigus,abstr
eelisõigus,abstr
ühendus,koht_asutus
ühendus,inimene
ühendus,abstr/konkr
ühendus,abstr/konkr
ühendus,abstr/konkr
ühendus,abstr/konkr
ühendus,abstr/konkr
ühendus,abstr/konkr
signaalvähk,loom
eeluurimine,tegevus
eesnimi,esitus_info
kodusadam,koht_ala
leelismuldmetall,materjal/aine
allasutus,koht_asutus
populaar,omadus_kval
populaar,omadus_kval
ehitustegevus,tegevus
komandosild,koht_hoone
ekspertgrupp,inimene
ekspertgrupp,grupp
elamumajandus,vald
elektrik,in_elukutse
ahelindeks,esitus_mõõt
elukeskkond,nähtus
majandusharu,vald
tootlus,abstr
tootlus,abstr
