Column1,collection,morph,experiment,model,source,split,LAS
1736,edt,gm,8.2,malt,train,8,0.951
1737,edt,gm,8.2,malt,test,8,0.856
1738,edt,gm,8.2,malt,train,9,0.951
1739,edt,gm,8.2,malt,test,9,0.853
1740,est_ud,gm,8.2,malt,train,0,0.935
1741,est_ud,gm,8.2,malt,test,0,0.816
1742,est_ud,gm,8.2,malt,train,1,0.934
1743,est_ud,gm,8.2,malt,test,1,0.817
1744,est_ud,gm,8.2,malt,train,2,0.935
1745,est_ud,gm,8.2,malt,test,2,0.81
1746,est_ud,gm,8.2,malt,train,3,0.935
1747,est_ud,gm,8.2,malt,test,3,0.808
1748,est_ud,gm,8.2,malt,train,4,0.934
1749,est_ud,gm,8.2,malt,test,4,0.811
1750,est_ud,gm,8.2,malt,train,5,0.934
1751,est_ud,gm,8.2,malt,test,5,0.813
1752,est_ud,gm,8.2,malt,train,6,0.934
1753,est_ud,gm,8.2,malt,test,6,0.819
1754,est_ud,gm,8.2,malt,train,7,0.935
1755,est_ud,gm,8.2,malt,test,7,0.81
1756,est_ud,gm,8.2,malt,train,8,0.935
1757,est_ud,gm,8.2,malt,test,8,0.804
1758,est_ud,gm,8.2,malt,train,9,0.935
1759,est_ud,gm,8.2,malt,test,9,0.811
1760,edt,am,8.2,udpipe,train,0,0.896
1761,edt,am,8.2,udpipe,test,0,0.8364
1762,edt,am,8.2,udpipe,train,1,0.9058
1763,edt,am,8.2,udpipe,test,1,0.8497
1764,edt,am,8.2,udpipe,train,2,0.9028
1765,edt,am,8.2,udpipe,test,2,0.8384
1766,edt,am,8.2,udpipe,train,3,0.9064
1767,edt,am,8.2,udpipe,test,3,0.836
1768,edt,am,8.2,udpipe,train,4,0.906
1769,edt,am,8.2,udpipe,test,4,0.8403
1770,edt,am,8.2,udpipe,train,5,0.9067
1771,edt,am,8.2,udpipe,test,5,0.8341
1772,edt,am,8.2,udpipe,train,6,0.9031
1773,edt,am,8.2,udpipe,test,6,0.8533
1774,edt,am,8.2,udpipe,train,7,0.9036
1775,edt,am,8.2,udpipe,test,7,0.8449
1776,edt,am,8.2,udpipe,train,8,0.9037
1777,edt,am,8.2,udpipe,test,8,0.8437
1778,edt,am,8.2,udpipe,train,9,0.9048
1779,edt,am,8.2,udpipe,test,9,0.8402
1780,est_ud,am,8.2,udpipe,train,0,0.8814
1781,est_ud,am,8.2,udpipe,test,0,0.8165
1782,est_ud,am,8.2,udpipe,train,1,0.878
1783,est_ud,am,8.2,udpipe,test,1,0.8074
1784,est_ud,am,8.2,udpipe,train,2,0.8826
1785,est_ud,am,8.2,udpipe,test,2,0.8151
1786,est_ud,am,8.2,udpipe,train,3,0.8817
1787,est_ud,am,8.2,udpipe,test,3,0.8123
1788,est_ud,am,8.2,udpipe,train,4,0.8809
1789,est_ud,am,8.2,udpipe,test,4,0.8203
1790,est_ud,am,8.2,udpipe,train,5,0.8806
1791,est_ud,am,8.2,udpipe,test,5,0.8139
1792,est_ud,am,8.2,udpipe,train,6,0.878
1793,est_ud,am,8.2,udpipe,test,6,0.8153
1794,est_ud,am,8.2,udpipe,train,7,0.8841
1795,est_ud,am,8.2,udpipe,test,7,0.8155
1796,est_ud,am,8.2,udpipe,train,8,0.8838
1797,est_ud,am,8.2,udpipe,test,8,0.8155
1798,est_ud,am,8.2,udpipe,train,9,0.8823
1799,est_ud,am,8.2,udpipe,test,9,0.8112
1800,edt,am,8.2,malt,train,0,0.948
1801,edt,am,8.2,malt,test,0,0.844
1802,edt,am,8.2,malt,train,1,0.949
1803,edt,am,8.2,malt,test,1,0.847
1804,edt,am,8.2,malt,train,2,0.949
1805,edt,am,8.2,malt,test,2,0.836
1806,edt,am,8.2,malt,train,3,0.95
1807,edt,am,8.2,malt,test,3,0.834
1808,edt,am,8.2,malt,train,4,0.948
1809,edt,am,8.2,malt,test,4,0.844
1810,edt,am,8.2,malt,train,5,0.949
1811,edt,am,8.2,malt,test,5,0.832
1812,edt,am,8.2,malt,train,6,0.948
1813,edt,am,8.2,malt,test,6,0.847
1814,edt,am,8.2,malt,train,7,0.949
1815,edt,am,8.2,malt,test,7,0.843
1816,edt,am,8.2,malt,train,8,0.948
1817,edt,am,8.2,malt,test,8,0.845
1818,edt,am,8.2,malt,train,9,0.949
1819,edt,am,8.2,malt,test,9,0.841
1820,est_ud,am,8.2,malt,train,0,0.931
1821,est_ud,am,8.2,malt,test,0,0.801
1822,est_ud,am,8.2,malt,train,1,0.93
1823,est_ud,am,8.2,malt,test,1,0.793
1824,est_ud,am,8.2,malt,train,2,0.93
1825,est_ud,am,8.2,malt,test,2,0.798
1826,est_ud,am,8.2,malt,train,3,0.93
1827,est_ud,am,8.2,malt,test,3,0.792
1828,est_ud,am,8.2,malt,train,4,0.93
1829,est_ud,am,8.2,malt,test,4,0.806
1830,est_ud,am,8.2,malt,train,5,0.93
1831,est_ud,am,8.2,malt,test,5,0.795
1832,est_ud,am,8.2,malt,train,6,0.93
1833,est_ud,am,8.2,malt,test,6,0.803
1834,est_ud,am,8.2,malt,train,7,0.93
1835,est_ud,am,8.2,malt,test,7,0.794
1836,est_ud,am,8.2,malt,train,8,0.93
1837,est_ud,am,8.2,malt,test,8,0.797
1838,est_ud,am,8.2,malt,train,9,0.931
1839,est_ud,am,8.2,malt,test,9,0.795
1840,edt,gm,9,udpipe,train,0,0.8101
1841,edt,gm,9,udpipe,test,0,0.6809
1842,edt,gm,9,udpipe,train,1,0.8055
1843,edt,gm,9,udpipe,test,1,0.6858
1844,edt,gm,9,udpipe,train,2,0.8039
1845,edt,gm,9,udpipe,test,2,0.6863
1846,edt,gm,9,udpipe,train,3,0.8123
1847,edt,gm,9,udpipe,test,3,0.6817
1848,edt,gm,9,udpipe,train,4,0.8085
1849,edt,gm,9,udpipe,test,4,0.6717
1850,edt,gm,9,udpipe,train,5,0.8075
1851,edt,gm,9,udpipe,test,5,0.6797
1852,edt,gm,9,udpipe,train,6,0.807
1853,edt,gm,9,udpipe,test,6,0.6844
1854,edt,gm,9,udpipe,train,7,0.8034
1855,edt,gm,9,udpipe,test,7,0.6722
1856,edt,gm,9,udpipe,train,8,0.8112
1857,edt,gm,9,udpipe,test,8,0.6848
1858,edt,gm,9,udpipe,train,9,0.806
1859,edt,gm,9,udpipe,test,9,0.7052
1860,est_ud,gm,9,udpipe,train,0,0.7731
1861,est_ud,gm,9,udpipe,test,0,0.6528
1862,est_ud,gm,9,udpipe,train,1,0.77
1863,est_ud,gm,9,udpipe,test,1,0.6541
1864,est_ud,gm,9,udpipe,train,2,0.7786
1865,est_ud,gm,9,udpipe,test,2,0.6548
1866,est_ud,gm,9,udpipe,train,3,0.7801
1867,est_ud,gm,9,udpipe,test,3,0.6592
1868,est_ud,gm,9,udpipe,train,4,0.7786
1869,est_ud,gm,9,udpipe,test,4,0.6507
1870,est_ud,gm,9,udpipe,train,5,0.7709
1871,est_ud,gm,9,udpipe,test,5,0.6423
1872,est_ud,gm,9,udpipe,train,6,0.7731
1873,est_ud,gm,9,udpipe,test,6,0.6528
1874,est_ud,gm,9,udpipe,train,7,0.7783
1875,est_ud,gm,9,udpipe,test,7,0.6509
1876,est_ud,gm,9,udpipe,train,8,0.7764
1877,est_ud,gm,9,udpipe,test,8,0.6519
1878,est_ud,gm,9,udpipe,train,9,0.7817
1879,est_ud,gm,9,udpipe,test,9,0.6558
1880,edt,gm,9,malt,train,0,0.951
1881,edt,gm,9,malt,test,0,0.782
1882,edt,gm,9,malt,train,1,0.95
1883,edt,gm,9,malt,test,1,0.79
1884,edt,gm,9,malt,train,2,0.95
1885,edt,gm,9,malt,test,2,0.792
1886,edt,gm,9,malt,train,3,0.95
1887,edt,gm,9,malt,test,3,0.79
1888,edt,gm,9,malt,train,4,0.951
1889,edt,gm,9,malt,test,4,0.782
1890,edt,gm,9,malt,train,5,0.95
1891,edt,gm,9,malt,test,5,0.786
1892,edt,gm,9,malt,train,6,0.951
1893,edt,gm,9,malt,test,6,0.788
1894,edt,gm,9,malt,train,7,0.951
1895,edt,gm,9,malt,test,7,0.785
1896,edt,gm,9,malt,train,8,0.951
1897,edt,gm,9,malt,test,8,0.781
1898,edt,gm,9,malt,train,9,0.95
1899,edt,gm,9,malt,test,9,0.802
1900,est_ud,gm,9,malt,train,0,0.909
1901,est_ud,gm,9,malt,test,0,0.709
1902,est_ud,gm,9,malt,train,1,0.908
1903,est_ud,gm,9,malt,test,1,0.719
1904,est_ud,gm,9,malt,train,2,0.908
1905,est_ud,gm,9,malt,test,2,0.703
1906,est_ud,gm,9,malt,train,3,0.908
1907,est_ud,gm,9,malt,test,3,0.71
1908,est_ud,gm,9,malt,train,4,0.909
1909,est_ud,gm,9,malt,test,4,0.708
1910,est_ud,gm,9,malt,train,5,0.909
1911,est_ud,gm,9,malt,test,5,0.708
1912,est_ud,gm,9,malt,train,6,0.909
1913,est_ud,gm,9,malt,test,6,0.712
1914,est_ud,gm,9,malt,train,7,0.908
1915,est_ud,gm,9,malt,test,7,0.71
1916,est_ud,gm,9,malt,train,8,0.909
1917,est_ud,gm,9,malt,test,8,0.707
1918,est_ud,gm,9,malt,train,9,0.909
1919,est_ud,gm,9,malt,test,9,0.713
1920,edt,am,9,udpipe,train,0,0.8122
1921,edt,am,9,udpipe,test,0,0.694
1922,edt,am,9,udpipe,train,1,0.8112
1923,edt,am,9,udpipe,test,1,0.6699
1924,edt,am,9,udpipe,train,2,0.8087
1925,edt,am,9,udpipe,test,2,0.6816
1926,edt,am,9,udpipe,train,3,0.8028
1927,edt,am,9,udpipe,test,3,0.6855
1928,edt,am,9,udpipe,train,4,0.7994
1929,edt,am,9,udpipe,test,4,0.6878
1930,edt,am,9,udpipe,train,5,0.8067
1931,edt,am,9,udpipe,test,5,0.6827
1932,edt,am,9,udpipe,train,6,0.8141
1933,edt,am,9,udpipe,test,6,0.6791
1934,edt,am,9,udpipe,train,7,0.811
1935,edt,am,9,udpipe,test,7,0.6955
1936,edt,am,9,udpipe,train,8,0.7959
1937,edt,am,9,udpipe,test,8,0.681
1938,edt,am,9,udpipe,train,9,0.8004
1939,edt,am,9,udpipe,test,9,0.6884
1940,est_ud,am,9,udpipe,train,0,0.7762
1941,est_ud,am,9,udpipe,test,0,0.6572
1942,est_ud,am,9,udpipe,train,1,0.7823
1943,est_ud,am,9,udpipe,test,1,0.6614
1944,est_ud,am,9,udpipe,train,2,0.77
1945,est_ud,am,9,udpipe,test,2,0.6439
1946,est_ud,am,9,udpipe,train,3,0.7806
1947,est_ud,am,9,udpipe,test,3,0.6608
1948,est_ud,am,9,udpipe,train,4,0.7817
1949,est_ud,am,9,udpipe,test,4,0.6567
1950,est_ud,am,9,udpipe,train,5,0.7776
1951,est_ud,am,9,udpipe,test,5,0.6585
1952,est_ud,am,9,udpipe,train,6,0.7725
1953,est_ud,am,9,udpipe,test,6,0.6514
1954,est_ud,am,9,udpipe,train,7,0.7748
1955,est_ud,am,9,udpipe,test,7,0.6496
1956,est_ud,am,9,udpipe,train,8,0.7736
1957,est_ud,am,9,udpipe,test,8,0.6488
1958,est_ud,am,9,udpipe,train,9,0.7798
1959,est_ud,am,9,udpipe,test,9,0.654
1960,edt,am,9,malt,train,0,0.951
1961,edt,am,9,malt,test,0,0.79
1962,edt,am,9,malt,train,1,0.951
1963,edt,am,9,malt,test,1,0.778
1964,edt,am,9,malt,train,2,0.951
1965,edt,am,9,malt,test,2,0.78
1966,edt,am,9,malt,train,3,0.95
1967,edt,am,9,malt,test,3,0.786
1968,edt,am,9,malt,train,4,0.95
1969,edt,am,9,malt,test,4,0.788
1970,edt,am,9,malt,train,5,0.951
1971,edt,am,9,malt,test,5,0.784
1972,edt,am,9,malt,train,6,0.95
1973,edt,am,9,malt,test,6,0.783
1974,edt,am,9,malt,train,7,0.951
1975,edt,am,9,malt,test,7,0.796
1976,edt,am,9,malt,train,8,0.95
1977,edt,am,9,malt,test,8,0.795
1978,edt,am,9,malt,train,9,0.951
1979,edt,am,9,malt,test,9,0.79
1980,est_ud,am,9,malt,train,0,0.908
1981,est_ud,am,9,malt,test,0,0.71
1982,est_ud,am,9,malt,train,1,0.909
1983,est_ud,am,9,malt,test,1,0.714
1984,est_ud,am,9,malt,train,2,0.908
1985,est_ud,am,9,malt,test,2,0.707
1986,est_ud,am,9,malt,train,3,0.909
1987,est_ud,am,9,malt,test,3,0.709
1988,est_ud,am,9,malt,train,4,0.91
1989,est_ud,am,9,malt,test,4,0.702
1990,est_ud,am,9,malt,train,5,0.909
1991,est_ud,am,9,malt,test,5,0.712
1992,est_ud,am,9,malt,train,6,0.909
1993,est_ud,am,9,malt,test,6,0.71
1994,est_ud,am,9,malt,train,7,0.909
1995,est_ud,am,9,malt,test,7,0.709
1996,est_ud,am,9,malt,train,8,0.909
1997,est_ud,am,9,malt,test,8,0.71
1998,est_ud,am,9,malt,train,9,0.909
1999,est_ud,am,9,malt,test,9,0.71
2000,edt,gm,10,udpipe,train,0,0.8091
2001,edt,gm,10,udpipe,test,0,0.6877
2002,edt,gm,10,udpipe,train,1,0.8115
2003,edt,gm,10,udpipe,test,1,0.6948
2004,edt,gm,10,udpipe,train,2,0.8153
2005,edt,gm,10,udpipe,test,2,0.6981
2006,edt,gm,10,udpipe,train,3,0.8079
2007,edt,gm,10,udpipe,test,3,0.6769
2008,edt,gm,10,udpipe,train,4,0.8135
2009,edt,gm,10,udpipe,test,4,0.68
2010,edt,gm,10,udpipe,train,5,0.8092
2011,edt,gm,10,udpipe,test,5,0.685
2012,edt,gm,10,udpipe,train,6,0.8092
2013,edt,gm,10,udpipe,test,6,0.69
2014,edt,gm,10,udpipe,train,7,0.8094
2015,edt,gm,10,udpipe,test,7,0.6913
2016,edt,gm,10,udpipe,train,8,0.804
2017,edt,gm,10,udpipe,test,8,0.6941
2018,edt,gm,10,udpipe,train,9,0.8088
2019,edt,gm,10,udpipe,test,9,0.6633
2020,est_ud,gm,10,udpipe,train,0,0.7747
2021,est_ud,gm,10,udpipe,test,0,0.6458
2022,est_ud,gm,10,udpipe,train,1,0.7723
2023,est_ud,gm,10,udpipe,test,1,0.6546
2024,est_ud,gm,10,udpipe,train,2,0.7724
2025,est_ud,gm,10,udpipe,test,2,0.6489
2026,est_ud,gm,10,udpipe,train,3,0.7704
2027,est_ud,gm,10,udpipe,test,3,0.6486
2028,est_ud,gm,10,udpipe,train,4,0.7767
2029,est_ud,gm,10,udpipe,test,4,0.6519
2030,est_ud,gm,10,udpipe,train,5,0.7782
2031,est_ud,gm,10,udpipe,test,5,0.6511
2032,est_ud,gm,10,udpipe,train,6,0.7771
2033,est_ud,gm,10,udpipe,test,6,0.6526
2034,est_ud,gm,10,udpipe,train,7,0.7807
2035,est_ud,gm,10,udpipe,test,7,0.6567
2036,est_ud,gm,10,udpipe,train,8,0.7721
2037,est_ud,gm,10,udpipe,test,8,0.656
2038,est_ud,gm,10,udpipe,train,9,0.777
2039,est_ud,gm,10,udpipe,test,9,0.655
2040,edt,gm,10,malt,train,0,0.905
2041,edt,gm,10,malt,test,0,0.635
2042,edt,gm,10,malt,train,1,0.906
2043,edt,gm,10,malt,test,1,0.634
2044,edt,gm,10,malt,train,2,0.905
2045,edt,gm,10,malt,test,2,0.634
2046,edt,gm,10,malt,train,3,0.906
2047,edt,gm,10,malt,test,3,0.622
2048,edt,gm,10,malt,train,4,0.905
2049,edt,gm,10,malt,test,4,0.623
2050,edt,gm,10,malt,train,5,0.906
2051,edt,gm,10,malt,test,5,0.627
2052,edt,gm,10,malt,train,6,0.906
2053,edt,gm,10,malt,test,6,0.627
2054,edt,gm,10,malt,train,7,0.905
2055,edt,gm,10,malt,test,7,0.635
2056,edt,gm,10,malt,train,8,0.905
2057,edt,gm,10,malt,test,8,0.641
2058,edt,gm,10,malt,train,9,0.905
2059,edt,gm,10,malt,test,9,0.617
2060,est_ud,gm,10,malt,train,0,0.901
2061,est_ud,gm,10,malt,test,0,0.553
2062,est_ud,gm,10,malt,train,1,0.9
2063,est_ud,gm,10,malt,test,1,0.557
2064,est_ud,gm,10,malt,train,2,0.9
2065,est_ud,gm,10,malt,test,2,0.56
2066,est_ud,gm,10,malt,train,3,0.901
2067,est_ud,gm,10,malt,test,3,0.566
2068,est_ud,gm,10,malt,train,4,0.901
2069,est_ud,gm,10,malt,test,4,0.564
2070,est_ud,gm,10,malt,train,5,0.901
2071,est_ud,gm,10,malt,test,5,0.563
2072,est_ud,gm,10,malt,train,6,0.901
2073,est_ud,gm,10,malt,test,6,0.553
2074,est_ud,gm,10,malt,train,7,0.9
2075,est_ud,gm,10,malt,test,7,0.56
2076,est_ud,gm,10,malt,train,8,0.901
2077,est_ud,gm,10,malt,test,8,0.567
2078,est_ud,gm,10,malt,train,9,0.9
2079,est_ud,gm,10,malt,test,9,0.562
2080,edt,am,10,udpipe,train,0,0.8052
2081,edt,am,10,udpipe,test,0,0.6848
2082,edt,am,10,udpipe,train,1,0.8131
2083,edt,am,10,udpipe,test,1,0.6966
2084,edt,am,10,udpipe,train,2,0.8136
2085,edt,am,10,udpipe,test,2,0.6832
2086,edt,am,10,udpipe,train,3,0.8087
2087,edt,am,10,udpipe,test,3,0.6923
2088,edt,am,10,udpipe,train,4,0.808
2089,edt,am,10,udpipe,test,4,0.6738
2090,edt,am,10,udpipe,train,5,0.8106
2091,edt,am,10,udpipe,test,5,0.7025
2092,edt,am,10,udpipe,train,6,0.8105
2093,edt,am,10,udpipe,test,6,0.6679
2094,edt,am,10,udpipe,train,7,0.8025
2095,edt,am,10,udpipe,test,7,0.694
2096,edt,am,10,udpipe,train,8,0.8103
2097,edt,am,10,udpipe,test,8,0.6781
2098,edt,am,10,udpipe,train,9,0.8058
2099,edt,am,10,udpipe,test,9,0.6874
2100,est_ud,am,10,udpipe,train,0,0.7792
2101,est_ud,am,10,udpipe,test,0,0.6592
2102,est_ud,am,10,udpipe,train,1,0.7726
2103,est_ud,am,10,udpipe,test,1,0.6512
2104,est_ud,am,10,udpipe,train,2,0.7669
2105,est_ud,am,10,udpipe,test,2,0.646
2106,est_ud,am,10,udpipe,train,3,0.7773
2107,est_ud,am,10,udpipe,test,3,0.6548
2108,est_ud,am,10,udpipe,train,4,0.7792
2109,est_ud,am,10,udpipe,test,4,0.6639
2110,est_ud,am,10,udpipe,train,5,0.7707
2111,est_ud,am,10,udpipe,test,5,0.651
2112,est_ud,am,10,udpipe,train,6,0.7696
2113,est_ud,am,10,udpipe,test,6,0.6598
2114,est_ud,am,10,udpipe,train,7,0.7751
2115,est_ud,am,10,udpipe,test,7,0.6611
2116,est_ud,am,10,udpipe,train,8,0.7778
2117,est_ud,am,10,udpipe,test,8,0.6587
2118,est_ud,am,10,udpipe,train,9,0.7739
2119,est_ud,am,10,udpipe,test,9,0.6446
2120,edt,am,10,malt,train,0,0.905
2121,edt,am,10,malt,test,0,0.625
2122,edt,am,10,malt,train,1,0.906
2123,edt,am,10,malt,test,1,0.634
2124,edt,am,10,malt,train,2,0.905
2125,edt,am,10,malt,test,2,0.625
2126,edt,am,10,malt,train,3,0.904
2127,edt,am,10,malt,test,3,0.639
2128,edt,am,10,malt,train,4,0.906
2129,edt,am,10,malt,test,4,0.616
2130,edt,am,10,malt,train,5,0.905
2131,edt,am,10,malt,test,5,0.64
2132,edt,am,10,malt,train,6,0.905
2133,edt,am,10,malt,test,6,0.62
2134,edt,am,10,malt,train,7,0.906
2135,edt,am,10,malt,test,7,0.643
2136,edt,am,10,malt,train,8,0.905
2137,edt,am,10,malt,test,8,0.625
2138,edt,am,10,malt,train,9,0.906
2139,edt,am,10,malt,test,9,0.635
2140,est_ud,am,10,malt,train,0,0.9
2141,est_ud,am,10,malt,test,0,0.564
2142,est_ud,am,10,malt,train,1,0.901
2143,est_ud,am,10,malt,test,1,0.559
2144,est_ud,am,10,malt,train,2,0.901
2145,est_ud,am,10,malt,test,2,0.56
2146,est_ud,am,10,malt,train,3,0.901
2147,est_ud,am,10,malt,test,3,0.56
2148,est_ud,am,10,malt,train,4,0.901
2149,est_ud,am,10,malt,test,4,0.563
2150,est_ud,am,10,malt,train,5,0.901
2151,est_ud,am,10,malt,test,5,0.556
2152,est_ud,am,10,malt,train,6,0.901
2153,est_ud,am,10,malt,test,6,0.569
2154,est_ud,am,10,malt,train,7,0.901
2155,est_ud,am,10,malt,test,7,0.563
2156,est_ud,am,10,malt,train,8,0.899
2157,est_ud,am,10,malt,test,8,0.563
2158,est_ud,am,10,malt,train,9,0.901
2159,est_ud,am,10,malt,test,9,0.555
2160,edt,gm,11,udpipe,train,0,0.9093
2161,edt,gm,11,udpipe,test,0,0.8502
2162,edt,gm,11,udpipe,train,1,0.9089
2163,edt,gm,11,udpipe,test,1,0.8517
2164,edt,gm,11,udpipe,train,2,0.9085
2165,edt,gm,11,udpipe,test,2,0.8382
2166,edt,gm,11,udpipe,train,3,0.9118
2167,edt,gm,11,udpipe,test,3,0.8409
2168,edt,gm,11,udpipe,train,4,0.912
2169,edt,gm,11,udpipe,test,4,0.8555
2170,edt,gm,11,udpipe,train,5,0.9035
2171,edt,gm,11,udpipe,test,5,0.8448
2172,edt,gm,11,udpipe,train,6,0.9119
2173,edt,gm,11,udpipe,test,6,0.8499
2174,edt,gm,11,udpipe,train,7,0.9077
2175,edt,gm,11,udpipe,test,7,0.8504
2176,edt,gm,11,udpipe,train,8,0.9131
2177,edt,gm,11,udpipe,test,8,0.8473
2178,edt,gm,11,udpipe,train,9,0.9094
2179,edt,gm,11,udpipe,test,9,0.8472
2180,est_ud,gm,11,udpipe,train,0,0.9038
2181,est_ud,gm,11,udpipe,test,0,0.8396
2182,est_ud,gm,11,udpipe,train,1,0.9005
2183,est_ud,gm,11,udpipe,test,1,0.838
2184,est_ud,gm,11,udpipe,train,2,0.9008
2185,est_ud,gm,11,udpipe,test,2,0.8402
2186,est_ud,gm,11,udpipe,train,3,0.9041
2187,est_ud,gm,11,udpipe,test,3,0.8437
2188,est_ud,gm,11,udpipe,train,4,0.9014
2189,est_ud,gm,11,udpipe,test,4,0.8343
2190,est_ud,gm,11,udpipe,train,5,0.9032
2191,est_ud,gm,11,udpipe,test,5,0.8417
2192,est_ud,gm,11,udpipe,train,6,0.9061
2193,est_ud,gm,11,udpipe,test,6,0.8451
2194,est_ud,gm,11,udpipe,train,7,0.8976
2195,est_ud,gm,11,udpipe,test,7,0.8375
2196,est_ud,gm,11,udpipe,train,8,0.9063
2197,est_ud,gm,11,udpipe,test,8,0.842
2198,est_ud,gm,11,udpipe,train,9,0.9085
2199,est_ud,gm,11,udpipe,test,9,0.8422
2200,edt,gm,11,malt,train,0,0.951
2201,edt,gm,11,malt,test,0,0.855
2202,edt,gm,11,malt,train,1,0.952
2203,edt,gm,11,malt,test,1,0.855
2204,edt,gm,11,malt,train,2,0.952
2205,edt,gm,11,malt,test,2,0.846
2206,edt,gm,11,malt,train,3,0.951
2207,edt,gm,11,malt,test,3,0.847
2208,edt,gm,11,malt,train,4,0.952
2209,edt,gm,11,malt,test,4,0.856
2210,edt,gm,11,malt,train,5,0.952
2211,edt,gm,11,malt,test,5,0.853
2212,edt,gm,11,malt,train,6,0.951
2213,edt,gm,11,malt,test,6,0.855
2214,edt,gm,11,malt,train,7,0.951
2215,edt,gm,11,malt,test,7,0.854
2216,edt,gm,11,malt,train,8,0.952
2217,edt,gm,11,malt,test,8,0.846
2218,edt,gm,11,malt,train,9,0.951
2219,edt,gm,11,malt,test,9,0.855
2220,est_ud,gm,11,malt,train,0,0.935
2221,est_ud,gm,11,malt,test,0,0.811
2222,est_ud,gm,11,malt,train,1,0.934
2223,est_ud,gm,11,malt,test,1,0.814
2224,est_ud,gm,11,malt,train,2,0.934
2225,est_ud,gm,11,malt,test,2,0.814
2226,est_ud,gm,11,malt,train,3,0.934
2227,est_ud,gm,11,malt,test,3,0.821
2228,est_ud,gm,11,malt,train,4,0.935
2229,est_ud,gm,11,malt,test,4,0.812
2230,est_ud,gm,11,malt,train,5,0.935
2231,est_ud,gm,11,malt,test,5,0.819
2232,est_ud,gm,11,malt,train,6,0.934
2233,est_ud,gm,11,malt,test,6,0.819
2234,est_ud,gm,11,malt,train,7,0.934
2235,est_ud,gm,11,malt,test,7,0.817
2236,est_ud,gm,11,malt,train,8,0.934
2237,est_ud,gm,11,malt,test,8,0.814
2238,est_ud,gm,11,malt,train,9,0.934
2239,est_ud,gm,11,malt,test,9,0.81
2240,edt,am,11,udpipe,train,0,0.9061
2241,edt,am,11,udpipe,test,0,0.8413
2242,edt,am,11,udpipe,train,1,0.9053
2243,edt,am,11,udpipe,test,1,0.8339
2244,edt,am,11,udpipe,train,2,0.9066
2245,edt,am,11,udpipe,test,2,0.8407
2246,edt,am,11,udpipe,train,3,0.9036
2247,edt,am,11,udpipe,test,3,0.8441
2248,edt,am,11,udpipe,train,4,0.9096
2249,edt,am,11,udpipe,test,4,0.8351
2250,edt,am,11,udpipe,train,5,0.9059
2251,edt,am,11,udpipe,test,5,0.8497
2252,edt,am,11,udpipe,train,6,0.9082
2253,edt,am,11,udpipe,test,6,0.8446
2254,edt,am,11,udpipe,train,7,0.9054
2255,edt,am,11,udpipe,test,7,0.8382
2256,edt,am,11,udpipe,train,8,0.9012
2257,edt,am,11,udpipe,test,8,0.8501
2258,edt,am,11,udpipe,train,9,0.9006
2259,edt,am,11,udpipe,test,9,0.8369
2260,est_ud,am,11,udpipe,train,0,0.8769
2261,est_ud,am,11,udpipe,test,0,0.8123
2262,est_ud,am,11,udpipe,train,1,0.8837
2263,est_ud,am,11,udpipe,test,1,0.8191
2264,est_ud,am,11,udpipe,train,2,0.8878
2265,est_ud,am,11,udpipe,test,2,0.817
2266,est_ud,am,11,udpipe,train,3,0.8874
2267,est_ud,am,11,udpipe,test,3,0.8223
2268,est_ud,am,11,udpipe,train,4,0.8858
2269,est_ud,am,11,udpipe,test,4,0.8182
2270,est_ud,am,11,udpipe,train,5,0.8789
2271,est_ud,am,11,udpipe,test,5,0.8132
2272,est_ud,am,11,udpipe,train,6,0.8903
2273,est_ud,am,11,udpipe,test,6,0.8175
2274,est_ud,am,11,udpipe,train,7,0.8879
2275,est_ud,am,11,udpipe,test,7,0.8261
2276,est_ud,am,11,udpipe,train,8,0.8848
2277,est_ud,am,11,udpipe,test,8,0.8141
2278,est_ud,am,11,udpipe,train,9,0.8856
2279,est_ud,am,11,udpipe,test,9,0.8232
2280,edt,am,11,malt,train,0,0.949
2281,edt,am,11,malt,test,0,0.845
2282,edt,am,11,malt,train,1,0.949
2283,edt,am,11,malt,test,1,0.834
2284,edt,am,11,malt,train,2,0.949
2285,edt,am,11,malt,test,2,0.844
2286,edt,am,11,malt,train,3,0.949
2287,edt,am,11,malt,test,3,0.846
2288,edt,am,11,malt,train,4,0.949
2289,edt,am,11,malt,test,4,0.829
2290,edt,am,11,malt,train,5,0.949
2291,edt,am,11,malt,test,5,0.847
2292,edt,am,11,malt,train,6,0.948
2293,edt,am,11,malt,test,6,0.847
2294,edt,am,11,malt,train,7,0.95
2295,edt,am,11,malt,test,7,0.841
2296,edt,am,11,malt,train,8,0.949
2297,edt,am,11,malt,test,8,0.85
2298,edt,am,11,malt,train,9,0.949
2299,edt,am,11,malt,test,9,0.84
2300,est_ud,am,11,malt,train,0,0.935
2301,est_ud,am,11,malt,test,0,0.801
2302,est_ud,am,11,malt,train,1,0.935
2303,est_ud,am,11,malt,test,1,0.809
2304,est_ud,am,11,malt,train,2,0.935
2305,est_ud,am,11,malt,test,2,0.802
2306,est_ud,am,11,malt,train,3,0.935
2307,est_ud,am,11,malt,test,3,0.802
2308,est_ud,am,11,malt,train,4,0.935
2309,est_ud,am,11,malt,test,4,0.798
2310,est_ud,am,11,malt,train,5,0.935
2311,est_ud,am,11,malt,test,5,0.798
