pat_id,verb_word,verb_compound,phrase_case,adp,inf_verb,verb_occurrence_count,absolute_support,relative_support
617,kiitlema,,kom,,,505,154,30.495049504950494
2345,võitma,,in,,,78783,24012,30.47865656296409
2086,tülitsema,,kom,,,786,239,30.407124681933844
706,kolima,kokku,kom,,,53,16,30.18867924528302
447,jutustama,,el,,,7156,2160,30.184460592509783
2380,elatuma,ära,el,,,10,3,30
1767,soetama,,all,,,1728,518,29.976851851851855
1162,muretsema,,gen,pärast,,7599,2273,29.911830504013686
204,esitama,,part,,,66906,19912,29.76115744477326
549,kanduma,,all,,,2034,603,29.646017699115045
2495,kihutama,üles,part,,,44,13,29.545454545454547
851,võtma,käsile,part,,,202,59,29.207920792079207
1356,paiknema,,ad,,,6086,1776,29.181728557344726
1856,sünkroonima,,kom,,,240,70,29.166666666666668
723,viima,kokku,kom,,,854,249,29.156908665105384
444,jutlustama,,el,,,402,117,29.1044776119403
653,kisklema,,gen,pärast,,86,25,29.069767441860467
516,kaevuma,,ill,,,148,43,29.054054054054053
680,kohalduma,,all,,,93,27,29.03225806451613
1618,rõhutama,,part,,,22812,6615,28.997895844292476
3,abielluma,,kom,,,5572,1609,28.876525484565686
1761,sobima,,all,,,43171,12453,28.845752935998703
810,kurvastama,,part,,,1471,424,28.82392929979606
1849,sülitama,,all,,,1170,337,28.8034188034188
1805,suunama,,all,,,3879,1116,28.770301624129928
2232,vihastama,,part,,,1998,572,28.628628628628626
2510,arvutama,ümber,ill,,,21,6,28.57142857142857
140,otsima,edasi,part,,,102,29,28.431372549019606
1670,sekkuma,,ill,,,4254,1204,28.30277385989657
2391,kuluma,ära,all,,,2555,722,28.25831702544031
824,kuuluma,,all,,,100027,28226,28.218381037119975
1050,jalutama,läbi,el,,,117,33,28.205128205128204
478,jääma,,tr,,,303012,85378,28.176441857088168
1339,osutama,,part,,,10012,2811,28.07630842988414
2480,pingutama,üle,kom,,,760,213,28.02631578947368
2332,väsima,,el,,,7135,1999,28.01681850035039
232,haarduma,,ill,,,25,7,28.000000000000004
233,haarduma,,kom,,,25,7,28.000000000000004
597,kelkima,,kom,,,175,49,28.000000000000004
607,vedama,kihla,kom,,,118,33,27.966101694915253
797,kulutama,,all,,,9531,2663,27.940404994229358
1084,lõppema,,kom,,,38871,10835,27.874250726762885
2425,õnnistama,,kom,,,733,204,27.83083219645293
2297,kallama,välja,el,,,18,5,27.77777777777778
1354,paigutama,,ill,,,2985,828,27.738693467336685
2138,rääkima,vahele,all,,,29,8,27.586206896551722
2403,väsitama,ära,part,,,229,63,27.510917030567683
2429,õnnitlema,,gen,puhul,,1730,475,27.45664739884393
1046,helistama,läbi,part,,,124,34,27.419354838709676
957,laekuma,,all,,,18193,4972,27.32919254658385
82,arvestama,,kom,,,14602,3989,27.318175592384602
1524,päästma,,el,,,8380,2288,27.30310262529833
1,aasima,,part,,,176,48,27.27272727272727
122,dekoreerima,,kom,,,33,9,27.27272727272727
1057,libisema,läbi,el,,,55,15,27.27272727272727
2293,jõudma,välja,term,,,1281,349,27.24434035909446
191,eraldama,,all,,,6435,1749,27.17948717948718
428,joovastuma,,el,,,59,16,27.11864406779661
1370,panema,,all,,,112571,30339,26.950990930168516
2206,tulema,vastu,in,,,3090,827,26.763754045307444
553,kannatama,,part,,,14294,3812,26.66853225129425
2500,tegema,üles,part,,,94,25,26.595744680851062
34,vajutama,alla,part,,,53,14,26.41509433962264
2404,väänama,ära,part,,,19,5,26.31578947368421
1314,opereerima,,kom,,,1262,331,26.22820919175911
236,hagema,,part,,,103,27,26.21359223300971
469,minema,järgi,all,,,23,6,26.08695652173913
1476,proovima,,part,,,21639,5635,26.04094459078516
960,laenama,,all,,,3159,819,25.925925925925924
885,kõrbema,,in,,,600,155,25.833333333333336
756,kooskõlastama,,kom,,,1185,306,25.82278481012658
2353,võrdsustama,,part,,,385,99,25.71428571428571
213,lugema,ette,all,,,2642,679,25.7002271006813
116,dateerima,,kom,,,39,10,25.64102564102564
1368,panema,,part,,,112571,28758,25.5465439589237
305,hoiatama,,part,,,11705,2986,25.510465612985904
189,eraldama,,el,,,6435,1626,25.26806526806527
2162,valima,,tr,,,32106,8112,25.26630536348346
839,käima,,ad,,,155358,39206,25.23590674442256
1064,saama,läbi,kom,,,6597,1660,25.162952857359404
2507,üllatama,,kom,,,7960,2002,25.15075376884422
224,fikseerima,,part,,,1820,456,25.054945054945055
322,hurmuma,,el,,,4,1,25
859,kätlema,,kom,,,156,39,25
1153,muganema,,tr,,,4,1,25
1740,hõõruma,sisse,part,,,16,4,25
2383,hiilima,ära,el,,,16,4,25
2079,töötama,,es,,,74420,18543,24.916689062080085
724,võtma,kokku,part,,,4893,1218,24.892703862660944
964,minema,lahku,el,,,2142,533,24.88328664799253
1288,nõustama,,in,,,1336,332,24.850299401197603
2460,jooksma,üle,el,,,165,41,24.848484848484848
876,kõlbama,,tr,,,6379,1582,24.800125411506503
681,kohandama,,all,,,436,108,24.770642201834864
1466,poseerima,,all,,,1095,269,24.5662100456621
1622,röövima,,abl,,,5188,1274,24.556669236700078
136,kanduma,edasi,all,,,410,100,24.390243902439025
153,leidma,eest,part,,,760,185,24.342105263157894
2247,viipama,,kom,,,870,211,24.25287356321839
1922,teadma,,part,,,230392,55792,24.216118615229696
349,hüvitama,,all,,,1653,400,24.198427102238355
1620,rõõmustama,,part,,,9526,2301,24.154944362796556
1609,ronima,,all,,,4714,1134,24.0560033941451
117,debateerima,,kom,,,25,6,24
1737,häkkima,sisse,ill,,,25,6,24
2344,võitlema,,gen,eest,,10657,2556,23.984235713615465
1098,jooksma,maha,abl,,,305,73,23.934426229508198
973,siduma,lahti,el,,,46,11,23.91304347826087
1062,mõtlema,läbi,part,,,537,128,23.83612662942272
2398,panema,ära,all,,,1007,240,23.833167825223438
1186,mõjuma,,es,,,22316,5257,23.557089084065243
1104,rääkima,maha,part,,,34,8,23.52941176470588
1089,lükkama,,part,,,5946,1398,23.511604439959637
1671,seksima,,kom,,,1081,254,23.496762257169287
1766,sobitama,,kom,,,355,83,23.380281690140844
2324,viskama,välja,part,,,1935,452,23.359173126614987
1598,käima,ringi,kom,,,2663,622,23.357116034547502
560,karistama,,gen,eest,,4665,1087,23.30117899249732
2225,venitama,,kom,,,1993,464,23.28148519819368
1576,rajama,,all,,,4287,998,23.279682761838117
286,heitlema,,kom,,,907,211,23.26350606394708
1806,suunduma,,all,,,5915,1374,23.229078613694
1613,rääkima,,el,,,203750,47210,23.170552147239263
2200,pidama,vastu,all,,,7757,1796,23.153280907567357
95,asuma,,ad,,,77239,17843,23.101024094045755
2243,viima,,part,,,51505,11894,23.09290360159208
2158,valama,,all,,,3175,732,23.05511811023622
1780,soovima,,part,,,90141,20740,23.008397954316013
1520,pääsema,,all,,,43614,10009,22.94905305635805
2378,elama,ära,el,,,1082,248,22.920517560073936
742,konsulteerima,,part,,,1594,365,22.898368883312422
1553,pöörduma,,kom,,,16813,3844,22.86326057217629
1854,sünkroniseerima,,kom,,,35,8,22.857142857142858
422,jaotama,,tr,,,973,221,22.713257965056528
2149,vaidlema,,gen,üle,,3772,855,22.667020148462356
826,kuulutama,,part,,,12680,2874,22.665615141955836
391,istuma,,ad,,,40527,9185,22.663903076961038
2027,tunnistama,,part,,,65726,14852,22.596841432614188
366,ilkuma,,gen,üle,,196,44,22.448979591836736
32,neelama,alla,part,,,738,165,22.35772357723577
56,anduma,,all,,,945,210,22.22222222222222
2088,tülpima,,el,,,153,34,22.22222222222222
1180,määrama,,tr,,,21896,4827,22.045122396784798
729,komistama,,gen,otsa,,1018,224,22.00392927308448
1823,sõitma,,kom,,,61901,13612,21.98995169706467
2364,võõrandama,,all,,,333,73,21.92192192192192
283,kiitma,heaks,part,,,4828,1055,21.851698425849214
1757,valama,sisse,all,,,55,12,21.818181818181817
1995,trügima,,all,,,1218,265,21.75697865353038
502,kaasuma,,all,,,83,18,21.686746987951807
2316,tulema,välja,el,,,24852,5381,21.65218091099308
1547,põrutama,,part,,,2685,579,21.564245810055866
482,jõudma,,all,,,136280,29383,21.560757264455532
1122,mattuma,,ill,,,744,160,21.50537634408602
2323,vihastama,välja,part,,,121,26,21.487603305785125
1639,sanktsioneerima,,part,,,135,29,21.48148148148148
306,hoiatama,,gen,eest,,11705,2513,21.46945749679624
1577,rajanema,,all,,,1148,246,21.428571428571427
676,kogunema,,all,,,18062,3859,21.365297309268076
2343,võitlema,,kom,,,10657,2276,21.356854649526134
464,mõtlema,järele,gen,üle,,835,178,21.317365269461078
911,põikama,kõrvale,gen,eest,,47,10,21.27659574468085
1383,patustama,,gen,vastu,,466,99,21.244635193133046
2019,tundma,,es,,,80338,17033,21.20167293186288
959,laenama,,abl,,,3159,669,21.17758784425451
1544,põrkuma,,all,,,1160,245,21.120689655172413
1139,minema,,ill,,,310534,65562,21.11266399170461
1764,sobima,,tr,,,43171,9093,21.06275045748303
1367,palvetama,,gen,eest,,898,189,21.046770601336302
1534,põhjendama,,kom,,,20189,4248,21.04116102828273
720,sobitama,kokku,kom,,,48,10,20.833333333333336
1817,sõdima,,gen,vastu,,1888,393,20.815677966101696
1643,sarnanema,,all,,,5449,1132,20.774454028262067
1053,kukkuma,läbi,ad,,,2401,498,20.741357767596835
772,korrutama,,kom,,,950,196,20.63157894736842
943,küsima,,part,,,64508,13251,20.54163824641905
684,kohandama,,tr,,,436,89,20.412844036697248
194,erinema,,gen,poolest,,11313,2303,20.357111287898878
665,klõbistama,,kom,,,252,51,20.238095238095237
1073,läänistama,,part,,,5,1,20
1789,sugereerima,,all,,,75,15,20
2402,viilima,ära,el,,,5,1,20
2475,nuusutama,üle,part,,,20,4,20
419,janunema,,part,,,291,58,19.93127147766323
1212,müüma,,all,,,24007,4777,19.898362977464906
1987,trahvima,,gen,eest,,741,147,19.838056680161944
1080,lõikama,,tr,,,5032,986,19.594594594594593
690,kohkuma,,el,,,563,110,19.538188277087034
1480,puhastama,,el,,,2383,462,19.387326898866974
1214,naasma,,all,,,8057,1553,19.27516445327045
535,kaklema,,kom,,,1324,255,19.259818731117825
593,kehtestama,,part,,,9773,1880,19.236672464954466
642,pidama,kinni,el,,,9091,1747,19.21680783192168
1816,sõdima,,kom,,,1888,360,19.06779661016949
417,jalutama,,part,,,3525,672,19.06382978723404
1545,põrkuma,,kom,,,1160,221,19.051724137931032
1459,polemiseerima,,gen,üle,,84,16,19.047619047619047
1787,spekuleerima,,kom,,,562,107,19.03914590747331
661,klappima,,kom,,,2449,465,18.9873417721519
388,irvitama,,gen,üle,,1120,212,18.928571428571427
1149,muganduma,,kom,,,85,16,18.823529411764707
1674,seletama,,part,,,18178,3414,18.78094399823963
1519,pääsema,,el,,,43614,8180,18.755445499151648
2392,leppima,ära,kom,,,400,75,18.75
2013,tulema,,ad,,,631483,118329,18.73827165576904
678,kohaldama,,gen,suhtes,,1240,232,18.70967741935484
2207,vaidlema,vastu,in,,,2100,390,18.571428571428573
1847,sügelema,,ad,,,388,72,18.556701030927837
1558,panema,püsti,part,,,739,137,18.538565629228685
2097,ulatama,,part,,,2825,523,18.513274336283185
969,kiskuma,lahti,el,,,200,37,18.5
