pat_id,pattern,verb_word,verb_compound,phrase_nr,phrase_case,adp,inf_verb
1,aasima keda*,aasima,,1,part,,
2,aasima kelle kallal,aasima,,1,gen,kallal,
3,abielluma kellega,abielluma,,1,kom,,
4,abikätt ulatama kellele,ulatama,abikätt,1,all,,
5,abstraheeruma millest/kellest,abstraheeruma,,1,el,,
6,adresseerima mida*,adresseerima,,1,part,,
7,adresseerima kellele,adresseerima,,1,all,,
8,aevastama mille peale,aevastama,,1,gen,peale,
9,agiteerima keda*,agiteerima,,1,part,,
10,ahistama keda*,ahistama,,1,part,,
11,ahvima keda*,ahvima,,1,part,,
12,aimu saama millest,saama,aimu,1,el,,
13,aitama mida teha,aitama,,1,part,,teha
14,aitama millest,aitama,,1,el,,
15,aitama keda/mida*,aitama,,1,part,,
16,ajama kuhu,ajama,,1,all,,
17,ajendama mida tegema,ajendama,,1,part,,tegema
18,ajenduma millest,,ajenduma,1,el,,
19,ajudele käima kellele,käima,ajudele,1,all,,
20,akrediteerima keda/mida,akrediteerima,,1,part,,
21,alahindama keda/mida*,alahindama,,1,part,,
22,alandama mida*,alandama,,1,part,,
23,alanduma kelle ees,alanduma,,1,gen,ees,
24,alanduma mida tegema,alanduma,,1,part,,tegema
25,algama millest,algama,,1,el,,
26,algama millega,algama,,1,kom,,
27,algust tegema millega,tegema,algust,1,kom,,
28,alla hüppama millest,hüppama,alla,1,el,,
29,alla jääma kellele/millele,jääma,alla,1,all,,
30,alla kirjutama millele,kirjutama,alla,1,all,,
31,alla minema kellel,minema,alla,1,ad,,
32,alla neelama mida,neelama,alla,1,part,,
33,alla vaatama kelle peale,vaatama,alla,1,gen,peale,
34,alla vajutama mida,vajutama,alla,1,part,,
35,alla vanduma kellele/millele,vanduma,alla,1,all,,
36,alluma kellele/millele,alluma,,1,all,,
37,alt kelle/mille,,alt,1,gen,,
38,alt lendama millega,lendama,alt,1,kom,,
39,alt minema millega,minema,alt,1,kom,,
42,alusel mille,,alusel,1,gen,,
43,alust panema millele,panema,alust,1,all,,
44,alustama millest,alustama,,1,el,,
45,alustama millega,alustama,,1,kom,,
46,alustama mida*,alustama,,1,part,,
47,amelema kellega,amelema,,1,kom,,
49,analüüsima mida*,analüüsima,,1,part,,
50,andeks andma kellele,andma,andeks,1,all,,
51,andeks paluma kellelt / kelle käest,paluma,andeks,1,gen,käest,
52,andeks paluma kellelt / kelle käest,paluma,andeks,1,abl,,
53,andestama kellele,andestama,,1,all,,
54,andma milleks / mida teha,andma,,1,tr,,
55,andma milleks / mida teha,andma,,1,part,,teha
56,anduma kellele,anduma,,1,all,,
57,annekteerima mida,annekteerima,,1,part,,
58,antitsipeerima mida,,antitsipeerima,1,part,,
59,apelleerima mida,apelleerima,,1,part,,
60,apelleerima millele,apelleerima,,1,all,,
61,arendama mida*,arendama,,1,part,,
62,armastama keda/mida*,armastama,,1,part,,
63,armastama mida teha,armastama,,1,part,,teha
64,armu andma kellele,andma,armu,1,all,,
65,armu heitma kellele/millele,heitma,armu,1,all,,
66,armuma kellesse/millesse,armuma,,1,ill,,
67,arranžeerima millele,arranžeerima,,1,all,,
68,aru andma millest / mille kohta,andma,aru,1,gen,kohta,
69,aru andma millest / mille kohta,andma,aru,1,el,,
72,aru pärima kellelt,pärima,aru,1,abl,,
73,aru saama kellest/millest,saama,aru,1,el,,
74,arutama kellega,arutama,,1,kom,,
75,arutama mida*,arutama,,1,part,,
76,arutlema mida*,arutlema,,1,part,,
77,arutlema mille üle,arutlema,,1,gen,üle,
79,arvama kellest/millest,arvama,,1,el,,
80,arveid klaarima kellega,klaarima,arveid,1,kom,,
81,arveid õiendama kellega,õiendama,arveid,1,kom,,
82,arvestama millega,arvestama,,1,kom,,
83,arvestama mida*,arvestama,,1,part,,
84,arvustama keda/mida*,arvustama,,1,part,,
85,asendama millega,asendama,,1,kom,,
86,asendama keda/mida*,asendama,,1,part,,
87,asenduma millega,asenduma,,1,kom,,
88,aset andma millele,andma,aset,1,all,,
89,aset täitma mille/kelle,täitma,aset,1,gen,,
90,aset võtma kus,võtma,aset,1,ad,,
91,asetama kuhu,asetama,,1,all,,
92,asja tegema kuhu,tegema,asja,1,all,,
93,assotsieeruma millega/kellega,assotsieeruma,,1,kom,,
94,astuma kuhu,astuma,,1,all,,
95,asuma kus,asuma,,1,ad,,
96,asuma mille juurde / mille kallale,asuma,,1,gen,juurde,
97,asuma mida tegema,asuma,,1,part,,tegema
98,asuma mille juurde / mille kallale,asuma,,1,gen,kallale,
99,au andma kellele,andma,au,1,all,,
100,au haavama kelle,haavama,au,1,gen,,
101,au tegema kellele,tegema,au,1,all,,
102,auku ajama keda,ajama,auku,1,part,,
103,auku kaevama kellele,kaevama,auku,1,all,,
105,austama keda/mida*,austama,,1,part,,
106,autasustama millega,autasustama,,1,kom,,
107,autoriseerima mida,autoriseerima,,1,part,,
108,avaldama mida,avaldama,,1,part,,
109,avalduma milles,avalduma,,1,in,,
110,baseeruma kus,baseeruma,,1,ad,,
111,baseeruma millele,baseeruma,,1,all,,
112,briifima millest,briifima,,1,el,,
113,briifima keda*,briifima,,1,part,,
114,dateerima mida,dateerima,,1,part,,
115,dateerima kuhu,dateerima,,1,all,,
116,dateerima millega,dateerima,,1,kom,,
117,debateerima kellega,debateerima,,1,kom,,
118,debateerima mille üle,debateerima,,1,gen,üle,
119,debattima kellega,debattima,,1,kom,,
120,debattima mille üle,debattima,,1,gen,üle,
122,dekoreerima millega,dekoreerima,,1,kom,,
124,denuntseerima keda/mida,,denuntseerima,1,part,,
125,diplomeerima keda,diplomeerima,,1,part,,
126,diskuteerima mille üle,diskuteerima,,1,gen,üle,
127,dislotseerima kuhu,dislotseerima,,1,all,,
128,dislotseerima kus,dislotseerima,,1,ad,,
129,dislotseeruma kus,dislotseeruma,,1,ad,,
130,dislotseeruma kuhu,dislotseeruma,,1,all,,
131,distantseerima millest,distantseerima,,1,el,,
132,distantseeruma millest,distantseeruma,,1,el,,
133,eastama keda,,eastama,1,part,,
134,ebaõnnestuma kellel,ebaõnnestuma,,1,ad,,
135,edasi jõudma milles,jõudma,edasi,1,in,,
136,edasi kanduma kellele/millele,kanduma,edasi,1,all,,
137,edasi kanduma millesse,kanduma,edasi,1,ill,,
138,edasi kanduma millest,kanduma,edasi,1,el,,
139,edasi lükkama mida,lükkama,edasi,1,part,,
140,edasi otsima keda/mida*,otsima,edasi,1,part,,
141,edendama mida*,edendama,,1,part,,
142,edestama keda/mida*,edestama,,1,part,,
144,eeldama mida*,eeldama,,1,part,,
145,eelistama keda/mida*,eelistama,,1,part,,
146,eelistama kellele/millele,eelistama,,1,all,,
147,eelistama mida teha,eelistama,,1,part,,teha
148,eelnema millele,eelnema,,1,all,,
149,eemaldama millelt,eemaldama,,1,abl,,
150,eemale hoidma kellest/millest,hoidma,eemale,1,el,,
151,eemale jääma millest,jääma,eemale,1,el,,
152,eemale tõukama kellest/millest,tõukama,eemale,1,el,,
153,eest leidma keda/mida,leidma,eest,1,part,,
154,ehitama millest,ehitama,,1,el,,
155,ehmatama keda*,ehmatama,,1,part,,
156,ehmuma millest,ehmuma,,1,el,,
157,ehtima millega,ehtima,,1,kom,,
158,ehtima mida tegema,ehtima,,1,part,,tegema
159,ehtima kuhu,ehtima,,1,all,,
160,ehtima milleks,ehtima,,1,tr,,
161,eirama keda/mida*,eirama,,1,part,,
162,eitama mida*,eitama,,1,part,,
163,eksima millega,eksima,,1,kom,,
164,eksima mille vastu,eksima,,1,gen,vastu,
165,elama millest,elama,,1,el,,
166,elatuma millest,elatuma,,1,el,,
183,ennetama mida*,ennetama,,1,part,,
184,ennistama keda/mida,ennistama,,1,part,,
185,ennistama kuhu,ennistama,,1,all,,
186,ennustama mida*,ennustama,,1,part,,
187,eos olema mis,olema,eos,1,nom,,
188,epistlit lugema kellele,lugema,epistlit,1,all,,
189,eraldama kellest/millest,eraldama,,1,el,,
190,eraldama keda/mida*,eraldama,,1,part,,
191,eraldama kellele/millele,eraldama,,1,all,,
192,ergutama mida*,ergutama,,1,part,,
193,ergutama mida tegema,ergutama,,1,part,,tegema
194,erinema mille poolest,erinema,,1,gen,poolest,
195,erinema kellest/millest,erinema,,1,el,,
196,eristama kellest/millest,eristama,,1,el,,
197,eristama keda/mida,eristama,,1,part,,
198,esile kutsuma mida,kutsuma,esile,1,part,,
199,esindama mida*,esindama,,1,part,,
200,esinema millega,esinema,,1,kom,,
201,esinema kelle ees,esinema,,1,gen,ees,
202,esinema kellena,esinema,,1,es,,
203,esitama kellele,esitama,,1,all,,
204,esitama keda*,esitama,,1,part,,
205,esitlema kellele,esitlema,,1,all,,
206,esitlema keda*,esitlema,,1,part,,
207,ette hoiatama keda*,hoiatama,ette,1,part,,
208,ette hoiatama kelle/mille eest,hoiatama,ette,1,gen,eest,
209,ette jõudma kellest/millest,jõudma,ette,1,el,,
210,ette kandma millest,kandma,ette,1,el,,
213,ette lugema kellele,lugema,ette,1,all,,
214,ette luiskama kellele,luiskama,ette,1,all,,
215,ette nägema mida,nägema,ette,1,part,,
216,ette pääsema kellest,pääsema,ette,1,el,,
217,ette teatama millest,teatama,ette,1,el,,
218,ette teavitama keda*,teavitama,ette,1,part,,
219,ette teavitama millest,teavitama,ette,1,el,,
220,ette valmistuma milleks,valmistuma,ette,1,tr,,
221,ette viskama kellele,viskama,ette,1,all,,
222,ette võtma mida,võtma,ette,1,part,,
224,fikseerima mida,fikseerima,,1,part,,
225,filmima keda/mida*,filmima,,1,part,,
226,fokuseerima millele,fokuseerima,,1,all,,
227,fokusseerima millele,fokusseerima,,1,all,,
228,fookustama millele,fookustama,,1,all,,
229,garanteerima mida,garanteerima,,1,part,,
230,grillima mida*,grillima,,1,part,,
231,haakuma millega,haakuma,,1,kom,,
232,haarduma millesse,haarduma,,1,ill,,
233,haarduma millega,haarduma,,1,kom,,
234,haavama keda*,haavama,,1,part,,
235,habemesse kargama kellele,kargama,habemesse,1,all,,
236,hagema keda/mida*,hagema,,1,part,,
238,hagu andma millele,andma,hagu,1,all,,
239,haiget tegema kellele/millele,tegema,haiget,1,all,,
240,haiget tegema millega,tegema,haiget,1,kom,,
241,haisema mille järgi,haisema,,1,gen,järgi,
242,haisema mille järele,haisema,,1,gen,järele,
243,hakkama kellel,hakkama,,1,ad,,
244,hakkama kellele,hakkama,,1,all,,
245,hakkama millesse,hakkama,,1,ill,,
247,hakkama kelleks,hakkama,,1,tr,,
248,hakkama mida tegema,hakkama,,1,part,,tegema
249,hakkama saama millega,saama,hakkama,1,kom,,
250,hakkama seadma mida,seadma,hakkama,1,part,,
251,hakkamist olema kellel,olema,hakkamist,1,ad,,
252,halastama kellele,halastama,,1,all,,
254,haletsema keda*,haletsema,,1,part,,
256,halvustama keda/mida*,halvustama,,1,part,,
257,hambaid proovima kelle/mille kallal,proovima,hambaid,1,gen,kallal,
258,hambaid teritama kelle/mille kallal,teritama,hambaid,1,gen,kallal,
259,hambasse puhuma kellele,puhuma,hambasse,1,all,,
260,hambus olema kellel,olema,hambus,1,ad,,
261,hambusse jääma kellele,jääma,hambusse,1,all,,
262,hammast ihuma kelle peale,ihuma,hammast,1,gen,peale,
263,hammast ihuma millele/kellele,ihuma,hammast,1,all,,
264,hammast proovima kelle/mille kallal,proovima,hammast,1,gen,kallal,
266,hammustama keda*,hammustama,,1,part,,
267,hangeldama millega,hangeldama,,1,kom,,
268,harjuma kellega/millega,harjuma,,1,kom,,
269,harjuma mida tegema,harjuma,,1,part,,tegema
270,harjutama mida*,harjutama,,1,part,,
271,harmoneerima millega,harmoneerima,,1,kom,,
272,harmoneeruma millega,harmoneeruma,,1,kom,,
273,harmoniseeruma millega,harmoniseeruma,,1,kom,,
274,harrastama mida*,harrastama,,1,part,,
275,hauda kaevama kellele,kaevama,hauda,1,all,,
276,hauda viima keda,viima,hauda,1,part,,
277,haukuma kelle peale,haukuma,,1,gen,peale,
278,haukuma kelle kallal,haukuma,,1,gen,kallal,
282,hea seisma mille eest,seisma,hea,1,gen,eest,
283,heaks kiitma mida,kiitma,heaks,1,part,,
286,heitlema millega,heitlema,,1,kom,,
287,heitlema mille pärast,heitlema,,1,gen,pärast,
288,heitlema mille eest,heitlema,,1,gen,eest,
289,helistama kuhu,helistama,,1,all,,
290,higistama mille kallal,higistama,,1,gen,kallal,
291,hilinema kuhu,hilinema,,1,all,,
292,hilinema mille tõttu,hilinema,,1,gen,tõttu,
293,hiljaks jääma kuhu,jääma,hiljaks,1,all,,
294,himustama mida*,himustama,,1,part,,
295,hindama mida*,hindama,,1,part,,
296,hindama mille järgi,hindama,,1,gen,järgi,
297,hinge minema kellele,minema,hinge,1,all,,
298,hinge puistama kellele,puistama,hinge,1,all,,
302,hingekella lööma kellele/millele,lööma,hingekella,1,all,,
303,hirmutama millega,hirmutama,,1,kom,,
304,hirmutama keda*,hirmutama,,1,part,,
305,hoiatama keda*,hoiatama,,1,part,,
306,hoiatama kelle/mille eest,hoiatama,,1,gen,eest,
307,hoidma keda/mida*,hoidma,,1,part,,
308,hoiduma millest,hoiduma,,1,el,,
309,hoiduma kuhu,hoiduma,,1,all,,
310,hoiduma mida tegemast,hoiduma,,1,part,,tegemast
311,hooldama keda/mida*,hooldama,,1,part,,
312,hoolima kellest/millest,hoolima,,1,el,,
314,hoolitsema mille eest,hoolitsema,,1,gen,eest,
315,hoolt kandma mille eest,kandma,hoolt,1,gen,eest,
317,hooplema millega,hooplema,,1,kom,,
318,hooplema kelle ees,hooplema,,1,gen,ees,
319,hoovi tõmbama keda,tõmbama,hoovi,1,part,,
320,hullutama keda*,hullutama,,1,part,,
321,hurjutama keda*,hurjutama,,1,part,,
322,hurmuma millest,hurmuma,,1,el,,
323,huvi pakkuma kellele,pakkuma,huvi,1,all,,
324,huvitama keda*,huvitama,,1,part,,
325,huvitatud olema kellest/millest,olema,huvitatud,1,el,,
326,huvituma millest,huvituma,,1,el,,
327,häbenema mida teha,häbenema,,1,part,,teha
328,häbenema keda/mida*,häbenema,,1,part,,
329,hädaldama mille pärast,hädaldama,,1,gen,pärast,
330,hädaldama mille üle,hädaldama,,1,gen,üle,
331,häirima keda/mida*,häirima,,1,part,,
332,hämmastuma mille/kelle üle,hämmastuma,,1,gen,üle,
333,hämmastuma millest/kellest,hämmastuma,,1,el,,
334,hävima mille tõttu / mille tagajärjel,hävima,,1,gen,tõttu,
335,hävima milles,hävima,,1,in,,
336,hävima mille tõttu / mille tagajärjel,hävima,,1,gen,tagajärjel,
337,hääletama kelle/mille poolt,hääletama,,1,gen,poolt,
338,hääletama kelle/mille vastu,hääletama,,1,gen,vastu,
339,häält andma kellele/millele,andma,häält,1,all,,
340,hõivama millega,hõivama,,1,kom,,
342,hõlmama keda/mida,hõlmama,,1,part,,
343,hõõgama mida*,hõõgama,,1,part,,
344,hööritama mida*,hööritama,,1,part,,
345,hüppama millega,hüppama,,1,kom,,
346,hüvasti jätma millega,jätma,hüvasti,1,kom,,
347,hüvitama mida,hüvitama,,1,part,,
348,hüvitama millega,hüvitama,,1,kom,,
349,hüvitama kellele,hüvitama,,1,all,,
350,hüüdma kelleks/milleks,hüüdma,,1,tr,,
351,hüüdma keda*,hüüdma,,1,part,,
352,identifitseerima keda,identifitseerima,,1,part,,
353,identifitseerima kellega,identifitseerima,,1,kom,,
354,identima keda,identima,,1,part,,
355,identima kellega,identima,,1,kom,,
356,idülleerima keda/mida,,idülleerima,1,part,,
357,igatsema mida teha,igatsema,,1,part,,teha
358,igatsema keda/mida*,igatsema,,1,part,,
359,igatsema kelle/mille järele,igatsema,,1,gen,järele,
360,ihaldama keda*,ihaldama,,1,part,,
361,ihkama mida teha,ihkama,,1,part,,teha
362,ihkama mida/keda*,ihkama,,1,part,,
363,iiveldama kellel,iiveldama,,1,ad,,
364,ilastama kellega,ilastama,,1,kom,,
365,iletama keda,iletama,,1,part,,
366,ilkuma kelle/mille üle,ilkuma,,1,gen,üle,
367,ilkuma kelle/mille kallal,ilkuma,,1,gen,kallal,
368,ilma jätma millest,jätma,ilma,1,el,,
369,ilma jääma kellest/millest,jääma,ilma,1,el,,
370,ilmutama mida,ilmutama,,1,part,,
371,ilustama millega,ilustama,,1,kom,,
372,imestama mille üle,imestama,,1,gen,üle,
373,imetlema keda/mida*,imetlema,,1,part,,
374,imiteerima keda/mida*,imiteerima,,1,part,,
375,immigreeruma kust,immigreeruma,,1,abl,,
376,immigreeruma kuhu,immigreeruma,,1,all,,
377,immutama millega,immutama,,1,kom,,
378,imponeerima millega,imponeerima,,1,kom,,
379,imponeerima kellele,imponeerima,,1,all,,
380,indikeerima mida,indikeerima,,1,part,,
381,inditseerima mida*,,inditseerima,1,part,,
382,innustama mida tegema,innustama,,1,part,,tegema
383,innustama keda*,innustama,,1,part,,
384,innustuma millest,innustuma,,1,el,,
385,interakteeruma millega,interakteeruma,,1,kom,,
386,investeerima millesse,investeerima,,1,ill,,
387,ironiseerima mille üle,ironiseerima,,1,gen,üle,
388,irvitama kelle/mille üle,irvitama,,1,gen,üle,
389,iseloomustama keda/mida*,iseloomustama,,1,part,,
390,istuma kuhu,istuma,,1,all,,
391,istuma kus,istuma,,1,ad,,
392,istutama kuhu,istutama,,1,all,,
393,isutama mille järele,isutama,,1,gen,järele,
394,isutama mille järgi,isutama,,1,gen,järgi,
395,jaatama mida*,jaatama,,1,part,,
396,jagama mida*,jagama,,1,part,,
397,jagama millega,jagama,,1,kom,,
398,jagama kellele,jagama,,1,all,,
399,jagama kelle vahel,jagama,,1,gen,vahel,
400,jagama millesse,jagama,,1,ill,,
401,jagama milleks,jagama,,1,tr,,
402,jagu saama kellest/millest,saama,jagu,1,el,,
403,jagunema millesse,jagunema,,1,ill,,
404,jagunema kelleks/milleks,jagunema,,1,tr,,
405,jagunema kelle/mille vahel,jagunema,,1,gen,vahel,
406,jahmerdama millega/kellega,jahmerdama,,1,kom,,
407,jaksama mida teha,jaksama,,1,part,,teha
412,jalule ajama keda/mida,ajama,jalule,1,part,,
413,jalust niitma keda,niitma,jalust,1,part,,
414,jalust rabama millega,rabama,jalust,1,kom,,
415,jalust rabama keda,rabama,jalust,1,part,,
416,jalutama kellega,jalutama,,1,kom,,
417,jalutama keda*,jalutama,,1,part,,
418,janunema mille järele,janunema,,1,gen,järele,
419,janunema mida*,janunema,,1,part,,
420,jaotama kelle vahel,jaotama,,1,gen,vahel,
421,jaotama millesse,jaotama,,1,ill,,
422,jaotama milleks,jaotama,,1,tr,,
423,johtuma millest,johtuma,,1,el,,
424,joobuma millest,joobuma,,1,el,,
425,joonduma kellega/millega,joonduma,,1,kom,,
426,joonduma kelle/mille järgi,joonduma,,1,gen,järgi,
428,joovastuma millest,joovastuma,,1,el,,
429,joppama millega,joppama,,1,kom,,
430,juhatama mida*,juhatama,,1,part,,
431,juhendama keda/mida*,juhendama,,1,part,,
432,juhinduma millest,juhinduma,,1,el,,
433,juhtima mida*,juhtima,,1,part,,
434,juhtuma kellega/millega,juhtuma,,1,kom,,
435,juhtuma mida tegema,juhtuma,,1,part,,tegema
436,julgema mida teha,,julgema,1,part,,teha
437,julgestama millega,julgestama,,1,kom,,
438,julgestama keda/mida*,julgestama,,1,part,,
439,julgustama mida tegema,julgustama,,1,part,,tegema
440,julgustama keda*,julgustama,,1,part,,
441,jumalaga jätma kellega,jätma,jumalaga,1,kom,,
442,jumaldama keda/mida*,jumaldama,,1,part,,
443,jumet olema millel,olema,jumet,1,ad,,
444,jutlustama millest,jutlustama,,1,el,,
445,jutlustama mida*,jutlustama,,1,part,,
446,juttu tegema millest,tegema,juttu,1,el,,
447,jutustama millest,jutustama,,1,el,,
448,jutustama kellega,jutustama,,1,kom,,
449,juurdlema mille üle,juurdlema,,1,gen,üle,
450,juurdlema mille kallal,juurdlema,,1,gen,kallal,
451,jälestama keda/mida*,jälestama,,1,part,,
452,jälgedes käima kelle,käima,jälgedes,1,gen,,
453,jälgima keda/mida*,jälgima,,1,part,,
454,jälile jõudma kellele/millele,jõudma,jälile,1,all,,
455,jäljendama keda/mida*,jäljendama,,1,part,,
456,jänni jääma millega/kellega,jääma,jänni,1,kom,,
457,jännis olema millega/kellega,olema,jännis,1,kom,,
458,järele aitama keda,aitama,järele,1,part,,
459,järele andma kellele/millele,andma,järele,1,all,,
460,järele jooksma kellele/millele,jooksma,järele,1,all,,
461,järele jõudma kellele/millele,jõudma,järele,1,all,,
462,järele kiitma kellele/millele,kiitma,järele,1,all,,
463,järele minema kellele/millele,minema,järele,1,all,,
464,järele mõtlema mille üle,mõtlema,järele,1,gen,üle,
465,järele tulema kellele/millele,tulema,järele,1,all,,
466,järele vaatama kellele/millele,vaatama,järele,1,all,,
467,järele vahtima kellele/millele,vahtima,järele,1,all,,
468,järgi jõudma kellele/millele,jõudma,järgi,1,all,,
469,järgi minema kellele/millele,minema,järgi,1,all,,
470,järgi tulema kellele/millele,tulema,järgi,1,all,,
471,järgima mida*,järgima,,1,part,,
472,järgnema millele,järgnema,,1,all,,
473,jätkama mida*,jätkama,,1,part,,
474,jätma mida tegemata,jätma,,1,part,,tegemata
475,jätma mida tegema,jätma,,1,part,,tegema
476,jätma kuhu,jätma,,1,all,,
477,jääma kelle juurde,jääma,,1,gen,juurde,
478,jääma kelleks,jääma,,1,tr,,
479,jääma mida tegema,jääma,,1,part,,tegema
480,jääma mida tegemata,jääma,,1,part,,tegemata
481,jääma kuhu,jääma,,1,all,,
482,jõudma kuhu,jõudma,,1,all,,
483,jõudma mida teha,jõudma,,1,part,,teha
485,kaalule panema mida,panema,kaalule,1,part,,
486,kaaluma mida*,kaaluma,,1,part,,
487,kaasa aitama millele,aitama,kaasa,1,all,,
488,kaasa elama kellele/millele,elama,kaasa,1,all,,
489,kaasa kiitma kellele/millele,kiitma,kaasa,1,all,,
490,kaasa minema kellega/millega,minema,kaasa,1,kom,,
491,kaasa määgima kellega,määgima,kaasa,1,kom,,
492,kaasa määgima kellele,määgima,kaasa,1,all,,
493,kaasa sõitma kellega,sõitma,kaasa,1,kom,,
494,kaasa tundma kellele,tundma,kaasa,1,all,,
495,kaasama keda,kaasama,,1,part,,
496,kaasama millesse,kaasama,,1,ill,,
497,kaasas kandma mida*,kandma,kaasas,1,part,,
498,kaasas käima millega,käima,kaasas,1,kom,,
499,kaaslema kellega/millega,kaaslema,,1,kom,,
500,kaasnema millega,kaasnema,,1,kom,,
501,kaasuma millega,kaasuma,,1,kom,,
502,kaasuma millele,kaasuma,,1,all,,
503,kadestama keda/mida*,kadestama,,1,part,,
504,kadetsema keda/mida*,kadetsema,,1,part,,
505,kaebama kuhu,kaebama,,1,all,,
506,kaebama mida*,kaebama,,1,part,,
508,kaebama kelle,kaebama,,1,gen,,
509,kaebama kelle peale,kaebama,,1,gen,peale,
510,kaebama mille üle,kaebama,,1,gen,üle,
511,kaeblema mille üle,kaeblema,,1,gen,üle,
512,kaela langema kellele,langema,kaela,1,all,,
513,kaela määrima kellele,määrima,kaela,1,all,,
514,kaelakiike tegema kellele,tegema,kaelakiike,1,all,,
516,kaevuma millesse,kaevuma,,1,ill,,
517,kaevuma kuhu,kaevuma,,1,all,,
518,kahandama mida*,kahandama,,1,part,,
519,kahetsema keda*,kahetsema,,1,part,,
521,kahju tekitama millele/kellele,tekitama,kahju,1,all,,
522,kahjustama keda/mida*,kahjustama,,1,part,,
524,kahtlema milles,kahtlema,,1,in,,
525,kahtlustama keda/mida*,kahtlustama,,1,part,,
527,kaitse mille vastu,,kaitse,1,gen,vastu,
528,kaitse mille eest,,kaitse,1,gen,eest,
529,kaitsepookima mille vastu,,kaitsepookima,1,gen,vastu,
530,kaitsesüstima mille vastu,kaitsesüstima,,1,gen,vastu,
531,kaitsma keda/mida*,kaitsma,,1,part,,
532,kaitsma mille eest,kaitsma,,1,gen,eest,
533,kajastama mida*,kajastama,,1,part,,
534,kaklema kelle/mille pärast,kaklema,,1,gen,pärast,
535,kaklema kellega,kaklema,,1,kom,,
536,kalduma millele,kalduma,,1,all,,
537,kalduma mida tegema,kalduma,,1,part,,tegema
538,kallale tungima kellele,tungima,kallale,1,all,,
540,kallistama keda*,kallistama,,1,part,,
541,kamandama keda*,kamandama,,1,part,,
542,kammitsema keda/mida*,kammitsema,,1,part,,
543,kana kitkuma kellega,kitkuma,kana,1,kom,,
544,kanaliseerima millesse,kanaliseerima,,1,ill,,
545,kanda kinnitama kus,kinnitama,kanda,1,ad,,
546,kandadele astuma kellele,astuma,kandadele,1,all,,
547,kandideerima kelleks,kandideerima,,1,tr,,
548,kandu näitama kellele,näitama,kandu,1,all,,
549,kanduma kuhu,kanduma,,1,all,,
550,kangestuma millest,kangestuma,,1,el,,
552,kannatama kelle/mille pärast / kelle/mille tõttu,kannatama,,1,gen,pärast,
553,kannatama mida*,kannatama,,1,part,,
554,kannatama mille käes,kannatama,,1,gen,käes,
555,kannatama mille tõttu,kannatama,,1,gen,tõttu,
556,kannuseid teenima kelle ees,teenima,kannuseid,1,gen,ees,
557,kannustama keda*,kannustama,,1,part,,
558,kardama millega,,kardama,1,kom,,
559,karistama millega,karistama,,1,kom,,
560,karistama mille eest,karistama,,1,gen,eest,
561,karistama keda*,karistama,,1,part,,
562,karjuma kelle peale,karjuma,,1,gen,peale,
564,kartma mida*,kartma,,1,part,,
565,kartma mida teha,kartma,,1,part,,teha
569,kasutama mida*,kasutama,,1,part,,
570,kasvama millesse,kasvama,,1,ill,,
571,kasvatama keda*,kasvatama,,1,part,,
572,katkema mille tõttu,katkema,,1,gen,tõttu,
573,katkestama millega,katkestama,,1,kom,,
574,katkestama mille tõttu,katkestama,,1,gen,tõttu,
575,katma millega,katma,,1,kom,,
576,katsetama mida*,katsetama,,1,part,,
577,katsuma mida*,katsuma,,1,part,,
578,katsuma mida teha,katsuma,,1,part,,teha
579,kaunistama millega,kaunistama,,1,kom,,
580,kauplema millega,kauplema,,1,kom,,
581,kavas olema mida teha,olema,kavas,1,part,,teha
582,kavatsema mida teha,kavatsema,,1,part,,teha
583,keelduma millest,keelduma,,1,el,,
584,keelduma mida tegemast,keelduma,,1,part,,tegemast
585,keelitama mida tegema,keelitama,,1,part,,tegema
586,keelitama keda*,keelitama,,1,part,,
587,keelt kandma kelle peale,kandma,keelt,1,gen,peale,
588,keelt limpsama kelle/mille järele,limpsama,keelt,1,gen,järele,
589,keelt teritama kelle/mille kallal,teritama,keelt,1,gen,kallal,
590,keerises mille,,keerises,1,gen,,
591,keerlema kelle/mille ümber,keerlema,,1,gen,ümber,
593,kehtestama mida,kehtestama,,1,part,,
594,kehtima kelle/mille kohta,kehtima,,1,gen,kohta,
595,kehtima mis ajast,kehtima,,1,nom,ajast,
596,kehtima panema mida,panema,kehtima,1,part,,
597,kelkima millega,kelkima,,1,kom,,
598,kelkima kelle ees,kelkima,,1,gen,ees,
599,keppima keda*,keppima,,1,part,,
603,keskendama millele,keskendama,,1,all,,
604,keskenduma millele,keskenduma,,1,all,,
607,kihla vedama kellega,vedama,kihla,1,kom,,
608,kihla vedama mille peale,vedama,kihla,1,gen,peale,
609,kihluma kellega,kihluma,,1,kom,,
610,kihva keerama mida,keerama,kihva,1,part,,
611,kiilu lööma kelle vahele,lööma,kiilu,1,gen,vahele,
612,kiilu lööma millesse,lööma,kiilu,1,ill,,
613,kiinduma kellesse/millesse,kiinduma,,1,ill,,
614,kiirendama mida*,kiirendama,,1,part,,
615,kiirguma millesse,kiirguma,,1,ill,,
616,kiirustama kuhu,kiirustama,,1,all,,
617,kiitlema millega,kiitlema,,1,kom,,
618,kiitlema kelle ees,kiitlema,,1,gen,ees,
619,kiitma mille eest,kiitma,,1,gen,eest,
620,kiitma keda/mida*,kiitma,,1,part,,
621,kilbile tõstma keda/mida,tõstma,kilbile,1,part,,
622,kilistama mida*,kilistama,,1,part,,
